n,mae,rmse,wape_pct,bias,absolute_error_sum,squared_error_sum,actual_abs_sum,variant,seed,month,target,lead,population,unit
17280,174.1023567326354,314.0419479897058,6.430116782360103,4.172844996374538,3008488.7243399397,1704194123.279082,46787466.3271,mlp,3407,4,pv_corrected,all,all,千瓦
10113,288.9627745038572,408.3293259168342,6.245861911237708,-1.3943858642421174,2922280.5385575076,1686169194.7765796,46787466.3271,mlp,3407,4,pv_corrected,all,generating,千瓦
4320,148.8287761876166,255.71395975458125,5.508737629083587,11.814437539782702,642940.3131305038,282483198.201748,11671282.177900001,mlp,3407,4,pv_corrected,0–6h,all,千瓦
2526,246.05990922031236,331.79241252431524,5.325441722824864,11.73609965632085,621547.330690509,278077753.85198975,11671282.177900001,mlp,3407,4,pv_corrected,0–6h,generating,千瓦
4320,161.49509071758376,276.1089250195307,5.976734147204425,13.74864548268883,697658.7918999619,329340118.2139044,11672909.8989,mlp,3407,4,pv_corrected,6–12h,all,千瓦
2529,266.955304323536,358.2033679412003,5.783733194906641,14.577034883146034,675129.9646342224,324495111.94237554,11672909.898899999,mlp,3407,4,pv_corrected,6–12h,generating,千瓦
4320,179.57543143115078,316.40273661664014,6.628575553478725,23.27691340599978,775765.8637825714,432478188.31031555,11703357.0414,mlp,3407,4,pv_corrected,12–18h,all,千瓦
2529,298.3101645091716,411.4001234580801,6.446239342907782,31.32337215304181,754426.406043695,428033405.7391672,11703357.0414,mlp,3407,4,pv_corrected,12–18h,generating,千瓦
4320,206.51012859419046,390.8361817454585,7.599063431644867,-32.148616442973164,892123.7555269027,659892618.5531142,11739917.2089,mlp,3407,4,pv_corrected,18–24h,all,千瓦
2529,344.47482688378045,509.1347932909725,7.420638678172652,-63.198474247317556,871176.8371890808,655562923.243047,11739917.2089,mlp,3407,4,pv_corrected,18–24h,generating,千瓦
17280,125.37453482060184,156.83733931857236,2.85412550180824,2.777053107638888,2166471.9617,425052593.35826117,75906681.76039998,periodic,none,4,load,all,all,千瓦
4320,125.52264460648148,156.91132280144637,2.8573482253218327,2.671280810185186,542257.8247,106363425.12465473,18977659.7719,periodic,none,4,load,0–6h,all,千瓦
4320,125.40727016203702,156.94023227464206,2.855041079333079,3.2532043749999997,541759.4071,106402621.70772836,18975538.0762,periodic,none,4,load,6–12h,all,千瓦
4320,125.06505305555555,156.3634361468631,2.847279867872771,2.90271574074074,540281.0292,105621944.38698588,18975339.7724,periodic,none,4,load,12–18h,all,千瓦
4320,125.50317145833334,157.13331958799688,2.856832031115857,2.281011504629628,542173.7007,106664602.1388922,18978144.1399,periodic,none,4,load,18–24h,all,千瓦
17280,224.43333091435187,434.2004069944416,8.288989044815372,-14.59941943287037,3878207.9582,3257798286.5419173,46787466.3271,periodic,none,4,pv,all,all,千瓦
10113,383.4865766241471,567.5734755683214,8.288971499945676,-24.946719727083952,3878199.7493999996,3257798282.156103,46787466.3271,periodic,none,4,pv,all,generating,千瓦
4320,223.74509905092594,433.96212643515366,8.281685021121778,-12.919097430555553,966578.8279,813555909.4181197,11671282.177900001,periodic,none,4,pv,0–6h,all,千瓦
2526,382.6511384402217,567.5145867242188,8.281667437792295,-22.095230839271572,966576.7757,813555908.3216661,11671282.177900001,periodic,none,4,pv,0–6h,generating,千瓦
4320,223.7499186111111,433.9621425896674,8.280708553152524,-12.903436851851849,966599.6484,813555969.9883841,11672909.8989,periodic,none,4,pv,6–12h,all,千瓦
2529,382.2054551996837,567.1779038112645,8.28069097227494,-22.042269434559106,966597.5962,813555968.8919306,11672909.898899999,periodic,none,4,pv,6–12h,generating,千瓦
4320,224.76172016203705,433.86846960878324,8.29651379228407,-16.459646180555552,970970.6311,813204787.3372843,11703357.0414,periodic,none,4,pv,12–18h,all,千瓦
2529,383.9337994859628,567.055475516722,8.29649625714443,-28.116933056544088,970968.5789,813204786.2408307,11703357.0414,periodic,none,4,pv,12–18h,generating,千瓦
4320,225.47658583333336,435.0078808880962,8.29698228247784,-16.115497268518514,974058.8508000001,817481619.7981291,11739917.2089,periodic,none,4,pv,18–24h,all,千瓦
2529,385.15492234084616,568.5446581859594,8.296964801945707,-27.52906302886516,974056.7986,817481618.7016755,11739917.2089,periodic,none,4,pv,18–24h,generating,千瓦
17280,0.04238943865740741,0.05469228255807246,6.069319616866574,0.00577160300925926,732.4895,51.68872693,12068.7251,periodic,none,4,price,all,all,元/千瓦时
4320,0.04241131944444445,0.05473974161886408,6.068761134627784,0.005684930555555556,183.2169,12.94461783,3019.0165,periodic,none,4,price,0–6h,all,元/千瓦时
4320,0.042462314814814814,0.054795705174361574,6.076759482104044,0.005905046296296297,183.4372,12.9710994,3018.6681,periodic,none,4,price,6–12h,all,元/千瓦时
4320,0.042373425925925925,0.05467307292239735,6.067738176354525,0.005740833333333334,183.0532,12.913105980000001,3016.8276,periodic,none,4,price,12–18h,all,元/千瓦时
4320,0.04231069444444444,0.05456032958858308,6.06401093963867,0.005755601851851852,182.7822,12.85990372,3014.2128999999995,periodic,none,4,price,18–24h,all,元/千瓦时
17280,240.1654678587963,495.08106780854695,8.870023556279266,-32.648794762731505,4150059.2846,4235418956.7783546,46787466.3271,periodic,none,4,pv_corrected,all,all,千瓦
10113,401.6473963215663,645.7072482475008,8.681513315131813,-64.5080924651439,4061860.119,4216492481.493244,46787466.3271,periodic,none,4,pv_corrected,all,generating,千瓦
4320,122.29378353780862,203.2264750152069,4.52657331757179,1.6489839351851747,528309.1448833332,178420320.63550013,11671282.177900001,periodic,none,4,pv_corrected,0–6h,all,千瓦
2526,200.42201047110055,262.30958387004057,4.337706780910782,-5.9063878991818575,506265.99844999996,173804758.73772654,11671282.177900001,periodic,none,4,pv_corrected,0–6h,generating,千瓦
4320,192.95792906635805,331.70195627654925,7.141134993642152,-12.731053750000015,833578.2535666667,475313131.2860199,11672909.8989,periodic,none,4,pv_corrected,6–12h,all,千瓦
2529,320.88631476538814,431.3913806120364,6.952178137844966,-30.468531326611345,811521.4900416667,470643165.34062165,11672909.898899999,periodic,none,4,pv_corrected,6–12h,generating,千瓦
4320,271.73749596836416,487.6695134890513,10.030506447258709,-2.460916944444462,1173905.9825833333,1027389114.9503194,11703357.0414,periodic,none,4,pv_corrected,12–18h,all,千瓦
2529,455.4537224759457,635.8837484108021,9.841983458823698,-12.927908122446322,1151842.4641416667,1022596449.835727,11703357.0414,periodic,none,4,pv_corrected,12–18h,generating,千瓦
4320,373.6726628626543,768.9423336495138,13.750232432158002,-117.05219229166669,1614265.9035666666,2554296389.9065156,11739917.2089,periodic,none,4,pv_corrected,18–24h,all,千瓦
2529,629.5888360485039,1004.0345869495201,13.562533176636041,-208.66002684855675,1592230.1663666666,2549448107.5791693,11739917.2089,periodic,none,4,pv_corrected,18–24h,generating,千瓦
17280,596.3471858217594,1083.9036273576448,13.575721045911916,-0.43061146990739346,10304879.371000001,20301357428.33576,75906681.76039998,yesterday,none,4,load,all,all,千瓦
4320,596.0963353703704,1083.8461720732575,13.569303063452399,-0.8433543055555506,2575136.1688,5074801306.781126,18977659.7719,yesterday,none,4,load,0–6h,all,千瓦
4320,596.2297543981481,1083.8581770633818,13.573857714372684,-0.3684402777777602,2575712.539,5074913727.304519,18975538.0762,yesterday,none,4,load,6–12h,all,千瓦
4320,596.3383888888889,1083.8912882541326,13.576472784677652,0.01886648148146277,2576181.84,5075223802.933839,18975339.7724,yesterday,none,4,load,12–18h,all,千瓦
4320,596.7242646296296,1084.0188633681732,13.583250312554446,-0.5295177777777629,2577848.8232,5076418591.316273,18978144.1399,yesterday,none,4,load,18–24h,all,千瓦
17280,224.43333091435187,434.2004069944416,8.288989044815372,-14.59941943287037,3878207.9582,3257798286.5419173,46787466.3271,yesterday,none,4,pv,all,all,千瓦
10113,383.4865766241471,567.5734755683214,8.288971499945676,-24.946719727083952,3878199.7493999996,3257798282.156103,46787466.3271,yesterday,none,4,pv,all,generating,千瓦
4320,223.74509905092594,433.96212643515366,8.281685021121778,-12.919097430555553,966578.8279,813555909.4181197,11671282.177900001,yesterday,none,4,pv,0–6h,all,千瓦
2526,382.6511384402217,567.5145867242188,8.281667437792295,-22.095230839271572,966576.7757,813555908.3216661,11671282.177900001,yesterday,none,4,pv,0–6h,generating,千瓦
4320,223.7499186111111,433.9621425896674,8.280708553152524,-12.903436851851849,966599.6484,813555969.9883841,11672909.8989,yesterday,none,4,pv,6–12h,all,千瓦
2529,382.2054551996837,567.1779038112645,8.28069097227494,-22.042269434559106,966597.5962,813555968.8919306,11672909.898899999,yesterday,none,4,pv,6–12h,generating,千瓦
4320,224.76172016203705,433.86846960878324,8.29651379228407,-16.459646180555552,970970.6311,813204787.3372843,11703357.0414,yesterday,none,4,pv,12–18h,all,千瓦
2529,383.9337994859628,567.055475516722,8.29649625714443,-28.116933056544088,970968.5789,813204786.2408307,11703357.0414,yesterday,none,4,pv,12–18h,generating,千瓦
4320,225.47658583333336,435.0078808880962,8.29698228247784,-16.115497268518514,974058.8508000001,817481619.7981291,11739917.2089,yesterday,none,4,pv,18–24h,all,千瓦
2529,385.15492234084616,568.5446581859594,8.296964801945707,-27.52906302886516,974056.7986,817481618.7016755,11739917.2089,yesterday,none,4,pv,18–24h,generating,千瓦
17280,0.08448986689814815,0.12354138133984288,12.097258723707279,0.0011250173611111105,1459.9849,263.73553176999997,12068.7251,yesterday,none,4,price,all,all,元/千瓦时
4320,0.08436627314814815,0.12349520961807026,12.072219545669922,0.0010420601851851843,364.4623,65.88460857000001,3019.0165,yesterday,none,4,price,0–6h,all,元/千瓦时
4320,0.08445907407407408,0.12353234692221755,12.086893554147276,0.001119722222222223,364.8632,65.92423998000001,3018.6681,yesterday,none,4,price,6–12h,all,元/千瓦时
4320,0.08447956018518518,0.12351882332372575,12.097201046556322,0.001241504629629629,364.95169999999996,65.90980677,3016.8276,yesterday,none,4,price,12–18h,all,元/千瓦时
4320,0.08465456018518519,0.12361911002521384,12.132776022556339,0.001096782407407405,365.70770000000005,66.01687645,3014.2128999999995,yesterday,none,4,price,18–24h,all,元/千瓦时
17280,240.1654678587963,495.08106780854695,8.870023556279266,-32.648794762731505,4150059.2846,4235418956.7783546,46787466.3271,issued,none,4,pv_corrected,all,all,千瓦
10113,401.6473963215663,645.7072482475008,8.681513315131813,-64.5080924651439,4061860.119,4216492481.493244,46787466.3271,issued,none,4,pv_corrected,all,generating,千瓦
4320,122.29378353780862,203.2264750152069,4.52657331757179,1.6489839351851747,528309.1448833332,178420320.63550013,11671282.177900001,issued,none,4,pv_corrected,0–6h,all,千瓦
2526,200.42201047110055,262.30958387004057,4.337706780910782,-5.9063878991818575,506265.99844999996,173804758.73772654,11671282.177900001,issued,none,4,pv_corrected,0–6h,generating,千瓦
4320,192.95792906635805,331.70195627654925,7.141134993642152,-12.731053750000015,833578.2535666667,475313131.2860199,11672909.8989,issued,none,4,pv_corrected,6–12h,all,千瓦
2529,320.88631476538814,431.3913806120364,6.952178137844966,-30.468531326611345,811521.4900416667,470643165.34062165,11672909.898899999,issued,none,4,pv_corrected,6–12h,generating,千瓦
4320,271.73749596836416,487.6695134890513,10.030506447258709,-2.460916944444462,1173905.9825833333,1027389114.9503194,11703357.0414,issued,none,4,pv_corrected,12–18h,all,千瓦
2529,455.4537224759457,635.8837484108021,9.841983458823698,-12.927908122446322,1151842.4641416667,1022596449.835727,11703357.0414,issued,none,4,pv_corrected,12–18h,generating,千瓦
4320,373.6726628626543,768.9423336495138,13.750232432158002,-117.05219229166669,1614265.9035666666,2554296389.9065156,11739917.2089,issued,none,4,pv_corrected,18–24h,all,千瓦
2529,629.5888360485039,1004.0345869495201,13.562533176636041,-208.66002684855675,1592230.1663666666,2549448107.5791693,11739917.2089,issued,none,4,pv_corrected,18–24h,generating,千瓦
17280,125.37453482060184,156.83733931857236,2.85412550180824,2.777053107638888,2166471.9617,425052593.35826117,75906681.76039998,weekly,none,4,load,all,all,千瓦
4320,125.52264460648148,156.91132280144637,2.8573482253218327,2.671280810185186,542257.8247,106363425.12465473,18977659.7719,weekly,none,4,load,0–6h,all,千瓦
4320,125.40727016203702,156.94023227464206,2.855041079333079,3.2532043749999997,541759.4071,106402621.70772836,18975538.0762,weekly,none,4,load,6–12h,all,千瓦
4320,125.06505305555555,156.3634361468631,2.847279867872771,2.90271574074074,540281.0292,105621944.38698588,18975339.7724,weekly,none,4,load,12–18h,all,千瓦
4320,125.50317145833334,157.13331958799688,2.856832031115857,2.281011504629628,542173.7007,106664602.1388922,18978144.1399,weekly,none,4,load,18–24h,all,千瓦
17280,214.38687630208335,404.1707347682693,7.917943657389793,-74.09569710069444,3704605.2225,2822756823.52916,46787466.3271,weekly,none,4,pv,all,all,千瓦
10113,366.28624443785225,528.3194677383907,7.917190394758438,-126.64155823197864,3704252.79,2822755324.892791,46787466.3271,weekly,none,4,pv,all,generating,千瓦
4320,214.55405944444445,404.3768891651755,7.941488541465212,-75.16150180555555,926873.5368,706409287.880708,11671282.177900001,weekly,none,4,pv,0–6h,all,千瓦
2526,366.8991799287411,528.8243151729664,7.940749905395189,-128.57636425178148,926787.3285,706408924.8596642,11671282.177900001,weekly,none,4,pv,0–6h,generating,千瓦
4320,214.6380291435185,404.39054240161175,7.943488760993335,-75.24429877314815,927236.2859,706456990.5863173,11672909.8989,weekly,none,4,pv,6–12h,all,千瓦
2529,366.6063837485172,528.5284045684737,7.9427285272489785,-128.56627603795965,927147.5445,706456612.0478755,11672909.898899999,weekly,none,4,pv,6–12h,generating,千瓦
4320,214.0812478703704,404.0713667205853,7.902271011030935,-73.2453925,924830.9908,705342251.8228681,11703357.0414,weekly,none,4,pv,12–18h,all,千瓦
2529,365.6552982997232,528.1112496496313,7.901512755090472,-125.15177421905892,924742.2494,705341873.2844265,11703357.0414,weekly,none,4,pv,12–18h,generating,千瓦
4320,214.27416875,403.8438840619908,7.884760961501979,-72.73159532407406,925664.409,704548293.2392666,11739917.2089,weekly,none,4,pv,18–24h,all,千瓦
2529,365.9848428627916,527.8139353000129,7.8840050669039075,-124.274113562673,925575.6675999999,704547914.700825,11739917.2089,weekly,none,4,pv,18–24h,generating,千瓦
17280,0.04238943865740741,0.05469228255807246,6.069319616866574,0.00577160300925926,732.4895,51.68872693,12068.7251,weekly,none,4,price,all,all,元/千瓦时
4320,0.04241131944444445,0.05473974161886408,6.068761134627784,0.005684930555555556,183.2169,12.94461783,3019.0165,weekly,none,4,price,0–6h,all,元/千瓦时
4320,0.042462314814814814,0.054795705174361574,6.076759482104044,0.005905046296296297,183.4372,12.9710994,3018.6681,weekly,none,4,price,6–12h,all,元/千瓦时
4320,0.042373425925925925,0.05467307292239735,6.067738176354525,0.005740833333333334,183.0532,12.913105980000001,3016.8276,weekly,none,4,price,12–18h,all,元/千瓦时
4320,0.04231069444444444,0.05456032958858308,6.06401093963867,0.005755601851851852,182.7822,12.85990372,3014.2128999999995,weekly,none,4,price,18–24h,all,元/千瓦时
17856,162.13906643843018,211.74078616609677,3.6811320197328485,-52.49403564105291,2895155.170324609,800558770.3564827,78648501.4611,mlp,42,5,load,all,all,千瓦
4464,160.20351645271546,208.34323141989188,3.6396012033110954,-49.83950312613757,715148.4974449219,193768410.87834644,19649089.487999998,mlp,42,5,load,0–6h,all,千瓦
4464,161.53616413976744,210.8636983127389,3.6679143242697796,-51.95594400490382,721097.4367199219,198485060.72398543,19659604.1502,mlp,42,5,load,6–12h,all,千瓦
4464,162.05405271293614,211.37149967675037,3.6790359170857427,-52.971277365888916,723409.2913105469,199442194.14867163,19663012.4743,mlp,42,5,load,12–18h,all,千瓦
4464,164.76253244830167,216.3061022827141,3.737905140643491,-55.209418067281305,735499.9448492187,208863104.60547924,19676795.3486,mlp,42,5,load,18–24h,all,千瓦
17856,215.22185037515123,401.27762095260124,7.686209593299128,54.98355586917517,3843001.3602987006,2875239706.4056883,49998654.2606,mlp,42,5,pv,all,all,千瓦
10994,347.32756475355205,511.33270377525145,7.637244048605575,87.07515555774442,3818519.2469005515,2874503706.647499,49998654.2606,mlp,42,5,pv,all,generating,千瓦
4464,211.91116383126618,390.13298633395755,7.550720929073586,50.09558751771619,945971.4353427722,679437526.7234029,12528226.6982,mlp,42,5,pv,0–6h,all,千瓦
2747,342.4499709668818,497.28100391812825,7.5087248411715075,79.49229617121848,940710.0702460243,679301226.1684356,12528226.698199999,mlp,42,5,pv,0–6h,generating,千瓦
4464,211.06683286528926,388.6362508875333,7.519699621292719,46.27891778117229,942202.3419106512,674234236.8894889,12529786.9511,mlp,42,5,pv,6–12h,all,千瓦
2749,340.708516473223,495.1864528221875,7.475048980802221,73.11548157489707,936607.7117848902,674081253.7881479,12529786.9511,mlp,42,5,pv,6–12h,generating,千瓦
4464,216.37873398252245,407.91830503369425,7.734885188549851,57.33288085334133,965914.6684979802,742797741.7480929,12487769.9533,mlp,42,5,pv,12–18h,all,千瓦
2749,349.2021718947195,519.7527838521479,7.687175325366298,90.93346022914494,959956.770538584,742622986.9293363,12487769.9533,mlp,42,5,pv,12–18h,generating,千瓦
4464,221.53067082152717,417.67893195394265,7.941244566866177,66.22683732447086,988912.9145472973,778770201.0447035,12452870.658,mlp,42,5,pv,18–24h,all,千瓦
2749,356.9460510480367,532.1590442407733,7.879666634943161,104.75386744277682,981244.6943310528,778498239.7615793,12452870.658,mlp,42,5,pv,18–24h,generating,千瓦
17856,0.041979049333491066,0.054808293611323895,6.0664309707196935,-0.01139779477173022,749.5779048988164,53.63851421153532,12356.1598,mlp,42,5,price,all,all,元/千瓦时
4464,0.04143089602504553,0.05372629073987742,5.994050330403266,-0.009785219282449948,184.94751985580325,12.885399909596302,3085.5183,mlp,42,5,price,0–6h,all,元/千瓦时
4464,0.04146374575402121,0.053625697577861786,5.9964828286366805,-0.01095076696047406,185.09416104595067,12.83719372733967,3086.7120999999997,mlp,42,5,price,6–12h,all,元/千瓦时
4464,0.041964123171587944,0.05501711669038951,6.062071427056392,-0.011995809200714512,187.3278458379686,13.51200628751645,3090.1623,mlp,42,5,price,12–18h,all,元/千瓦时
4464,0.04305743238330956,0.056803902225448254,6.212761722079656,-0.012859383643282356,192.20837815909385,14.403914287082905,3093.7671,mlp,42,5,price,18–24h,all,元/千瓦时
17856,179.40374156601538,320.69411830563826,6.407038862898244,36.911623216289264,3203433.2094027707,1836395275.9626734,49998654.2606,mlp,42,5,pv_corrected,all,all,千瓦
10994,288.9003464258925,408.2425954796237,6.35251179372072,57.47054241891507,3176170.4086062624,1832282212.3027525,49998654.2606,mlp,42,5,pv_corrected,all,generating,千瓦
4464,147.67219172482234,255.51162660440994,5.261787479901837,20.773127539661367,659208.663859607,291437558.09726024,12528226.6982,mlp,42,5,pv_corrected,0–6h,all,千瓦
2747,237.47240044838955,325.1400636803947,5.206935504491239,31.255646708834178,652336.6840317261,290402019.59472024,12528226.698199999,mlp,42,5,pv_corrected,0–6h,generating,千瓦
4464,164.5745414449904,286.2164420084557,5.863314004281141,37.97657347651929,734660.7530104371,365690217.88157344,12529786.9511,mlp,42,5,pv_corrected,6–12h,all,千瓦
2749,264.7772466010367,364.225117404369,5.809138285805806,59.19946231174795,727872.65090625,364682164.4714743,12529786.9511,mlp,42,5,pv_corrected,6–12h,generating,千瓦
4464,189.59206253450319,337.60246723486944,6.777342714664358,58.04668153496609,846338.9671540222,508786301.1420293,12487769.9533,mlp,42,5,pv_corrected,12–18h,all,千瓦
2749,305.39095299822276,429.77615199589707,6.722735387756435,91.77924663884346,839519.7297921143,507761029.72627676,12487769.9533,mlp,42,5,pv_corrected,12–18h,generating,千瓦
4464,215.7761705597457,387.5530946518691,7.73496209695158,30.850110314010298,963224.8253787048,670481198.8418102,12452870.658,mlp,42,5,pv_corrected,18–24h,all,千瓦
2749,347.9233699076653,493.4776475361184,7.6804888619134,47.62874170214952,956441.3438761719,669436998.5102813,12452870.658,mlp,42,5,pv_corrected,18–24h,generating,千瓦
17856,162.8151462620889,212.68563159720352,3.6964814302199906,-51.56734362182618,2907227.2516558594,807719336.3663669,78648501.4611,mlp,2026,5,load,all,all,千瓦
4464,160.81177852096283,209.19883032483452,3.6534200719885193,-48.72051180756818,717863.7793175781,195363168.31982103,19649089.487999998,mlp,2026,5,load,0–6h,all,千瓦
4464,162.31157368566588,211.75784485731134,3.6855211295057613,-50.971548714542735,724558.8649328125,200171942.00884902,19659604.1502,mlp,2026,5,load,6–12h,all,千瓦
4464,162.85122651437192,212.50930598894175,3.697133773933774,-52.21565627957689,726967.8751601563,201595155.70880908,19663012.4743,mlp,2026,5,load,12–18h,all,千瓦
4464,165.28600632735495,217.1979994194508,3.7497809941790616,-54.361657685616876,737836.7322453125,210589070.3288877,19676795.3486,mlp,2026,5,load,18–24h,all,千瓦
17856,217.68685538554993,404.19127698893084,7.774242221610015,65.41300505026678,3887016.48976438,2917145226.3622394,49998654.2606,mlp,2026,5,pv,all,all,千瓦
10994,350.8118539865068,515.0135209076824,7.713858662325869,103.49496553946149,3856825.5227276552,2916036760.3346996,49998654.2606,mlp,2026,5,pv,all,generating,千瓦
4464,213.91653673620803,391.4908581451299,7.622175452234049,60.77458967150685,954923.4199904327,684175370.7380424,12528226.6982,mlp,2026,5,pv,0–6h,all,千瓦
2747,344.8102512098853,498.95540653148606,7.560477495267895,95.94761863004324,947193.7600735549,683883499.2011304,12528226.698199999,mlp,2026,5,pv,0–6h,generating,千瓦
4464,213.86324540603323,389.9537001842763,7.619327696619134,54.04693990056369,954685.5274925324,678813197.3149912,12529786.9511,mlp,2026,5,pv,6–12h,all,千瓦
2749,343.8428456732158,496.77421457564685,7.54381528149358,84.32302472872104,945223.9827556702,678410921.1146725,12529786.9511,mlp,2026,5,pv,6–12h,generating,千瓦
4464,219.61436054649286,411.3258227101142,7.850549050356873,68.67269765059562,980358.5054795442,755259394.359272,12487769.9533,mlp,2026,5,pv,12–18h,all,千瓦
2749,353.7770047625678,524.0630376193086,7.787883583131661,108.66838956893916,972532.9860922989,754991043.2792375,12487769.9533,mlp,2026,5,pv,12–18h,generating,千瓦
4464,223.35327885346567,423.0418901822839,8.006579881734694,78.15779297840093,997049.0368018708,798897263.9499339,12452870.658,mlp,2026,5,pv,18–24h,all,千瓦
2749,360.81294791056087,539.0368034036882,7.965029277558018,125.0353382538533,991874.7938061318,798751296.7396587,12452870.658,mlp,2026,5,pv,18–24h,generating,千瓦
17856,0.041876101733402,0.05466351599479245,6.051553918488706,-0.011879742796643968,747.7396725516261,53.355513259181286,12356.1598,mlp,2026,5,price,all,all,元/千瓦时
4464,0.041277157523069125,0.053471141061065396,5.971808081092261,-0.010368929418862721,184.26123118298057,12.763303303326188,3085.5183,mlp,2026,5,price,0–6h,all,元/千瓦时
4464,0.0412364686388509,0.05336939857035,5.9636140346173026,-0.01110609719133986,184.07959600383043,12.714778629588555,3086.7120999999997,mlp,2026,5,price,6–12h,all,元/千瓦时
4464,0.042073529726186755,0.055105570915863496,6.077876126367139,-0.012772105359246014,187.81623669769766,13.555489294779997,3090.1623,mlp,2026,5,price,12–18h,all,元/千瓦时
4464,0.042917251045501204,0.0566420369297859,6.192534941208645,-0.013271839217127277,191.58260866711737,14.321942031486547,3093.7671,mlp,2026,5,price,18–24h,all,元/千瓦时
17856,184.44244961855182,326.51873318483086,6.5869860481107665,61.23307578501172,3293404.3803888615,1903708210.6019118,49998654.2606,mlp,2026,5,pv_corrected,all,all,千瓦
10994,296.9618867880244,415.6274763923316,6.529773714170286,96.85031873529637,3264798.9833475403,1899171713.2600458,49998654.2606,mlp,2026,5,pv_corrected,all,generating,千瓦
4464,154.31879956073692,265.1322309855541,5.49861634718108,48.187231455275835,688879.1212391296,313797325.98653185,12528226.6982,mlp,2026,5,pv_corrected,0–6h,all,千瓦
2747,248.27345458505337,337.4252981971582,5.443764677750679,75.80482698302266,682007.1797451416,312761970.1288728,12528226.698199999,mlp,2026,5,pv_corrected,0–6h,generating,千瓦
4464,171.86035581823646,294.58898731266623,6.122886457421016,55.35139453953022,767184.6283726075,387397845.3345076,12529786.9511,mlp,2026,5,pv_corrected,6–12h,all,千瓦
2749,276.4016158964766,374.8172411205314,6.064173677212511,87.2069985271988,759828.0420994142,386201413.69907683,12529786.9511,mlp,2026,5,pv_corrected,6–12h,generating,千瓦
4464,194.85022885627885,345.4172138307814,6.9653062545772935,81.94500888472798,869811.4216144287,532613462.3898067,12487769.9533,mlp,2026,5,pv_corrected,12–18h,all,千瓦
2749,313.7507485017368,439.6824404533068,6.9067640648148805,130.40811410631923,862500.8076312743,531438462.5697401,12487769.9533,mlp,2026,5,pv_corrected,12–18h,generating,千瓦
4464,216.74041423895505,387.3849629484964,7.7695274907648155,59.44866826051281,967529.2091626953,669899576.891066,12452870.658,mlp,2026,5,pv_corrected,18–24h,all,千瓦
2749,349.38630551899246,493.2316971195364,7.712783503895848,93.96602394468682,960462.9538717102,668769866.8623564,12452870.658,mlp,2026,5,pv_corrected,18–24h,generating,千瓦
17856,161.2786134564581,210.62282702490134,3.6615966844617844,-48.350302989038184,2879790.9218785157,792127430.3132968,78648501.4611,mlp,3407,5,load,all,all,千瓦
4464,159.34840855708515,207.12189615448995,3.6201743405629516,-46.635219770752826,711331.2957988281,191503278.1246422,19649089.487999998,mlp,3407,5,load,0–6h,all,千瓦
4464,160.62989563679577,209.76373247120586,3.6473361754608966,-48.492280431997656,717051.8541226563,196419675.92656326,19659604.1502,mlp,3407,5,load,6–12h,all,千瓦
4464,161.0833086655046,210.40436315108624,3.6569975776736188,-48.72556475746948,719075.8898828125,197621262.29137528,19663012.4743,mlp,3407,5,load,12–18h,all,千瓦
4464,164.05284096644684,215.12229474405703,3.7218046389160824,-49.54814699593274,732331.8820742187,206583213.97071612,19676795.3486,mlp,3407,5,load,18–24h,all,千瓦
17856,209.01892533538665,394.7049195203927,7.464684771985453,17.24699380543228,3732241.930788664,2781821478.701716,49998654.2606,mlp,3407,5,pv,all,all,千瓦
10994,338.81420405038807,503.0062036127496,7.450047235101855,27.346166084327947,3724923.3593299664,2781649558.156782,49998654.2606,mlp,3407,5,pv,all,generating,千瓦
4464,205.9975443152745,383.82115728429267,7.340009563807665,11.869067657684365,919573.0378233853,657630590.9976959,12528226.6982,mlp,3407,5,pv,0–6h,all,千瓦
2747,333.6744190176879,489.25447282645445,7.316307815321399,18.20681079071944,916603.6290415886,657549222.9293605,12528226.698199999,mlp,3407,5,pv,0–6h,generating,千瓦
4464,206.42196938470553,384.42854516709195,7.354216595457987,14.82000966216037,921467.6713333256,659713607.4985766,12529786.9511,mlp,3407,5,pv,6–12h,all,千瓦
2749,334.40445225954335,489.859206997636,7.336739585829755,23.26907641325686,919277.8392614847,659655655.32829,12529786.9511,mlp,3407,5,pv,6–12h,generating,千瓦
4464,210.50477265776047,401.02959014300285,7.524908840076131,19.45410899815757,939693.3051442427,717921604.4080622,12487769.9533,mlp,3407,5,pv,12–18h,all,千瓦
2749,341.17157070255513,511.0246542452145,7.51039337983225,30.931424257859838,937880.647861324,717890896.2304664,12487769.9533,mlp,3407,5,pv,12–18h,generating,千瓦
4464,213.15141498380606,408.9488656125522,7.640872073753055,22.8447889037268,951507.9164877103,746555675.7973813,12452870.658,mlp,3407,5,pv,18–24h,all,千瓦
2749,346.00263483651116,521.126526784421,7.638088190970828,36.97070365372691,951161.2431655693,746553783.6686647,12452870.658,mlp,3407,5,pv,18–24h,generating,千瓦
17856,0.04152635803943813,0.05425989940035292,6.001012136086224,-0.009324786196081602,741.4946491522073,52.5705046105127,12356.1598,mlp,3407,5,price,all,all,元/千瓦时
4464,0.040929259911887214,0.05300975469537546,5.921475696535798,-0.00791636480783316,182.70821624666453,12.54399219054436,3085.5183,mlp,3407,5,price,0–6h,all,元/千瓦时
