n,mae,rmse,wape_pct,bias,absolute_error_sum,squared_error_sum,actual_abs_sum,variant,seed,month,target,lead,population,unit
11130,368.54720572327045,532.390838597453,8.421425009826962,-16.089841159029653,4101930.3997,3154687255.900417,48708269.6208,yesterday,none,7,pv,all,generating,千瓦
4464,228.79033702956986,418.9487681847887,8.401357858129861,-8.949839852150541,1021320.0644999999,783512666.1028953,12156607.0836,yesterday,none,7,pv,0–6h,all,千瓦
2784,366.85109001436786,530.5036655058273,8.401303320708735,-14.35298670977012,1021313.4346,783512643.2964904,12156607.0836,yesterday,none,7,pv,0–6h,generating,千瓦
4464,228.76897954749103,418.949198710834,8.401192200951629,-8.929020004480288,1021224.7246999999,783514276.4324083,12155711.954599999,yesterday,none,7,pv,6–12h,all,千瓦
2782,367.080551689432,530.6948680739256,8.401137659514445,-14.32989762760604,1021218.0947999998,783514253.6260036,12155711.954599999,yesterday,none,7,pv,6–12h,generating,千瓦
4464,229.92304558691754,419.9830069767188,8.423025522182792,-10.36996001344086,1026376.4755,787385881.5300584,12185365.8498,yesterday,none,7,pv,12–18h,all,千瓦
2782,368.9323672178289,532.0044224516776,8.422971113475809,-16.642031416247303,1026369.8456,787385858.7236537,12185365.8498,yesterday,none,7,pv,12–18h,generating,千瓦
4464,231.41479717741936,423.4063847362904,8.46016531726827,-11.861711603942652,1033035.6546,800274523.0606737,12210584.7328,yesterday,none,7,pv,18–24h,all,千瓦
2782,371.32603332135153,536.3409125717517,8.460111020933205,-19.03569751976995,1033029.0247,800274500.2542689,12210584.7328,yesterday,none,7,pv,18–24h,generating,千瓦
17856,0.08510930219534049,0.1238520229563885,10.284973739274248,0.0008396673387096758,1519.7116999999998,273.89896203,14776.0387,yesterday,none,7,price,all,all,元/千瓦时
4464,0.08352822580645161,0.12149314891373467,10.062657428895088,-0.002298163082437275,372.87,65.89125247999999,3705.4824,yesterday,none,7,price,0–6h,all,元/千瓦时
4464,0.08382443996415771,0.12170390526928748,10.107992699080567,-0.0010605958781361971,374.19230000000005,66.12005625,3701.9447,yesterday,none,7,price,6–12h,all,元/千瓦时
4464,0.08555557795698926,0.12442612653901025,10.349352894631304,0.0017385528673835133,381.92010000000005,69.11102735,3690.2799999999997,yesterday,none,7,price,12–18h,all,元/千瓦时
4464,0.08752896505376345,0.1276832314961003,10.622459921775405,0.0049788754480286765,390.7293,72.77662595000001,3678.3316,yesterday,none,7,price,18–24h,all,元/千瓦时
17856,232.67889463298985,457.1054985871555,8.529792527863625,-21.908828965053768,4154714.3425666667,3730929720.190256,48708269.6208,issued,none,7,pv_corrected,all,all,千瓦
11130,371.92998919137466,578.8322236060645,8.498722725991204,-36.50832101227913,4139580.7797,3729070250.533169,48708269.6208,issued,none,7,pv_corrected,all,generating,千瓦
4464,119.07388272849462,208.7950281264261,4.372484928110308,-5.737095631720428,531545.8125,194609703.87068647,12156607.0836,issued,none,7,pv_corrected,0–6h,all,千瓦
2784,189.60363945462166,264.0874610762689,4.342136984535571,-10.524308605723178,527856.5322416667,194162248.88002422,12156607.0836,issued,none,7,pv_corrected,0–6h,generating,千瓦
4464,176.5120649156213,311.7407919610413,6.482136634417,-0.1790554883512562,787949.8577833334,433821882.60682756,12155711.954599999,issued,none,7,pv_corrected,6–12h,all,千瓦
2782,281.88314672897195,394.687846136024,6.4512791774671925,-1.6356029055835186,784198.9142,433375775.55900764,12155711.954599999,issued,none,7,pv_corrected,6–12h,generating,千瓦
4464,271.65742625448024,481.30157497852923,9.951927301550029,8.064766061827958,1212678.7507999998,1034090983.9268924,12185365.8498,issued,none,7,pv_corrected,12–18h,all,千瓦
2782,434.5310174634556,609.5406597282937,9.920631891435372,11.569969620177332,1208865.2905833335,1033623767.7280937,12185365.8498,issued,none,7,pv_corrected,12–18h,generating,千瓦
4464,363.47220463336316,680.7002689398785,13.287978888716738,-89.78393080197135,1622539.9214833332,2068407149.7858493,12210584.7328,issued,none,7,pv_corrected,18–24h,all,千瓦
2782,581.8332288551402,862.1584557744725,13.256204171180803,-145.4620222531752,1618660.042675,2067908458.3660429,12210584.7328,issued,none,7,pv_corrected,18–24h,generating,千瓦
17856,283.43365648521507,378.5123005809871,5.3334700558499515,-105.58371118951614,5060991.370200001,2558257005.556487,94891155.61170001,weekly,none,7,load,all,all,千瓦
4464,288.2680412858423,383.71144241137694,5.401050611589827,-112.05173613351258,1286828.5363,657254678.7110405,23825522.6407,weekly,none,7,load,0–6h,all,千瓦
4464,284.70222690412186,379.7749822624323,5.342759023175421,-107.57514119623656,1270910.7409,643838421.8484509,23787536.278300002,weekly,none,7,load,6–12h,all,千瓦
4464,282.60499540770604,378.05619589060973,5.325167767718257,-103.79332314068097,1261548.6994999999,638023839.0897098,23690309.0105,weekly,none,7,load,12–18h,all,千瓦
4464,278.15936234318997,372.41945615571245,5.264179117726347,-98.91464428763442,1241703.3935,619140065.9072855,23587787.6822,weekly,none,7,load,18–24h,all,千瓦
17856,255.14997799059142,483.1376234436419,9.353561607646311,-59.82652157258065,4555958.007,4167982574.6629715,48708269.6208,weekly,none,7,pv,all,all,千瓦
11130,409.23376471698117,611.9466362684086,9.351126280525815,-96.08702380053907,4554771.8013,4167947771.1756487,48708269.6208,weekly,none,7,pv,all,generating,千瓦
4464,258.072058781362,488.5180148275106,9.47660529354579,-62.946423655913975,1152033.6704,1065332934.020357,12156607.0836,weekly,none,7,pv,0–6h,all,千瓦
2784,413.7054456537357,618.5949657595822,9.4743208592617,-101.0310865301724,1151755.9607000002,1065324692.9500667,12156607.0836,weekly,none,7,pv,0–6h,generating,千瓦
4464,258.00583172043014,488.50455875563074,9.474871049113304,-62.80977226702509,1151738.0328000002,1065274246.3213496,12155711.954599999,weekly,none,7,pv,6–12h,all,千瓦
2782,413.88756319194823,618.8000586994312,9.472379775865539,-100.89347785765638,1151435.2008,1065265392.1823391,12155711.954599999,weekly,none,7,pv,6–12h,generating,千瓦
4464,254.2534112007168,481.69309499291785,9.31434674666439,-58.76734565412186,1134987.2275999999,1035774053.3778539,12185365.8498,weekly,none,7,pv,12–18h,all,千瓦
2782,407.86642544931703,610.1717472916706,9.311861536095147,-94.40699604601008,1134684.3956,1035765199.2388434,12185365.8498,weekly,none,7,pv,12–18h,generating,千瓦
4464,250.26861025985664,473.68033550821997,9.149431420749135,-54.78254471326165,1117199.0762,1001601340.9434109,12210584.7328,weekly,none,7,pv,18–24h,all,千瓦
2782,401.4724098490295,600.0217126446372,9.146951342959031,-88.01298044572248,1116896.2442,1001592486.8044,12210584.7328,weekly,none,7,pv,18–24h,generating,千瓦
17856,0.055271740591397854,0.07849200099647166,6.679274601520907,-0.014455913978494623,986.9322000000001,110.01071280000001,14776.0387,weekly,none,7,price,all,all,元/千瓦时
4464,0.055436267921146955,0.07868275397346906,6.6784152044548915,-0.01487488799283154,247.4675,27.636515849999995,3705.4824,weekly,none,7,price,0–6h,all,元/千瓦时
4464,0.055328181003584234,0.07855902536277942,6.671763627371311,-0.014574551971326165,246.985,27.54966736,3701.9447,weekly,none,7,price,6–12h,all,元/千瓦时
4464,0.055282370071684586,0.0784991714136806,6.687310989951982,-0.014364717741935484,246.7805,27.50770329,3690.2799999999997,weekly,none,7,price,12–18h,all,元/千瓦时
4464,0.055040143369175634,0.0782263429433253,6.679637039792715,-0.014009498207885305,245.69920000000002,27.316826300000002,3678.3316,weekly,none,7,price,18–24h,all,元/千瓦时
17856,181.15541299646304,228.95661770245118,3.5806123803944097,60.84983446705589,3234711.054464844,936031747.0937114,90339604.2581,mlp,42,8,load,all,all,千瓦
4464,175.05383599639129,220.0412741322427,3.4697263198073944,52.88324151484444,781440.3238878907,216138676.60425085,22521670.3527,mlp,42,8,load,0–6h,all,千瓦
4464,178.9150263452236,225.78003982930917,3.544896091260653,58.234259003538725,798676.6776050781,227559660.18408826,22530326.8994,mlp,42,8,load,6–12h,all,千瓦
4464,181.61036236069108,228.3224332915497,3.5853379715653544,59.714459866256426,810708.657578125,232713380.14119345,22611777.857699998,mlp,42,8,load,12–18h,all,千瓦
4464,189.04242728354612,241.1609605797467,3.7215194640722356,72.56737748358395,843885.3953937499,259620030.16417876,22675829.1483,mlp,42,8,load,18–24h,all,千瓦
17856,205.6398068090437,383.0505860564393,7.056347947961944,-48.24872167235939,3671904.3903822843,2619970730.39441,52036895.2532,mlp,42,8,pv,all,all,千瓦
10663,343.5767285014978,495.67611856368575,7.04030983821269,-81.5788153945852,3663558.6560114715,2619843807.1666317,52036895.253199995,mlp,42,8,pv,all,generating,千瓦
4464,207.72346471596137,385.90307202727837,7.123592480909597,-50.03724838823713,927277.5464920516,664784151.9844054,13016993.167100001,mlp,42,8,pv,0–6h,all,千瓦
2668,346.8362256730077,499.15855724493576,7.10885408186583,-84.43957016550132,925359.0500955845,664756919.7426165,13016993.167100001,mlp,42,8,pv,0–6h,generating,千瓦
4464,207.55414858525114,386.8065209794859,7.119105583553041,-52.16801017851591,926521.7192845611,667900486.7769395,13014580.3909,mlp,42,8,pv,6–12h,all,千瓦
2665,346.9865595105932,500.6094040368468,7.10525543906363,-88.06023850871483,924719.181095731,667875051.4679883,13014580.3909,mlp,42,8,pv,6–12h,generating,千瓦
4464,204.90929066368582,383.0687646680259,7.031126916837689,-46.34269747436641,914715.0735226935,655054852.6645789,13009508.7792,mlp,42,8,pv,12–18h,all,千瓦
2665,342.6577100999748,495.77405975612487,7.019348792603587,-78.20115483370819,913182.7974164328,655035462.3416407,13009508.779199999,mlp,42,8,pv,12–18h,generating,千瓦
4464,202.37232327127649,376.3361021428779,6.951393167338961,-44.446930648318116,903390.0510829783,632231238.9684865,12995812.916000001,mlp,42,8,pv,18–24h,all,千瓦
2665,337.8227494948305,487.0466087602248,6.927597628735541,-75.61107770857299,900297.6274037232,632176373.6143866,12995812.916,mlp,42,8,pv,18–24h,generating,千瓦
17856,0.042037222672787936,0.05418053697938552,5.336465184846486,0.004496086982608269,750.6166480453014,52.416834168160165,14065.802399999999,mlp,42,8,price,all,all,元/千瓦时
4464,0.04139658360989184,0.052944721348128894,5.263620432670786,0.0038688943869484363,184.79434923455716,12.513232667168854,3510.7841000000003,mlp,42,8,price,0–6h,all,元/千瓦时
4464,0.04164821072593332,0.05321513794713862,5.294101408589234,0.003490332742887266,185.91761268056632,12.641382447656078,3511.7879000000003,mlp,42,8,price,6–12h,all,元/千瓦时
4464,0.041981910472024084,0.05403724851603807,5.326165825240296,0.0041952881013567304,187.4072483471155,13.034988150149637,3518.6146,mlp,42,8,price,12–18h,all,元/千瓦时
4464,0.04312218588330253,0.056454439125282065,5.461515487250057,0.006429832699240643,192.49743778306248,14.227230903185596,3524.6158,mlp,42,8,price,18–24h,all,元/千瓦时
17856,186.35505729935244,331.06185685253826,6.394608838490628,-46.67799178542646,3327555.9031372373,1957052473.8866882,52036895.2532,mlp,42,8,pv_corrected,all,all,千瓦
10663,304.4261402705061,426.303268592194,6.238066121949865,-85.80532596393188,3246095.9337044065,1937834726.2504964,52036895.253199995,mlp,42,8,pv_corrected,all,generating,千瓦
4464,150.13381993889757,250.0836650349109,5.148634278315052,-29.441343186373693,670197.3722072388,279186771.60519826,13016993.167100001,mlp,42,8,pv_corrected,0–6h,all,千瓦
2668,243.6285295656516,320.7590302133565,4.993479742495474,-56.83006420916509,650000.9168811585,274500796.3763857,13016993.167100001,mlp,42,8,pv_corrected,0–6h,generating,千瓦
4464,176.74649738460116,304.7504027224826,6.062403401622831,-36.25160926823085,788996.3643248596,414584214.7312764,13014580.3909,mlp,42,8,pv_corrected,6–12h,all,千瓦
2665,288.28159549788427,392.08479743667846,5.90315191828273,-68.50022367594019,768270.4520018615,409691751.5352615,13014580.3909,mlp,42,8,pv_corrected,6–12h,generating,千瓦
4464,194.05694636176733,347.36964641208283,6.6587464850629,-65.7481372652129,866270.2085589294,538651556.4531051,13009508.7792,mlp,42,8,pv_corrected,12–18h,all,千瓦
2665,317.3185552020504,447.51564156924877,6.500275790316708,-117.8671458526737,845653.9496134643,533720214.7819483,13009508.779199999,mlp,42,8,pv_corrected,12–18h,generating,千瓦
4464,224.48296551214378,402.89886265083686,7.7108832246459045,-55.2708774218884,1002091.9580462098,724629931.0971084,12995812.916000001,mlp,42,8,pv_corrected,18–24h,all,千瓦
2665,368.5443209035356,519.7495296460761,7.557592753576097,-100.0564876733948,982170.6152079224,719921963.5569009,12995812.916,mlp,42,8,pv_corrected,18–24h,generating,千瓦
17856,176.76232073631152,223.7987042081651,3.493781077510733,55.408356968355335,3156267.9990675785,894333116.2538115,90339604.2581,mlp,2026,8,load,all,all,千瓦
4464,171.8119924909694,216.03725992233018,3.4054700316121966,49.94024206131692,766968.7344796874,208344244.0200771,22521670.3527,mlp,2026,8,load,0–6h,all,千瓦
4464,175.1388627408154,221.23762201997715,3.4700778500280895,52.34803919953377,781819.8832749999,218495325.21245027,22530326.8994,mlp,2026,8,load,6–12h,all,千瓦
4464,176.04996982430623,222.08902917172733,3.475565124694892,53.685132309605315,785887.065295703,220180268.62535775,22611777.857699998,mlp,2026,8,load,12–18h,all,千瓦
4464,184.04845788915492,235.375699830658,3.6232073837034626,65.6600143029654,821592.3160171875,247313278.3959263,22675829.1483,mlp,2026,8,load,18–24h,all,千瓦
17856,202.89902840516032,380.2307098919238,6.962300563040892,-53.17836531152972,3622965.0512025426,2581538212.8532257,52036895.2532,mlp,2026,8,pv,all,all,千瓦
10663,339.4730923851897,492.0344010474246,6.956221285859055,-89.3478719030235,3619801.584103278,2581489393.8937254,52036895.253199995,mlp,2026,8,pv,all,generating,千瓦
4464,205.2246259739164,383.32338315119557,7.037898219559885,-55.72083216512594,916122.7303475628,655925946.9386151,13016993.167100001,mlp,2026,8,pv,0–6h,all,千瓦
2668,343.14166487323206,495.8276907191142,7.033129311273533,-93.46272985416114,915501.9618817832,655914723.8221105,13016993.167100001,mlp,2026,8,pv,0–6h,generating,千瓦
4464,205.33406164014312,383.6079012769088,7.042956619657963,-56.52794549022475,916611.2511615988,656900017.860141,13014580.3909,mlp,2026,8,pv,6–12h,all,千瓦
2665,343.35138033489807,496.4692710039543,7.030817752928153,-95.27976406658867,915031.4285925033,656873829.2414422,13014580.3909,mlp,2026,8,pv,6–12h,generating,千瓦
4464,202.0114003395702,379.7784091809339,6.931690553586718,-50.907714789288754,901778.8911158413,643850041.317124,13009508.7792,mlp,2026,8,pv,12–18h,all,千瓦
2665,338.0482557369599,491.5189020158142,6.924924044629435,-85.60312510177424,900898.6015389981,643839564.7184861,13009508.779199999,mlp,2026,8,pv,12–18h,generating,千瓦
4464,199.02602566701154,374.13646294782797,6.836449434292082,-49.556968801479364,888452.1785775395,624862206.7373456,12995812.916000001,mlp,2026,8,pv,18–24h,all,千瓦
2665,333.34693887054146,484.22053033006375,6.835813948939375,-83.04123647930598,888369.592089993,624861276.1116866,12995812.916,mlp,2026,8,pv,18–24h,generating,千瓦
17856,0.041128712324091106,0.052985392734529096,5.221133259052259,0.004211597454232101,734.3942872589707,50.12986011275575,14065.802399999999,mlp,2026,8,price,all,all,元/千瓦时
4464,0.04068460197156315,0.052003990126766084,5.173091196381398,0.0033720207098110384,181.6160632010579,12.072508511363758,3510.7841000000003,mlp,2026,8,price,0–6h,all,元/千瓦时
4464,0.04107898532543932,0.05239526162593316,5.221744470751241,0.004181799897938754,183.37659049276112,12.254855999954327,3511.7879000000003,mlp,2026,8,price,6–12h,all,元/千瓦时
4464,0.04105527222383246,0.05281004133877186,5.208604977856573,0.0046676616023705216,183.27073520718812,12.449651681129268,3518.6146,mlp,2026,8,price,12–18h,all,元/千瓦时
4464,0.04169598977552948,0.05469212444924401,5.280884752260476,0.004624907606808088,186.1308983579636,13.352843920308398,3524.6158,mlp,2026,8,price,18–24h,all,元/千瓦时
17856,184.57268057916735,324.7526187991903,6.333448159013565,-38.23061426093091,3295729.7844216125,1883169887.5727415,52036895.2532,mlp,2026,8,pv_corrected,all,all,千瓦
10663,301.2636857344177,417.98630708743286,6.173263538025075,-71.83728328600756,3212374.680986096,1862959951.7069445,52036895.253199995,mlp,2026,8,pv_corrected,all,generating,千瓦
4464,149.29428213408139,244.1721401113099,5.119843476072245,-14.463718663204007,666449.6754465393,266143831.8051818,13016993.167100001,mlp,2026,8,pv_corrected,0–6h,all,千瓦
2668,242.34464750369642,313.1192237057234,4.967164930024388,-31.64924888276609,646575.519539862,261580453.5418717,13016993.167100001,mlp,2026,8,pv_corrected,0–6h,generating,千瓦
4464,176.93222826790483,302.02329299778495,6.0687739693873315,-30.451491094481206,789825.4669879272,407197462.3070403,13014580.3909,mlp,2026,8,pv_corrected,6–12h,all,千瓦
2665,288.0965321397093,388.16096397127797,5.899362369678606,-59.280924983627,767777.2581523254,401532708.97971284,13014580.3909,mlp,2026,8,pv_corrected,6–12h,generating,千瓦
4464,196.7388387460565,348.9513971620781,6.750771232550737,-61.61138104504137,878242.1761623962,543568234.3232194,13009508.7792,mlp,2026,8,pv_corrected,12–18h,all,千瓦
2665,321.5250026393914,449.4563273856123,6.586444934830735,-111.22373325083777,856864.1320339781,538359288.9548557,13009508.779199999,mlp,2026,8,pv_corrected,12–18h,generating,千瓦
4464,215.32537316862675,386.33129897356156,7.396324277962926,-46.39586624099704,961212.4658247498,666260359.1372999,12995812.916000001,mlp,2026,8,pv_corrected,18–24h,all,千瓦
2665,353.1548860262403,498.2097406489434,7.242007693887385,-85.24046584038653,941157.7712599305,661487500.230504,12995812.916,mlp,2026,8,pv_corrected,18–24h,generating,千瓦
17856,177.35249612267063,224.15547515287457,3.505446140453361,55.75342517186099,3166806.1707664067,897186809.2442918,90339604.2581,mlp,3407,8,load,all,all,千瓦
4464,173.74561348540058,218.10249496140867,3.4437961592215816,49.30601443168612,775600.4185988281,212346669.24865875,22521670.3527,mlp,3407,8,load,0–6h,all,千瓦
4464,175.15426030430947,220.84973490119035,3.4703829264867867,53.30584049881693,781888.6179984375,217729838.53205392,22530326.8994,mlp,3407,8,load,6–12h,all,千瓦
4464,176.45963251620606,221.97346236725667,3.4836526544245285,54.57356786479335,787715.7995523438,219951181.13105455,22611777.857699998,mlp,3407,8,load,12–18h,all,千瓦
4464,184.05047818476632,235.30232989585664,3.623247155566049,65.8282778921476,821601.3346167968,247159120.33252442,22675829.1483,mlp,3407,8,load,18–24h,all,千瓦
17856,206.9839805819752,382.1746345786154,7.10247208118065,-51.743407037603944,3695905.957271749,2608001850.685965,52036895.2532,mlp,3407,8,pv,all,all,千瓦
10663,344.6050803149752,494.49811717858637,7.061382031958598,-88.65349919690746,3674523.971398581,2607406200.104839,52036895.253199995,mlp,3407,8,pv,all,generating,千瓦
4464,209.91845792600515,384.71917696358054,7.198866774779556,-51.51111333035212,937075.996181687,660711484.6314592,13016993.167100001,mlp,3407,8,pv,0–6h,all,千瓦
2668,349.1572441571549,497.5583959352083,7.156426337886951,-88.2571509284444,931551.5274112892,660501705.4514675,13016993.167100001,mlp,3407,8,pv,0–6h,generating,千瓦
4464,209.69272803054687,386.2717180135117,7.1924588408772285,-58.457744384997085,936068.3379283613,666054870.3720586,13014580.3909,mlp,3407,8,pv,6–12h,all,千瓦
2665,348.9487435236262,499.8598377557898,7.145435147034771,-100.21587518668834,929948.4014904639,665876519.9743166,13014580.3909,mlp,3407,8,pv,6–12h,generating,千瓦
4464,207.00808101557317,383.3280598539512,7.1031434724958435,-52.750017244202986,924084.0736535186,655941952.1683044,13009508.7792,mlp,3407,8,pv,12–18h,all,千瓦
2665,344.3414299755084,496.05899829208425,7.05383982177658,-90.76556838533236,917669.9108847298,655788621.8811452,13009508.779199999,mlp,3407,8,pv,12–18h,generating,千瓦
4464,201.3166553557756,374.2655721932672,6.915131475936847,-44.25475319086357,898677.5495081822,625293543.5141422,12995812.916000001,mlp,3407,8,pv,18–24h,all,千瓦
2665,335.967779216547,484.3669986875677,6.889558486254972,-75.37584845782344,895354.1316120977,625239352.7979097,12995812.916,mlp,3407,8,pv,18–24h,generating,千瓦
17856,0.04085554547622119,0.05266564331501641,5.1864557689464315,0.000914613930797572,729.5166200234055,49.526651266168614,14065.802399999999,mlp,3407,8,price,all,all,元/千瓦时
4464,0.04044296025378516,0.05176897755482606,5.142366190301959,0.0004347127629864595,180.53737457289697,11.963640693489786,3510.7841000000003,mlp,3407,8,price,0–6h,all,元/千瓦时
4464,0.04073910919879447,0.05204811059034843,5.17854120584613,0.0007590137934626006,181.8593834634185,12.093001962736228,3511.7879000000003,mlp,3407,8,price,6–12h,all,元/千瓦时
4464,0.040823586664549126,0.052519615634464965,5.179211467790401,0.001284780412009753,182.2364908705473,12.313095957813605,3518.6146,mlp,3407,8,price,12–18h,all,元/千瓦时
4464,0.04141652578775601,0.054289382605155576,5.2454900507607904,0.0011799487547314723,184.88337111654283,13.156912652128995,3524.6158,mlp,3407,8,price,18–24h,all,元/千瓦时
17856,183.9026481715573,319.8884302247867,6.310456590027616,-14.35975119660849,3283765.6857513273,1827179620.7282066,52036895.2532,mlp,3407,8,pv_corrected,all,all,千瓦
10663,299.8274160509078,411.4723018406667,6.143832605297925,-32.17796734194304,3197059.73735083,1805346720.6062708,52036895.253199995,mlp,3407,8,pv_corrected,all,generating,千瓦
4464,154.95355781276524,251.73067439196083,5.313920605139933,7.836436150097599,691712.6820761841,282876235.96676743,13016993.167100001,mlp,3407,8,pv_corrected,0–6h,all,千瓦
2668,251.6875748944307,322.9045747196367,5.158660231270154,5.536588724210142,671502.4498183411,278185328.1521516,13016993.167100001,mlp,3407,8,pv_corrected,0–6h,generating,千瓦
4464,175.1742144249154,297.3851852977193,6.008474109081484,-15.591775942096225,781977.6931928223,394787001.81187075,13014580.3909,mlp,3407,8,pv_corrected,6–12h,all,千瓦
2665,284.62011259460337,381.7574482365101,5.828175609833583,-34.92186901828214,758512.600064618,388393766.84199774,13014580.3909,mlp,3407,8,pv_corrected,6–12h,generating,千瓦
4464,188.91912702502316,334.1554274762407,6.4824506240239685,-36.906755000976496,843334.9830397033,498449569.11360526,13009508.7792,mlp,3407,8,pv_corrected,12–18h,all,千瓦
2665,308.1305535793627,430.02498864264686,6.312059426885587,-70.13839102253695,821167.9252890015,492815773.1341943,13009508.779199999,mlp,3407,8,pv_corrected,12–18h,generating,千瓦
4464,216.56369342352548,381.90090414987696,7.4388599904543105,-12.77690999345881,966740.3274426177,651066813.835963,12995812.916000001,mlp,3407,8,pv_corrected,18–24h,all,千瓦
2665,354.92561432602986,492.32452135321904,7.278319319404318,-29.23065346136897,945876.7621788696,645951852.4779272,12995812.916,mlp,3407,8,pv_corrected,18–24h,generating,千瓦
17856,187.1542912690412,237.23724030807819,3.6991827143191913,43.54868009072581,3341827.0248999996,1004962610.222656,90339604.2581,periodic,none,8,load,all,all,千瓦
4464,183.77835450268816,231.55202998723743,3.642654215483837,37.78574097222222,820386.5745,239343353.3271637,22521670.3527,periodic,none,8,load,0–6h,all,千瓦
4464,186.71432343189963,236.40583567374782,3.6994258606260906,42.34050681003584,833492.7398,249482778.24365208,22530326.8994,periodic,none,8,load,6–12h,all,千瓦
4464,187.00816500896056,236.5118617298756,3.6919009812212695,43.82843037634409,834804.4486,249706610.33859152,22611777.857699998,periodic,none,8,load,12–18h,all,千瓦
4464,191.11632213261652,244.30331615683394,3.7623464898259744,50.24004220430107,853143.2620000001,266429868.3132487,22675829.1483,periodic,none,8,load,18–24h,all,千瓦
17856,214.7148915546595,409.5809730415478,7.367751448169329,-1.7071530353942683,3833949.1036,2995461376.017117,52036895.2532,periodic,none,8,pv,all,all,千瓦
10663,359.5472996530057,530.0198041054615,7.367566488249005,-2.8677831754665646,3833852.8562,2995460545.629185,52036895.253199995,periodic,none,8,pv,all,generating,千瓦
4464,217.21435291218637,413.1648238692029,7.449069527444662,-5.363466801075271,969644.8714,762027886.3923292,13016993.167100001,periodic,none,8,pv,0–6h,all,千瓦
2668,363.4261673913043,534.4320076315497,7.4488862531685385,-8.982898275862073,969621.0145999999,762027678.8439449,13016993.167100001,periodic,none,8,pv,0–6h,generating,千瓦
4464,217.0876932795699,413.1332209861878,7.4461060878889,-5.227629435483871,969079.4628,761911316.172733,13014580.3909,periodic,none,8,pv,6–12h,all,千瓦
2665,363.62301410881804,534.6918274144194,7.445920678914694,-8.765578986866785,969055.3326000001,761911108.5595504,13014580.3909,periodic,none,8,pv,6–12h,generating,千瓦
4464,214.81472036290324,410.3858741476621,7.37101552391564,-1.2818672267025115,958932.9117,751811549.2845355,13009508.7792,periodic,none,8,pv,12–18h,all,千瓦
2665,359.81567786116324,531.1361116582542,7.370830042661817,-2.1562422138836843,958908.7815,751811341.671353,13009508.779199999,periodic,none,8,pv,12–18h,generating,千瓦
4464,209.7427996639785,401.5289506939842,7.204565530081381,5.044351321684589,936291.8577,719710624.1675191,12995812.916000001,periodic,none,8,pv,18–24h,all,千瓦
2665,351.31997279549716,519.6731605817442,7.204379853354915,8.440470581613503,936267.7274999999,719710416.5543365,12995812.916,periodic,none,8,pv,18–24h,generating,千瓦
17856,0.04716923723118279,0.061279122735043476,5.987954871312568,0.0068391969086021515,842.2538999999999,67.05161704999999,14065.802399999999,periodic,none,8,price,all,all,元/千瓦时
4464,0.04674274193548387,0.06037394733678667,5.943390252906751,0.006029838709677421,208.65959999999998,16.271340340000002,3510.7841000000003,periodic,none,8,price,0–6h,all,元/千瓦时
4464,0.046927128136200716,0.060576466069649976,5.9651296138926835,0.006584341397849462,209.4827,16.38068479,3511.7879000000003,periodic,none,8,price,6–12h,all,元/千瓦时
4464,0.04709652777777778,0.06110325580215555,5.975047679276952,0.006917585125448028,210.2389,16.66682553,3518.6146,periodic,none,8,price,12–18h,all,元/千瓦时
4464,0.04791055107526882,0.06302692999480375,6.067972004211069,0.007825022401433693,213.8727,17.732766390000002,3524.6158,periodic,none,8,price,18–24h,all,元/千瓦时
17856,243.11115660935636,491.25086887774603,8.34214414848226,-65.67192022289427,4340992.812416667,4309142343.187595,52036895.2532,periodic,none,8,pv_corrected,all,all,千瓦
10663,399.6935040013755,634.3489189657244,8.19021160357291,-117.38711307793304,4261931.833166667,4290775749.2381787,52036895.253199995,periodic,none,8,pv_corrected,all,generating,千瓦
4464,120.59750614546,202.90796431941666,4.135726742132642,4.895515008960582,538347.2674333334,183790209.81769052,13016993.167100001,periodic,none,8,pv_corrected,0–6h,all,千瓦
2668,194.3434073931784,259.1922818627265,3.983317838988435,0.7550684001749268,518508.210925,179237944.79118842,13016993.167100001,periodic,none,8,pv_corrected,0–6h,generating,千瓦
4464,189.246226780914,349.8292661121447,6.491144016757499,-26.060267697132605,844795.1563500001,546306620.8730996,13014580.3909,periodic,none,8,pv_corrected,6–12h,all,千瓦
2665,309.53350188868046,450.8576891874868,6.338327919585646,-51.114975165728566,824906.7825333334,541721627.9721155,13014580.3909,periodic,none,8,pv_corrected,6–12h,generating,千瓦
4464,306.46504984692353,565.592441322357,10.51584656834978,-116.69021740591398,1368059.9825166666,1428010430.4159122,13009508.7792,periodic,none,8,pv_corrected,12–18h,all,千瓦
2665,505.97457566604135,730.857867023576,10.364897453360415,-202.83034479049405,1348422.2441500002,1423518336.0710192,13009508.779199999,periodic,none,8,pv_corrected,12–18h,generating,千瓦
4464,356.13584366412783,694.1633075860221,12.23309704742957,-124.83271079749105,1589790.4061166667,2151035082.080893,12995812.916000001,periodic,none,8,pv_corrected,18–24h,all,千瓦
2665,589.1536943933709,897.4213298688139,12.081541999002516,-216.49119383051908,1570094.5955583334,2146297840.4038556,12995812.916,periodic,none,8,pv_corrected,18–24h,generating,千瓦
17856,722.7661250616039,1183.5813083328121,14.285774257133577,-10.859949781586021,12905711.9291,25013840323.091988,90339604.2581,yesterday,none,8,load,all,all,千瓦
