previous_experiment,previous_label,current_experiment,current_label,metric,unit,previous,current,absolute_change,relative_change_pct,comparable,previous_source,current_source,seed,period,population,absolute_change_unit
exp002,exp002 午夜重评分,exp006,exp006 正式·树DP,pv_mae,kW,172.518255955293,212.419785933555,39.9015299782618,23.1288739602156,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp002,exp002 午夜重评分,exp006,exp006 正式·树DP,pv_rmse,kW,343.496709148628,423.999134245203,80.5024250965752,23.4361561413803,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp002,exp002 午夜重评分,exp006,exp006 正式·树DP,pv_wape_pct,%,7.25215961784986,8.929502475256,1.67734285740614,23.1288739602156,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,百分点
exp002,exp002 午夜重评分,exp006,exp006 正式·树DP,pv_bias,kW,7.58612167492731,-135.595950409824,-143.182072084751,-1887.42124395366,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp003,exp003 正式,exp006,exp006 正式·树DP,pv_mae,kW,185.34649162262,212.419785933555,27.0732943109349,14.6068555568121,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp003,exp003 正式,exp006,exp006 正式·树DP,pv_rmse,kW,375.174878037984,423.999134245203,48.8242562072184,13.0137328124287,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp003,exp003 正式,exp006,exp006 正式·树DP,pv_wape_pct,%,7.79142088130106,8.929502475256,1.13808159395494,14.6068555568121,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,百分点
exp003,exp003 正式,exp006,exp006 正式·树DP,pv_bias,kW,0.761018016745147,-135.595950409824,-136.356968426569,-17917.7056818923,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp003,exp003 未校准,exp006,exp006 正式·树DP,pv_mae,kW,170.594815568832,212.419785933555,41.8249703647224,24.5171403511068,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp003,exp003 未校准,exp006,exp006 正式·树DP,pv_rmse,kW,339.498526297329,423.999134245203,84.5006079478734,24.889830559638,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp003,exp003 未校准,exp006,exp006 正式·树DP,pv_wape_pct,%,7.17130384626331,8.929502475256,1.75819862899269,24.5171403511068,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,百分点
exp003,exp003 未校准,exp006,exp006 正式·树DP,pv_bias,kW,9.97289775245682,-135.595950409824,-145.568848162281,-1459.64444613322,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp004,exp004 无季节,exp006,exp006 正式·树DP,pv_mae,kW,212.419785933555,212.419785933555,0,0,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp004,exp004 无季节,exp006,exp006 正式·树DP,pv_rmse,kW,423.999134245203,423.999134245203,0,0,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp004,exp004 无季节,exp006,exp006 正式·树DP,pv_wape_pct,%,8.929502475256,8.929502475256,0,0,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,百分点
exp004,exp004 无季节,exp006,exp006 正式·树DP,pv_bias,kW,-135.595950409824,-135.595950409824,0,0,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp004,exp004 历史季节,exp006,exp006 正式·树DP,pv_mae,kW,211.643624233744,212.419785933555,0.776161699810928,0.366730489813252,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp004,exp004 历史季节,exp006,exp006 正式·树DP,pv_rmse,kW,423.593723080019,423.999134245203,0.405411165184148,0.0957075478447456,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp004,exp004 历史季节,exp006,exp006 正式·树DP,pv_wape_pct,%,8.89687492227547,8.929502475256,0.0326275529805322,0.366730489813241,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,百分点
exp004,exp004 历史季节,exp006,exp006 正式·树DP,pv_bias,kW,-133.878823336831,-135.595950409824,-1.71712707299275,-1.28259797195301,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp004,exp004 全年探索,exp006,exp006 正式·树DP,pv_mae,kW,210.607177267799,212.419785933555,,,False,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp004,exp004 全年探索,exp006,exp006 正式·树DP,pv_rmse,kW,423.673485242544,423.999134245203,,,False,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp004,exp004 全年探索,exp006,exp006 正式·树DP,pv_wape_pct,%,8.85330574293936,8.929502475256,,,False,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,百分点
exp004,exp004 全年探索,exp006,exp006 正式·树DP,pv_bias,kW,-134.508792032189,-135.595950409824,,,False,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp001,exp001 午夜重评分,exp006,exp006 正式·树DP,pv_mae,kW,306.559095452739,379.332560437719,72.7734649849803,23.7388047082751,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp001,exp001 午夜重评分,exp006,exp006 正式·树DP,pv_rmse,kW,455.78901713816,567.140999457829,111.35198231967,24.4305979593002,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp001,exp001 午夜重评分,exp006,exp006 正式·树DP,pv_wape_pct,%,7.20222702024081,8.91194962722239,1.70972260698158,23.738804708275,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,百分点
exp001,exp001 午夜重评分,exp006,exp006 正式·树DP,pv_bias,kW,9.4530881260648,-243.367024948112,-252.820113074177,-2674.47113263528,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp002,exp002 午夜重评分,exp006,exp006 正式·树DP,pv_mae,kW,307.191009719755,379.332560437719,72.141550717964,23.4842649802081,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp002,exp002 午夜重评分,exp006,exp006 正式·树DP,pv_rmse,kW,459.437308296373,567.140999457829,107.703691161456,23.4425218014683,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp002,exp002 午夜重评分,exp006,exp006 正式·树DP,pv_wape_pct,%,7.21707306485631,8.91194962722239,1.69487656236608,23.484264980208,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,百分点
exp002,exp002 午夜重评分,exp006,exp006 正式·树DP,pv_bias,kW,12.0802980252439,-243.367024948112,-255.447322973356,-2114.57798838699,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp003,exp003 正式,exp006,exp006 正式·树DP,pv_mae,kW,331.633831770153,379.332560437719,47.6987286675665,14.3829501390031,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp003,exp003 正式,exp006,exp006 正式·树DP,pv_rmse,kW,501.849596855795,567.140999457829,65.2914026020345,13.0101534426052,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp003,exp003 正式,exp006,exp006 正式·树DP,pv_wape_pct,%,7.79132695597745,8.91194962722239,1.12062267124494,14.3829501390031,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,百分点
exp003,exp003 正式,exp006,exp006 正式·树DP,pv_bias,kW,1.35768078249874,-243.367024948112,-244.72470573061,-18025.2021598337,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp003,exp003 未校准,exp006,exp006 正式·树DP,pv_mae,kW,303.64134345383,379.332560437719,75.6912169838897,24.9278362830716,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp003,exp003 未校准,exp006,exp006 正式·树DP,pv_rmse,kW,454.077902936246,567.140999457829,113.063096521584,24.8994931905898,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp003,exp003 未校准,exp006,exp006 正式·树DP,pv_wape_pct,%,7.13367804356187,8.91194962722239,1.77827158366053,24.9278362830716,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,百分点
exp003,exp003 未校准,exp006,exp006 正式·树DP,pv_bias,kW,16.2428405038148,-243.367024948112,-259.609865451927,-1598.30335950756,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp004,exp004 无季节,exp006,exp006 正式·树DP,pv_mae,kW,379.332560437719,379.332560437719,0,0,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp004,exp004 无季节,exp006,exp006 正式·树DP,pv_rmse,kW,567.140999457829,567.140999457829,0,0,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp004,exp004 无季节,exp006,exp006 正式·树DP,pv_wape_pct,%,8.91194962722239,8.91194962722239,0,0,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,百分点
exp004,exp004 无季节,exp006,exp006 正式·树DP,pv_bias,kW,-243.367024948112,-243.367024948112,0,0,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp004,exp004 历史季节,exp006,exp006 正式·树DP,pv_mae,kW,377.641316849835,379.332560437719,1.691243587884,0.447843896423152,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp004,exp004 历史季节,exp006,exp006 正式·树DP,pv_rmse,kW,566.590718124138,567.140999457829,0.550281333691146,0.0971214875374257,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp004,exp004 历史季节,exp006,exp006 正式·树DP,pv_wape_pct,%,8.87221594961457,8.91194962722239,0.0397336776078276,0.447843896423123,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,百分点
exp004,exp004 历史季节,exp006,exp006 正式·树DP,pv_bias,kW,-240.597062553229,-243.367024948112,-2.76996239488275,-1.15128687170482,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp004,exp004 全年探索,exp006,exp006 正式·树DP,pv_mae,kW,376.08332770257,379.332560437719,,,False,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp004,exp004 全年探索,exp006,exp006 正式·树DP,pv_rmse,kW,566.705475922229,567.140999457829,,,False,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp004,exp004 全年探索,exp006,exp006 正式·树DP,pv_wape_pct,%,8.83561292037771,8.91194962722239,,,False,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,百分点
exp004,exp004 全年探索,exp006,exp006 正式·树DP,pv_bias,kW,-241.427745937766,-243.367024948112,,,False,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp001,exp001 午夜重评分,exp006,exp006 正式·树DP,net_load_mae,kW,293.175440684024,359.31117274698,66.1357320629559,22.5584148210542,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp001,exp001 午夜重评分,exp006,exp006 正式·树DP,net_load_rmse,kW,424.942710283763,524.838254795593,99.8955445118301,23.5080028658741,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp001,exp001 午夜重评分,exp006,exp006 正式·树DP,net_load_wape_pct,%,9.76946403645489,11.9733002595921,2.2038362231372,22.5584148210542,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,百分点
exp001,exp001 午夜重评分,exp006,exp006 正式·树DP,net_load_bias,kW,-24.3642447266832,236.758819829626,261.123064556309,1071.74701077572,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp002,exp002 午夜重评分,exp006,exp006 正式·树DP,net_load_mae,kW,281.017061222711,359.31117274698,78.2941115242693,27.8609815303064,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp002,exp002 午夜重评分,exp006,exp006 正式·树DP,net_load_rmse,kW,412.014154419262,524.838254795593,112.82410037633,27.3835496101722,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp002,exp002 午夜重评分,exp006,exp006 正式·树DP,net_load_wape_pct,%,9.36431123575733,11.9733002595921,2.60898902383476,27.8609815303064,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,百分点
exp002,exp002 午夜重评分,exp006,exp006 正式·树DP,net_load_bias,kW,-15.6358482908686,236.758819829626,252.394668120494,1614.20514848493,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp003,exp003 正式,exp006,exp006 正式·树DP,net_load_mae,kW,303.829151537986,359.31117274698,55.4820212089938,18.2609275404099,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp003,exp003 正式,exp006,exp006 正式·树DP,net_load_rmse,kW,448.211549031457,524.838254795593,76.6267057641355,17.09610248324,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp003,exp003 正式,exp006,exp006 正式·树DP,net_load_wape_pct,%,10.1244768738185,11.9733002595921,1.84882338577356,18.2609275404099,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,百分点
exp003,exp003 正式,exp006,exp006 正式·树DP,net_load_bias,kW,1.18845120222658,236.758819829626,235.570368627399,19821.6273571902,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp003,exp003 未校准,exp006,exp006 正式·树DP,net_load_mae,kW,275.404591136948,359.31117274698,83.9065816100323,30.4666604371562,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp003,exp003 未校准,exp006,exp006 正式·树DP,net_load_rmse,kW,404.594575593318,524.838254795593,120.243679202274,29.7195480255619,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp003,exp003 未校准,exp006,exp006 正式·树DP,net_load_wape_pct,%,9.17728730042833,11.9733002595921,2.79601295916376,30.4666604371562,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,百分点
exp003,exp003 未校准,exp006,exp006 正式·树DP,net_load_bias,kW,-15.6103855882865,236.758819829626,252.369205417912,1616.6750269595,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp004,exp004 无季节,exp006,exp006 正式·树DP,net_load_mae,kW,359.31117274698,359.31117274698,0,0,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp004,exp004 无季节,exp006,exp006 正式·树DP,net_load_rmse,kW,524.838254795593,524.838254795593,0,0,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp004,exp004 无季节,exp006,exp006 正式·树DP,net_load_wape_pct,%,11.9733002595921,11.9733002595921,0,0,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,百分点
exp004,exp004 无季节,exp006,exp006 正式·树DP,net_load_bias,kW,236.758819829626,236.758819829626,0,0,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp004,exp004 历史季节,exp006,exp006 正式·树DP,net_load_mae,kW,359.899432732554,359.31117274698,-0.588259985573359,-0.163451212219749,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp004,exp004 历史季节,exp006,exp006 正式·树DP,net_load_rmse,kW,524.069995874838,524.838254795593,0.768258920754874,0.146594715744489,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp004,exp004 历史季节,exp006,exp006 正式·树DP,net_load_wape_pct,%,11.9929028046066,11.9733002595921,-0.0196025450144628,-0.163451212219725,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,百分点
exp004,exp004 历史季节,exp006,exp006 正式·树DP,net_load_bias,kW,238.815666896503,236.758819829626,-2.05684706687694,-0.861269737285842,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp004,exp004 全年探索,exp006,exp006 正式·树DP,net_load_mae,kW,363.048737589192,359.31117274698,,,False,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp004,exp004 全年探索,exp006,exp006 正式·树DP,net_load_rmse,kW,527.114121583868,524.838254795593,,,False,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp004,exp004 全年探索,exp006,exp006 正式·树DP,net_load_wape_pct,%,12.097846862898,11.9733002595921,,,False,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,百分点
exp004,exp004 全年探索,exp006,exp006 正式·树DP,net_load_bias,kW,251.003789277981,236.758819829626,,,False,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,all,kW
exp001,exp001 午夜重评分,exp006,exp006 正式·树DP,net_load_mae,kW,383.799257484204,485.229957331545,101.43069984734,26.4280604689588,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp001,exp001 午夜重评分,exp006,exp006 正式·树DP,net_load_rmse,kW,525.813106661377,661.166989870076,135.353883208698,25.741823757137,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp001,exp001 午夜重评分,exp006,exp006 正式·树DP,net_load_wape_pct,%,15.8492868175081,20.0379459215379,4.18865910402976,26.4280604689588,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,百分点
exp001,exp001 午夜重评分,exp006,exp006 正式·树DP,net_load_bias,kW,-25.8824149373557,339.221170427678,365.103585365034,1410.62411003266,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp002,exp002 午夜重评分,exp006,exp006 正式·树DP,net_load_mae,kW,373.921474137055,485.229957331545,111.30848319449,29.7678766514735,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp002,exp002 午夜重评分,exp006,exp006 正式·树DP,net_load_rmse,kW,514.70962054753,661.166989870076,146.457369322545,28.4543679534781,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp002,exp002 午夜重评分,exp006,exp006 正式·树DP,net_load_wape_pct,%,15.4413761237345,20.0379459215379,4.59656979780337,29.7678766514735,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,百分点
exp002,exp002 午夜重评分,exp006,exp006 正式·树DP,net_load_bias,kW,-25.6005783818782,339.221170427678,364.821748809557,1425.05276001031,True,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp003,exp003 正式,exp006,exp006 正式·树DP,net_load_mae,kW,401.857297885923,485.229957331545,83.372659445622,20.7468322422477,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp003,exp003 正式,exp006,exp006 正式·树DP,net_load_rmse,kW,556.856631574532,661.166989870076,104.310358295544,18.7319953433261,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp003,exp003 正式,exp006,exp006 正式·树DP,net_load_wape_pct,%,16.5950075454873,20.0379459215379,3.44293837605059,20.7468322422477,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,百分点
exp003,exp003 正式,exp006,exp006 正式·树DP,net_load_bias,kW,-0.987159845623624,339.221170427678,340.208330273302,34463.3477325428,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp003,exp003 未校准,exp006,exp006 正式·树DP,net_load_mae,kW,367.730099110133,485.229957331545,117.499858221411,31.9527442833067,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp003,exp003 未校准,exp006,exp006 正式·树DP,net_load_rmse,kW,506.928360631497,661.166989870076,154.238629238578,30.4261195894501,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp003,exp003 未校准,exp006,exp006 正式·树DP,net_load_wape_pct,%,15.1856985092449,20.0379459215379,4.85224741229295,31.9527442833067,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,百分点
exp003,exp003 未校准,exp006,exp006 正式·树DP,net_load_bias,kW,-26.3068691660319,339.221170427678,365.52803959371,1389.4775440085,True,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp004,exp004 无季节,exp006,exp006 正式·树DP,net_load_mae,kW,485.229957331545,485.229957331545,0,0,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp004,exp004 无季节,exp006,exp006 正式·树DP,net_load_rmse,kW,661.166989870076,661.166989870076,0,0,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp004,exp004 无季节,exp006,exp006 正式·树DP,net_load_wape_pct,%,20.0379459215379,20.0379459215379,0,0,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,百分点
exp004,exp004 无季节,exp006,exp006 正式·树DP,net_load_bias,kW,339.221170427678,339.221170427678,0,0,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp004,exp004 历史季节,exp006,exp006 正式·树DP,net_load_mae,kW,484.123235806912,485.229957331545,1.10672152463303,0.228603265197219,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp004,exp004 历史季节,exp006,exp006 正式·树DP,net_load_rmse,kW,660.080399342977,661.166989870076,1.08659052709868,0.164614875427332,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp004,exp004 历史季节,exp006,exp006 正式·树DP,net_load_wape_pct,%,19.9922430012509,20.0379459215379,0.0457029202870274,0.228603265197246,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,百分点
exp004,exp004 历史季节,exp006,exp006 正式·树DP,net_load_bias,kW,341.159567838072,339.221170427678,-1.93839741039318,-0.568179114153768,True,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp004,exp004 全年探索,exp006,exp006 正式·树DP,net_load_mae,kW,488.206590063657,485.229957331545,,,False,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp004,exp004 全年探索,exp006,exp006 正式·树DP,net_load_rmse,kW,664.999285061116,661.166989870076,,,False,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
exp004,exp004 全年探索,exp006,exp006 正式·树DP,net_load_wape_pct,%,20.1608682696187,20.0379459215379,,,False,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,百分点
exp004,exp004 全年探索,exp006,exp006 正式·树DP,net_load_bias,kW,353.621375434722,339.221170427678,,,False,data/results/exp004/forecast_annual.csv,data/results/exp004/forecast_annual.csv,42,2025-02-01/2025-12-31,pv_generating,kW
