day,date,total_cost,emergency_cost,initial_soc,final_soc,mip_gap,mip_seconds,planned_changes,next_day_pending_mode_hold
122,2025-05-03,17317.634646686416,3319.507867125463,1709.6167436360033,1799.5702527092935,1.2771776282095334e-05,1.1491189590888098,8,0
123,2025-05-04,35651.27870565365,852.301315229997,1799.5702527092935,1781.3393913013358,0.0005903285259584487,0.680016833008267,8,0
124,2025-05-05,36040.27843663604,393.9178272471236,1781.3393913013358,1564.713132972537,0.001851204267157639,0.47429437504615635,8,0
125,2025-05-06,36187.31318797477,1158.431130431497,1564.713132972537,2004.6994336341006,3.0497516514890405e-05,0.6300124160479754,8,0
126,2025-05-07,37967.136598814264,1179.9889852838405,2004.6994336341006,1819.7246619479433,0.00038294424018712006,0.5138345409650356,8,0
127,2025-05-08,37689.791531880706,32.33057061493056,1819.7246619479433,3226.7017653258017,0.0017260621495902137,0.5965708750300109,8,0
128,2025-05-09,15018.833121997652,0.0,3226.7017653258017,3179.3192770994965,0.0014027311681423177,0.4325287500396371,8,0
129,2025-05-10,15065.025776912993,159.9374722889934,3179.3192770994965,2942.980254283039,0.0003652586103917839,1.2316118340240791,8,0
130,2025-05-11,36940.97424043131,337.943277416157,2942.980254283039,1793.2039814787743,0.001997488766309895,4.659252582932822,8,0
131,2025-05-12,37478.0860706621,86.43082311046004,1793.2039814787743,3058.968637316596,0.0002543006558626255,0.4727552920812741,8,0
132,2025-05-13,36498.77826828654,0.0,3058.968637316596,3636.3085654925762,0.0013314983095107232,0.6354353750357404,8,0
133,2025-05-14,35402.59948719141,18.003243224566866,3636.3085654925762,2095.1136054933954,0.0033133600282507602,5.006283291033469,8,0
134,2025-05-15,37159.513380339355,480.3768908953991,2095.1136054933954,3343.0322528187985,0.0013680052595197113,0.09216070896945894,8,0
135,2025-05-16,14418.933335555977,147.17077797299982,3343.0322528187985,3098.846081363033,0.0006337461752858258,2.615683167008683,8,0
136,2025-05-17,15254.632546160807,392.018433572345,3098.846081363033,3644.0653294810777,0.0017674814284487487,0.7020478750346228,7,0
137,2025-05-18,35542.4860146475,39.84333885098958,3644.0653294810777,3511.639343881696,0.0008696960517668339,0.5753070419887081,7,0
138,2025-05-19,35562.69501315825,385.77486775950155,3511.639343881696,3066.3595157189498,0.00010884406889720988,0.7842875421047211,8,0
139,2025-05-20,34636.914238670695,136.07062759816029,3066.3595157189498,2034.5803213885401,0.0011045759919666876,1.9164966659154743,8,0
140,2025-05-21,36904.44365671722,67.18390994084557,2034.5803213885401,2602.057534669297,0.0019992583558107488,4.587225542054512,8,0
141,2025-05-22,35030.96793001768,0.0,2602.057534669297,3005.5442498659304,0.0005922819831777807,0.9507750410120934,8,0
142,2025-05-23,14631.461476726887,0.0,3005.5442498659304,3451.186700211809,4.9033349507573236e-05,0.467002666904591,8,0
143,2025-05-24,14748.045389687566,0.0,3451.186700211809,3666.026981588336,0.00023209806380705916,0.5187017089920118,8,0
144,2025-05-25,34602.32968722962,204.35307482619737,3666.026981588336,2913.7200899525765,0.0012521388712565405,4.41639208397828,8,0
145,2025-05-26,36361.99280902999,20.73948821706112,2913.7200899525765,3329.4276245121955,0.001976632322364803,1.9919228330254555,8,0
146,2025-05-27,34295.2374854718,0.0,3329.4276245121955,2192.2209200202406,0.0019986336049256062,3.7498062500962988,8,0
147,2025-05-28,35577.321686391486,37.71908419999982,2192.2209200202406,2960.9113216191904,0.000507672484474293,0.7771802919451147,8,0
148,2025-05-29,35047.44359598885,126.72634768634936,2960.9113216191904,2766.902380573133,0.00048691953666386167,1.3345389170572162,8,0
149,2025-05-30,14037.143113036098,0.0,2766.902380573133,2693.984489110011,0.0018479914185910084,4.077843208098784,8,0
150,2025-05-31,14151.91446796444,0.0,2693.984489110011,2994.4520949238095,0.010026057066756635,5.006496582995169,8,0
151,2025-06-01,114277.16440314362,78592.77136290105,2994.4520949238095,1200.0,0.0011731330461559086,0.9629681659862399,8,0
152,2025-06-02,64511.49680981702,22100.740123671865,1200.0,1846.9350385406021,0.0002415193089164296,0.683180334046483,8,0
153,2025-06-03,46266.7812252767,679.7218700414383,1846.9350385406021,1911.121293936571,0.0018097402068375508,1.8070629999274388,8,0
154,2025-06-04,45833.957745524815,298.0890642855821,1911.121293936571,1774.1481994021894,0.0019918832328719564,2.435738250031136,8,0
155,2025-06-05,47921.85650450465,238.56733623017044,1774.1481994021894,2974.33950606206,0.001985840855378607,3.6630982919596136,7,0
156,2025-06-06,28171.527135773802,8072.360935158015,2974.33950606206,2511.1275719664877,0.003998893769143103,5.00702875002753,7,0
157,2025-06-07,28121.732512260365,11040.11740000853,2511.1275719664877,1623.2433025778257,0.00014574777954419224,4.700637249974534,8,0
158,2025-06-08,57574.887012526364,0.0,1623.2433025778257,6795.692414969779,0.0012781969922279182,0.9176349169574678,7,0
159,2025-06-09,49113.51016244955,431.9776717448448,6795.692414969779,4427.916189667038,0.001714357610391344,0.797163833049126,7,0
160,2025-06-10,51093.90858565828,134.43175921958175,4427.916189667038,6483.099774619001,0.0017743082582214321,2.285065083997324,7,0
161,2025-06-11,57885.542987817906,8869.399486150889,6483.099774619001,4971.699126570689,0.001987010266315999,2.9792657080106437,8,0
162,2025-06-12,52394.27038298328,7.9703027169911795,4971.699126570689,6209.617521477027,0.0017343377253938815,1.699027584050782,8,0
163,2025-06-13,21939.60581944207,0.0,6209.617521477027,4679.025652447294,0.0019299383274261706,1.0755774580175057,7,0
164,2025-06-14,21271.929525475964,0.0,4679.025652447294,3822.435858616664,0.00467700629501204,5.026936874957755,8,0
165,2025-06-15,52180.81659895303,0.0,3822.435858616664,3703.3582895446634,0.0023107736609725097,5.012373832985759,8,0
166,2025-06-16,50833.76101012002,81.56390356791348,3703.3582895446634,5561.825404155822,0.0007231571388214488,0.8177499589510262,7,0
167,2025-06-17,49790.13745809044,243.69658520161295,5561.825404155822,4135.28096524974,0.001192146469509336,0.24844829202629626,8,0
168,2025-06-18,50681.45799613322,17.98314095952327,4135.28096524974,4875.16114138844,0.0014544679747647905,0.5079335829941556,8,0
169,2025-06-19,50077.71871298373,8.155359042536624,4875.16114138844,4824.176046819256,0.0007425530496001579,1.2978199999779463,8,0
170,2025-06-20,22768.13079076955,0.0,4824.176046819256,5873.554688680867,0.004468860534700235,5.0157420000759885,8,0
171,2025-06-21,19523.755542743842,873.593037929803,5873.554688680867,4547.373754851083,0.000974324572494618,1.3554232500027865,8,0
172,2025-06-22,49697.97213032177,283.82730857658413,4547.373754851083,6277.3138998620925,0.0009850332619309107,0.6264437909703702,8,0
173,2025-06-23,45764.95071151081,2.9618783486686335,6277.3138998620925,3549.1230304840597,0.00028581643495385477,1.747159583028406,7,0
174,2025-06-24,67701.58482519124,20716.996312362775,3549.1230304840597,2194.9387943372208,0.0016389826378819948,1.1371032079914585,8,0
175,2025-06-25,49871.57481874399,191.2705125242533,2194.9387943372208,4319.3606193886535,0.0017231857033850296,2.624195458018221,8,0
176,2025-06-26,48136.82968293916,0.0,4319.3606193886535,2494.100236685137,0.0019240406416882849,3.389342208043672,8,0
177,2025-06-27,21761.286135485916,0.0,2494.100236685137,4261.77750420848,0.007504949137280582,5.008701208978891,8,0
178,2025-06-28,17341.70626469647,699.4289597959458,4261.77750420848,2226.5677291859674,0.0016947024898798628,1.6674160830443725,8,0
179,2025-06-29,51339.76422038505,122.20789014428225,2226.5677291859674,5835.040609383337,0.001130537700613031,0.9623277910286561,7,0
