scenario,issue_hour,month,period,target,population,unit,n,absolute_error_sum,squared_error_sum,signed_error_sum,actual_abs_sum,mae,rmse,wape_pct,bias,name,seed,case_id,exploratory,label,date
2,0,8,monthly,net_load,pv_generating,kW,2668,1607446.010308883,1699182303.5479796,1365223.964852344,6987281.6394,602.4910083616503,798.0444388424173,23.005312985307327,511.703135252003,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-08-01
2,0,9,monthly,load,all,kW,4320,1024449.7578399788,471353478.7276535,667394.3766047051,19595133.0698,237.1411476481432,330.31742545213564,5.228082678442534,154.4894390288669,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-09-01
2,0,9,monthly,load,pv_generating,kW,2415,525245.1296850326,224278354.42717648,346022.9390811005,12617957.8663,217.49280732299488,304.743964371367,4.16267937530411,143.28072011639773,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-09-01
2,0,9,monthly,pv,all,kW,4320,932530.5559255223,798905120.0673096,-607923.7142615669,11264829.8663,215.86355461238944,430.0369062723822,8.278248024990525,-140.72308200499234,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-09-01
2,0,9,monthly,pv,pv_generating,kW,2415,921141.1786490916,798469225.7822397,-619313.0915379978,11264829.8663,381.424918695276,575.003546944588,8.177142394354206,-256.4443443221523,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-09-01
2,0,9,monthly,net_load,all,kW,4320,1762906.7714655716,1508659536.7228136,1275318.090866272,12992757.2159,408.0802711725861,590.9540968736594,13.568380769158058,295.2125210338592,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-09-01
2,0,9,monthly,net_load,pv_generating,kW,2415,1268384.3214423428,1265145204.8449588,965336.0306190985,6015582.0124,525.210899147968,723.7884014263564,21.084980951598784,399.72506443855,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-09-01
2,0,10,monthly,load,all,kW,4464,803864.970339882,231872479.5220697,652880.7269734929,19405095.0093,180.0772783019449,227.90954291026864,4.142545913609931,146.2546431392233,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-10-01
2,0,10,monthly,load,pv_generating,kW,2321,394095.0958313435,102653864.5662201,314700.0790737784,11964408.5436,169.79538812207824,210.3052341187094,3.293895342968314,135.5881426427309,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-10-01
2,0,10,monthly,pv,all,kW,4464,798756.9620237822,616191891.1224248,-528094.5631337703,10554293.4631,178.9330112060444,371.53171857025745,7.568076108707819,-118.30075339018153,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-10-01
2,0,10,monthly,pv,pv_generating,kW,2321,779159.24392841,615151857.1311835,-547692.2812291424,10554293.4631,335.69980350211546,514.8178535057976,7.382391314515863,-235.9725468458175,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-10-01
2,0,10,monthly,net_load,all,kW,4464,1413186.2674814477,988993868.4899426,1180975.2901072633,13205688.9884,316.5739846508619,470.68971272517706,10.701344463910996,264.55539652940485,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-10-01
2,0,10,monthly,net_load,pv_generating,kW,2321,1013389.4542473396,865675089.3651686,862392.3603029209,5765002.5227,436.61760200230054,610.7168323160026,17.57830027405999,371.56068948854846,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-10-01
2,0,11,monthly,load,all,kW,4320,775323.9698637659,204548964.2596063,653685.8347617274,18738740.217699997,179.47314117216803,217.59893676743064,4.137545858773475,151.31616545410355,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-11-01
2,0,11,monthly,load,pv_generating,kW,2095,365251.45989776263,95114947.6689872,299077.5003591388,10922633.644900002,174.34437226623515,213.07493910578555,3.343987098462337,142.75775673467248,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-11-01
2,0,11,monthly,pv,all,kW,4320,555052.4375493822,303752158.15173876,-350769.6920647161,8010905.7698,128.48436054383848,265.1659849455841,6.928710104690691,-81.19668797794354,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-11-01
2,0,11,monthly,pv,pv_generating,kW,2095,549884.345144286,303609917.08271587,-355937.7844698123,8010905.7698,262.4746277538358,380.68517369535607,6.864196895403183,-169.89870380420635,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-11-01
2,0,11,monthly,net_load,all,kW,4320,1181620.3084790988,606626342.8603888,1004455.5268264436,12694137.6827,273.52321955534694,374.7302557187182,9.30839366969724,232.5128534320471,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-11-01
2,0,11,monthly,net_load,pv_generating,kW,2095,774986.9872696726,498739152.90894985,655015.2848289511,4878031.1099,369.92218962752867,487.9156158256909,15.887290790270502,312.65646053887883,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-11-01
2,0,12,monthly,load,all,kW,4464,910048.44261259,277751844.89272493,424385.3100006238,20941989.5206,203.86389843472,249.440163889606,4.345568226540287,95.06839381734405,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-12-01
2,0,12,monthly,load,pv_generating,kW,2097,439570.78017788474,138744377.19302922,134310.44061658034,11943412.0743,209.61887466756545,257.2222191052798,3.6804455665040585,64.0488510331809,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-12-01
2,0,12,monthly,pv,all,kW,4464,450298.6463524589,212917700.17371663,-221933.35876915528,6757767.9032,100.87335267752216,218.39555266174165,6.663422786971263,-49.716254204559874,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-12-01
2,0,12,monthly,pv,pv_generating,kW,2097,448211.18302210234,212875155.083245,-224020.82209951192,6757767.9032,213.73923844640075,318.6128397767398,6.632532952335657,-106.82919508798852,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-12-01
2,0,12,monthly,net_load,all,kW,4464,1152359.2006223267,502552195.6918188,646318.668769779,14723218.5464,258.1449822182631,335.5277885427197,7.826815835074948,144.7846480219039,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-12-01
2,0,12,monthly,net_load,pv_generating,kW,2097,682814.3800471583,363891166.7130176,358331.2627160923,5724641.100099999,325.61486888276505,416.5686103291946,11.92763647724974,170.87804612116943,oracle_season,3407,oracle_season_seed_3407,True,exp004 全年探索,2025-12-01
