previous_experiment,previous_label,current_experiment,current_label,task,metric,population,previous,current,unit,absolute_change_unit,absolute_change,relative_change_pct,comparable,seed,same_dispatch,previous_source,current_source,period
exp003,exp003 正式,exp004,exp004 无季节,pv,rmse,all,375.1748780379844,423.9991342452028,kW,kW,48.82425620721841,13.013732812428668,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 无季节,pv,wape_pct,all,7.7914208813010575,8.929502475256,%,百分点,1.1380815939549418,14.6068555568121,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 无季节,pv,bias,all,0.7610180167451466,-135.59595040982387,kW,kW,-136.356968426569,-17917.705681892272,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 无季节,pv,mae,all,170.59481556883227,212.41978593355464,kW,kW,41.82497036472236,24.517140351106775,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 无季节,pv,rmse,all,339.4985262973294,423.9991342452028,kW,kW,84.50060794787339,24.889830559638014,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 无季节,pv,wape_pct,all,7.1713038462633065,8.929502475256,%,百分点,1.7581986289926927,24.517140351106768,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 无季节,pv,bias,all,9.97289775245682,-135.59595040982387,kW,kW,-145.5688481622807,-1459.6444461332198,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 无季节,pv,mae,pv_generating,306.559095452739,379.3325604377192,kW,kW,72.77346498498025,23.738804708275065,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 无季节,pv,rmse,pv_generating,455.7890171381598,567.1409994578295,kW,kW,111.35198231966967,24.430597959300194,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 无季节,pv,wape_pct,pv_generating,7.2022270202408105,8.911949627222393,%,百分点,1.7097226069815825,23.73880470827504,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 无季节,pv,bias,pv_generating,9.453088126064795,-243.36702494811172,kW,kW,-252.8201130741765,-2674.471132635282,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 无季节,pv,mae,pv_generating,307.1910097197552,379.3325604377192,kW,kW,72.14155071796404,23.48426498020807,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 无季节,pv,rmse,pv_generating,459.4373082963732,567.1409994578295,kW,kW,107.70369116145628,23.44252180146827,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 无季节,pv,wape_pct,pv_generating,7.217073064856314,8.911949627222393,%,百分点,1.6948765623660789,23.484264980208042,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 无季节,pv,bias,pv_generating,12.080298025243918,-243.36702494811172,kW,kW,-255.44732297335563,-2114.577988386986,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 无季节,pv,mae,pv_generating,331.63383177015277,379.3325604377192,kW,kW,47.698728667566456,14.38295013900309,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 无季节,pv,rmse,pv_generating,501.849596855795,567.1409994578295,kW,kW,65.29140260203445,13.010153442605183,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 无季节,pv,wape_pct,pv_generating,7.791326955977452,8.911949627222393,%,百分点,1.1206226712449414,14.382950139003055,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 无季节,pv,bias,pv_generating,1.3576807824987405,-243.36702494811172,kW,kW,-244.72470573061045,-18025.20215983373,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 无季节,pv,mae,pv_generating,303.6413434538295,379.3325604377192,kW,kW,75.69121698388972,24.927836283071585,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 无季节,pv,rmse,pv_generating,454.07790293624595,567.1409994578295,kW,kW,113.06309652158353,24.899493190589805,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 无季节,pv,wape_pct,pv_generating,7.133678043561868,8.911949627222393,%,百分点,1.7782715836605254,24.92783628307157,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 无季节,pv,bias,pv_generating,16.242840503814804,-243.36702494811172,kW,kW,-259.6098654519265,-1598.303359507559,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 无季节,net_load,mae,all,293.1754406840243,359.3111727469802,kW,kW,66.13573206295592,22.558414821054207,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 无季节,net_load,rmse,all,424.94271028376255,524.8382547955927,kW,kW,99.89554451183011,23.50800286587413,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 无季节,net_load,wape_pct,all,9.769464036454892,11.973300259592094,%,百分点,2.203836223137202,22.558414821054217,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 无季节,net_load,bias,all,-24.364244726683182,236.7588198296257,kW,kW,261.1230645563089,1071.7470107757238,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 无季节,net_load,mae,all,281.01706122271094,359.3111727469802,kW,kW,78.29411152426928,27.860981530306386,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 无季节,net_load,rmse,all,412.0141544192623,524.8382547955927,kW,kW,112.82410037633036,27.383549610172246,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 无季节,net_load,wape_pct,all,9.364311235757334,11.973300259592094,%,百分点,2.6089890238347593,27.860981530306418,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 无季节,net_load,bias,all,-15.635848290868594,236.7588198296257,kW,kW,252.39466812049432,1614.2051484849335,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 无季节,net_load,mae,all,303.82915153798643,359.3111727469802,kW,kW,55.482021208993785,18.260927540409863,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 无季节,net_load,rmse,all,448.21154903145714,524.8382547955927,kW,kW,76.62670576413552,17.096102483240024,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 无季节,net_load,wape_pct,all,10.124476873818535,11.973300259592094,%,百分点,1.8488233857735583,18.26092754040988,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 无季节,net_load,bias,all,1.1884512022265787,236.7588198296257,kW,kW,235.57036862739912,19821.62735719018,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 无季节,net_load,mae,all,275.40459113694794,359.3111727469802,kW,kW,83.90658161003228,30.46666043715619,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 无季节,net_load,rmse,all,404.5945755933182,524.8382547955927,kW,kW,120.24367920227445,29.719548025561874,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 无季节,net_load,wape_pct,all,9.177287300428333,11.973300259592094,%,百分点,2.796012959163761,30.46666043715622,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 无季节,net_load,bias,all,-15.610385588286515,236.7588198296257,kW,kW,252.3692054179122,1616.6750269594954,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 无季节,net_load,mae,pv_generating,383.7992574842043,485.22995733154465,kW,kW,101.43069984734035,26.428060468958787,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 无季节,net_load,rmse,pv_generating,525.8131066613771,661.1669898700756,kW,kW,135.35388320869845,25.74182375713699,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 无季节,net_load,wape_pct,pv_generating,15.849286817508125,20.037945921537883,%,百分点,4.1886591040297585,26.42806046895877,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 无季节,net_load,bias,pv_generating,-25.88241493735572,339.2211704276785,kW,kW,365.1035853650342,1410.6241100326592,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 无季节,net_load,mae,pv_generating,373.9214741370549,485.22995733154465,kW,kW,111.30848319448978,29.767876651473475,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 无季节,net_load,rmse,pv_generating,514.7096205475304,661.1669898700756,kW,kW,146.4573693225451,28.454367953478076,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 无季节,net_load,wape_pct,pv_generating,15.441376123734514,20.037945921537883,%,百分点,4.596569797803369,29.76787665147349,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 无季节,net_load,bias,pv_generating,-25.60057838187815,339.2211704276785,kW,kW,364.82174880955665,1425.0527600103073,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 无季节,net_load,mae,pv_generating,401.85729788592266,485.22995733154465,kW,kW,83.37265944562199,20.746832242247702,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 无季节,net_load,rmse,pv_generating,556.8566315745317,661.1669898700756,kW,kW,104.31035829554389,18.731995343326105,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 无季节,net_load,wape_pct,pv_generating,16.595007545487288,20.037945921537883,%,百分点,3.442938376050595,20.746832242247695,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 无季节,net_load,bias,pv_generating,-0.987159845623624,339.2211704276785,kW,kW,340.2083302733021,34463.34773254279,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 无季节,net_load,mae,pv_generating,367.73009911013344,485.22995733154465,kW,kW,117.49985822141122,31.952744283306696,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 无季节,net_load,rmse,pv_generating,506.9283606314974,661.1669898700756,kW,kW,154.23862923857814,30.42611958945007,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 无季节,net_load,wape_pct,pv_generating,15.185698509244933,20.037945921537883,%,百分点,4.85224741229295,31.952744283306696,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 无季节,net_load,bias,pv_generating,-26.306869166031905,339.2211704276785,kW,kW,365.5280395937104,1389.4775440085036,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 历史季节,load,mae,all,180.25462240226577,198.84467875203933,kW,kW,18.590056349773562,10.3132203224653,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 历史季节,load,rmse,all,247.45161352437032,259.65643874419953,kW,kW,12.204825219829218,4.932206763981041,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 历史季节,load,wape_pct,all,3.904339466186779,4.3070025974715875,%,百分点,0.40266313128480835,10.313220322465305,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 历史季节,load,bias,all,-10.807764678000767,104.9368435596716,kW,kW,115.74460823767237,1070.9393818804253,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 历史季节,load,mae,all,163.65038045400087,198.84467875203933,kW,kW,35.19429829803846,21.5057845880969,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 历史季节,load,rmse,all,220.77986238321833,259.65643874419953,kW,kW,38.876576360981204,17.608751061499095,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 历史季节,load,wape_pct,all,3.544689343040146,4.3070025974715875,%,百分点,0.7623132544314415,21.505784588096912,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 历史季节,load,bias,all,-8.049726615941294,104.9368435596716,kW,kW,112.9865701756129,1403.6075455265734,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 历史季节,load,mae,all,176.79572074351864,198.84467875203933,kW,kW,22.048958008520685,12.471431953100032,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 历史季节,load,rmse,all,244.28661485193987,259.65643874419953,kW,kW,15.36982389225966,6.291717580013619,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 历史季节,load,wape_pct,all,3.829419189103579,4.3070025974715875,%,百分点,0.4775834083680084,12.471431953100044,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 历史季节,load,bias,all,1.9494692189717229,104.9368435596716,kW,kW,102.98737434069987,5282.841777569698,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 历史季节,load,mae,all,158.43160821033032,198.84467875203933,kW,kW,40.413070541709004,25.5082120280301,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 历史季节,load,rmse,all,212.48868069323527,259.65643874419953,kW,kW,47.16775805096427,22.197774440069686,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 历史季节,load,wape_pct,all,3.431650031401684,4.3070025974715875,%,百分点,0.8753525660699037,25.508212028030123,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 历史季节,load,bias,all,-5.637487835829708,104.9368435596716,kW,kW,110.5743313955013,1961.4114409743524,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 历史季节,load,mae,pv_generating,182.93632657348633,195.50084267618544,kW,kW,12.564516102699116,6.868245546437107,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 历史季节,load,rmse,pv_generating,252.35158580853232,254.3613804624356,kW,kW,2.0097946539032705,0.7964264014683742,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 历史季节,load,wape_pct,pv_generating,3.443342642197111,3.679839869868384,%,百分点,0.2364972276712729,6.868245546437108,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 历史季节,load,bias,pv_generating,-16.429326811290924,100.56250528484269,kW,kW,116.9918320961336,712.0914535325446,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 历史季节,load,mae,pv_generating,163.90344159105575,195.50084267618544,kW,kW,31.59740108512969,19.278058336301566,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 历史季节,load,rmse,pv_generating,219.9508988307239,254.3613804624356,kW,kW,34.41048163171169,15.644619692231535,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 历史季节,load,wape_pct,pv_generating,3.085093705577572,3.679839869868384,%,百分点,0.5947461642908118,19.27805833630156,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 历史季节,load,bias,pv_generating,-13.520280356634233,100.56250528484269,kW,kW,114.08278564147692,843.7900889052046,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 历史季节,load,mae,pv_generating,174.55817989538284,195.50084267618544,kW,kW,20.942662780802607,11.997525864072413,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 历史季节,load,rmse,pv_generating,239.60457080033467,254.3613804624356,kW,kW,14.75680966210092,6.158818094667295,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 历史季节,load,wape_pct,pv_generating,3.2856438938967996,3.679839869868384,%,百分点,0.3941959759715843,11.997525864072408,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 历史季节,load,bias,pv_generating,0.3705209368751173,100.56250528484269,kW,kW,100.19198434796756,27040.842871920326,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 历史季节,load,mae,pv_generating,158.41744494899672,195.50084267618544,kW,kW,37.083397727188725,23.40865789063061,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 历史季节,load,rmse,pv_generating,211.72923400678357,254.3613804624356,kW,kW,42.63214645565202,20.135219709096067,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 历史季节,load,wape_pct,pv_generating,2.98183282499482,3.679839869868384,%,百分点,0.698007044873564,23.408657890630625,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 历史季节,load,bias,pv_generating,-10.064028662217096,100.56250528484269,kW,kW,110.62653394705978,1099.2271351767877,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 历史季节,pv,mae,all,179.60374961249232,211.6436242337437,kW,kW,32.039874621251386,17.83920140330013,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 历史季节,pv,rmse,all,341.26215987340083,423.59372308001866,kW,kW,82.33156320661783,24.125605732894805,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 历史季节,pv,wape_pct,all,7.550012912788041,8.896874922275467,%,百分点,1.3468620094874257,17.839201403300134,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 历史季节,pv,bias,all,13.55648004868242,-133.87882333683112,kW,kW,-147.43530338551355,-1087.5633118336132,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 历史季节,pv,mae,all,172.51825595529286,211.6436242337437,kW,kW,39.12536827845085,22.67897276250577,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 历史季节,pv,rmse,all,343.4967091486276,423.59372308001866,kW,kW,80.09701393139107,23.318131381786806,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 历史季节,pv,wape_pct,all,7.252159617849856,8.896874922275467,%,百分点,1.6447153044256106,22.678972762505758,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 历史季节,pv,bias,all,7.586121674927306,-133.87882333683112,kW,kW,-141.46494501175843,-1864.7861328049948,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 历史季节,pv,mae,all,185.34649162261977,211.6436242337437,kW,kW,26.297132611123942,14.188093004029989,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 历史季节,pv,rmse,all,375.1748780379844,423.59372308001866,kW,kW,48.41884504203426,12.905673560885951,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 历史季节,pv,wape_pct,all,7.7914208813010575,8.896874922275467,%,百分点,1.1054540409744096,14.188093004030021,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 历史季节,pv,bias,all,0.7610180167451466,-133.87882333683112,kW,kW,-134.63984135357626,-17692.07014696278,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 历史季节,pv,mae,all,170.59481556883227,211.6436242337437,kW,kW,41.048808664911434,24.062166560008322,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 历史季节,pv,rmse,all,339.4985262973294,423.59372308001866,kW,kW,84.09519678268924,24.770415854188276,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 历史季节,pv,wape_pct,all,7.1713038462633065,8.896874922275467,%,百分点,1.7255710760121605,24.06216656000833,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 历史季节,pv,bias,all,9.97289775245682,-133.87882333683112,kW,kW,-143.85172108928793,-1442.4265109290839,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 历史季节,pv,mae,pv_generating,306.559095452739,377.6413168498352,kW,kW,71.08222139709625,23.187118715926246,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 历史季节,pv,rmse,pv_generating,455.7890171381598,566.5907181241383,kW,kW,110.80170098597853,24.309866367927874,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
