previous_experiment,previous_label,current_experiment,current_label,task,metric,population,previous,current,unit,absolute_change_unit,absolute_change,relative_change_pct,comparable,seed,same_dispatch,previous_source,current_source,period
exp003,exp003 未校准,exp004,exp004 历史季节,dispatch,discharge_kwh,all,5688799.208310919,5685938.603747329,kWh,kWh,-2860.604563590139,-0.05028485729309984,True,42,True,data/results/exp003/dispatch_metrics.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 历史季节,dispatch,daily_cvar90,all,82559.01029586731,68163.43068562927,元,元,-14395.579610238041,-17.436715336882674,True,42,True,data/results/exp003/dispatch_metrics.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 历史季节,dispatch,final_soc,all,1200.0,1429.3239702092117,kWh,kWh,229.32397020921167,19.11033085076764,True,42,True,data/results/exp003/dispatch_metrics.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 原登记（不可比）,exp004,exp004 历史季节,dispatch,total_cost,all,16258308.21735459,13626145.40599084,元,元,,,False,42,False,data/results/exp003/baseline/exp001_original_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 原登记（不可比）,exp004,exp004 历史季节,dispatch,planned_cost,all,12025380.561354762,12727957.705010273,元,元,,,False,42,False,data/results/exp003/baseline/exp001_original_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 原登记（不可比）,exp004,exp004 历史季节,dispatch,emergency_cost,all,4232927.655999829,898187.7009805667,元,元,,,False,42,False,data/results/exp003/baseline/exp001_original_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 原登记（不可比）,exp004,exp004 历史季节,dispatch,planned_kwh,all,19836870.499803584,21007720.445915528,kWh,kWh,,,False,42,False,data/results/exp003/baseline/exp001_original_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 原登记（不可比）,exp004,exp004 历史季节,dispatch,emergency_kwh,all,728394.1217597744,162942.3890899056,kWh,kWh,,,False,42,False,data/results/exp003/baseline/exp001_original_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 原登记（不可比）,exp004,exp004 历史季节,dispatch,charge_kwh,all,6359633.61873862,6317717.491617825,kWh,kWh,,,False,42,False,data/results/exp003/baseline/exp001_original_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 原登记（不可比）,exp004,exp004 历史季节,dispatch,discharge_kwh,all,5157736.177420782,5685938.603747329,kWh,kWh,,,False,42,False,data/results/exp003/baseline/exp001_original_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 原登记（不可比）,exp004,exp004 历史季节,dispatch,daily_cvar90,all,,68163.43068562927,元,元,,,False,42,False,data/results/exp003/baseline/exp001_original_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 原登记（不可比）,exp004,exp004 历史季节,dispatch,final_soc,all,1200.0,1429.3239702092117,kWh,kWh,,,False,42,False,data/results/exp003/baseline/exp001_original_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 同口径重算,exp004,exp004 全年探索,dispatch,total_cost,all,15842654.19068547,13572926.478581838,元,元,,,False,42,True,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 同口径重算,exp004,exp004 全年探索,dispatch,planned_cost,all,11613278.032118578,12774482.58825294,元,元,,,False,42,True,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 同口径重算,exp004,exp004 全年探索,dispatch,emergency_cost,all,4229376.15856689,798443.8903288965,元,元,,,False,42,True,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 同口径重算,exp004,exp004 全年探索,dispatch,planned_kwh,all,19310623.56978458,21070735.939491797,kWh,kWh,,,False,42,True,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 同口径重算,exp004,exp004 全年探索,dispatch,emergency_kwh,all,730041.0880550798,145611.63242413514,kWh,kWh,,,False,42,True,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 同口径重算,exp004,exp004 全年探索,dispatch,charge_kwh,all,6276030.03677205,6298402.748018118,kWh,kWh,,,False,42,True,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 同口径重算,exp004,exp004 全年探索,dispatch,discharge_kwh,all,5648637.450206511,5668554.14258255,kWh,kWh,,,False,42,True,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 同口径重算,exp004,exp004 全年探索,dispatch,daily_cvar90,all,92651.63688211232,67347.37438883395,元,元,,,False,42,True,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 同口径重算,exp004,exp004 全年探索,dispatch,final_soc,all,1200.0,1430.5803695208683,kWh,kWh,,,False,42,True,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp002,exp002 正式风险,exp004,exp004 全年探索,dispatch,total_cost,all,15128897.452710154,13572926.478581838,元,元,,,False,42,False,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp002,exp002 正式风险,exp004,exp004 全年探索,dispatch,planned_cost,all,11755724.512758028,12774482.58825294,元,元,,,False,42,False,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp002,exp002 正式风险,exp004,exp004 全年探索,dispatch,emergency_cost,all,3373172.939952124,798443.8903288965,元,元,,,False,42,False,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp002,exp002 正式风险,exp004,exp004 全年探索,dispatch,planned_kwh,all,19494424.579403117,21070735.939491797,kWh,kWh,,,False,42,False,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp002,exp002 正式风险,exp004,exp004 全年探索,dispatch,emergency_kwh,all,579717.6630443097,145611.63242413514,kWh,kWh,,,False,42,False,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp002,exp002 正式风险,exp004,exp004 全年探索,dispatch,charge_kwh,all,6316145.326189278,6298402.748018118,kWh,kWh,,,False,42,False,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp002,exp002 正式风险,exp004,exp004 全年探索,dispatch,discharge_kwh,all,5684741.210682016,5668554.14258255,kWh,kWh,,,False,42,False,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp002,exp002 正式风险,exp004,exp004 全年探索,dispatch,daily_cvar90,all,83083.73793737212,67347.37438883395,元,元,,,False,42,False,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp002,exp002 正式风险,exp004,exp004 全年探索,dispatch,final_soc,all,1200.0,1430.5803695208683,kWh,kWh,,,False,42,False,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp002,exp002 同确定性,exp004,exp004 全年探索,dispatch,total_cost,all,15352302.279913764,13572926.478581838,元,元,,,False,42,True,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp002,exp002 同确定性,exp004,exp004 全年探索,dispatch,planned_cost,all,11677852.86107377,12774482.58825294,元,元,,,False,42,True,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp002,exp002 同确定性,exp004,exp004 全年探索,dispatch,emergency_cost,all,3674449.4188399934,798443.8903288965,元,元,,,False,42,True,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp002,exp002 同确定性,exp004,exp004 全年探索,dispatch,planned_kwh,all,19421489.42026521,21070735.939491797,kWh,kWh,,,False,42,True,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp002,exp002 同确定性,exp004,exp004 全年探索,dispatch,emergency_kwh,all,628285.6174340288,145611.63242413514,kWh,kWh,,,False,42,True,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp002,exp002 同确定性,exp004,exp004 全年探索,dispatch,charge_kwh,all,6315396.677972004,6298402.748018118,kWh,kWh,,,False,42,True,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp002,exp002 同确定性,exp004,exp004 全年探索,dispatch,discharge_kwh,all,5684067.42728647,5668554.14258255,kWh,kWh,,,False,42,True,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp002,exp002 同确定性,exp004,exp004 全年探索,dispatch,daily_cvar90,all,84488.05931153643,67347.37438883395,元,元,,,False,42,True,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp002,exp002 同确定性,exp004,exp004 全年探索,dispatch,final_soc,all,1200.0,1430.5803695208683,kWh,kWh,,,False,42,True,data/results/exp003/baseline/exp002_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 全年探索,dispatch,total_cost,all,14988622.648176515,13572926.478581838,元,元,,,False,42,True,data/results/exp003/dispatch_metrics.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 全年探索,dispatch,planned_cost,all,11804823.080143536,12774482.58825294,元,元,,,False,42,True,data/results/exp003/dispatch_metrics.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 全年探索,dispatch,emergency_cost,all,3183799.5680329795,798443.8903288965,元,元,,,False,42,True,data/results/exp003/dispatch_metrics.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 全年探索,dispatch,planned_kwh,all,19576927.868703015,21070735.939491797,kWh,kWh,,,False,42,True,data/results/exp003/dispatch_metrics.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 全年探索,dispatch,emergency_kwh,all,549746.4200630353,145611.63242413514,kWh,kWh,,,False,42,True,data/results/exp003/dispatch_metrics.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 全年探索,dispatch,charge_kwh,all,6341190.389431347,6298402.748018118,kWh,kWh,,,False,42,True,data/results/exp003/dispatch_metrics.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 全年探索,dispatch,discharge_kwh,all,5707232.234319866,5668554.14258255,kWh,kWh,,,False,42,True,data/results/exp003/dispatch_metrics.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 全年探索,dispatch,daily_cvar90,all,84837.27708831233,67347.37438883395,元,元,,,False,42,True,data/results/exp003/dispatch_metrics.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 全年探索,dispatch,final_soc,all,1252.2126616066805,1430.5803695208683,kWh,kWh,,,False,42,True,data/results/exp003/dispatch_metrics.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 全年探索,dispatch,total_cost,all,15258030.09119114,13572926.478581838,元,元,,,False,42,True,data/results/exp003/dispatch_metrics.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 全年探索,dispatch,planned_cost,all,11686193.33326584,12774482.58825294,元,元,,,False,42,True,data/results/exp003/dispatch_metrics.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 全年探索,dispatch,emergency_cost,all,3571836.7579253,798443.8903288965,元,元,,,False,42,True,data/results/exp003/dispatch_metrics.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 全年探索,dispatch,planned_kwh,all,19434153.144910023,21070735.939491797,kWh,kWh,,,False,42,True,data/results/exp003/dispatch_metrics.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 全年探索,dispatch,emergency_kwh,all,607930.405578771,145611.63242413514,kWh,kWh,,,False,42,True,data/results/exp003/dispatch_metrics.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 全年探索,dispatch,charge_kwh,all,6320654.212443613,6298402.748018118,kWh,kWh,,,False,42,True,data/results/exp003/dispatch_metrics.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 全年探索,dispatch,discharge_kwh,all,5688799.208310919,5668554.14258255,kWh,kWh,,,False,42,True,data/results/exp003/dispatch_metrics.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 全年探索,dispatch,daily_cvar90,all,82559.01029586731,67347.37438883395,元,元,,,False,42,True,data/results/exp003/dispatch_metrics.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 全年探索,dispatch,final_soc,all,1200.0,1430.5803695208683,kWh,kWh,,,False,42,True,data/results/exp003/dispatch_metrics.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 原登记（不可比）,exp004,exp004 全年探索,dispatch,total_cost,all,16258308.21735459,13572926.478581838,元,元,,,False,42,False,data/results/exp003/baseline/exp001_original_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 原登记（不可比）,exp004,exp004 全年探索,dispatch,planned_cost,all,12025380.561354762,12774482.58825294,元,元,,,False,42,False,data/results/exp003/baseline/exp001_original_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 原登记（不可比）,exp004,exp004 全年探索,dispatch,emergency_cost,all,4232927.655999829,798443.8903288965,元,元,,,False,42,False,data/results/exp003/baseline/exp001_original_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 原登记（不可比）,exp004,exp004 全年探索,dispatch,planned_kwh,all,19836870.499803584,21070735.939491797,kWh,kWh,,,False,42,False,data/results/exp003/baseline/exp001_original_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 原登记（不可比）,exp004,exp004 全年探索,dispatch,emergency_kwh,all,728394.1217597744,145611.63242413514,kWh,kWh,,,False,42,False,data/results/exp003/baseline/exp001_original_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 原登记（不可比）,exp004,exp004 全年探索,dispatch,charge_kwh,all,6359633.61873862,6298402.748018118,kWh,kWh,,,False,42,False,data/results/exp003/baseline/exp001_original_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 原登记（不可比）,exp004,exp004 全年探索,dispatch,discharge_kwh,all,5157736.177420782,5668554.14258255,kWh,kWh,,,False,42,False,data/results/exp003/baseline/exp001_original_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 原登记（不可比）,exp004,exp004 全年探索,dispatch,daily_cvar90,all,,67347.37438883395,元,元,,,False,42,False,data/results/exp003/baseline/exp001_original_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 原登记（不可比）,exp004,exp004 全年探索,dispatch,final_soc,all,1200.0,1430.5803695208683,kWh,kWh,,,False,42,False,data/results/exp003/baseline/exp001_original_q2_costs.csv,data/results/exp004/dispatch_metrics.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 无季节,load,mae,all,180.25462240226577,195.4575632616615,kW,kW,15.202940859395738,8.43414757235354,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 无季节,load,rmse,all,247.45161352437032,258.3117746935212,kW,kW,10.8601611691509,4.388801921504276,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 无季节,load,wape_pct,all,3.904339466186779,4.233637218490613,%,百分点,0.32929775230383385,8.43414757235355,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 无季节,load,bias,all,-10.807764678000767,101.1628694198018,kW,kW,111.97063409780256,1036.0202820266718,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 无季节,load,mae,all,163.65038045400087,195.4575632616615,kW,kW,31.807182807660638,19.436057966636415,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 无季节,load,rmse,all,220.77986238321833,258.3117746935212,kW,kW,37.531912310302886,16.999699114386132,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 无季节,load,wape_pct,all,3.544689343040146,4.233637218490613,%,百分点,0.688947875450467,19.436057966636433,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 无季节,load,bias,all,-8.049726615941294,101.1628694198018,kW,kW,109.21259603574309,1356.7242870020414,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 无季节,load,mae,all,176.79572074351864,195.4575632616615,kW,kW,18.661842518142862,10.555596277817154,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 无季节,load,rmse,all,244.28661485193987,258.3117746935212,kW,kW,14.025159841581342,5.741272337038145,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 无季节,load,wape_pct,all,3.829419189103579,4.233637218490613,%,百分点,0.4042180293870339,10.55559627781717,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 无季节,load,bias,all,1.9494692189717229,101.1628694198018,kW,kW,99.21340020083007,5089.251947930816,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 无季节,load,mae,all,158.43160821033032,195.4575632616615,kW,kW,37.02595505133118,23.370308153519677,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 无季节,load,rmse,all,212.48868069323527,258.3117746935212,kW,kW,45.82309400028595,21.564957648939252,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 无季节,load,wape_pct,all,3.431650031401684,4.233637218490613,%,百分点,0.8019871870889292,23.370308153519705,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 无季节,load,bias,all,-5.637487835829708,101.1628694198018,kW,kW,106.8003572556315,1894.4671876158993,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 无季节,load,mae,pv_generating,182.93632657348633,191.83092495395329,kW,kW,8.89459838046696,4.862128013100755,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 无季节,load,rmse,pv_generating,252.35158580853232,252.12822566135063,kW,kW,-0.22336014718169395,-0.08851148942300083,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 无季节,load,wape_pct,pv_generating,3.443342642197111,3.61076236939042,%,百分点,0.1674197271933089,4.862128013100739,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 无季节,load,bias,pv_generating,-16.429326811290924,95.85414547956684,kW,kW,112.28347229085776,683.4331898108682,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 无季节,load,mae,pv_generating,163.90344159105575,191.83092495395329,kW,kW,27.927483362897533,17.038985326847182,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 无季节,load,rmse,pv_generating,219.9508988307239,252.12822566135063,kW,kW,32.177326830626725,14.62932272688309,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 无季节,load,wape_pct,pv_generating,3.085093705577572,3.61076236939042,%,百分点,0.5256686638128478,17.03898532684716,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 无季节,load,bias,pv_generating,-13.520280356634233,95.85414547956684,kW,kW,109.37442583620107,808.965664550975,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 无季节,load,mae,pv_generating,174.55817989538284,191.83092495395329,kW,kW,17.27274505857045,9.895122112823612,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 无季节,load,rmse,pv_generating,239.60457080033467,252.12822566135063,kW,kW,12.523654861015956,5.226801316512475,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 无季节,load,wape_pct,pv_generating,3.2856438938967996,3.61076236939042,%,百分点,0.3251184754936203,9.895122112823591,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 无季节,load,bias,pv_generating,0.3705209368751173,95.85414547956684,kW,kW,95.48362454269171,25770.102318097648,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 无季节,load,mae,pv_generating,158.41744494899672,191.83092495395329,kW,kW,33.41348000495657,21.092045775460022,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 无季节,load,rmse,pv_generating,211.72923400678357,252.12822566135063,kW,kW,40.398991654567055,19.08049771401559,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 无季节,load,wape_pct,pv_generating,2.98183282499482,3.61076236939042,%,百分点,0.6289295443956,21.09204577546002,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 未校准,exp004,exp004 无季节,load,bias,pv_generating,-10.064028662217096,95.85414547956684,kW,kW,105.91817414178394,1052.4430891122906,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 无季节,pv,mae,all,179.60374961249232,212.41978593355464,kW,kW,32.81603632106231,18.271353683798477,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 无季节,pv,rmse,all,341.26215987340083,423.9991342452028,kW,kW,82.73697437180198,24.244403306389195,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 无季节,pv,wape_pct,all,7.550012912788041,8.929502475256,%,百分点,1.379489562467958,18.27135368379847,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp001,exp001 午夜重评分,exp004,exp004 无季节,pv,bias,all,13.55648004868242,-135.59595040982387,kW,kW,-149.1524304585063,-1100.229778842943,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 无季节,pv,mae,all,172.51825595529286,212.41978593355464,kW,kW,39.90152997826178,23.12887396021557,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 无季节,pv,rmse,all,343.4967091486276,423.9991342452028,kW,kW,80.50242509657522,23.436156141380273,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 无季节,pv,wape_pct,all,7.252159617849856,8.929502475256,%,百分点,1.6773428574061429,23.12887396021555,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp002,exp002 午夜重评分,exp004,exp004 无季节,pv,bias,all,7.586121674927306,-135.59595040982387,kW,kW,-143.18207208475118,-1887.4212439536598,True,42,,data/results/exp003/baseline/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
exp003,exp003 正式,exp004,exp004 无季节,pv,mae,all,185.34649162261977,212.41978593355464,kW,kW,27.07329431093487,14.60685555681208,True,42,,data/results/exp003/forecast_annual.csv,data/results/exp004/forecast_annual.csv,2025-02-01/2025-12-31
