predictor_id,scenario,issue_hour,month,period,target,population,unit,n,absolute_error_sum,squared_error_sum,signed_error_sum,actual_abs_sum,mae,rmse,wape_pct,bias
exp002_seed_42,2,0,11,monthly,load,pv_generating,kW,2095,254382.28735546872,47357267.27376905,1840.3863500000116,10922633.644900002,121.42352618399462,150.3492628737095,2.32894643934382,0.8784660381861631
exp002_seed_42,2,0,11,monthly,pv,all,kW,4320,494019.67049854144,222140170.8441036,274840.30468399066,8010905.7698,114.3564052079957,226.76273027890298,6.166839115258687,63.62044089907191
exp002_seed_42,2,0,11,monthly,pv,pv_generating,kW,2095,484940.19562988624,221868846.8477707,265760.82981533546,8010905.7698,231.47503371354952,325.42892338504095,6.053500185435252,126.85481136770188
exp002_seed_42,2,0,11,monthly,net_load,all,kW,4320,828632.8453769824,317502164.44348097,-254989.35221797504,12694137.6827,191.81315865207924,271.1012198404019,6.527681250111783,-59.025313013420146
exp002_seed_42,2,0,11,monthly,net_load,pv_generating,kW,2095,572890.4457652988,271475331.805109,-263920.4434653354,4878031.1099,273.4560600311689,359.9756898481826,11.744296681556898,-125.97634532951571
exp002_seed_42,2,0,12,monthly,load,all,kW,4464,679632.1060308593,179061713.15225244,-250408.86410585936,20941989.5206,152.24733558038963,200.28078025393413,3.2453082137316795,-56.09517565095416
exp002_seed_42,2,0,12,monthly,load,pv_generating,kW,2097,349481.5060097656,102836073.84829685,-183667.63753242185,11943412.074299999,166.65784740570606,221.44890058216484,2.9261445877914976,-87.58590249519402
exp002_seed_42,2,0,12,monthly,pv,all,kW,4464,428451.9594072195,175921963.8421557,204335.66654491477,6757767.9032,95.97938158763877,198.5171077749622,6.340140199315443,45.77411884966729
exp002_seed_42,2,0,12,monthly,pv,pv_generating,kW,2097,424995.92920235713,175871442.35466725,200879.6363400524,6757767.9032,202.66854039215886,289.59992658765344,6.288998605606286,95.79381799716377
exp002_seed_42,2,0,12,monthly,net_load,all,kW,4464,948416.5573084549,393795347.7111637,-454744.53065077413,14723218.5464,212.45890620709116,297.01145381742,6.441638791949834,-101.86929450062145
exp002_seed_42,2,0,12,monthly,net_load,pv_generating,kW,2097,617255.6325957531,317062660.3538102,-384547.27387247427,5724641.100099999,294.3517561257764,388.84214878081775,10.782433724709321,-183.3797204923578
exp002_seed_2026,2,0,2,monthly,load,all,kW,4032,582240.1609916015,132956301.18310754,170034.3191529297,18212126.7901,144.4048018332345,181.59094996967707,3.1969915853435835,42.17121010737344
exp002_seed_2026,2,0,2,monthly,load,pv_generating,kW,2036,313191.5186816406,74377133.77122141,93406.32944492187,11041710.0541,153.82687558037358,191.1308680681845,2.8364403443590387,45.87737202599306
exp002_seed_2026,2,0,2,monthly,pv,all,kW,4032,532308.2436808755,303282064.60367817,-57951.04346483019,7928848.7577,132.02089377005842,274.2603982034914,6.7135628380340995,-14.372778637110661
exp002_seed_2026,2,0,2,monthly,pv,pv_generating,kW,2036,532093.3157859182,303280971.3963554,-58165.97135978755,7928848.7577,261.3424930186238,385.95235423923396,6.710852130571699,-28.5687482120764
exp002_seed_2026,2,0,2,monthly,net_load,all,kW,4032,928425.3072763148,446026984.2638141,227985.36261775988,11949435.2218,230.2642131141654,332.5985145649735,7.769616639140722,56.543988744484096
exp002_seed_2026,2,0,2,monthly,net_load,pv_generating,kW,2036,659437.4493985641,387479879.7447377,151572.30080470943,4779018.4858,323.88872760243817,436.25025247246293,13.79859591164932,74.44612023806947
exp002_seed_2026,2,0,3,monthly,load,all,kW,4464,625499.0140109374,140566364.07453275,-32324.742257812497,19443840.3155,140.12074686624942,177.45106604658415,3.2169520211103046,-7.241205702914986
exp002_seed_2026,2,0,3,monthly,load,pv_generating,kW,2426,357329.22526718746,85948914.13552144,-1934.5857679687542,12447297.5511,147.29151907138808,188.22391348003163,2.870737393399978,-0.7974384863844823
exp002_seed_2026,2,0,3,monthly,pv,all,kW,4464,808188.6085019093,616624855.9996115,-40607.57579597802,10285934.3167,181.0458352378829,371.66222332063904,7.857221168423693,-9.096679165765686
exp002_seed_2026,2,0,3,monthly,pv,pv_generating,kW,2426,805246.8591508847,616544148.9088557,-43549.32514700262,10285934.3167,331.9236847283119,504.1232089210114,7.8286214393135385,-17.95108208862433
exp002_seed_2026,2,0,3,monthly,net_load,all,kW,4464,1188205.6353056817,753596000.1452347,8282.833538165512,12562015.0946,266.1750975147136,410.87261806582126,9.458718417051198,1.8554734628506973
exp002_seed_2026,2,0,3,monthly,net_load,pv_generating,kW,2426,919978.1218350013,698980387.9978409,41614.7393790339,5565472.3302,379.2160436253097,536.7685932226042,16.53009964388667,17.15364360223986
exp002_seed_2026,2,0,4,monthly,load,all,kW,4320,551869.5772488281,110146292.32542603,-147439.06169492187,18977659.7719,127.74758732611762,159.67725864124156,2.9079959482990363,-34.12941242938006
exp002_seed_2026,2,0,4,monthly,load,pv_generating,kW,2526,326757.4033765625,66732175.24066971,-106590.43238828125,12832349.4944,129.35764187512373,162.53652399169346,2.54635679552804,-42.19732081879701
exp002_seed_2026,2,0,4,monthly,pv,all,kW,4320,844101.7714913944,622346755.1386399,-21595.25614829221,11671282.177900001,195.3939285859709,379.55467178614094,7.232296834444907,-4.998901886178753
exp002_seed_2026,2,0,4,monthly,pv,pv_generating,kW,2526,841594.4876118237,622302729.3344805,-24102.540027862862,11671282.177900001,333.17279794609016,496.34560395426,7.210814328569774,-9.541781483714514
exp002_seed_2026,2,0,4,monthly,net_load,all,kW,4320,1182595.2821240984,746405886.8153231,-125843.80554662968,12041832.4582,273.7489078990969,415.66710293997284,9.820725261119199,-29.130510543201314
exp002_seed_2026,2,0,4,monthly,net_load,pv_generating,kW,2526,957099.8777852805,702817645.2185198,-82487.89236041837,5896522.1807,378.8993973813462,527.4783696144631,16.23159972022117,-32.65553933508249
exp002_seed_2026,2,0,5,monthly,load,all,kW,4464,718104.0991492188,195641147.0886198,-219204.82784374998,19649089.487999998,160.86561360869595,209.3476100624235,3.654643130348488,-49.105024158546144
exp002_seed_2026,2,0,5,monthly,load,pv_generating,kW,2747,406006.2007214844,99506690.7168494,-120449.73717148438,13593091.3839,147.79985464924803,190.32542659242847,2.986856994151958,-43.84773832234597
exp002_seed_2026,2,0,5,monthly,pv,all,kW,4464,943242.4457141254,680071289.8079541,235425.2617954486,12528226.6982,211.29983102914997,390.31489728551287,7.52893820040506,52.738633914751034
exp002_seed_2026,2,0,5,monthly,pv,pv_generating,kW,2747,938655.0282960031,679958822.9660921,230837.84437732628,12528226.698199999,341.7018668714973,497.5216418567098,7.492321546439329,84.0327063623321
exp002_seed_2026,2,0,5,monthly,net_load,all,kW,4464,1416378.3446340696,902775529.976253,-454630.0896391986,12329827.192200001,317.2890556975962,449.705083063369,11.487414402126314,-101.84365807329718
exp002_seed_2026,2,0,5,monthly,net_load,pv_generating,kW,2747,1103133.8808665816,805947777.2249867,-351287.58154881065,6273829.088099999,401.57767778179164,541.6567021392135,17.583103801137504,-127.88044468467807
exp002_seed_2026,2,0,6,monthly,load,all,kW,4320,892238.0083249998,341031226.32406217,-321380.6825398437,20737609.7592,206.53657600115736,280.9669259911926,4.302511324523159,-74.39367651385271
exp002_seed_2026,2,0,6,monthly,load,pv_generating,kW,2765,518237.9110414063,181519652.53224897,-163431.6242875,14541332.1321,187.42781592817587,256.22072630902665,3.5638957031824874,-59.1072782233273
exp002_seed_2026,2,0,6,monthly,pv,all,kW,4320,1016056.7848643723,869781128.416169,388487.2304715492,10237650.7621,235.19832982971582,448.7072811649143,9.924706443648537,89.92759964619195
exp002_seed_2026,2,0,6,monthly,pv,pv_generating,kW,2765,1015706.0278794009,869777559.1839079,388136.47348657774,10237650.7621,367.34395221678153,560.862665168967,9.921280296448147,140.37485478718907
exp002_seed_2026,2,0,6,monthly,net_load,all,kW,4320,1669315.4225539963,1340991954.7909517,-709867.9130113929,12512603.2655,386.41560707268434,557.1488170585641,13.341072094539003,-164.32127616004465
exp002_seed_2026,2,0,6,monthly,net_load,pv_generating,kW,2765,1295184.8383761302,1181418872.6119006,-551568.0977740778,6316325.6384,468.42127970203626,653.6637246773727,20.50535251859206,-199.48213301051638
exp002_seed_2026,2,0,7,monthly,load,all,kW,4464,1138985.7490421876,500076074.2391439,-372973.7573992187,23825522.6407,255.14913733023914,334.70017953239835,4.780527865930264,-83.55146895143788
exp002_seed_2026,2,0,7,monthly,load,pv_generating,kW,2784,706173.1585765625,304140199.6318138,-219167.38783359373,16157122.530900002,253.6541517875584,330.52346567528616,4.370661652321,-78.72391804367591
exp002_seed_2026,2,0,7,monthly,pv,all,kW,4464,904102.3456969587,632283619.3645993,-227810.33556466227,12156607.0836,202.53188747691726,376.3516915543191,7.437127312575955,-51.03278126448527
