name,fold_month,date,day,channel,n,days,wape_pct,squared_error_sum_kw2,absolute_error_sum_kw,actual_absolute_sum_kw,rmse_kw,mae_kw,bias_kw,price_weighted_rmse_kw,high_price_rmse_kw,high_price_bias_kw,daily_energy_rmse_kwh,daily_energy_mae_kwh,cumulative_error_rmse_kwh,daily_level_mse_kw2,within_day_mse_kw2,high_price_underprediction_kwh
hgb_learning_rate_0.064,4,2025-04-04,93,pv,144,1,5.767927013004209,13418231.935229912,22600.45096130725,391829.6974,305.2575408026383,156.94757612018924,-138.62440882630943,326.64589058243666,350.9120240177097,-144.6288969971505,3326.9858118314264,3326.9858118314264,2172.840053792592,19216.72672244378,73965.43949443061,989.0950418121655
hgb_learning_rate_0.064,4,2025-04-04,93,net,144,1,7.591901098838317,14755605.57463787,29162.320075808853,384124.0777,320.1085490223706,202.5161116375615,131.00569179753643,344.3211774118998,369.5852488902636,147.32919037186062,3144.1366031408743,3144.1366031408743,2033.4588621614164,17162.491283351104,85306.99187385633,231.5155807241625
hgb_learning_rate_0.064,4,2025-04-05,94,load,144,1,3.5230733053002385,2567540.2727916874,15347.087053692518,435616.4554,133.52955022494314,106.57699342842027,-37.91845153077648,131.10126016090047,114.26942634067407,-24.254982313454622,910.0428367386354,910.0428367386354,487.4188183069441,1437.8089664918452,16392.331816783764,366.64312183443576
hgb_learning_rate_0.064,4,2025-04-05,94,pv,144,1,9.358059582290311,26210819.348918855,34002.67470879377,363351.7655,426.6375262584581,236.1296854777345,218.29224553512051,441.1158502714595,392.7218171670224,217.02959897238094,5239.013892842892,5239.013892842892,3302.1796429846518,47651.50446076534,134368.07435117115,20.259131229094766
hgb_learning_rate_0.064,4,2025-04-05,94,net,144,1,12.85039381004308,35630705.34809757,45664.46936437109,355354.6299,497.42884295769693,317.11437058591036,-256.210697065897,516.3182577845952,451.71910285500553,-241.28458128583557,6149.056729581528,6149.056729581528,3777.441902829972,65643.92129099285,181791.53251524028,1560.9759660738698
hgb_learning_rate_0.064,4,2025-04-06,95,load,144,1,1.9851565188899052,2138213.496164669,13960.267474308144,703232.5835,121.85526182515413,96.94630190491768,44.84637150541302,126.00099029897875,149.02731392880918,57.23943171541745,1076.3129161299123,1076.3129161299123,579.1814503088056,2011.1970372015207,12837.50779727535,185.75222934508415
hgb_learning_rate_0.064,4,2025-04-06,95,pv,144,1,3.346011056116397,3594969.6747101992,12606.83698897879,376772.1259,158.00337713317236,87.54747909013048,-0.5009861669868216,155.08845036064307,141.7523407212291,-66.05514431846254,12.02366800768372,12.02366800768372,159.1588276730975,0.2509871395121475,24964.816198347984,453.2922852386784
hgb_learning_rate_0.064,4,2025-04-06,95,net,144,1,5.358263129705478,6054956.335194574,22571.163178684008,421240.29059999995,205.05684061570747,156.74418874086118,45.34735767239983,212.53420557468638,240.62300729890987,123.29457603387998,1088.336584137596,1088.336584137596,629.0945228493474,2056.3828478685596,39991.92503542709,177.88278830688424
hgb_learning_rate_0.064,4,2025-04-07,96,load,144,1,1.915717328009753,2004247.4029827905,13450.076113966745,702090.8522000001,117.97620413852975,93.40330634699129,-3.946665604763306,118.1692433868548,120.80910114517445,14.589506247358372,94.71997451431935,94.71997451431935,186.4108808242935,15.576169395821712,13902.808573540224,233.16968290721343
hgb_learning_rate_0.064,4,2025-04-07,96,pv,144,1,6.2753453320639165,15645165.42055313,24011.638525117156,382634.53650000005,329.6164165923392,166.74748975775802,-49.88591314878095,348.71363365072534,288.4476834917279,-95.21573302306166,1197.2619155707428,1197.2619155707428,1048.1808354230125,2488.6043306877164,106158.37775648679,792.1831812636601
hgb_learning_rate_0.064,4,2025-04-07,96,net,144,1,7.738324561530935,17609075.234923013,32146.343980921294,415417.36490000004,349.69307211748617,223.23849986750898,45.93924754401765,362.26819449442263,290.16114139228165,109.80523927042005,1102.5419410564234,1102.5419410564234,922.3888327507807,2110.4144649105315,120174.83022205485,275.4380137334925
hgb_learning_rate_0.064,4,2025-04-08,97,load,144,1,1.798238915393826,1800165.8972425326,12700.597164994157,706279.7416,111.8085509439428,88.19859142357053,-18.66152451983247,112.0352271988898,101.55258702379244,-5.122278005670927,447.8765884759793,447.8765884759793,171.2268865537466,348.25249740430843,12152.899566779946,271.6227343166318
hgb_learning_rate_0.064,4,2025-04-08,97,pv,144,1,7.4363393272164435,19156051.294800267,28270.03070967779,380160.5799,364.7302208368105,196.31965770609577,-56.84446313209262,343.3132590918826,240.89250830401545,105.25486734623301,1364.267115170223,1364.267115170223,1027.6909400348075,3231.2929887758373,129796.8410028927,85.25804456781067
hgb_learning_rate_0.064,4,2025-04-08,97,net,144,1,8.366584827523523,21209227.45225091,36242.603349704936,433182.7633,383.7789751298818,251.68474548406206,38.182938612260145,362.2439323570922,251.6012603738612,-110.37714535190395,916.3905266942435,916.3905266942435,920.565412100301,1457.9368010676267,145828.36495067476,876.6515695539077
hgb_learning_rate_0.064,4,2025-04-09,98,load,144,1,1.848343479439223,1823943.6898702597,13050.508887062933,706065.1352,112.54454950862359,90.62853393793704,0.4226266109308862,111.31564368200969,94.04589540568627,17.65920872177172,10.143038662341269,10.143038662341269,143.88872551786122,0.17861325226692668,12666.09701084676,187.06696733424556
hgb_learning_rate_0.064,4,2025-04-09,98,pv,144,1,8.517681041789992,19725316.0056636,29919.144171660795,351259.26910000003,370.1099311697021,207.77183452542218,162.6122258924718,363.14407979383475,250.245326879012,52.46485743932499,3902.693421419323,3902.693421419323,2617.505457241073,26442.736009704277,110538.62514073738,256.73606510390726
hgb_learning_rate_0.064,4,2025-04-09,98,net,144,1,9.043980262913886,21988398.811284848,36511.10511402824,403706.1565,390.7649088227548,253.54934106964058,-162.18959928154092,381.4886937679576,273.49385517599904,-34.80564871755324,3892.5503827569823,3892.5503827569823,2533.589789961854,26305.466115106818,126391.74785214906,657.5899921590307
hgb_learning_rate_0.064,4,2025-04-10,99,load,144,1,1.8848437202952468,2041210.1024474835,13307.226693496912,706012.2041,119.05910362456666,92.41129648261744,-7.8363024821462695,117.34142651696938,126.51873309973503,-15.39129035279614,188.07125957151047,188.07125957151047,259.7281574260639,61.407636591691784,14113.66251929361,349.70802827578603
hgb_learning_rate_0.064,4,2025-04-10,99,pv,144,1,5.344201188374545,10917882.132801697,20267.796254492572,379248.3767,275.35182207901585,140.74858510064286,-29.509078011127663,273.1640156939789,267.0288387948222,-11.682141043342668,708.2178722670639,708.2178722670639,562.811372825062,870.7856850668181,74947.84023716718,494.4517674230751
hgb_learning_rate_0.064,4,2025-04-10,99,net,144,1,6.824595980644913,13126046.338279122,28989.857415737642,424784.96160000004,301.9157160059456,201.31845427595584,21.672775528981383,296.39955724282106,277.2614239157414,-3.7091493094534624,520.1466126955532,520.1466126955532,362.01819379511755,469.70919912961426,90683.39037225318,622.250672013903
hgb_learning_rate_0.064,4,2025-04-11,100,load,144,1,3.5369870354639596,2461117.0021917294,15299.307471927596,432551.9805,130.7328967513461,106.24519077727497,-14.820000285237658,134.95256970680458,154.33167206053233,-26.092951793743925,355.68000684570376,355.68000684570376,228.3464265019022,219.63240845444426,16871.457884543674,458.6588997647072
hgb_learning_rate_0.064,4,2025-04-11,100,pv,144,1,5.07328666426818,8418232.302413758,20326.22851938665,400652.0795,241.7849179426624,141.15436471796284,-93.35296027740098,247.63482710493906,156.7639155833268,-47.33741077150539,2240.4710466576234,2240.4710466576234,1428.3744882500155,8714.775192554005,49745.17135198597,402.4508879733891
hgb_learning_rate_0.064,4,2025-04-11,100,net,144,1,7.5301753322996365,11013278.75866254,29204.45412807556,387832.3258,276.55216956428325,202.80870922274693,78.5329599921633,282.87584809420184,211.3833296265893,21.244458977761433,1884.7910398119193,1884.7910398119193,1239.9269280440167,6167.4258051307215,70313.67668558138,407.2360880289871
hgb_learning_rate_0.064,4,2025-04-12,101,load,144,1,3.5246020605151305,2588135.613858104,15217.224598562563,431743.0546,134.0640294229803,105.67517082335114,1.9550007743993756,134.3474759270028,140.81304280610104,-25.204045606633954,46.92001858558501,46.92001858558501,203.7653276929724,3.8220280279021583,17969.341957097822,412.69368236133977
hgb_learning_rate_0.064,4,2025-04-12,101,pv,144,1,6.229144708150182,11418337.478826175,23520.757773607555,377592.09130000003,281.59192152763586,163.33859565005247,52.52626163501989,271.04952371228427,235.47099915565443,-52.13974661854102,1260.6302792404774,1260.6302792404774,850.2869960777873,2759.0081613505627,76535.00210827566,624.0837888328555
hgb_learning_rate_0.064,4,2025-04-12,101,net,144,1,8.89075804662561,15860926.388408333,31873.27764935365,358498.98829999997,331.8814880973697,221.34220589828925,-50.57126086062055,310.4136588124422,238.20290594691178,26.935701011907067,1213.710260654893,1213.710260654893,924.8695700897871,2557.452425032932,107587.86971669161,429.27420478053347
hgb_learning_rate_0.064,4,2025-04-13,102,load,144,1,2.106758464112861,2405358.4411161677,14825.225039215511,703698.3732,129.24348363962773,102.95295166121883,-3.2315797949191247,125.22691038686709,119.47651237729299,-6.88719399605303,77.557915078059,77.557915078059,144.05009698938122,10.443107970929532,16693.43495533579,324.900302583525
hgb_learning_rate_0.064,4,2025-04-13,102,pv,144,1,4.262734244870417,6337705.50414866,16114.850015366355,378040.2223,209.78999923449675,111.90868066226636,49.00138691558343,222.5842600455673,206.37512790968188,-21.762994948394986,1176.0332859740024,1176.0332859740024,900.9153442611498,2401.135919650711,41610.70785915943,354.22651698686155
hgb_learning_rate_0.064,4,2025-04-13,102,net,144,1,6.5437029209511826,9381957.620284937,26757.644180476404,408906.7689,255.24984519917138,185.81697347553057,-52.232966710502566,260.5297104207637,215.62217355892346,14.875800952341946,1253.5912010520617,1253.5912010520617,998.8869445247411,2728.2828113804694,62424.2006628205,434.93376469691526
hgb_learning_rate_0.064,4,2025-04-14,103,load,144,1,1.9852495489163917,2133471.8161067152,14043.818816172654,707408.2361,121.72007435399092,97.52651955675454,-31.552999525757603,121.55670367204057,120.31498225562724,-45.08437752307524,757.2719886181825,757.2719886181825,588.2253676373566,995.5917790724595,13820.18472166862,434.06352277715933
hgb_learning_rate_0.064,4,2025-04-14,103,pv,144,1,4.552148804374148,6821825.04262604,17855.350532400564,392240.0453,217.65519754473218,123.99548980833725,-28.54986981220239,227.45879034437644,127.51574890065838,-6.507778390865927,685.1968754928574,685.1968754928574,454.40568389381446,815.0950662937055,46558.68995194268,263.14738069111917
hgb_learning_rate_0.064,4,2025-04-14,103,net,144,1,6.771497068190273,9190855.798386252,27625.94654159798,407973.9866,252.63686882320525,191.8468509833193,-3.0031297135552233,261.72913424023267,201.01668035687902,-38.57659913220932,72.07511312532536,72.07511312532536,601.7826595336907,9.018788076438277,63816.368700716965,612.4222463902823
hgb_learning_rate_0.064,4,2025-04-15,104,load,144,1,2.046599140807213,2178022.1006610775,14374.113692379084,702341.431,122.98436273288178,99.82023397485474,33.00477264568125,121.0400921504392,104.07133451591639,19.796264739707503,792.11454349635,792.11454349635,534.1551733942546,1089.3150173931092,14035.838459419929,208.27802452572982
hgb_learning_rate_0.064,4,2025-04-15,104,pv,144,1,8.196081307213012,22502440.87180479,32907.66461409015,401504.858,395.3061478128621,228.52544870895937,-104.35290569904315,423.4266707508436,470.5892534081249,-186.25168249867,2504.4697367770355,2504.4697367770355,2076.2615300206453,10889.528927833391,145377.42157081098,1409.6255311492707
hgb_learning_rate_0.064,4,2025-04-15,104,net,144,1,10.253271509731155,27385223.459193606,42692.50698850338,416379.3668,436.09077370550585,296.47574297571794,137.3576783447244,465.53158780853687,509.15788497072816,206.04794723837753,3296.584280273386,3296.584280273386,2585.402281664665,18867.131800252773,171308.03111081396,430.28162938921804
hgb_learning_rate_0.064,4,2025-04-16,105,load,144,1,1.87089883193279,1884759.7605933845,13237.531783622113,707549.3104000001,114.40546074626495,91.92730405293133,-36.39381174258355,114.75370592299943,108.48645244092242,39.041447276263824,873.4514818220053,873.4514818220053,540.7051824028229,1324.5095331546124,11764.099915410558,138.55403589626454
hgb_learning_rate_0.064,4,2025-04-16,105,pv,144,1,4.93562082279699,9554988.84014702,18403.536164726545,372871.7587,257.5928748387417,127.80233447726768,75.8256794405209,257.04858371718564,263.69227386922114,111.34315668262124,1819.8163065725014,1819.8163065725014,1334.4729704101053,5749.533662616634,60604.55550507102,41.585927152028056
hgb_learning_rate_0.064,4,2025-04-16,105,net,144,1,6.511396822815708,11183268.661738928,26074.007383122076,400436.4669,278.67828750862986,181.06949571612552,-112.21949118310444,277.44134979689613,251.9163519810823,-72.30170940635743,2693.2677883945066,2693.2677883945066,1843.771680509721,12593.214201394854,65068.37372734769,674.4009631605477
hgb_learning_rate_0.064,4,2025-04-17,106,load,144,1,1.7061007420850882,1581977.6355666346,12026.683837326744,704922.2558,104.81391034851278,83.5186377592135,8.827546017152006,99.02572363969585,81.15757268188395,6.870998972611182,211.86110441164814,211.86110441164814,96.38136682895812,77.92556868493624,10908.030233861136,182.2875431804041
