fold_month,validation_days,test_days,train_start,train_end,validation_start,validation_end,test_start,test_end,channel,n,days,wape_pct,squared_error_sum_kw2,absolute_error_sum_kw,actual_absolute_sum_kw,rmse_kw,mae_kw,bias_kw,price_weighted_rmse_kw,high_price_rmse_kw,high_price_bias_kw,daily_energy_rmse_kwh,daily_energy_mae_kwh,cumulative_error_rmse_kwh,daily_level_mse_kw2,within_day_mse_kw2,high_price_underprediction_kwh,rmse_kw_change_pct_vs_val7,mae_kw_change_pct_vs_val7,daily_energy_rmse_kwh_change_pct_vs_val7,cumulative_error_rmse_kwh_change_pct_vs_val7
7,21,7,2025-01-08,2025-06-09,2025-06-10,2025-06-30,2025-07-01,2025-07-07,load,1008,7,4.967185220871592,118361419.42362034,267846.1994436854,5392313.504199999,342.6689992966805,265.72043595603714,-178.46965476233214,343.12206498924786,353.3505729513957,-203.2466557170687,6426.032293161375,4690.96596194461,3654.0565647963813,71690.78304297368,45731.26003601476,10281.659135177206,-0.2894549392764234,-0.7104094689322049,-3.611709504814131,-3.0597920790272015
7,21,7,2025-01-08,2025-06-09,2025-06-10,2025-06-30,2025-07-01,2025-07-07,pv,1008,7,9.723367980904431,218103542.92687458,266213.82229145826,2737876.6577000003,465.158642215164,264.101014178034,-184.6492345950256,465.5185274042953,426.0705132459397,-178.80516032993256,6294.55000108032,5333.216758083678,4174.824630339689,68787.08284045183,147585.4795870031,9026.020569623577,-1.3442533987779282,-0.7452005829707509,-1.6339339941263686,-1.6582811787353768
7,21,7,2025-01-08,2025-06-09,2025-06-10,2025-06-30,2025-07-01,2025-07-07,net,1008,7,11.28102896209125,248495376.7043233,372310.0240301413,3300319.7251,496.5110181807891,369.3551825695846,6.1795798326934674,497.3928787945254,500.7856455050169,-24.441495387136197,6053.240832400912,5653.433914384555,3746.4880250786046,63614.105165009874,182909.08600991403,8408.273638389053,0.6677125253385485,0.5873098222306083,9.493432261785252,8.695462215196969
7,21,14,2025-01-08,2025-06-09,2025-06-10,2025-06-30,2025-07-01,2025-07-14,load,2016,14,4.805254103056691,217300000.97983956,516682.1529933101,10752441.8462,328.3103697703287,256.29075049271336,-34.229597767591514,328.26432730362103,340.42484544534733,-31.800199194568023,5315.821780288178,3919.743209990958,2999.8706849575988,49058.96041629544,58728.738482434506,12787.070552749865,2.4340861485666165,2.6138182810329535,2.050084846755018,1.9263360936760732
7,21,14,2025-01-08,2025-06-09,2025-06-10,2025-06-30,2025-07-01,2025-07-14,pv,2016,14,8.171321791158837,352109754.39437175,452285.28140571516,5535032.0666000005,417.9205860771272,224.3478578401365,-110.43244029995941,411.265860782136,346.5791704163768,-92.85852475422426,5023.459967494014,4014.306470172014,3366.1488937007393,43811.02438370653,130846.59188334292,11812.77948467513,-0.9655718951154579,-0.8075500759402665,-1.4262330680928081,-1.4577328630714481
7,21,14,2025-01-08,2025-06-09,2025-06-10,2025-06-30,2025-07-01,2025-07-14,net,2016,14,11.146960668267651,473334559.5466523,735760.0861085022,6600544.3816,484.5502739954786,364.96036017286815,76.20284253236791,476.994001687271,451.66753128271785,61.05832555965624,5151.621535167041,4683.426765997254,3166.689734899223,46075.00771110557,188713.96031798783,12033.230293300325,1.166135950676983,2.336844645421543,9.89176823056801,6.931840578590154
7,21,28,2025-01-08,2025-06-09,2025-06-10,2025-06-30,2025-07-01,2025-07-28,load,4032,28,4.308324713484308,348285824.79335916,919420.1078326975,21340548.1011,293.9054489035179,228.03078071247458,13.105322339213734,294.70086620146134,303.8006878920044,31.877627603190078,4244.749194806313,2923.295071106871,2405.703012026578,31281.068970154247,55099.34392502411,17420.639911074537,2.8262796429698867,3.2108366054407256,6.193341212774817,6.1430818872588056
7,21,28,2025-01-08,2025-06-09,2025-06-10,2025-06-30,2025-07-01,2025-07-28,pv,4032,28,7.239403731084818,547876439.5769072,797842.922735506,11020837.5216,368.62182988327595,197.87770901178223,-32.316197459803156,363.22264789879483,317.0453644874249,-15.815930179070662,3878.3824870564645,2910.2706585945575,2609.2465200416464,26114.324159559532,109767.7293069353,15948.935460168146,-0.48864909719841254,-0.11009298239437193,-1.1591529512692267,-1.166414426566209
7,21,28,2025-01-08,2025-06-09,2025-06-10,2025-06-30,2025-07-01,2025-07-28,net,4032,28,10.305244096755679,800222799.5374087,1350891.5328002672,13108777.6293,445.4974256204814,335.0425428572091,45.42151979901689,441.8070022046535,417.4928406474922,47.69355778226074,4146.564277957163,3236.269176213133,2571.4657394894184,29850.686304219456,168617.2699302569,22542.809646680253,1.161288808520311,2.4963789432960404,12.03962583118594,8.333266786442417
10,7,7,2025-01-08,2025-09-23,2025-09-24,2025-09-30,2025-10-01,2025-10-07,load,1008,7,2.858244935692988,27321948.79851845,125401.98196409307,4387377.0368,164.636289848375,124.40672813898122,27.219968893663292,181.68285940989276,220.69280661791703,105.68217062694096,1063.077857167833,831.6985909404073,587.5657401235939,1962.0391152787347,25143.068819759406,1346.8281112047978,0.0,0.0,0.0,0.0
10,7,7,2025-01-08,2025-09-23,2025-09-24,2025-09-30,2025-10-01,2025-10-07,pv,1008,7,7.404697145427671,166280089.16294238,194899.07741541823,2632100.5922,406.153180358861,193.35225934069268,-104.00180880846054,400.6352182810453,353.4888789426401,-81.13456266657273,5376.840424305954,4356.161719466163,3651.530569858363,50191.68914661567,114768.71676900174,5296.179898798947,0.0,0.0,0.0,0.0
10,7,7,2025-01-08,2025-09-23,2025-09-24,2025-09-30,2025-10-01,2025-10-07,net,1008,7,9.202813152601475,181869680.41616914,275884.2781176471,2997825.486,424.7661359549935,273.6947203548086,131.22177770212383,429.7526368763858,412.8936875686798,186.8167332935137,6017.110165563543,4745.5869055980265,3688.8420414904276,62856.970042583554,117569.3002115525,2329.3620934464125,0.0,0.0,0.0,0.0
10,7,14,2025-01-08,2025-09-23,2025-09-24,2025-09-30,2025-10-01,2025-10-14,load,2016,14,2.570280332736963,43001778.4278537,225717.20010308706,8781812.5217,146.0487837540544,111.96289687653127,1.69825415537559,158.46403688224257,189.34800590435287,17.040280105341527,903.5446855163542,701.730822465149,483.473988594398,1417.348956119527,19912.898279919016,5437.179351944832,0.0,0.0,0.0,0.0
10,7,14,2025-01-08,2025-09-23,2025-09-24,2025-09-30,2025-10-01,2025-10-14,pv,2016,14,6.256031756146518,228561388.7925823,322467.69380075374,5154508.582599999,336.7101197740058,159.95421319481832,-34.15195444356682,328.9168836752762,283.99004864968214,-20.457579737307995,4095.0880049617112,3053.2145086363753,2788.464395051367,29114.141958995293,84259.56279923006,6548.102678113649,0.0,0.0,0.0,0.0
