fold_month,validation_days,test_days,train_start,train_end,validation_start,validation_end,test_start,test_end,channel,n,days,wape_pct,squared_error_sum_kw2,absolute_error_sum_kw,actual_absolute_sum_kw,rmse_kw,mae_kw,bias_kw,price_weighted_rmse_kw,high_price_rmse_kw,high_price_bias_kw,daily_energy_rmse_kwh,daily_energy_mae_kwh,cumulative_error_rmse_kwh,daily_level_mse_kw2,within_day_mse_kw2,high_price_underprediction_kwh,rmse_kw_change_pct_vs_val7,mae_kw_change_pct_vs_val7,daily_energy_rmse_kwh_change_pct_vs_val7,cumulative_error_rmse_kwh_change_pct_vs_val7
10,7,14,2025-01-08,2025-09-23,2025-09-24,2025-09-30,2025-10-01,2025-10-14,net,2016,14,7.910879836402432,262059278.30968037,475308.04422360496,6008282.947699999,360.54087338853833,235.76787907916912,35.85020859894241,360.6857234196716,341.0835312233431,37.49785984264953,4609.475279636964,3448.5635528122903,2837.2732849420213,36887.60825275047,93102.11313101956,8727.748835954151,0.0,0.0,0.0,0.0
10,7,28,2025-01-08,2025-09-23,2025-09-24,2025-09-30,2025-10-01,2025-10-28,load,4032,28,2.345042031519037,69833775.4189025,411948.25650223345,17566774.9646,131.60503324916382,102.16970647376822,-1.76100825599588,138.901151975352,157.6364905304277,-0.7039778694986016,735.9504448832627,549.7200077003398,414.2589992112371,940.3178078539446,16379.56696865957,10207.525599826857,0.0,0.0,0.0,0.0
10,7,28,2025-01-08,2025-09-23,2025-09-24,2025-09-30,2025-10-01,2025-10-28,pv,4032,28,5.8162733050633415,346902456.05502415,562084.6299540759,9663999.6175,293.32118145445503,139.40591020686406,4.755857122759763,291.1693750064253,269.085583106322,15.72636792175284,3219.7678071608093,2311.4480460277255,2202.5234492039467,17998.09849310612,68039.21699673121,9835.331631287314,0.0,0.0,0.0,0.0
10,7,28,2025-01-08,2025-09-23,2025-09-24,2025-09-30,2025-10-01,2025-10-28,net,4032,28,7.008866750397424,410434231.5596516,838377.3987687482,11961668.3927,319.0520400434167,207.93090247240778,-6.516865378755653,321.0863658722169,309.49487607066317,-16.43034579125144,3609.333902615114,2595.278466779034,2252.9228782531186,22616.825035706337,79177.37922015964,19541.105167935013,0.0,0.0,0.0,0.0
10,14,7,2025-01-08,2025-09-16,2025-09-17,2025-09-30,2025-10-01,2025-10-07,load,1008,7,2.863285580208613,27536555.4693378,125623.13404407832,4387377.0368,165.2816123418189,124.62612504372849,25.178274478409115,181.33946635998313,218.12270213731728,102.11953799183506,1235.7224105714267,899.7840440791788,700.3628194444902,2651.058812479961,24666.952565831347,1326.3686352034474,0.3919685593244626,0.1763545332549521,16.24006673072278,19.197354715945437
10,14,7,2025-01-08,2025-09-16,2025-09-17,2025-09-30,2025-10-01,2025-10-07,pv,1008,7,7.3610807436132,164190044.77395603,193751.04984496319,2632100.5922,403.59255342549613,192.2133431001619,-95.18851595365538,396.2219530359562,345.16713713401003,-74.3059120120051,5296.737842375139,4336.909361202828,3602.538598309694,48707.346824390355,114179.6023561216,5065.8281449186015,-0.630458422386937,-0.5890369444941368,-1.4897704899091369,-1.34168318219966
10,14,7,2025-01-08,2025-09-16,2025-09-17,2025-09-30,2025-10-01,2025-10-07,net,1008,7,9.254487480024379,182340835.06732473,277433.38427485,2997825.486,425.31598322031516,275.2315320187004,120.3667904320645,427.8937245704441,406.81975880641073,176.42545000384015,6083.217007524908,4917.811051411414,3742.8643231904803,64245.71034833385,116647.97523432961,2425.396728275103,0.12944705775224108,0.5615057761799491,1.0986476920382904,1.4644780419555525
10,14,14,2025-01-08,2025-09-16,2025-09-17,2025-09-30,2025-10-01,2025-10-14,load,2016,14,2.551025247490618,42746695.87794032,224026.2546158595,8781812.5217,145.61496555444697,111.1241342340573,2.3354248630965824,157.18974650821778,186.1950152941306,19.01755698920149,974.0148376928912,698.6271060075976,543.8057455608226,1647.0571250797032,19556.661068343074,5164.017480130551,-0.29703650277429494,-0.749143391135132,7.799299061370157,12.478801008887142
10,14,14,2025-01-08,2025-09-16,2025-09-17,2025-09-30,2025-10-01,2025-10-14,pv,2016,14,6.252815659257993,225673041.9255432,322301.91981061,5154508.582599999,334.5758404586658,159.8719840330407,-25.357852400698537,325.6594872033769,278.5132579116075,-15.855806689297369,4039.3280937042546,3063.2784235842255,2755.4020946985365,28326.686542688283,83614.30647593435,6259.13537908393,-0.633862539317942,-0.05140793739361049,-1.3616291320210139,-1.1856812807617412
10,14,14,2025-01-08,2025-09-16,2025-09-17,2025-09-30,2025-10-01,2025-10-14,net,2016,14,7.9278091267616935,261215594.87165347,476325.20388942707,6008282.947699999,359.9600361358292,236.27242256419993,27.693277263795125,358.6435316557609,336.02028975985723,34.873363678498855,4645.141987578819,3538.4317208873294,2868.5620866705285,37460.66681383281,92110.56080107468,8603.046538752946,-0.16110163800573396,0.21400009492444916,0.7737693723929517,1.1027771591324287
10,14,28,2025-01-08,2025-09-16,2025-09-17,2025-09-30,2025-10-01,2025-10-28,load,4032,28,2.3366702636525276,69548824.77959475,410477.60688056506,17566774.9646,131.33625735088987,101.80496202394967,-1.878468174241907,138.27863553786844,156.32507957967616,-0.5454049489037953,771.1401455002931,550.2599771193119,438.5943800023296,1032.3908402816203,16216.821654657553,10072.455772950021,-0.2042291937004337,-0.3569986274867043,4.7815312650041575,5.874436243371384
10,14,28,2025-01-08,2025-09-16,2025-09-17,2025-09-30,2025-10-01,2025-10-28,pv,4032,28,5.79657382400989,342547743.8655435,560180.8721804209,9663999.6175,291.47431746970506,138.93374806062027,9.127318195042182,288.7395433108053,265.7786756549258,18.479413158232884,3183.394802383913,2304.969861538893,2180.324417245262,17593.754284452974,67363.52345997746,9484.402388944656,-0.6296388060324065,-0.338695931573596,-1.129677882237412,-1.0078908338845727
10,14,28,2025-01-08,2025-09-16,2025-09-17,2025-09-30,2025-10-01,2025-10-28,net,4032,28,7.013366370933386,408621313.4437903,838915.6284561898,11961668.3927,318.34662207514367,208.06439197822166,-11.005786369284095,319.63353955991187,306.5943015048447,-19.024818107136685,3639.187111175097,2644.353621403538,2273.2186168708936,22992.504913442615,78352.06687321175,19554.006029221277,-0.2210980905111959,0.06419897390268492,0.8271112999092001,0.9008625556464755
10,21,7,2025-01-08,2025-09-09,2025-09-10,2025-09-30,2025-10-01,2025-10-07,load,1008,7,3.081498876473752,31412602.5296735,135196.9740956594,4387377.0368,176.53128946560827,134.12398223775733,18.733838753588174,189.41129255062927,222.4576443283026,92.57133252131597,1654.995434321237,1310.2807183596065,1021.1003786158882,4755.225499347466,26408.07066104291,1628.5531935217234,7.225016810199136,7.810875058076006,55.67960739304117,73.78487357024947
10,21,7,2025-01-08,2025-09-09,2025-09-10,2025-09-30,2025-10-01,2025-10-07,pv,1008,7,7.231480062361699,161684334.9201159,190339.8295462472,2632100.5922,400.5010935226187,188.82919597841985,-98.72328135998194,391.9447727749595,336.5653960622903,-65.27640792568688,5211.259314887398,4250.120256550667,3546.0097652198783,47147.957720487284,113253.1681923261,4790.523156355958,-1.3916145704554905,-2.339286532102558,-3.0795243368214487,-2.8897691699340644
10,21,7,2025-01-08,2025-09-09,2025-09-10,2025-09-30,2025-10-01,2025-10-07,net,1008,7,9.200687228310173,177073510.7248622,275820.54661742935,2997825.486,419.12786283143834,273.6314946601482,117.45712011357011,419.9754795810021,396.9448356803909,157.84774044700288,5755.54734842192,4447.165773654572,3569.193588746034,57510.98138876143,118157.18401288756,2737.9847283120453,-1.3273829164555995,-0.02310080902491185,-4.346984016323486,-3.243523344145449
10,21,14,2025-01-08,2025-09-09,2025-09-10,2025-09-30,2025-10-01,2025-10-14,load,2016,14,2.6869519136482194,47187943.67901568,235963.07960481712,8781812.5217,152.9925426115595,117.04517837540531,-0.46642507918477166,162.87772106805892,190.0526725519877,11.99239358506394,1266.230801758826,946.911508166603,763.5228566400223,2783.577158546527,20623.140936203316,5631.807058773208,4.754410601048442,4.539255093121253,40.14036295672585,57.924288514426436
10,21,14,2025-01-08,2025-09-09,2025-09-10,2025-09-30,2025-10-01,2025-10-14,pv,2016,14,6.173163730013325,222287174.54532957,318196.2542814871,5154508.582599999,332.05646403915,157.8354435920075,-26.650232852876794,322.91368774059976,274.42802274415163,-7.355485105394064,3994.3936140136934,3037.1844739026847,2724.464243592699,27699.965874432946,82561.52943575039,5848.274033747471,-1.3820955954573888,-1.3246100621496226,-2.4589066419577255,-2.2951754941625824
10,21,14,2025-01-08,2025-09-09,2025-09-10,2025-09-30,2025-10-01,2025-10-14,net,2016,14,7.945506337177484,258110577.912946,477388.5023650576,6008282.947699999,357.81425437148476,236.79985236361983,26.183807773692024,355.99625366871226,333.59659793300403,19.347878690458003,4510.223936828236,3422.272900304187,2803.216598215376,35316.180486698606,92714.86014472302,9310.22842988145,-0.7562579497374267,0.4377073282761268,-2.1532026269277416,-1.2003315615521037
10,21,28,2025-01-08,2025-09-09,2025-09-10,2025-09-30,2025-10-01,2025-10-28,load,4032,28,2.4148294356283095,74403819.29514,424207.6527357454,17566774.9646,135.8430277864838,105.21023133327019,-0.9676392316107318,141.84908898845208,158.85513184542114,-3.076738945533676,970.7453477348195,664.305292371693,590.485054293594,1636.0182815083258,16817.30991669108,10489.811987132454,3.220237427618966,2.9759553633273983,31.90362944733327,42.540066822422
10,21,28,2025-01-08,2025-09-09,2025-09-10,2025-09-30,2025-10-01,2025-10-28,pv,4032,28,5.725071325077184,336602946.9141638,553270.8709570612,9663999.6175,288.9340300806257,137.21995807466794,8.159485103025766,286.3338678632457,264.2688486702219,24.203106332399088,3135.1740180397,2261.573039035476,2147.726205121612,17064.78493644305,66418.08880218887,9006.427588794937,-1.4956817479308215,-1.568048391171073,-2.6273257634594427,-2.487930110443992
10,21,28,2025-01-08,2025-09-09,2025-09-10,2025-09-30,2025-10-01,2025-10-28,net,4032,28,7.000238983404117,402234548.38457036,837345.3738913139,11961668.3927,315.84893964480017,207.67494392145682,-9.127124334636497,317.21336811980535,306.4467702422099,-27.279845277932765,3517.210456080717,2538.9102062597813,2210.1476112501487,21477.03019507556,78283.52247966909,20411.555953999516,-1.0039429298683178,-0.1230978887252876,-2.5523669746279065,-1.8986565148709
