name,month,channel,n,days,wape_pct,squared_error_sum_kw2,absolute_error_sum_kw,actual_absolute_sum_kw,rmse_kw,mae_kw,bias_kw,price_weighted_rmse_kw,high_price_rmse_kw,high_price_bias_kw,daily_energy_rmse_kwh,daily_energy_mae_kwh,cumulative_error_rmse_kwh,daily_level_mse_kw2,within_day_mse_kw2,high_price_underprediction_kwh
baseline,5,pv,4464,31,6.562430547467976,516327530.19687575,822156.1758987154,12528226.6982,340.09523564633474,184.1747705866298,38.592136728700346,341.2430493406346,309.11596588318395,41.942712485128084,3009.311606436688,2123.9508026653402,2061.47054576328,15722.146431657227,99942.62287767875,12317.77713748197
baseline,5,net,4464,31,9.49222907291742,638055099.6081178,1170375.441378486,12329827.192200001,378.0654573689349,262.1808784450014,-44.82935704515947,383.9526803946631,363.0973724137844,-62.728451177234604,3368.721836007129,2341.2241792772943,2117.579768404661,19701.886820123684,123231.60323545823,31112.152426478173
baseline,6,load,4320,30,3.7088030096270193,229438505.2594665,769117.094873916,20737609.7592,230.4577295435282,178.0363645541472,10.458060574283367,239.14106392010405,261.0212262044472,36.99723190262863,2915.231122091871,2070.247611174613,1572.3432810015745,14754.46613752262,38356.29896883537,15026.141616417486
baseline,6,pv,4320,30,8.843827104588726,709233011.7025273,905400.132971734,10237650.7621,405.1842892616567,209.58336411382732,23.617411767143352,409.08560777560024,378.2875083690659,13.626342756349674,4303.825372175079,3114.6832268935127,2888.9498730794767,32157.834781558948,132016.47348291497,17185.044243929628
baseline,6,net,4320,30,11.292430429758774,966203813.7199894,1412977.018708312,12512603.2655,472.9252480180779,327.078013589887,-13.159351192859988,482.87056891732095,475.3276280483104,23.370889146278966,6052.2677967273785,4309.953823150016,3667.520368875513,63593.655352957074,160064.63486000345,29144.50243663942
baseline,7,load,4464,31,4.044992651355235,348381184.40718246,963740.639963293,23825522.6407,279.3606629780401,215.89172042188463,-0.25286382516283556,279.2769796174619,281.6687937421639,9.586016598812003,3802.6040818933643,2445.035055928674,2159.5134240091334,25103.815631305693,52938.56438822443,19520.005088421607
baseline,7,pv,4464,31,7.09673199014614,588838786.597774,862721.8238182128,12156607.0836,363.1918643513957,193.26205730694733,-25.32488129180711,358.13892884909535,313.5220343501023,-14.92978638218228,3746.4032643638343,2719.5918103760464,2524.9027505131257,24367.252463951383,107541.07786709118,17359.525192372115
baseline,7,net,4464,31,9.81864211371178,833344415.7744238,1429407.9921831205,14558102.5933,432.066079117143,320.20788355356643,25.07201746664427,428.4377694905651,401.79331921888866,24.51580298099429,3527.1085963442747,2594.533553694056,2271.20029303895,21598.081684732086,165083.01503892915,25451.153350299195
baseline,8,load,4464,31,3.1253488603274593,174725360.725235,703880.7676948168,22521670.3527,197.84080930269536,157.6793834441794,20.935562388540355,196.03106678491108,193.20819081807255,29.955749933842128,1279.7274950533788,952.5966152224407,838.1884206406068,2843.2334402701317,36297.752385275344,11467.475925268876
baseline,8,pv,4464,31,6.166490228945913,493692134.21625936,802691.6117517787,13016993.167100001,332.5569366106678,179.81442915586442,5.6812173979826355,338.2304884512295,330.08547164965677,33.22652254272486,2927.191627227918,2241.392688968416,2024.843236381966,14875.782677974357,95718.33340989737,13764.722693636568
baseline,8,net,4464,31,8.505907118172903,703290735.0219412,1255764.2986536291,14763437.7052,396.922168272579,281.30920668764094,15.254344990557719,400.61416919116596,386.2248457872108,-3.270772608882717,3505.3511999112898,2695.572427049104,2390.276569988617,21332.44276861028,136214.76489759516,25795.896286909865
