name,month,channel,n,days,wape_pct,squared_error_sum_kw2,absolute_error_sum_kw,actual_absolute_sum_kw,rmse_kw,mae_kw,bias_kw,price_weighted_rmse_kw,high_price_rmse_kw,high_price_bias_kw,daily_energy_rmse_kwh,daily_energy_mae_kwh,cumulative_error_rmse_kwh,daily_level_mse_kw2,within_day_mse_kw2,high_price_underprediction_kwh
weight_0.7,6,net,4320,30,11.271431234160403,972230608.0916657,1410349.4726741416,12512603.2655,474.3979147326645,326.4697853412365,-17.38524632319014,483.87067744466884,473.6398658139024,17.66704244046919,6019.433014043823,4259.814810020159,3645.605580874165,62905.51008777901,162147.8714149214,29480.062490976037
weight_0.7,7,load,4464,31,4.127671042404583,361879155.0161091,983439.1987417217,23825522.6407,284.7211248840198,220.30448000486598,6.623600080442451,285.15357502192313,287.6986137978797,24.19249433462793,3922.9399075995498,2559.1889271328305,2230.110637911428,26717.808192078406,54348.31076314316,18580.288903794502
weight_0.7,7,pv,4464,31,7.121434162345347,592754855.7555048,865724.7698335848,12156607.0836,364.39756580791664,193.9347602673801,-25.299722679365367,359.45003139470026,315.66190953509664,-16.007967640345356,3766.3168142623113,2723.9762380234474,2537.0765308191158,24626.983238532994,108158.60272820195,17612.518999708198
weight_0.7,7,net,4464,31,9.948474501349812,857984693.7229626,1448309.1243747962,14558102.5933,438.4071991308624,324.44200814847585,31.923322759807814,435.3709553344981,409.3825151206266,40.200461974973294,3745.2171699665205,2811.4643915161273,2375.2590316466226,24351.825781618114,167849.0464681495,24365.806338951796
weight_0.7,8,load,4464,31,3.1937913185500335,182550601.45293304,719295.1525169893,22521670.3527,202.22253073874103,161.1324266391105,17.393546680214737,199.85316008086818,196.03393509538017,25.345106923625814,1332.6415931411452,1016.4535606509354,882.7768056984941,3083.218082933629,37810.73385544743,12095.6202168527
weight_0.7,8,pv,4464,31,6.134382943755396,486884597.55163145,798512.2086323878,13016993.167100001,330.25615857377,178.87818293736285,9.50711384037942,336.5419934899901,329.4889337252035,36.087829207092966,2893.6965970058864,2210.572225949879,2001.5756413409495,14537.29165889487,94531.83861700822,13518.842623713512
weight_0.7,8,net,4464,31,8.532623838388432,700555976.3592873,1259708.604999521,14763437.7052,396.14969710673955,282.1927878583156,7.886432839835315,399.9465091521908,386.55727453917603,-10.742722283467142,3445.545840965234,2644.1310918170643,2362.879451362089,20610.739830195875,136323.84268756563,26527.589780543192
weight_0.7,9,load,4320,30,3.7703577292881727,223164377.8147452,738806.614261507,19595133.0698,227.28488904995484,171.02004959757107,-24.219907612287706,232.6423934444329,243.91413002091662,-19.972228148335585,3175.788738824113,2259.4390032593114,1594.6296922822964,17509.781447295223,34148.63934315505,18130.749900056828
weight_0.7,9,pv,4320,30,6.089592167521259,395824736.8443939,685982.1972228002,11264829.8663,302.69802855611374,158.7921752830556,58.754748100700816,311.7980677450262,313.45117736957775,73.1534767261836,2499.317821505847,2000.8143768731077,1747.55053267153,10844.773564056823,80781.32292770103,8535.309759758218
weight_0.7,9,net,4320,30,9.505258073374574,670439128.4094884,1234995.1042182923,12992757.2159,393.94700492246614,285.8784963468269,-82.97465571298852,406.08423471010855,417.5757853931869,-93.1257048745192,4722.624090839793,3514.4813676057324,2732.48545926359,38720.79566559095,116473.44702179063,36551.27874368545
weight_0.7,10,load,4464,31,2.4199784650692777,81211232.33008897,469599.1203512932,19405095.0093,134.8795031154957,105.19693556256567,-1.62705428085501,141.76285670448019,159.36494788296028,-1.4057941066617468,784.5887036580269,618.3799231177796,441.0831814662304,1068.7142949787901,17123.766065704225,11506.03426956482
weight_0.7,10,pv,4464,31,5.9331840929665685,385878085.5636871,626205.6608776596,10554293.4631,294.0105839397077,140.27904589553305,11.778501363491445,291.2117843114059,268.0505764532542,18.785141875292922,3247.436718142377,2413.0583363368405,2221.6193818631955,18308.75909433912,68133.46437422877,10608.946899526565
weight_0.7,10,net,4464,31,7.143973263388109,461128352.55899286,943410.8905774836,13205688.988400001,321.4021812813206,211.3375650935223,-13.405555644346459,322.85938137601124,310.3355606418713,-20.190935981954663,3569.794874775837,2680.544564628382,2255.006445194006,22124.01987495805,81175.34225743283,22141.41891792798
weight_0.7,11,load,4320,30,2.278518368159342,65736426.57835738,426965.63782195636,18738740.217699997,123.35625404354982,98.83463838471212,-2.6957466237396246,123.22049956441262,119.92163300853126,-4.319272895693244,510.7156146169447,440.94732485736444,332.26590111910116,452.8306232874368,14763.934788369366,9052.17877130113
weight_0.7,11,pv,4320,30,4.943631698192346,157498993.49802753,396029.67694815237,8010905.7698,190.94004385347154,91.67353633059082,9.855148768826968,187.50602402636858,167.15284993860647,10.153899264680401,1303.8824861891444,959.5688448698418,921.2645162072016,2951.5790586645558,33506.521288101074,7049.3055225678845
weight_0.7,11,net,4320,30,5.493464331187765,224387349.89105305,697347.9257509896,12694137.6827,227.9068146819759,161.42313096087722,-12.550895392566597,224.7536595884811,206.9120047001674,-14.473172160373649,1414.7939829405975,1136.580614223793,988.1040017215547,3475.072941258541,48466.44323722596,15072.951410236426
weight_0.7,12,load,4464,31,2.7917570363409183,129880048.3829945,584649.4659911282,20941989.5206,170.57254444176377,130.96986245320974,-4.774537734887205,167.69098348393774,158.71820244091464,-8.056954030831278,1769.7521579753554,1041.3391304470385,1335.0144471509627,5437.539410865324,23657.453506472153,11917.012742476056
weight_0.7,12,pv,4464,31,5.03977512362417,112870143.87811504,340576.30569773226,6757767.9032,159.0111016207543,76.29397529071063,-15.037031815093535,157.5809676777551,134.90401950459395,-19.530853740307357,892.3299601042781,697.4106409823202,635.5397921491915,1382.3832598953175,23902.147178750525,8045.755708950172
weight_0.7,12,net,4464,31,5.156218975836366,245601467.92705518,759161.388543336,14723218.5464,234.55969385991983,170.0630350679516,10.262494080206332,232.33178525335882,212.3448222279143,11.473899709476077,1991.8081626705539,1441.4942725696446,1488.2609731093544,6887.673189029597,48130.57679462971,13155.09548352303
window_14,2,load,4032,28,2.732451852971712,98542395.18391758,497637.5959416451,18212126.7901,156.3332279798971,123.42202280298737,-6.049839497285952,154.4003647118503,147.98091251176996,-16.51551562942448,1607.4596659984172,997.8159389918809,1013.8179053620048,4485.983642034275,19954.094528580204,11018.292879860455
window_14,2,pv,4032,28,5.878826492775558,219379045.37075102,466123.2613397733,7928848.7577,233.2584091924997,115.6059675941898,-25.595400060569666,228.72629106781952,193.34183309001085,10.487006606424163,1978.7412376085326,1545.1749080675115,1373.236938690946,6797.598759396785,47611.886699618844,7361.7799199829415
window_14,2,net,4032,28,6.428903185223604,299841163.97658616,768217.6215905313,11949435.2218,272.7001431054787,190.5301640849532,19.545560563283708,267.9317847713518,241.07659157199978,-27.002522235848648,2462.2709552247593,1919.1038412860287,1660.9627834529012,10525.656696082373,63839.71135366618,16769.870714224093
window_14,3,load,4464,31,2.606833782200052,92878936.65404662,506868.59790148714,19443840.3155,144.24359052715155,113.54583286323637,-10.062585770278304,144.9408402230772,138.7370380445277,-10.034722923048509,860.2286937389277,650.5646175310596,644.4282633429,1284.7107734926765,19521.502634671888,11130.859765006948
window_14,3,pv,4464,31,6.988871575446841,459452191.1148704,718870.7397289786,10285934.3167,320.8175150111337,161.03735208982496,-11.114691117602922,317.6514376760231,293.57558915590647,26.886345997162078,2971.109978490271,2417.8756756683124,2042.2822042858509,15325.511292160516,87598.36664575849,11419.525667152207
window_14,3,net,4464,31,8.038772735099121,541889582.7795672,1009831.844403741,12562015.0946,348.4121633480948,226.2168110223434,1.052105347324624,345.45110793939386,322.0939771263993,-36.92106892021057,2926.0294984803513,2327.7287127055324,1956.9542331621715,14863.973308988148,106527.0622599113,22885.614092271528
window_14,4,load,4320,30,2.222398492293657,65397180.96551936,421759.22464332543,18977659.7719,123.03754034688342,97.62945014891793,-3.5985844176019777,122.3851672045648,118.76476107788811,-2.320567576032114,574.8950311576306,445.3585045977471,381.82092270542483,573.7921820307861,14564.444152580178,8766.558921050937
window_14,4,pv,4320,30,6.669133472542952,530182268.5726859,778373.386401269,11671282.177900001,350.32467367346254,180.1790246299234,4.9459226098854465,348.5565463316042,312.09275355810485,10.84372934289698,3053.962732926449,2378.512672985296,2124.5915428663434,16192.167316152061,106535.20966826598,14269.097777008397
window_14,4,net,4320,30,8.544307318473328,609950391.2686425,1028891.1720042792,12041832.4582,375.7555324956303,238.16925277876834,-8.544507027487425,373.83157730603637,336.7260540476966,-13.164296918929088,3155.6469159955227,2349.767879955885,2202.4740303501167,17288.38100422232,123903.83919685235,21158.819026110144
window_14,5,load,4464,31,2.835029027713632,120246568.13259998,557057.3906662278,19649089.487999998,164.12481599940003,124.78884199512271,-3.5422630188253734,175.08411691365066,201.03641967908914,-11.101842818332093,947.6590255807454,741.9947190023187,464.3401929743031,1559.1278277164022,25377.827399120506,15226.54468935758
window_14,5,pv,4464,31,6.6810655661859055,534319606.2821427,837019.0399871496,12528226.6982,345.97001648025423,187.50426523009625,30.84461735699363,349.01605688819126,320.4223841925295,36.09088535419421,3165.2160280694966,2153.5308754461603,2155.9386835302053,17393.389764493128,102301.86253885427,13537.861466196548
window_14,5,net,4464,31,9.591427319079461,657384479.5188546,1182606.413707959,12329827.192200001,383.74933000503506,264.9207916012453,-34.38688037581901,390.7861012319439,371.31455785222784,-47.19272817252629,3486.132958057926,2380.007348042432,2225.9026381071985,21099.171877183508,126164.37640212978,30085.35699772504
window_14,6,load,4320,30,3.6911270594076355,227710209.06331006,765451.5252961898,20737609.7592,229.5881019182677,177.18785307782173,6.518578720361454,237.6228699480243,257.78615319515546,23.06285768276894,2935.6877758988812,2048.2105103058707,1572.2498917292244,14962.261662434235,37748.43487999864,15975.163486745403
window_14,6,pv,4320,30,9.075130979172847,715351858.0387388,929080.2158508621,10237650.7621,406.9283817569594,215.06486478029214,13.791925101102413,412.4214294935407,384.68601614550926,6.804939580188321,4348.78946950055,3033.0172485420426,2911.027559282672,32833.280989650826,132757.42688968687,18751.57132443653
window_14,6,net,4320,30,11.394960137009432,997136082.135726,1425806.1542058657,12512603.2655,480.4357787794515,330.0477208809874,-7.273346380740956,491.7889672282679,484.2810261645081,16.257918102580614,6306.772980274839,4410.944860046986,3813.200947283613,69054.48858459163,161764.04894682643,29819.406400521606
window_14,7,load,4464,31,3.989497553665404,345625593.975488,950518.6428987235,23825522.6407,278.25364014897934,212.92980351673913,1.5432525658829896,278.52056734539326,281.27875763589145,12.892694253869992,3945.757973751702,2418.44318992145,2221.801707522468,27029.524283724208,50395.56397243351,18951.41640925084
window_14,7,pv,4464,31,7.116774768223364,573598549.0781188,865158.3455976989,12156607.0836,358.4610140986197,193.8078731177641,-12.432419511840463,355.21346805255547,316.5402543184528,-0.21132259247931953,3713.014670318973,2759.8551954369095,2504.545752538245,23934.857538201235,104559.44109040963,16146.449297213136
window_14,7,net,4464,31,9.69969744430994,812515921.7550521,1412091.9051823393,14558102.5933,426.63241256018074,316.32883180607956,13.975672077723447,425.3269725393069,404.19115032812533,13.104016846349316,3560.0733994562506,2781.3450212936314,2242.196220459117,22003.68508596525,160011.53036095502,26649.430365852633
window_14,8,load,4464,31,3.073737697239871,169495971.37840176,692257.0716790357,22521670.3527,194.8577112626823,155.07550888867286,10.275000884206449,193.01184961936602,190.84460090564374,17.391545502116855,1164.8777429453894,902.459735867586,784.5759874391136,2355.798881961015,35613.72875656985,12485.844438947213
window_14,8,pv,4464,31,6.281044495920255,503718315.4784355,817603.1328564502,13016993.167100001,335.9168415473291,183.15482366855963,6.814394501447429,343.3772460272534,341.56269765221157,32.37536511020663,2955.6720358765865,2222.155291037537,2053.70684641433,15166.661777192441,97673.46265794097,14670.944588805209
window_14,8,net,4464,31,8.462978813482097,696210913.0929027,1249426.6051327037,14763437.7052,394.9192652318667,279.88947247596406,3.4606063827590217,400.2676051287906,392.47086569500135,-14.983819608089775,3288.43890314809,2525.7998104001244,2294.6225431414314,18774.011145378146,137187.21490589934,27167.043429997208
window_14,9,load,4320,30,3.667693848474997,215289021.21161103,718689.4902015445,19595133.0698,223.23848587723805,166.36330791702417,-13.47001387697758,228.63069518161288,239.02069551472232,-5.93937228223628,3190.885152687259,2072.5656121909933,1621.1660302135374,17676.645933402768,32158.77564335904,16370.198280445684
window_14,9,pv,4320,30,6.067151418614029,390547028.11218745,683454.2850376773,11264829.8663,300.6732523115399,158.20701042538826,41.08032678929957,308.24588744247956,308.62863066352895,61.89572717374973,2342.5952448704375,1803.066831011604,1653.4362970542015,9527.348057794417,80877.05659780452,9501.44934231075
window_14,9,net,4320,30,9.319142005526738,659669307.0169771,1210813.4953830433,12992757.2159,390.7700455205748,280.2809017090378,-54.55034066627715,401.7844513190201,411.15252739368947,-67.835099455986,4597.60508262419,3173.050147048675,2661.5678338396015,36697.868916270454,116003.35955988166,33652.922713247135
window_14,10,load,4464,31,2.349493776938951,77002698.21532997,455921.49965259444,19405095.0093,131.33814518855644,102.13295243113674,0.8990146877250957,138.28866946790973,155.9406409846516,1.1256475690603305,846.0657663510963,609.98022050503,431.427660397541,1242.7556961653952,16006.95268540494,10969.712553903513
window_14,10,pv,4464,31,6.080248757936648,402910806.7320391,641727.2971991266,10554293.4631,300.4293547691337,143.75611496396203,6.422045997811949,295.95750980113036,267.5973886341511,17.690308127050326,3321.10353738366,2469.046256346747,2273.9635580188224,19148.834559066418,71108.96264793159,10742.574247054412
window_14,10,net,4464,31,7.183318211794501,478381804.1220482,948606.6620966783,13205688.988400001,327.3597144485375,212.50149240516987,-5.5230313100868615,327.1141419857866,309.09899121990713,-16.564660557989995,3777.1672034487337,2758.9995896260616,2373.0356577688444,24769.08347709849,82395.29916672953,21455.84091188123
window_14,11,load,4320,30,2.2266283177545083,62537284.113241024,417242.0960777609,18738740.217699997,120.317177386944,96.58381853651873,-1.3010520531154977,120.27149508049101,117.34594738374274,-2.6832259022552516,488.4276740369257,403.63406268113135,319.9824851033703,414.16943188389126,14062.053742477454,8735.779387102466
window_14,11,pv,4320,30,5.126678361854412,166143213.3719654,410693.3726888832,8010905.7698,196.109859949561,95.0679103446489,8.189723068559218,192.46924930398842,172.555976520205,10.836227747079178,1369.4467600969554,1021.249974441323,966.0966585182923,3255.8757443403615,35203.20142509608,7265.714406208703
window_14,11,net,4320,30,5.5280019545151,230932472.3922295,701732.1792084938,12694137.6827,231.20681398162685,162.4380044464106,-9.490775121674714,227.99596237162402,211.00420843286503,-13.51945364933443,1482.6056971681132,1193.6445816312273,1032.2359674196625,3816.179953603033,49640.41087793157,15091.938456794413
window_14,12,load,4464,31,2.749513892411793,124866749.75594056,575802.9112163187,20941989.5206,167.248145429563,128.98810735132588,-3.308216440807629,165.09062805721115,158.73487584068266,-4.5363037378518785,1853.0414138814103,1060.610992849593,1346.3022868752007,5961.393197152113,22010.54895247615,11631.687799666455
window_14,12,pv,4464,31,5.0874939463190305,112944988.12158513,343801.0329815905,6757767.9032,159.06381305067126,77.0163604349441,-11.389363879358275,157.463176848729,135.11094013292902,-16.90178860818704,872.2514408499592,711.5691812789222,624.5486069435823,1320.8725278903298,23980.42409432856,7945.625887944115
window_14,12,net,4464,31,5.07885152112147,237363963.49048072,747770.4091018747,14723218.5464,230.59256468811958,167.51129236153108,8.081147438550643,228.87786883151102,210.65606280205608,12.365484870335154,1988.569664929987,1407.5969763650783,1445.1396948168237,6865.293944930139,46307.636944514474,13028.768783106638
window_21,2,load,4032,28,2.7377645450378014,98837605.0209116,498605.1501566889,18212126.7901,156.56722165274385,123.66199160632165,-8.32180521273608,154.6715411079817,148.51086216247924,-18.19746357598574,1608.1659142383737,992.6069726153828,1016.987983055901,4489.926402288445,20023.368493770977,11212.542176615798
window_21,2,pv,4032,28,5.883517173226941,222482934.9841498,466495.17829847045,7928848.7577,234.9027444523108,115.6982089033905,-32.097579732646246,229.87972371181831,193.00185939366182,2.2912865414715973,2047.507626181899,1630.6681384656838,1420.7075707229797,7278.276873737907,47901.022477489736,7973.309721538967
window_21,2,net,4032,28,6.445992598029075,302664921.8642463,770259.709903507,11949435.2218,273.9812125446598,191.03663440067137,23.775774519910158,268.91864513078684,241.25009137404246,-20.488750117457332,2515.0989165367328,1964.067982005699,1694.7211716965444,10982.157222160147,64083.54760528189,16234.576284770004
window_21,3,load,4464,31,2.619266258194423,93971692.47977096,509285.9486810955,19443840.3155,145.0896494581092,114.08735409522748,-13.896709673693797,145.90166577716087,139.3179145111616,-12.648305945800523,871.2919518382395,664.7700069811668,657.8547674672284,1317.9681689897386,19733.03821088727,11426.744158547008
window_21,3,pv,4464,31,6.936318045789463,457664194.38755536,713465.1181873132,10285934.3167,320.1926623716395,159.82641536454148,-12.213348585337496,317.2177065383287,289.15733670518,16.58719792281108,3034.2720911207407,2467.6462474183063,2088.0835999904484,15984.040144017767,86539.30089262097,11784.65226059209
window_21,3,net,4464,31,8.038096963790455,540622026.0495648,1009746.9539099411,12562015.0946,348.0044319955172,226.19779433466422,-1.6833610883563013,345.1680532493682,318.1316693448384,-29.2355038686116,3017.2891448739824,2372.8067537347724,2013.7494020654512,15805.614207941613,105301.47048058096,21825.403832556058
window_21,4,load,4320,30,2.2139374230102993,65027311.43923953,420153.51170166506,18977659.7719,122.68911275542283,97.2577573383484,-4.519365926504013,122.04548989832652,118.43554874199025,-1.7086036060247995,535.5870874834612,409.49493634184824,361.86544106532205,498.0095977066261,14554.608791006229,8679.822441776787
window_21,4,pv,4320,30,6.587301432748126,520600769.83479404,768822.5381248835,11671282.177900001,347.14469240038494,177.9681801215008,4.915810961911672,344.35771715109684,306.3192824402881,5.571848983884857,3009.324218894437,2304.645840487405,2094.722493934306,15722.278219487178,104787.15924227069,14310.958906808337
window_21,4,net,4320,30,8.453407679365878,599399343.4900242,1017945.1897578517,12041832.4582,372.491406652688,235.63546059209528,-9.435176888415674,369.5677373532095,330.552333454339,-7.280452589909659,3108.202826548812,2330.854872674919,2174.1682155265107,16772.438907927124,121977.40912217107,20176.721818653226
window_21,5,load,4464,31,2.836551209562255,121054948.88017903,557356.4855398339,19649089.487999998,164.6755722746478,124.85584353490903,-4.779186223315429,175.78845134638615,201.59224648825267,-15.536262134071306,908.8943767394095,705.062682057602,452.7799139069695,1434.1822709522912,25683.86183303047,15669.472651771357
window_21,5,pv,4464,31,6.581016259871932,517256503.0197686,824484.6360821585,12528226.6982,340.4010466204103,184.69637905066276,34.0564100153844,342.86160313296676,312.9184042485055,39.2229380445122,3032.5776477796476,2118.5203611807697,2075.4615716692383,15966.193037869336,99906.67950240141,12857.929411385585
window_21,5,net,4464,31,9.48377919735209,638695094.0212073,1169333.586323325,12329827.192200001,378.2550171242427,261.94748797565524,-38.83559623869983,385.0963135528844,365.446798961745,-54.759200178583484,3373.1004589122676,2315.5027986751998,2130.261958066118,19753.136642212066,123323.72133744908,30473.586255989143
window_21,6,load,4320,30,3.6977763140385926,228619536.27749214,766830.4217734532,20737609.7592,230.04605832989876,177.50704207718826,8.977235658537257,238.62128006230148,260.01521675107836,31.183998241484087,2910.259662468735,2051.349534593435,1563.7253899247269,14704.186289917767,38217.00266320542,15412.173847336295
window_21,6,pv,4320,30,8.994758484365308,721962504.5785753,920851.9605236793,10237650.7621,408.8042931941022,213.16017604714798,19.029678754396254,413.70278648022054,384.74445729364464,9.044106363483005,4399.918568619029,3091.7909666545734,2950.248363468295,33609.86703208078,133511.0831018487,18074.76374940465
window_21,6,net,4320,30,11.387879204710497,987955822.7480185,1424920.1452398011,12512603.2655,478.2190685114587,329.8426262129169,-10.052443095859003,489.01993310668263,481.34669066064566,22.139891878001084,6221.006092314933,4414.980600474255,3766.8763573591336,67189.09166774224,161504.38582022506,29393.48642733267
window_21,7,load,4464,31,4.042287009841044,350797675.0448425,963096.0067317532,23825522.6407,280.32785906397714,215.74731333596623,1.1260143285845094,280.9165927856973,284.6477367023258,12.134066545256493,3896.4076806866274,2458.3987873299147,2195.231367593415,26357.626413391907,52226.08215400111,19460.14927025821
window_21,7,pv,4464,31,7.1039384606571225,586212091.4743685,863597.8861228286,12156607.0836,362.3808948671111,193.45830782321428,-15.38371593222773,358.6067180866099,318.62622170443643,-4.860162921802864,3760.9312757761777,2707.8206916105983,2535.3450236647527,24556.604272762885,106763.3086919254,16600.173315356653
window_21,7,net,4464,31,9.800921919795275,831927760.4100628,1426828.268173024,14558102.5933,431.69867455387583,319.6299883900144,16.509730260812237,429.5962956565886,406.1704687867232,16.994229467059355,3524.1800550949733,2615.5120667749693,2252.08299627948,21562.23100821044,164801.51460336277,26452.9545727238
window_21,8,load,4464,31,3.0815300431082364,170352005.54140064,694012.0381282511,22521670.3527,195.34915296446474,155.46864653410643,13.774440171860574,193.44120917783408,191.03930580909446,21.267936352495845,1140.3871701152937,901.3719367355485,767.544529254734,2257.782808617305,35903.50875531652,12101.651992083942
window_21,8,pv,4464,31,6.250075019151969,504073997.3961189,813571.8381816358,13016993.167100001,336.0354181988512,182.2517558650618,3.9537854691788747,342.32156883513295,335.28952858476646,29.91748018481528,2987.792063900735,2242.684210872484,2069.3778478560575,15498.092738035093,97421.70954604169,14396.00071623848
window_21,8,net,4464,31,8.483131946966767,701046111.3621657,1252401.9004403586,14763437.7052,396.2882534032915,280.5559812814423,9.820654702681706,400.37193676166555,387.47082005711786,-8.64954383231943,3371.0238198406237,2642.5965542608324,2332.970671451441,19728.82221168901,137315.55757374238,26246.327122197577
window_21,9,load,4320,30,3.696667537074016,216956652.79218078,724366.9230377518,19595133.0698,224.1014221409525,167.67752848096106,-20.473828453711292,229.4535370492629,239.5900727414701,-14.094877863740992,3158.011966882959,2143.1422132424573,1592.9962930644022,17314.30483155551,32907.1425740419,17174.020790801078
window_21,9,pv,4320,30,6.0715572552220625,393082673.9130247,683950.5950357594,11264829.8663,301.64774108567275,158.32189699901838,50.09382388447542,310.3329107513201,311.95867496606604,67.53564686524865,2425.4819721919603,1917.284160185376,1705.3027966956402,10213.477078868407,80777.88262322065,9020.720139386181
window_21,9,net,4320,30,9.375581226582693,662166668.0387223,1218146.5063493885,12992757.2159,391.50903093703954,281.97835795124735,-70.5676523381867,403.13307587508035,412.8986378632826,-81.63052472898964,4642.788884300342,3323.9060997525617,2682.814333394426,37422.72330587294,115856.59799938685,35054.459687089286
window_21,10,load,4464,31,2.359549786826082,78158032.18014246,457872.8779253369,19405095.0093,132.31976327675372,102.57008914098049,0.8670387311628601,139.68932882947152,158.10444182570242,1.2528241414800367,854.2920733340775,610.8978733463335,442.52636412324046,1267.0398377802717,16241.479915835871,11059.05436687253
window_21,10,pv,4464,31,5.985392617173897,394470035.3441305,631715.9017352546,10554293.4631,297.26577906221047,141.51341884750326,8.271610606493935,293.4820888925474,268.07051911867296,17.01922677924975,3287.7786235711214,2449.2162030633467,2251.728796709957,18766.47270418614,69600.47069727677,10799.13057354565
window_21,10,net,4464,31,7.147414077187468,471469128.3279636,943865.273746497,13205688.988400001,324.98591378625946,211.43935343783534,-7.404571875331092,325.68449990729954,310.9759425923493,-15.766402637769708,3762.7498518293523,2776.7137501229768,2355.350446746922,24580.35841569759,81035.48574379244,21658.895897665137
window_21,11,load,4320,30,2.219745266046778,62190319.56335329,415952.29889919935,18738740.217699997,119.98294589787243,96.28525437481467,-1.3701152345390315,119.92105404020971,116.93789941540287,-2.7740403898698602,475.50196728133403,396.82337745171594,314.09057065659704,392.53840432017165,14003.368902011609,8712.613979782733
window_21,11,pv,4320,30,5.03220741862852,160629079.57353503,403125.3944472157,8010905.7698,192.82805114580364,93.31606352944809,8.179440415962151,189.36300944135562,169.76733887972048,10.116645036962414,1323.575601880934,975.5120546605082,935.0081280300489,3041.4103713445784,34141.24693734408,7236.030162744309
window_21,11,net,4320,30,5.4710533979068385,224710853.05006155,694503.0510243309,12694137.6827,228.07104412659606,160.76459514452105,-9.549555650501183,225.01578800480357,208.33762892627817,-12.890685426832276,1420.1177735446095,1115.1976555141905,994.9236356186311,3501.2751575300326,48515.1260114657,14939.984748771572
window_21,12,load,4464,31,2.7354011052422917,123927076.06844494,572847.4128062173,20941989.5206,166.61765144067135,128.3260333347261,-4.008902888233403,164.47036807898607,157.47752709594286,-5.16561014620486,1769.2727620625722,987.7275598547506,1315.1854204493695,5434.593935028684,22326.84783657637,11581.561641740429
window_21,12,pv,4464,31,5.0558705262158,113065917.8826237,341663.99564796034,6757767.9032,159.1489447732895,76.53763343368287,-13.361964675213597,157.86982186016883,135.8472354542614,-19.16066656766731,894.6249021317514,701.3057000679817,638.0086380214686,1389.5029783233426,23938.8836441282,8089.9074532391505
window_21,12,net,4464,31,5.086140358814164,240640135.5698936,748843.5606048624,14723218.5464,232.17846671352214,167.75169368388495,9.353061786980192,230.62149268912228,212.0877750559578,13.995056421462452,1983.7919643776595,1393.6301695807942,1469.8161274541176,6832.344718627385,47074.495686814735,12846.781994459625
window_35,2,load,4032,28,2.7424201135884734,99163487.45674959,499453.0282039372,18212126.7901,156.82512207195734,123.87227882042095,-9.553700348158607,154.94684949103038,148.80800114096365,-18.901953828087677,1614.2959047927473,1010.2087005107159,1022.6530686125204,4524.220951789297,20069.897961095023,11297.368303825415
window_35,2,pv,4032,28,5.902227725625761,225545080.6189335,467978.70969990315,7928848.7577,236.51376296981167,116.06614823906328,-35.69268509743258,230.9885596349277,193.06676327970257,-1.7750070541875358,2091.428354873578,1707.765627246028,1450.6369061367157,7593.87597841875,48344.88409572151,8290.51834307565
window_35,2,net,4032,28,6.460030802285748,304961392.4954301,771937.1960274621,11949435.2218,275.0186648136639,191.45267758617612,26.13898474927397,269.6536502613614,241.65685021069433,-17.126946773900137,2540.6132898679216,2008.5716360826596,1711.41673825598,11206.103973356776,64429.16202253362,15979.076901202558
window_35,3,load,4464,31,2.628282654765696,94185302.64192039,511039.08243262605,19443840.3155,145.25445989266478,114.4800811901044,-20.79108131833972,145.82489257938906,138.93040547842324,-16.64041607264089,939.1642815401876,753.8389024108328,679.8680452928613,1531.3012981265572,19567.556820583206,11782.125964561697
window_35,3,pv,4464,31,6.70876089180716,431511415.84403455,690058.7387957417,10285934.3167,310.9095426207759,154.5830508054977,-12.607394468518281,309.5155853811365,283.6238022016828,6.774562300360297,2926.58194280936,2348.7412547654117,2015.0945169128436,14869.586576350363,81795.15711630971,12240.66587551412
window_35,3,net,4464,31,7.871720953908941,512827386.69272316,988846.7744348322,12562015.0946,338.9405360577824,221.51585448808964,-8.183686849821434,337.6854889376484,312.584180574748,-23.41497837300119,2920.586525660234,2272.6016650138013,1946.9982388744422,14808.725093521041,100071.96188961586,20981.936747485273
window_35,4,load,4320,30,2.215098925533471,65078880.866200194,420373.9376987546,18977659.7719,122.73775195947195,97.30878187471171,-6.934474708390201,121.95309325887743,117.99303840326878,-1.225512896429837,529.5561005338287,412.52117748081326,373.8190333313901,486.8570548829767,14577.698701181884,8609.12742369383
window_35,4,pv,4320,30,6.494377701510217,498282472.972078,757977.1472418737,11671282.177900001,339.6220915073589,175.45767297265593,1.7890689530052837,338.1327192409191,303.7853502771247,-5.060169600125011,2955.863136437592,2299.7510266387662,2058.317014061785,15168.623057900484,100174.54198193239,15078.34422003507
window_35,4,net,4320,30,8.365747641610826,575373463.448615,1007389.3148785935,12041832.4582,364.94972492689516,233.19197103671146,-8.723543661395476,363.3512261924118,327.79159320097995,3.8346567036951775,3060.732161684764,2298.962561702964,2142.306339677193,16264.030148561607,116924.27157565481,19011.470590040317
window_35,5,load,4464,31,2.85753463451683,123106651.24427053,561479.5374868056,19649089.487999998,166.06521263836962,125.77946628288656,-8.270944468071036,177.5938561198121,204.1009075170137,-27.464821203594372,902.1428989240815,725.2455681100714,456.75771249362265,1412.9545313874053,26164.700317239505,17002.55000062945
