family,level,replicate_id,n_days,total_cost_yuan,cost_change_pct,emergency_cost_yuan,emergency_kwh,peak_emergency_kw,throughput_kwh,reversals,final_soc_kwh,balance_error_kwh,soc_error_kwh,simultaneous_slots,emergency_charge_slots,min_soc_kwh,max_soc_kwh,max_power_kw,physics_passed
correlated_noise,0.1,13,334,17538246.84661237,32.84555997553164,4903312.640708443,937687.2125333553,6575.480158343769,10584488.58680062,2425,1821.3649598027116,0.0,9.094947017729282e-13,0,0,1200.0,10800.0,5000.0,True
correlated_noise,0.01,14,334,13249447.012651362,0.3595298410220549,614512.8067474328,115405.37140405244,5309.303085426152,11363411.198173486,2537,1200.0,0.0,9.094947017729282e-13,0,0,1200.0,10800.0,5000.0,True
correlated_noise,0.02,14,334,13412291.36084811,1.5930139409009447,777357.1549441814,147885.50784286414,5325.012516269432,11348320.68418639,2531,1200.0,0.0,9.094947017729282e-13,0,0,1200.0,10800.0,5000.0,True
correlated_noise,0.05,14,334,14628272.416202843,10.80360868455057,1993338.2102989145,381735.7978301181,5765.269754875364,11139647.973509958,2517,1200.0,0.0,9.094947017729282e-13,0,0,1200.0,10800.0,5000.0,True
correlated_noise,0.1,14,334,17624756.245307248,33.50083581999197,4989822.039403319,967340.1007749327,6732.142140421308,10695214.401827622,2461,1200.0,0.0,9.094947017729282e-13,0,0,1200.0,10800.0,5000.0,True
correlated_noise,0.01,15,334,13226588.679861136,0.18638665024690582,591654.473957207,109988.68764158484,5219.686950274893,11342815.813864447,2533,1200.0,0.0,9.094947017729282e-13,0,0,1200.0,10800.0,5000.0,True
correlated_noise,0.02,15,334,13331237.872141875,0.9790645428041644,696303.6662379466,132611.7125825119,5288.198041288613,11318970.881081477,2531,1200.0,0.0,9.094947017729282e-13,0,0,1200.0,10800.0,5000.0,True
correlated_noise,0.05,15,334,14235985.516878428,7.83218438726494,1601051.3109744992,310431.624830469,5601.701369207547,11142751.323449928,2499,1200.0,0.0,9.094947017729282e-13,0,0,1200.0,10800.0,5000.0,True
correlated_noise,0.1,15,334,16753919.497593286,26.904578143320144,4118985.291689357,809998.0544907374,7701.450197136646,10732819.774894366,2451,1200.0,0.0,9.094947017729282e-13,0,0,1200.0,10800.0,5000.0,True
correlated_noise,0.01,16,334,13258168.813116802,0.42559416757417257,623234.6072128732,116830.34539494799,5324.808014044862,11349938.889991688,2531,1200.0,0.0,9.094947017729282e-13,0,0,1200.0,10800.0,5000.0,True
