family,level,replicate_id,n_days,total_cost_yuan,cost_change_pct,emergency_cost_yuan,emergency_kwh,peak_emergency_kw,throughput_kwh,reversals,final_soc_kwh,balance_error_kwh,soc_error_kwh,simultaneous_slots,emergency_charge_slots,min_soc_kwh,max_soc_kwh,max_power_kw,physics_passed
pv_bias,0.1,-1,334,12813141.116457716,-2.945321641990728,178206.9105537869,37743.04949295375,5293.094612056285,10603736.558753088,2443,1200.0,0.0,9.094947017729282e-13,0,0,1200.0,10800.0,5000.0,True
combined_bias,-0.1,-1,334,12637365.828619115,-4.276752699325259,2431.6227151863277,603.8072267357973,370.47158025984356,8468552.660533853,2223,2618.378434479825,0.0,9.094947017729282e-13,0,0,1391.2596213473985,10800.0,5000.0,True
combined_bias,-0.05,-1,334,12688282.994743448,-3.891074500967562,53348.788839519024,11084.178394838935,4795.891988772055,9747582.068334378,2415,2101.4672579517915,0.0,9.094947017729282e-13,0,0,1200.0,10800.0,5000.0,True
combined_bias,-0.02,-1,334,12812443.249886472,-2.950607716263487,177509.04398254305,35051.20930781447,5184.273212056285,10700852.515302267,2495,1568.2798945528582,0.0,9.094947017729282e-13,0,0,1200.0,10800.0,5000.0,True
combined_bias,0.0,-1,334,13201981.947942168,2.220446049250313e-14,567047.7420382388,105253.93276485713,5293.094612056285,11353818.825263001,2533,1200.0,0.0,9.094947017729282e-13,0,0,1200.0,10800.0,5000.0,True
combined_bias,0.02,-1,334,15079688.877514673,14.22291696032194,2444754.6716107447,443523.4532982056,5401.916012056285,11567090.628065279,2555,1200.0,0.0,9.094947017729282e-13,0,0,1200.0,10800.0,5000.0,True
combined_bias,0.05,-1,334,21683761.15726623,64.24625668152912,9048826.9513623,1616682.3127621205,5678.683341471442,10754011.204508733,2547,1200.0,0.0,9.094947017729282e-13,0,0,1200.0,10800.0,5000.0,True
combined_bias,0.1,-1,334,34520417.7420902,161.47905578276456,21885483.536186274,3987408.4257333977,5981.738841471442,9178786.452166958,2429,1200.0,0.0,9.094947017729282e-13,0,0,1200.0,10800.0,5000.0,True
capacity,0.9,-1,334,14249842.161764346,7.937143210421627,1614907.9558604173,282462.09356052463,5293.094612056285,10979736.087706778,2533,1080.0,0.0,9.094947017729282e-13,0,0,1080.0,9720.0,5000.0,True
capacity,0.95,-1,334,13504192.44409067,2.289129748398211,869258.2381867412,160805.0913280748,5293.094612056285,11236555.847024634,2533,1140.0,0.0,9.094947017729282e-13,0,0,1140.0,10260.0,5000.0,True
