scenario,variant,seed,known_price,corrected,update_schedule,planned_kwh,final_kwh,emergency_kwh,emergency_minutes,charge_kwh,discharge_kwh,surplus_kwh,planned_cost,up_cost,down_cost,emergency_cost,total_cost,violations,solve_execute_seconds,initial_soc,final_soc,days
4-3,gru_no_calendar,mean,False,True,0+6+12+18,19792976.781754427,20368646.85380618,263603.3880813328,32410,6663120.169684057,5403219.802562394,1433160.3797991828,12647351.562352588,774796.8916776946,0.0,1346624.1627074364,14768772.61673772,0,3.8563189114211127,7974.82443518519,1205.4187481770834,334
4-3,gru_one_day,2026,False,True,0+6+12+18,19877942.641117007,20570588.46417682,228487.41108260397,27730,6535924.11196792,5300195.872685683,1624158.1410105187,12732664.967931788,889288.7534605715,0.0,1180571.809452924,14802525.530845283,0,3.324617285048589,7974.82443518519,1200.0,334
4-3,gru_one_day,3407,False,True,0+6+12+18,19820078.835759316,20474434.71579329,227127.4901355609,30020,6545968.686769026,5308211.353120306,1524615.3773134623,12691715.733567193,876416.1699309672,0.0,1146271.7081436708,14714403.611641832,0,3.591946163098328,7974.82443518519,1334.027949192346,334
4-3,gru_one_day,42,False,True,0+6+12+18,19667929.727837812,20425881.595567513,246115.19980590587,31150,6502905.7132749185,5273202.446923656,1503104.034055491,12604045.093321597,998934.1738598634,0.0,1268856.367717827,14871835.634899287,0,3.041545631363988,7974.82443518519,1476.1364674381512,334
4-3,gru_one_day,mean,False,True,0+6+12+18,19805102.258337148,20461119.075656023,230478.96362519322,31040,6536469.463399796,5300581.415538909,1516520.4964536629,12680632.820485065,861557.7090810151,0.0,1172868.562909329,14715059.092475409,0,3.1521857146872208,7974.82443518519,1262.4353406586376,334
4-3,mlp,2026,False,True,0+6+12+18,20257013.726098616,22733323.159424506,1051716.2325065213,49410,5463940.340094605,4428814.183745543,4810723.740615297,13181887.559586536,2922397.1476513655,9.572420012204929e-12,5626302.603701093,21730587.310938995,0,2.982579705421813,7974.82443518519,4616.481914171731,334
4-3,mlp,3407,False,True,0+6+12+18,7467220.349866045,18430277.81319258,2989091.079928767,107650,5589582.9326015785,4530736.818611165,2421333.284164266,4336967.027638505,14187004.881572153,0.0,9085735.757657943,27609707.6668686,0,3.148695582523942,7974.82443518519,4447.443097533635,334
4-3,mlp,42,False,True,0+6+12+18,7247011.4479101105,12806245.659355298,7452381.196391281,215100,4674362.000494878,3792330.562392518,1437405.9226775514,4229812.70833308,8414226.01803916,9.82380872090658,27407096.587623462,40051145.13780442,0,2.88995304715354,7974.82443518519,1200.0,334
4-3,mlp,mean,False,True,0+6+12+18,11559728.594068443,16942823.783153426,3577574.384984374,151870,5502695.6754146,4463280.839077493,1541793.836834026,6900218.504788413,7603054.802682165,0.0,14114616.78849359,28617890.095964167,0,3.157340575940907,7974.82443518519,1200.0,334
4-3,selected,mean,False,True,0,19801516.189740088,19801516.189740088,719458.72713935,46120,6410761.64848437,5198814.277264006,1369838.0506924097,12660585.806344615,0.0,0.0,4328815.111400978,16989400.917745594,0,1.038667876040563,7974.82443518519,1200.0,334
4-3,selected,mean,False,True,0+6,19794543.758512147,20206437.455738973,448883.32340368937,37780,6554186.094269143,5314988.078349673,1476933.2682565262,12657473.288423449,437024.90010840417,0.0,2607573.001809627,15702071.19034148,0,2.2308322882745415,7974.82443518519,1200.0,334
4-3,selected,mean,False,True,0+6+12,19789901.600502834,20235039.029429544,403253.5144623296,36210,6596654.714707481,5349387.660904726,1451835.9951224523,12655479.762970462,479913.4316052476,0.0,2306671.7614771463,15442064.956052857,0,2.7277766660554335,7974.82443518519,1200.0,334
4-3,selected,mean,False,True,0+6+12+18,19784473.370438848,20374814.492121812,262929.1802383184,33110,6592686.551733155,5346173.448895522,1452041.0745558313,12653051.97401339,779011.7732992098,0.0,1337153.2796672878,14769217.026979888,0,4.02253096352797,7974.82443518519,1200.0,334
4-3,selected,mean,True,True,0+6+12+18,19835984.230078414,20450188.03380153,271040.9064833464,34070,6896680.457342195,5592776.272769845,1478135.2607458592,12522921.9024511,802362.0385966726,0.0,1353028.545015972,14678312.486063745,0,3.2977000079117715,8383.447025185187,1200.0,334
4-3,tcn,2026,False,True,0+6+12+18,19829271.507609077,20425692.998463362,266013.0191513744,32760,6671369.548569346,5409906.676332837,1491053.6504115604,12668822.072006527,808368.8242907886,0.0,1326474.0323318457,14803664.928629162,0,3.295694708125666,7974.82443518519,1200.0,334
4-3,tcn,3407,False,True,0+6+12+18,19709817.378201403,20361621.030065577,278137.08118935995,34010,6577596.375923721,5333950.406489882,1456922.6468544304,12602022.67940783,872580.8211713155,0.0,1395488.6744132445,14870092.17499239,0,3.325421256595291,7974.82443518519,1200.0,334
