scenario,issue_hour,month,period,target,population,unit,n,absolute_error_sum,squared_error_sum,signed_error_sum,actual_abs_sum,mae,rmse,wape_pct,bias,name,seed,case_id,alpha_load,alpha_pv,predictor_id
2,0,12,monthly,load,all,kW,4464,805806.7104,259590610.58303666,-252176.5544,20941989.5206,180.5122559139785,241.14729627301278,3.847803999745833,-56.49116362007168,periodic,42,periodic_seed_42,0.0,0.0,periodic_seed_42
2,0,12,monthly,load,pv_generating,kW,2097,416421.68260000006,149062813.6397511,-154947.2992,11943412.074299999,198.57972465426803,266.6155294671571,3.486622415851012,-73.88998531235099,periodic,42,periodic_seed_42,0.0,0.0,periodic_seed_42
2,0,12,monthly,pv,all,kW,4464,445058.6254,207404579.23381454,15712.345000000003,6757767.9032,99.69951285842295,215.54952862562484,6.585882080816238,3.5197905465949826,periodic,42,periodic_seed_42,0.0,0.0,periodic_seed_42
2,0,12,monthly,pv,pv_generating,kW,2097,445054.7629,207404571.7567833,15708.482500000006,6757767.9032,212.23403094897472,314.492249796496,6.585824924369682,7.490931092036245,periodic,42,periodic_seed_42,0.0,0.0,periodic_seed_42
2,0,12,monthly,net_load,all,kW,4464,1029659.5134,463281905.781212,-267888.8994,14723218.5464,230.65849314516132,322.15181037747243,6.993440395896072,-60.010954166666664,periodic,42,periodic_seed_42,0.0,0.0,periodic_seed_42
2,0,12,monthly,net_load,pv_generating,kW,2097,640274.6731,352754530.7403952,-170655.78170000002,5724641.100099999,305.328885598474,410.1446822080424,11.184538242734824,-81.38091640438724,periodic,42,periodic_seed_42,0.0,0.0,periodic_seed_42
2,0,2,monthly,load,all,kW,4032,577919.3216891334,130731078.01871723,147192.35381946794,18212126.7901,143.3331651014716,180.06493952215783,3.1732665182371056,36.50604013379661,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,2,monthly,load,pv_generating,kW,2036,311290.4849822883,73396061.68182671,83665.71794179763,11041710.0541,152.89316551192942,189.8661270715466,2.8192235030361097,41.093181700293535,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,2,monthly,pv,all,kW,4032,530955.9909031335,298941235.1820511,-37642.840897420814,7928848.7577,131.6855136168486,272.29060105725245,6.696507994146091,-9.336022047971433,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,2,monthly,pv,pv_generating,kW,2036,528203.5663216915,298900086.26383644,-40395.26547886295,7928848.7577,259.4320070342296,383.1546789328454,6.661793943398572,-19.84050367331186,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,2,monthly,net_load,all,kW,4032,918683.4095081694,437377470.4725356,184835.19471688874,11949435.2218,227.8480678343674,329.3577920388709,7.688090629021242,45.84206218176804,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,2,monthly,net_load,pv_generating,kW,2036,652497.9485603628,380173492.7535765,124060.9834206606,4779018.4858,320.48032836952984,432.11767386169555,13.65338825323953,60.93368537360541,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,3,monthly,load,all,kW,4464,618856.2855423666,137365343.07053745,-26892.988106825826,19443840.3155,138.63268045303911,175.4189449386809,3.182788356110055,-6.024414898482488,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,3,monthly,load,pv_generating,kW,2426,354218.9713300743,84108283.64932266,-495.51777242050593,12447297.5511,146.0094688087693,186.19756065786487,2.8457500102001743,-0.20425299770012612,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,3,monthly,pv,all,kW,4464,772101.4114358008,555550928.4000854,-65466.033303776225,10285934.3167,172.9617857159052,352.7766614296948,7.506380924309765,-14.66533004116851,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,3,monthly,pv,pv_generating,kW,2426,770467.7721233335,555528634.162117,-67099.67261624352,10285934.3167,317.58770491481187,478.5285197063476,7.49049865963484,-27.65856249639057,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,3,monthly,net_load,all,kW,4464,1145101.5296868396,681050614.5369337,38573.04519695039,12562015.0946,256.51915987608413,390.59582924397665,9.11558791375025,8.64091514268602,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,3,monthly,net_load,pv_generating,kW,2426,880514.1876435273,627861867.0018694,66604.15484382304,5565472.3302,362.94896440376226,508.7291875185186,15.821014559098261,27.454309498690453,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,4,monthly,load,all,kW,4320,537643.6194495915,104255952.06010805,-121870.55826234534,18977659.7719,124.45454153925729,155.34903358610288,2.83303434623522,-28.210777375542904,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,4,monthly,load,pv_generating,kW,2526,317234.55361751,62800538.87796599,-84536.31092232445,12832349.4944,125.58770927058987,157.67578871211686,2.472147082309052,-33.46647304921792,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,4,monthly,pv,all,kW,4320,801500.3341848105,559184461.9285262,-5361.45125779579,11671282.177900001,185.53248476500244,359.7788871913419,6.8672860613590565,-1.241076680045322,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,4,monthly,pv,pv_generating,kW,2526,797686.362020487,559088535.1902874,-9175.423422119324,11671282.177900001,315.7903254237874,470.4609922256816,6.834607799397868,-3.6323924869831052,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,4,monthly,net_load,all,kW,4320,1131939.9308964245,677468243.0072825,-116509.10700454956,12041832.4582,262.0231321519501,396.00675820998566,9.40006377622053,-26.969700695497583,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,4,monthly,net_load,pv_generating,kW,2526,910901.7783996396,635778576.2246704,-75360.8875002051,5896522.1807,360.61036357863804,501.6909554853307,15.448119255467681,-29.8340805622348,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,5,monthly,load,all,kW,4464,679038.3468232988,174241490.6549242,-146788.74767931912,19649089.487999998,152.11432500521929,197.56667733347786,3.4558260179841818,-32.8827839783421,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,5,monthly,load,pv_generating,kW,2747,387474.63085192326,90512546.58070476,-75382.17504905722,13593091.3839,141.0537425744169,181.5202421726619,2.8505261967918347,-27.44163634840088,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,5,monthly,pv,all,kW,4464,953293.7066214355,680856759.7022806,251496.52299198136,12528226.6982,213.55145757648643,390.54023552067815,7.609167119863822,56.338826835121274,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,5,monthly,pv,pv_generating,kW,2747,945526.7420862361,680556823.4000266,243729.558456782,12528226.698199999,344.20340083226654,497.740370375389,7.547171398343912,88.72572204469675,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,5,monthly,net_load,all,kW,4464,1380105.3293375345,875409743.8370941,-398285.2706713005,12329827.192200001,309.1633802279423,442.836689194606,11.19322524009587,-89.22161081346337,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,5,monthly,net_load,pv_generating,kW,2747,1086840.3641799507,790572762.1276083,-319111.73350583925,6273829.088099999,395.6462920203679,536.4652482230365,17.323397703667688,-116.16735839309766,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,6,monthly,load,all,kW,4320,788853.996370746,265214163.50755012,-329715.10337388824,20737609.7592,182.6050917524875,247.77442862127552,3.8039774377603,-76.32294059580747,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,6,monthly,load,pv_generating,kW,2765,457729.6228342459,142347385.56857416,-166440.3512804,14541332.1321,165.54416739032402,226.8961776488806,3.147783288876316,-60.19542541786619,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,6,monthly,pv,all,kW,4320,1002340.0807720467,856670612.2479229,319964.21431263466,10237650.7621,232.02316684538118,445.31267943412183,9.790723517183562,74.06579035014691,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,6,monthly,pv,pv_generating,kW,2765,1002147.873815891,856668314.9270399,319772.00735647907,10237650.7621,362.4404606929081,556.619970911045,9.788846065406565,115.64991224465788,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,6,monthly,net_load,all,kW,4320,1565687.5582269365,1229308256.508482,-649679.3176865228,12512603.2655,362.42767551549457,533.4436206517053,12.512884209666277,-150.38873094595436,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,6,monthly,net_load,pv_generating,kW,2765,1234433.1330130163,1106355985.7378547,-486212.35863687913,6316325.6384,446.44959602640733,632.5573073661376,19.543532168580732,-175.8453376625241,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,7,monthly,load,all,kW,4464,1045256.8440498279,427229464.94914293,-332390.99220024195,23825522.6407,234.15251882836645,309.3630962190341,4.387130808472867,-74.46034771510796,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,7,monthly,load,pv_generating,kW,2784,650650.6816932464,263809045.42540246,-201234.90099632496,16157122.530900002,233.710733366827,307.829492092056,4.0270207795286375,-72.28265121994431,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,7,monthly,pv,all,kW,4464,902152.5213290746,629976631.7843475,-200333.376109074,12156607.0836,202.09509886404,375.6644745550612,7.421088097402878,-44.87754841153091,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,7,monthly,pv,pv_generating,kW,2784,901339.8622795993,629964462.5091457,-201146.03515854923,12156607.0836,323.7571344395112,475.6893298624132,7.414403180765474,-72.25073101959383,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,7,monthly,net_load,all,kW,4464,1498732.5294353734,934350290.162282,-132057.61609116805,14558102.5933,335.73757379824673,457.50176032386577,10.294834232897404,-29.582799303577072,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,7,monthly,net_load,pv_generating,kW,2784,1104077.4312691945,770890689.3752598,-88.86583777570922,6889702.4835,396.57953709381985,526.2132564831342,16.025037857778702,-0.03192020035047027,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,8,monthly,load,all,kW,4464,790094.232881677,220562866.99875677,338887.55386349437,22521670.3527,176.99243568137925,222.2819029956399,3.5081511295939776,75.91567066834551,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,8,monthly,load,pv_generating,kW,2668,473041.0445341885,131136422.26678379,194942.27377826226,14745514.286899999,177.30174082990575,221.7015619222484,3.208033543831299,73.06681925721973,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,8,monthly,pv,all,kW,4464,933788.5948914273,680154728.9731767,-293354.45082864165,13016993.167100001,209.1820329057857,390.33884076821096,7.173612084636763,-65.71560278419392,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,8,monthly,pv,pv_generating,kW,2668,931557.4603824974,680120218.6767616,-295585.58533757157,13016993.167100001,349.1594679094818,504.89367513585427,7.156471916548106,-110.78919990163851,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,8,monthly,net_load,all,kW,4464,1449385.107795423,948465385.316673,632242.004692136,14763437.7052,324.68304386098185,460.94451334295667,9.817395763352044,141.63127345253943,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,8,monthly,net_load,pv_generating,kW,2668,1133179.3999922718,859465218.649293,490527.8591158338,6987281.6394,424.72991004208086,567.572363491727,16.217743300949557,183.85601915885826,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,9,monthly,load,all,kW,4320,849081.2508101782,327186785.2427701,363721.48859231605,19595133.0698,196.5465858356894,275.2047996840893,4.333123167807323,84.19478902599909,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,9,monthly,load,pv_generating,kW,2415,430152.9812468261,153378162.739385,161365.85049040793,12617957.8663,178.11717649972096,252.01314726243965,3.4090538723043076,66.81815755296395,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,9,monthly,pv,all,kW,4320,806840.1565444777,529090397.0387489,207954.24803976412,11264829.8663,186.76855475566612,349.96375375766394,7.162470859486572,48.13755741661206,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
2,0,9,monthly,pv,pv_generating,kW,2415,794047.751891603,528603819.7983252,195161.84338688944,11264829.8663,328.7982409489039,467.84994311709477,7.0489102926186735,80.81235751009915,uncalibrated,42,uncalibrated_seed_42,1.0,1.0,uncalibrated_seed_42
