beta,date,layer,max_overlap_kwh,overlap_nodes,nodes,label
0.1,2025-09-23,1,0.0,0,26532,第一层参考解
0.1,2025-09-23,2,0.0,0,26532,第二层方案
0.1,2025-09-24,1,0.0,0,20880,第一层参考解
0.1,2025-09-24,2,0.0,0,20880,第二层方案
0.1,2025-09-25,1,0.0,0,21600,第一层参考解
0.1,2025-09-25,2,0.0,0,21600,第二层方案
0.1,2025-09-26,1,0.0,0,21960,第一层参考解
0.1,2025-09-26,2,0.0,0,21960,第二层方案
0.1,2025-09-27,1,0.0,0,21960,第一层参考解
0.1,2025-09-27,2,0.0,0,21960,第二层方案
0.1,2025-09-28,1,0.0,0,24912,第一层参考解
0.1,2025-09-28,2,0.0,0,24912,第二层方案
0.1,2025-09-29,1,0.0,0,25416,第一层参考解
0.1,2025-09-29,2,0.0,0,25416,第二层方案
0.1,2025-09-30,1,0.0,0,25596,第一层参考解
0.1,2025-09-30,2,0.0,0,25596,第二层方案
0.1,2025-10-01,1,0.0,0,25056,第一层参考解
0.1,2025-10-01,2,0.0,0,25056,第二层方案
0.1,2025-10-02,1,0.0,0,25020,第一层参考解
0.1,2025-10-02,2,0.0,0,25020,第二层方案
0.1,2025-10-03,1,0.0,0,27540,第一层参考解
0.1,2025-10-03,2,0.0,0,27540,第二层方案
0.1,2025-10-04,1,0.0,0,25200,第一层参考解
0.1,2025-10-04,2,0.0,0,25200,第二层方案
0.1,2025-10-05,1,0.0,0,24768,第一层参考解
0.1,2025-10-05,2,0.0,0,24768,第二层方案
0.1,2025-10-06,1,0.0,0,26136,第一层参考解
0.1,2025-10-06,2,0.0,0,26136,第二层方案
0.1,2025-10-07,1,0.0,0,25416,第一层参考解
0.1,2025-10-07,2,0.0,0,25416,第二层方案
0.1,2025-10-08,1,0.0,0,23868,第一层参考解
0.1,2025-10-08,2,0.0,0,23868,第二层方案
0.1,2025-10-09,1,0.0,0,26100,第一层参考解
0.1,2025-10-09,2,0.0,0,26100,第二层方案
0.1,2025-10-10,1,0.0,0,21132,第一层参考解
0.1,2025-10-10,2,0.0,0,21132,第二层方案
0.1,2025-10-11,1,0.0,0,23400,第一层参考解
0.1,2025-10-11,2,0.0,0,23400,第二层方案
0.1,2025-10-12,1,0.0,0,26460,第一层参考解
0.1,2025-10-12,2,0.0,0,26460,第二层方案
0.1,2025-10-13,1,0.0,0,22572,第一层参考解
0.1,2025-10-13,2,0.0,0,22572,第二层方案
0.1,2025-10-14,1,0.0,0,26028,第一层参考解
0.1,2025-10-14,2,0.0,0,26028,第二层方案
0.1,2025-10-15,1,0.0,0,23220,第一层参考解
0.1,2025-10-15,2,0.0,0,23220,第二层方案
0.1,2025-10-16,1,0.0,0,23904,第一层参考解
0.1,2025-10-16,2,0.0,0,23904,第二层方案
0.1,2025-10-17,1,0.0,0,24732,第一层参考解
0.1,2025-10-17,2,0.0,0,24732,第二层方案
0.1,2025-10-18,1,0.0,0,25092,第一层参考解
0.1,2025-10-18,2,0.0,0,25092,第二层方案
0.1,2025-10-19,1,0.0,0,25848,第一层参考解
0.1,2025-10-19,2,0.0,0,25848,第二层方案
0.1,2025-10-20,1,0.0,0,23544,第一层参考解
0.1,2025-10-20,2,0.0,0,23544,第二层方案
0.1,2025-10-21,1,0.0,0,25236,第一层参考解
0.1,2025-10-21,2,0.0,0,25236,第二层方案
0.1,2025-10-22,1,0.0,0,25344,第一层参考解
0.1,2025-10-22,2,0.0,0,25344,第二层方案
0.1,2025-10-23,1,0.0,0,25668,第一层参考解
0.1,2025-10-23,2,0.0,0,25668,第二层方案
0.1,2025-10-24,1,0.0,0,21276,第一层参考解
0.1,2025-10-24,2,0.0,0,21276,第二层方案
0.1,2025-10-25,1,0.0,0,24768,第一层参考解
0.1,2025-10-25,2,0.0,0,24768,第二层方案
0.1,2025-10-26,1,0.0,0,20736,第一层参考解
0.1,2025-10-26,2,0.0,0,20736,第二层方案
0.1,2025-10-27,1,0.0,0,24084,第一层参考解
0.1,2025-10-27,2,0.0,0,24084,第二层方案
0.1,2025-10-28,1,0.0,0,24300,第一层参考解
0.1,2025-10-28,2,0.0,0,24300,第二层方案
0.1,2025-10-29,1,0.0,0,25956,第一层参考解
0.1,2025-10-29,2,0.0,0,25956,第二层方案
0.1,2025-10-30,1,0.0,0,23760,第一层参考解
0.1,2025-10-30,2,0.0,0,23760,第二层方案
0.1,2025-10-31,1,0.0,0,16488,第一层参考解
0.1,2025-10-31,2,0.0,0,16488,第二层方案
0.1,2025-11-01,1,0.0,0,24264,第一层参考解
0.1,2025-11-01,2,0.0,0,24264,第二层方案
0.1,2025-11-02,1,0.0,0,24840,第一层参考解
0.1,2025-11-02,2,0.0,0,24840,第二层方案
0.1,2025-11-03,1,0.0,0,27432,第一层参考解
0.1,2025-11-03,2,0.0,0,27432,第二层方案
0.1,2025-11-04,1,0.0,0,27828,第一层参考解
0.1,2025-11-04,2,0.0,0,27828,第二层方案
0.1,2025-11-05,1,0.0,0,27864,第一层参考解
0.1,2025-11-05,2,0.0,0,27864,第二层方案
0.1,2025-11-06,1,0.0,0,27828,第一层参考解
0.1,2025-11-06,2,0.0,0,27828,第二层方案
0.1,2025-11-07,1,0.0,0,24912,第一层参考解
0.1,2025-11-07,2,0.0,0,24912,第二层方案
0.1,2025-11-08,1,0.0,0,27180,第一层参考解
0.1,2025-11-08,2,0.0,0,27180,第二层方案
0.1,2025-11-09,1,0.0,0,24372,第一层参考解
0.1,2025-11-09,2,0.0,0,24372,第二层方案
0.1,2025-11-10,1,0.0,0,25776,第一层参考解
0.1,2025-11-10,2,0.0,0,25776,第二层方案
0.1,2025-11-11,1,0.0,0,26712,第一层参考解
0.1,2025-11-11,2,0.0,0,26712,第二层方案
0.1,2025-11-12,1,0.0,0,25956,第一层参考解
0.1,2025-11-12,2,0.0,0,25956,第二层方案
0.1,2025-11-13,1,0.0,0,20412,第一层参考解
0.1,2025-11-13,2,0.0,0,20412,第二层方案
0.1,2025-11-14,1,0.0,0,28044,第一层参考解
0.1,2025-11-14,2,0.0,0,28044,第二层方案
0.1,2025-11-15,1,0.0,0,22716,第一层参考解
0.1,2025-11-15,2,0.0,0,22716,第二层方案
0.1,2025-11-16,1,0.0,0,19152,第一层参考解
0.1,2025-11-16,2,0.0,0,19152,第二层方案
0.1,2025-11-17,1,3.4106051316484794e-13,0,27828,第一层参考解
0.1,2025-11-17,2,0.0,0,27828,第二层方案
0.1,2025-11-18,1,0.0,0,25848,第一层参考解
0.1,2025-11-18,2,0.0,0,25848,第二层方案
0.1,2025-11-19,1,0.0,0,23580,第一层参考解
0.1,2025-11-19,2,0.0,0,23580,第二层方案
0.1,2025-11-20,1,0.0,0,24408,第一层参考解
0.1,2025-11-20,2,0.0,0,24408,第二层方案
0.1,2025-11-21,1,0.0,0,27720,第一层参考解
0.1,2025-11-21,2,0.0,0,27720,第二层方案
0.1,2025-11-22,1,0.0,0,27324,第一层参考解
0.1,2025-11-22,2,0.0,0,27324,第二层方案
0.1,2025-11-23,1,0.0,0,28548,第一层参考解
0.1,2025-11-23,2,0.0,0,28548,第二层方案
0.1,2025-11-24,1,0.0,0,28260,第一层参考解
0.1,2025-11-24,2,0.0,0,28260,第二层方案
0.1,2025-11-25,1,0.0,0,21240,第一层参考解
0.1,2025-11-25,2,0.0,0,21240,第二层方案
0.1,2025-11-26,1,0.0,0,25092,第一层参考解
0.1,2025-11-26,2,0.0,0,25092,第二层方案
0.1,2025-11-27,1,0.0,0,26460,第一层参考解
0.1,2025-11-27,2,0.0,0,26460,第二层方案
0.1,2025-11-28,1,0.0,0,27828,第一层参考解
0.1,2025-11-28,2,0.0,0,27828,第二层方案
0.1,2025-11-29,1,0.0,0,26064,第一层参考解
0.1,2025-11-29,2,0.0,0,26064,第二层方案
0.1,2025-11-30,1,0.0,0,26388,第一层参考解
0.1,2025-11-30,2,0.0,0,26388,第二层方案
0.1,2025-12-01,1,0.0,0,26460,第一层参考解
0.1,2025-12-01,2,0.0,0,26460,第二层方案
0.1,2025-12-02,1,0.0,0,27756,第一层参考解
0.1,2025-12-02,2,0.0,0,27756,第二层方案
0.1,2025-12-03,1,0.0,0,15588,第一层参考解
0.1,2025-12-03,2,0.0,0,15588,第二层方案
0.1,2025-12-04,1,0.0,0,24192,第一层参考解
0.1,2025-12-04,2,0.0,0,24192,第二层方案
0.1,2025-12-05,1,0.0,0,18252,第一层参考解
0.1,2025-12-05,2,0.0,0,18252,第二层方案
0.1,2025-12-06,1,0.0,0,27324,第一层参考解
0.1,2025-12-06,2,0.0,0,27324,第二层方案
0.1,2025-12-07,1,0.0,0,27000,第一层参考解
0.1,2025-12-07,2,0.0,0,27000,第二层方案
0.1,2025-12-08,1,0.0,0,23040,第一层参考解
0.1,2025-12-08,2,0.0,0,23040,第二层方案
0.1,2025-12-09,1,0.0,0,28332,第一层参考解
0.1,2025-12-09,2,0.0,0,28332,第二层方案
0.1,2025-12-10,1,0.0,0,25956,第一层参考解
0.1,2025-12-10,2,0.0,0,25956,第二层方案
0.1,2025-12-11,1,0.0,0,24408,第一层参考解
0.1,2025-12-11,2,0.0,0,24408,第二层方案
0.1,2025-12-12,1,0.0,0,25740,第一层参考解
0.1,2025-12-12,2,0.0,0,25740,第二层方案
0.1,2025-12-13,1,0.0,0,26100,第一层参考解
0.1,2025-12-13,2,0.0,0,26100,第二层方案
0.1,2025-12-14,1,0.0,0,25128,第一层参考解
0.1,2025-12-14,2,0.0,0,25128,第二层方案
0.1,2025-12-15,1,0.0,0,25452,第一层参考解
0.1,2025-12-15,2,0.0,0,25452,第二层方案
0.1,2025-12-16,1,0.0,0,26496,第一层参考解
0.1,2025-12-16,2,0.0,0,26496,第二层方案
0.1,2025-12-17,1,0.0,0,24984,第一层参考解
0.1,2025-12-17,2,0.0,0,24984,第二层方案
0.1,2025-12-18,1,0.0,0,26568,第一层参考解
0.1,2025-12-18,2,0.0,0,26568,第二层方案
0.1,2025-12-19,1,0.0,0,27504,第一层参考解
0.1,2025-12-19,2,0.0,0,27504,第二层方案
0.1,2025-12-20,1,0.0,0,24516,第一层参考解
0.1,2025-12-20,2,0.0,0,24516,第二层方案
0.1,2025-12-21,1,0.0,0,24192,第一层参考解
0.1,2025-12-21,2,0.0,0,24192,第二层方案
0.1,2025-12-22,1,0.0,0,22896,第一层参考解
0.1,2025-12-22,2,0.0,0,22896,第二层方案
0.1,2025-12-23,1,0.0,0,26856,第一层参考解
0.1,2025-12-23,2,0.0,0,26856,第二层方案
0.1,2025-12-24,1,0.0,0,28260,第一层参考解
0.1,2025-12-24,2,0.0,0,28260,第二层方案
0.1,2025-12-25,1,0.0,0,24480,第一层参考解
0.1,2025-12-25,2,0.0,0,24480,第二层方案
0.1,2025-12-26,1,0.0,0,24660,第一层参考解
0.1,2025-12-26,2,0.0,0,24660,第二层方案
0.1,2025-12-27,1,0.0,0,22320,第一层参考解
0.1,2025-12-27,2,0.0,0,22320,第二层方案
0.1,2025-12-28,1,748.5597965942674,1,25020,第一层参考解
0.1,2025-12-28,2,0.0,0,25020,第二层方案
0.1,2025-12-29,1,0.0,0,25740,第一层参考解
0.1,2025-12-29,2,0.0,0,25740,第二层方案
0.1,2025-12-30,1,0.0,0,24588,第一层参考解
0.1,2025-12-30,2,0.0,0,24588,第二层方案
0.1,2025-12-31,1,0.0,0,25668,第一层参考解
0.1,2025-12-31,2,0.0,0,25668,第二层方案
