beta,date,scope,layer,calls,nodes,overlap_nodes,windows_with_overlap,max_overlap_kwh,expected_overlap_sum_kwh,solver_seconds,scope_label
0.1,2025-07-11,midnight,1,1,432,0,0,0.0,0.0,0.015132749918848276,午夜规划·第1层
0.1,2025-07-11,midnight,2,1,432,0,0,0.0,0.0,0.0743533750064671,午夜规划·第2层
0.1,2025-07-11,execution,1,144,26172,0,0,0.0,0.0,0.7438600783934817,日内滚动·第1层
0.1,2025-07-11,execution,2,144,26172,0,0,0.0,0.0,1.7912314595887437,日内滚动·第2层
0.1,2025-07-12,midnight,1,1,144,0,0,0.0,0.0,0.004369624890387058,午夜规划·第1层
0.1,2025-07-12,midnight,2,1,144,0,0,0.0,0.0,0.010661416919901967,午夜规划·第2层
0.1,2025-07-12,execution,1,144,17676,0,0,0.0,0.0,0.5631622946821153,日内滚动·第1层
0.1,2025-07-12,execution,2,144,17676,0,0,0.0,0.0,1.286356090917252,日内滚动·第2层
0.1,2025-07-13,midnight,1,1,396,0,0,0.0,0.0,0.013655750080943108,午夜规划·第1层
0.1,2025-07-13,midnight,2,1,396,0,0,0.0,0.0,0.08388720802031457,午夜规划·第2层
0.1,2025-07-13,execution,1,144,25992,0,0,0.0,0.0,0.7612175093963742,日内滚动·第1层
0.1,2025-07-13,execution,2,144,25992,0,0,0.0,-7.6202925711623e-13,1.7217903299024329,日内滚动·第2层
0.1,2025-07-14,midnight,1,1,360,0,0,0.0,0.0,0.01460441597737372,午夜规划·第1层
0.1,2025-07-14,midnight,2,1,360,0,0,0.0,0.0,0.08446437504608184,午夜规划·第2层
0.1,2025-07-14,execution,1,144,21096,0,0,0.0,-7.579122514774402e-14,0.6694087887881324,日内滚动·第1层
0.1,2025-07-14,execution,2,144,21096,0,0,0.0,-3.695675892517318e-13,2.002592582372017,日内滚动·第2层
0.1,2025-07-15,midnight,1,1,396,0,0,0.0,0.0,0.01347708294633776,午夜规划·第1层
0.1,2025-07-15,midnight,2,1,396,0,0,0.0,0.0,0.08044995903037488,午夜规划·第2层
0.1,2025-07-15,execution,1,144,23616,0,0,0.0,-1.4385235581929276e-12,0.7147162943147123,日内滚动·第1层
0.1,2025-07-15,execution,2,144,23616,0,0,0.0,-5.385914810239313e-12,1.691654839552939,日内滚动·第2层
0.1,2025-07-16,midnight,1,1,252,0,0,0.0,-5.802765675374151e-14,0.009070125059224665,午夜规划·第1层
0.1,2025-07-16,midnight,2,1,252,0,0,0.0,0.0,0.041308249928988516,午夜规划·第2层
0.1,2025-07-16,execution,1,144,19260,0,0,0.0,-1.8947806286936004e-14,0.6197416647337377,日内滚动·第1层
0.1,2025-07-16,execution,2,144,19260,0,0,0.0,-3.5481770797503988e-12,1.8880487888818607,日内滚动·第2层
0.1,2025-07-17,midnight,1,1,252,0,0,0.0,0.0,0.009198999963700771,午夜规划·第1层
0.1,2025-07-17,midnight,2,1,252,0,0,0.0,0.0,0.04131779109593481,午夜规划·第2层
0.1,2025-07-17,execution,1,144,18792,0,0,0.0,0.0,0.5965646707918495,日内滚动·第1层
0.1,2025-07-17,execution,2,144,18792,0,0,0.0,-9.562011817738206e-13,1.540819545625709,日内滚动·第2层
0.1,2025-07-18,midnight,1,1,396,0,0,0.0,0.0,0.013796083047054708,午夜规划·第1层
0.1,2025-07-18,midnight,2,1,396,0,0,0.0,0.0,0.05747150001116097,午夜规划·第2层
0.1,2025-07-18,execution,1,144,24660,0,0,0.0,0.0,0.743874043924734,日内滚动·第1层
0.1,2025-07-18,execution,2,144,24660,0,0,0.0,0.0,1.6060463790781796,日内滚动·第2层
0.1,2025-07-19,midnight,1,1,432,0,0,0.0,0.0,0.01689349999651313,午夜规划·第1层
0.1,2025-07-19,midnight,2,1,432,0,0,0.0,0.0,0.07940212497487664,午夜规划·第2层
0.1,2025-07-19,execution,1,144,25020,0,0,0.0,0.0,0.7174138427944854,日内滚动·第1层
0.1,2025-07-19,execution,2,144,25020,0,0,0.0,0.0,1.6683972419705242,日内滚动·第2层
0.1,2025-07-20,midnight,1,1,432,0,0,0.0,0.0,0.01667625003028661,午夜规划·第1层
0.1,2025-07-20,midnight,2,1,432,0,0,0.0,0.0,0.08890404202975333,午夜规划·第2层
0.1,2025-07-20,execution,1,144,22680,0,0,0.0,0.0,0.6521286207716912,日内滚动·第1层
0.1,2025-07-20,execution,2,144,22680,0,0,0.0,-1.0680578724741377e-12,1.3806199098471552,日内滚动·第2层
0.1,2025-07-21,midnight,1,1,432,0,0,0.0,0.0,0.016610000049695373,午夜规划·第1层
0.1,2025-07-21,midnight,2,1,432,0,0,0.0,0.0,0.10068458295427263,午夜规划·第2层
0.1,2025-07-21,execution,1,144,24696,0,0,0.0,0.0,0.7498767962679267,日内滚动·第1层
0.1,2025-07-21,execution,2,144,24696,0,0,0.0,-2.1170648274218235e-12,1.9119420361239463,日内滚动·第2层
0.1,2025-07-22,midnight,1,1,324,0,0,0.0,0.0,0.011966166901402175,午夜规划·第1层
0.1,2025-07-22,midnight,2,1,324,0,0,0.0,0.0,0.0619022500468418,午夜规划·第2层
0.1,2025-07-22,execution,1,144,23580,0,0,0.0,0.0,0.6928669923217967,日内滚动·第1层
0.1,2025-07-22,execution,2,144,23580,0,0,0.0,-2.7281888394196597e-12,1.6058788371738046,日内滚动·第2层
0.1,2025-07-23,midnight,1,1,396,0,0,0.0,0.0,0.015603416017256677,午夜规划·第1层
0.1,2025-07-23,midnight,2,1,396,0,0,0.0,0.0,0.10103066707961261,午夜规划·第2层
0.1,2025-07-23,execution,1,144,24624,0,0,0.0,-9.473903143468002e-14,0.7863109122263268,日内滚动·第1层
0.1,2025-07-23,execution,2,144,24624,0,0,0.0,-4.628006608514319e-13,2.839197253459133,日内滚动·第2层
0.1,2025-07-24,midnight,1,1,432,0,0,0.0,0.0,0.01557229203172028,午夜规划·第1层
0.1,2025-07-24,midnight,2,1,432,0,0,0.0,0.0,0.09285687503870577,午夜规划·第2层
0.1,2025-07-24,execution,1,144,21024,0,0,0.0,0.0,0.6312732573132962,日内滚动·第1层
0.1,2025-07-24,execution,2,144,21024,0,0,0.0,-1.0833926762711575e-12,1.4029049139935523,日内滚动·第2层
0.1,2025-07-25,midnight,1,1,396,0,0,0.0,0.0,0.01243274996522814,午夜规划·第1层
0.1,2025-07-25,midnight,2,1,396,0,0,0.0,-4.263256414560601e-14,0.05488445796072483,午夜规划·第2层
0.1,2025-07-25,execution,1,144,25956,0,0,0.0,-8.6282243323741e-12,0.7201862100046128,日内滚动·第1层
0.1,2025-07-25,execution,2,144,25956,0,0,0.0,-3.232969447708456e-13,1.5976629966171458,日内滚动·第2层
0.1,2025-07-26,midnight,1,1,324,0,0,0.0,0.0,0.009762165951542556,午夜规划·第1层
0.1,2025-07-26,midnight,2,1,324,0,0,0.0,0.0,0.04175541701260954,午夜规划·第2层
0.1,2025-07-26,execution,1,144,23580,0,0,0.0,0.0,0.7197779091075063,日内滚动·第1层
0.1,2025-07-26,execution,2,144,23580,0,0,0.0,-8.799300309569373e-12,2.0424457893241197,日内滚动·第2层
0.1,2025-07-27,midnight,1,1,360,0,0,0.0,0.0,0.010893916944041848,午夜规划·第1层
0.1,2025-07-27,midnight,2,1,360,0,0,0.0,-2.842170943040401e-14,0.058850166969932616,午夜规划·第2层
0.1,2025-07-27,execution,1,144,23724,0,0,0.0,0.0,0.7083478287095204,日内滚动·第1层
0.1,2025-07-27,execution,2,144,23724,0,0,0.0,-2.981186820131859e-13,1.661445706966333,日内滚动·第2层
0.1,2025-07-28,midnight,1,1,396,0,0,0.0,0.0,0.01696537504903972,午夜规划·第1层
0.1,2025-07-28,midnight,2,1,396,0,0,0.0,0.0,0.10175058396998793,午夜规划·第2层
0.1,2025-07-28,execution,1,144,25128,0,0,0.0,-6.471168249280575e-12,0.8003918307367712,日内滚动·第1层
0.1,2025-07-28,execution,2,144,25128,0,0,0.0,-5.344746446443139e-13,2.7503537798766047,日内滚动·第2层
0.1,2025-07-29,midnight,1,1,252,0,0,0.0,0.0,0.010416666977107525,午夜规划·第1层
0.1,2025-07-29,midnight,2,1,252,0,0,0.0,0.0,0.04116716596763581,午夜规划·第2层
0.1,2025-07-29,execution,1,144,18900,0,0,0.0,-1.3263464400855202e-13,0.6275104572996497,日内滚动·第1层
0.1,2025-07-29,execution,2,144,18900,0,0,0.0,-5.762081535091183e-13,1.5291748344898224,日内滚动·第2层
0.1,2025-07-30,midnight,1,1,396,0,0,0.0,0.0,0.015747458091937006,午夜规划·第1层
0.1,2025-07-30,midnight,2,1,396,0,0,0.0,0.0,0.10080191702581942,午夜规划·第2层
0.1,2025-07-30,execution,1,144,25956,0,0,0.0,-5.684341886080802e-14,0.7983685008948669,日内滚动·第1层
0.1,2025-07-30,execution,2,144,25956,0,0,0.0,-3.814245421432158e-12,2.5814258287427947,日内滚动·第2层
0.1,2025-07-31,midnight,1,1,360,0,0,0.0,0.0,0.013736584107391536,午夜规划·第1层
0.1,2025-07-31,midnight,2,1,360,0,0,0.0,0.0,0.08265641599427909,午夜规划·第2层
0.1,2025-07-31,execution,1,144,24876,0,0,0.0,0.0,0.7596751282690093,日内滚动·第1层
0.1,2025-07-31,execution,2,144,24876,0,0,0.0,-8.506391540473871e-13,2.6541868241038173,日内滚动·第2层
0.1,2025-08-01,midnight,1,1,396,0,0,0.0,0.0,0.012608207995072007,午夜规划·第1层
0.1,2025-08-01,midnight,2,1,396,0,0,0.0,0.0,0.06688958301674575,午夜规划·第2层
0.1,2025-08-01,execution,1,144,24444,0,0,0.0,0.0,0.724422502098605,日内滚动·第1层
0.1,2025-08-01,execution,2,144,24444,0,0,0.0,-2.5105843330190203e-13,2.2268587895669043,日内滚动·第2层
0.1,2025-08-02,midnight,1,1,360,0,0,0.0,0.0,0.010566667071543634,午夜规划·第1层
0.1,2025-08-02,midnight,2,1,360,0,0,0.0,0.0,0.04985812492668629,午夜规划·第2层
0.1,2025-08-02,execution,1,144,24444,0,0,0.0,0.0,0.7133027063682675,日内滚动·第1层
0.1,2025-08-02,execution,2,144,24444,0,0,0.0,-1.3882167532711864e-11,1.8611940807895735,日内滚动·第2层
0.1,2025-08-03,midnight,1,1,252,0,0,0.0,0.0,0.008634750032797456,午夜规划·第1层
0.1,2025-08-03,midnight,2,1,252,0,0,0.0,0.0,0.03644595900550485,午夜规划·第2层
0.1,2025-08-03,execution,1,144,19908,0,0,0.0,-3.5591425371043156e-12,0.601644707028754,日内滚动·第1层
0.1,2025-08-03,execution,2,144,19908,0,0,0.0,-1.1659825814984905e-11,1.5492760433116928,日内滚动·第2层
0.1,2025-08-04,midnight,1,1,360,0,0,0.0,0.0,0.012538875103928149,午夜规划·第1层
0.1,2025-08-04,midnight,2,1,360,0,0,0.0,0.0,0.0687847079243511,午夜规划·第2层
0.1,2025-08-04,execution,1,144,25272,0,0,0.0,0.0,0.7547555018682033,日内滚动·第1层
0.1,2025-08-04,execution,2,144,25272,0,0,0.0,-2.892126861221716e-12,2.3694694214500487,日内滚动·第2层
0.1,2025-08-05,midnight,1,1,252,0,0,0.0,0.0,0.009514834033325315,午夜规划·第1层
0.1,2025-08-05,midnight,2,1,252,0,0,0.0,0.0,0.04290270805358887,午夜规划·第2层
0.1,2025-08-05,execution,1,144,20196,0,0,0.0,0.0,0.6397476736456156,日内滚动·第1层
0.1,2025-08-05,execution,2,144,20196,0,0,0.0,-2.08096201221611e-12,1.845240004826337,日内滚动·第2层
0.1,2025-08-06,midnight,1,1,432,0,0,0.0,0.0,0.022296708077192307,午夜规划·第1层
0.1,2025-08-06,midnight,2,1,432,0,0,0.0,-1.6222510709748836e-14,0.10588212497532368,午夜规划·第2层
0.1,2025-08-06,execution,1,144,25704,0,0,0.0,0.0,0.7699445829493925,日内滚动·第1层
0.1,2025-08-06,execution,2,144,25704,0,0,0.0,-8.088960311600718e-14,2.1861302502220497,日内滚动·第2层
0.1,2025-08-07,midnight,1,1,396,0,0,0.0,0.0,0.016847125021740794,午夜规划·第1层
0.1,2025-08-07,midnight,2,1,396,0,0,0.0,0.0,0.0881324999500066,午夜规划·第2层
0.1,2025-08-07,execution,1,144,26244,0,0,0.0,-7.579122514774402e-14,0.8268410062883049,日内滚动·第1层
0.1,2025-08-07,execution,2,144,26244,0,0,0.0,-2.152645304576726e-11,2.481193172861822,日内滚动·第2层
0.1,2025-08-08,midnight,1,1,360,0,0,0.0,0.0,0.011417750036343932,午夜规划·第1层
0.1,2025-08-08,midnight,2,1,360,0,0,0.0,0.0,0.048750750022009015,午夜规划·第2层
0.1,2025-08-08,execution,1,144,24084,0,0,0.0,0.0,0.704725002986379,日内滚动·第1层
0.1,2025-08-08,execution,2,144,24084,0,0,0.0,-3.9313707522001196e-12,1.8952127933735028,日内滚动·第2层
0.1,2025-08-09,midnight,1,1,252,0,0,0.0,0.0,0.0070907920598983765,午夜规划·第1层
0.1,2025-08-09,midnight,2,1,252,0,0,0.0,-7.105427357601002e-15,0.03044341702479869,午夜规划·第2层
0.1,2025-08-09,execution,1,144,18612,0,0,0.0,0.0,0.5346476950217038,日内滚动·第1层
0.1,2025-08-09,execution,2,144,18612,0,0,0.0,-2.1316282072803006e-14,1.0358408666215837,日内滚动·第2层
0.1,2025-08-10,midnight,1,1,252,0,0,0.0,0.0,0.008965166984125972,午夜规划·第1层
0.1,2025-08-10,midnight,2,1,252,0,0,0.0,0.0,0.038681791978888214,午夜规划·第2层
0.1,2025-08-10,execution,1,144,20340,0,0,0.0,0.0,0.6101346240611747,日内滚动·第1层
0.1,2025-08-10,execution,2,144,20340,0,0,0.0,-5.661973103024056e-13,1.5379924967419356,日内滚动·第2层
0.1,2025-08-11,midnight,1,1,360,0,0,0.0,0.0,0.013349165907129645,午夜规划·第1层
0.1,2025-08-11,midnight,2,1,360,0,0,0.0,0.0,0.07733441598247737,午夜规划·第2层
0.1,2025-08-11,execution,1,144,23220,0,0,0.0,-3.789561257387201e-14,0.7212595042074099,日内滚动·第1层
0.1,2025-08-11,execution,2,144,23220,0,0,0.0,-3.9968028886505635e-15,2.5180196663131937,日内滚动·第2层
0.1,2025-08-12,midnight,1,1,252,0,0,0.0,0.0,0.01092466595582664,午夜规划·第1层
0.1,2025-08-12,midnight,2,1,252,0,0,0.0,0.0,0.03782025002874434,午夜规划·第2层
0.1,2025-08-12,execution,1,144,18864,0,0,0.0,0.0,0.6660581198520958,日内滚动·第1层
0.1,2025-08-12,execution,2,144,18864,0,0,0.0,-2.7151497814896755e-12,1.9598953233798966,日内滚动·第2层
0.1,2025-08-13,midnight,1,1,396,0,0,0.0,0.0,0.015207707998342812,午夜规划·第1层
0.1,2025-08-13,midnight,2,1,396,0,0,0.0,0.0,0.08857545896898955,午夜规划·第2层
0.1,2025-08-13,execution,1,144,26064,0,0,0.0,0.0,0.8148565866285935,日内滚动·第1层
0.1,2025-08-13,execution,2,144,26064,0,0,0.0,-6.963952331194276e-13,2.6108724096557125,日内滚动·第2层
0.1,2025-08-14,midnight,1,1,144,0,0,0.0,0.0,0.00469562504440546,午夜规划·第1层
0.1,2025-08-14,midnight,2,1,144,0,0,0.0,0.0,0.014876542030833662,午夜规划·第2层
0.1,2025-08-14,execution,1,144,19836,0,0,0.0,0.0,0.6450275901006535,日内滚动·第1层
0.1,2025-08-14,execution,2,144,19836,0,0,0.0,-2.049233480136002e-12,1.9133480859454721,日内滚动·第2层
0.1,2025-08-15,midnight,1,1,360,0,0,0.0,0.0,0.010931792086921632,午夜规划·第1层
0.1,2025-08-15,midnight,2,1,360,0,0,0.0,0.0,0.05401741701643914,午夜规划·第2层
0.1,2025-08-15,execution,1,144,23472,0,0,0.0,0.0,0.7071905012708157,日内滚动·第1层
0.1,2025-08-15,execution,2,144,23472,0,0,0.0,-9.187840321725579e-12,1.9682712455978617,日内滚动·第2层
0.1,2025-08-16,midnight,1,1,360,0,0,0.0,0.0,0.012061416055075824,午夜规划·第1层
0.1,2025-08-16,midnight,2,1,360,0,0,0.0,0.0,0.05697970790788531,午夜规划·第2层
0.1,2025-08-16,execution,1,144,23400,0,0,0.0,0.0,0.714156380854547,日内滚动·第1层
0.1,2025-08-16,execution,2,144,23400,0,0,0.0,-1.987191670368607e-12,2.065498423646204,日内滚动·第2层
0.1,2025-08-17,midnight,1,1,396,0,0,0.0,0.0,0.02084362495224923,午夜规划·第1层
0.1,2025-08-17,midnight,2,1,396,0,0,0.0,0.0,0.098900041077286,午夜规划·第2层
0.1,2025-08-17,execution,1,144,26064,0,0,0.0,0.0,0.8000774175161496,日内滚动·第1层
0.1,2025-08-17,execution,2,144,26064,0,0,0.0,-2.3934151429796694e-12,2.618174288305454,日内滚动·第2层
0.1,2025-08-18,midnight,1,1,252,0,0,0.0,0.0,0.008551458944566548,午夜规划·第1层
0.1,2025-08-18,midnight,2,1,252,0,0,0.0,-1.7643124840434915e-14,0.03872912505175918,午夜规划·第2层
0.1,2025-08-18,execution,1,144,19224,0,0,0.0,-1.8947806286936004e-14,0.6373662520200014,日内滚动·第1层
0.1,2025-08-18,execution,2,144,19224,0,0,0.0,-1.7720217653650923e-12,1.7184958319412544,日内滚动·第2层
0.1,2025-08-19,midnight,1,1,144,0,0,0.0,0.0,0.004961957922205329,午夜规划·第1层
0.1,2025-08-19,midnight,2,1,144,0,0,0.0,0.0,0.014538708026520908,午夜规划·第2层
0.1,2025-08-19,execution,1,144,18000,0,0,0.0,-3.45128973294964e-12,0.6007957895053551,日内滚动·第1层
0.1,2025-08-19,execution,2,144,18000,0,0,0.0,-1.3798431490069106e-12,1.4886808268493041,日内滚动·第2层
0.1,2025-08-20,midnight,1,1,396,0,0,0.0,0.0,0.017530958983115852,午夜规划·第1层
0.1,2025-08-20,midnight,2,1,396,0,0,0.0,0.0,0.09693004202563316,午夜规划·第2层
0.1,2025-08-20,execution,1,144,24264,0,0,0.0,-3.789561257387201e-13,0.7888604949694127,日内滚动·第1层
0.1,2025-08-20,execution,2,144,24264,0,0,0.0,-3.5899601879836938e-12,2.64885371143464,日内滚动·第2层
0.1,2025-08-21,midnight,1,1,360,0,0,0.0,0.0,0.013600207981653512,午夜规划·第1层
0.1,2025-08-21,midnight,2,1,360,0,0,0.0,-1.2374128721509236e-14,0.07845608296338469,午夜规划·第2层
0.1,2025-08-21,execution,1,144,23796,0,0,0.0,0.0,0.7590205040760338,日内滚动·第1层
0.1,2025-08-21,execution,2,144,23796,0,0,0.0,-2.1834898800004186e-12,2.400101535138674,日内滚动·第2层
0.1,2025-08-22,midnight,1,1,396,0,0,0.0,0.0,0.013656958006322384,午夜规划·第1层
0.1,2025-08-22,midnight,2,1,396,0,0,0.0,0.0,0.06774120801128447,午夜规划·第2层
0.1,2025-08-22,execution,1,144,25056,0,0,0.0,0.0,0.7808794602751732,日内滚动·第1层
0.1,2025-08-22,execution,2,144,25056,0,0,0.0,-6.9239206071076086e-12,2.124008802464232,日内滚动·第2层
0.1,2025-08-23,midnight,1,1,396,0,0,0.0,0.0,0.013826958951540291,午夜规划·第1层
0.1,2025-08-23,midnight,2,1,396,0,0,0.0,0.0,0.07178541703615338,午夜规划·第2层
0.1,2025-08-23,execution,1,144,24264,0,0,0.0,-2.2737367544323206e-13,0.7363277066033334,日内滚动·第1层
0.1,2025-08-23,execution,2,144,24264,0,0,0.0,-5.9899649531558314e-12,2.0485319959698245,日内滚动·第2层
0.1,2025-08-24,midnight,1,1,396,0,0,0.0,0.0,0.015896584023721516,午夜规划·第1层
0.1,2025-08-24,midnight,2,1,396,0,0,0.0,0.0,0.10010291705839336,午夜规划·第2层
0.1,2025-08-24,execution,1,144,25668,0,0,0.0,-1.8947806286936004e-14,0.8205347056500614,日内滚动·第1层
0.1,2025-08-24,execution,2,144,25668,0,0,0.0,-7.235838022818028e-13,2.706002120510675,日内滚动·第2层
0.1,2025-08-25,midnight,1,1,144,0,0,0.0,0.0,0.0048010420287027955,午夜规划·第1层
0.1,2025-08-25,midnight,2,1,144,0,0,0.0,0.0,0.013528625015169382,午夜规划·第2层
0.1,2025-08-25,execution,1,144,19620,0,0,0.0,0.0,0.6346522468375042,日内滚动·第1层
0.1,2025-08-25,execution,2,144,19620,0,0,0.0,-5.748471208042572e-12,1.7971728757256642,日内滚动·第2层
0.1,2025-08-26,midnight,1,1,360,0,0,0.0,0.0,0.013728208956308663,午夜规划·第1层
0.1,2025-08-26,midnight,2,1,360,0,0,0.0,0.0,0.08364929107483476,午夜规划·第2层
0.1,2025-08-26,execution,1,144,22320,0,0,0.0,0.0,0.7247888327110559,日内滚动·第1层
0.1,2025-08-26,execution,2,144,22320,0,0,0.0,-2.1197858283509655e-13,2.158844368183054,日内滚动·第2层
0.1,2025-08-27,midnight,1,1,360,0,0,0.0,0.0,0.013472166028805077,午夜规划·第1层
0.1,2025-08-27,midnight,2,1,360,0,0,0.0,0.0,0.07628870906773955,午夜规划·第2层
0.1,2025-08-27,execution,1,144,23544,0,0,0.0,0.0,0.7536505850730464,日内滚动·第1层
0.1,2025-08-27,execution,2,144,23544,0,0,0.0,-7.47036570106162e-12,2.328743291203864,日内滚动·第2层
0.1,2025-08-28,midnight,1,1,396,0,0,0.0,0.0,0.015959625015966594,午夜规划·第1层
0.1,2025-08-28,midnight,2,1,396,0,0,0.0,0.0,0.09815066691953689,午夜规划·第2层
0.1,2025-08-28,execution,1,144,25956,0,0,0.0,0.0,0.8203828289406374,日内滚动·第1层
0.1,2025-08-28,execution,2,144,25956,0,0,0.0,-5.718258061444438e-12,2.6484543783590198,日内滚动·第2层
0.1,2025-08-29,midnight,1,1,396,0,0,0.0,0.0,0.013975208974443376,午夜规划·第1层
0.1,2025-08-29,midnight,2,1,396,0,0,0.0,0.0,0.07118491595610976,午夜规划·第2层
0.1,2025-08-29,execution,1,144,23724,0,0,0.0,0.0,0.7295414987020195,日内滚动·第1层
0.1,2025-08-29,execution,2,144,23724,0,0,0.0,-1.2103526768645284e-12,2.0052978795720264,日内滚动·第2层
0.1,2025-08-30,midnight,1,1,360,0,0,0.0,0.0,0.013752541039139032,午夜规划·第1层
0.1,2025-08-30,midnight,2,1,360,0,0,0.0,0.0,0.05799866700544953,午夜规划·第2层
0.1,2025-08-30,execution,1,144,24732,0,0,0.0,0.0,0.7565319591667503,日内滚动·第1层
0.1,2025-08-30,execution,2,144,24732,0,0,0.0,0.0,2.2329949985723943,日内滚动·第2层
0.1,2025-08-31,midnight,1,1,432,0,0,0.0,0.0,0.020693166996352375,午夜规划·第1层
0.1,2025-08-31,midnight,2,1,432,0,0,0.0,0.0,0.11083712498657405,午夜规划·第2层
0.1,2025-08-31,execution,1,144,27144,1,1,414.0602960750885,414.0602960750885,0.8428015367826447,日内滚动·第1层
0.1,2025-08-31,execution,2,144,27144,0,0,0.0,0.0,2.3779164935695007,日内滚动·第2层
0.1,2025-09-01,midnight,1,1,432,0,0,0.0,0.0,0.023690875037573278,午夜规划·第1层
0.1,2025-09-01,midnight,2,1,432,0,0,0.0,0.0,0.11307387507986277,午夜规划·第2层
0.1,2025-09-01,execution,1,144,26388,0,0,0.0,-2.3684757858670007e-14,0.8148758352035657,日内滚动·第1层
0.1,2025-09-01,execution,2,144,26388,0,0,0.0,-1.438206536758632e-12,2.3039150504628196,日内滚动·第2层
0.1,2025-09-02,midnight,1,1,396,0,0,0.0,0.0,0.01815912500023842,午夜规划·第1层
0.1,2025-09-02,midnight,2,1,396,0,0,0.0,0.0,0.0982042090035975,午夜规划·第2层
0.1,2025-09-02,execution,1,144,27612,0,0,0.0,-4.5881581101657995e-12,0.8387779571348801,日内滚动·第1层
0.1,2025-09-02,execution,2,144,27612,0,0,0.0,-4.022367889861189e-12,2.7187274214811623,日内滚动·第2层
0.1,2025-09-03,midnight,1,1,468,0,0,0.0,0.0,0.023476790986023843,午夜规划·第1层
0.1,2025-09-03,midnight,2,1,468,0,0,0.0,0.0,0.13234949996694922,午夜规划·第2层
0.1,2025-09-03,execution,1,144,26856,0,0,0.0,0.0,0.8466651220805943,日内滚动·第1层
0.1,2025-09-03,execution,2,144,26856,0,0,0.0,-2.7711166694643907e-13,2.329202998080291,日内滚动·第2层
0.1,2025-09-04,midnight,1,1,252,0,0,0.0,0.0,0.009400333045050502,午夜规划·第1层
0.1,2025-09-04,midnight,2,1,252,0,0,0.0,0.0,0.04114804195705801,午夜规划·第2层
0.1,2025-09-04,execution,1,144,20412,0,0,0.0,-2.86251324369098e-12,0.6621579601196572,日内滚动·第1层
0.1,2025-09-04,execution,2,144,20412,0,0,0.0,-6.4606484753643745e-12,1.7356879106955603,日内滚动·第2层
0.1,2025-09-05,midnight,1,1,360,0,0,0.0,0.0,0.0129365409957245,午夜规划·第1层
0.1,2025-09-05,midnight,2,1,360,0,0,0.0,0.0,0.05907133303117007,午夜规划·第2层
0.1,2025-09-05,execution,1,144,26244,0,0,0.0,0.0,0.8061294311191887,日内滚动·第1层
0.1,2025-09-05,execution,2,144,26244,0,0,0.0,-7.789369188948841e-13,1.9835370038636029,日内滚动·第2层
0.1,2025-09-06,midnight,1,1,360,0,0,0.0,0.0,0.012168957968242466,午夜规划·第1层
0.1,2025-09-06,midnight,2,1,360,0,0,0.0,0.0,0.059083250002004206,午夜规划·第2层
0.1,2025-09-06,execution,1,144,25704,0,0,0.0,0.0,0.7644673230824992,日内滚动·第1层
0.1,2025-09-06,execution,2,144,25704,0,0,0.0,-2.2681696372636535e-12,1.7030615009134635,日内滚动·第2层
0.1,2025-09-07,midnight,1,1,360,0,0,0.0,0.0,0.01419504196383059,午夜规划·第1层
0.1,2025-09-07,midnight,2,1,360,0,0,0.0,0.0,0.06360754102934152,午夜规划·第2层
0.1,2025-09-07,execution,1,144,25308,0,0,0.0,-3.789561257387201e-14,0.7686619565356523,日内滚动·第1层
0.1,2025-09-07,execution,2,144,25308,0,0,0.0,-2.0135553437970377e-13,1.953200291725807,日内滚动·第2层
0.1,2025-09-08,midnight,1,1,396,0,0,0.0,0.0,0.014386666938662529,午夜规划·第1层
0.1,2025-09-08,midnight,2,1,396,0,0,0.0,0.0,0.0760014170082286,午夜规划·第2层
0.1,2025-09-08,execution,1,144,25200,0,0,0.0,-1.1368683772161603e-13,0.7611224597785622,日内滚动·第1层
0.1,2025-09-08,execution,2,144,25200,0,0,0.0,-5.679928911485884e-13,2.01320603385102,日内滚动·第2层
0.1,2025-09-09,midnight,1,1,360,0,0,0.0,0.0,0.014319500070996583,午夜规划·第1层
0.1,2025-09-09,midnight,2,1,360,0,0,0.0,0.0,0.0682973749935627,午夜规划·第2层
0.1,2025-09-09,execution,1,144,25524,0,0,0.0,-5.684341886080802e-14,0.7736389597412199,日内滚动·第1层
0.1,2025-09-09,execution,2,144,25524,0,0,0.0,-1.679814632065144e-12,1.9432830038713291,日内滚动·第2层
0.1,2025-09-10,midnight,1,1,396,0,0,0.0,0.0,0.01655954192392528,午夜规划·第1层
0.1,2025-09-10,midnight,2,1,396,0,0,0.0,0.0,0.07880012493114918,午夜规划·第2层
0.1,2025-09-10,execution,1,144,26100,0,0,0.0,0.0,1.018440334009938,日内滚动·第1层
0.1,2025-09-10,execution,2,144,26100,0,0,0.0,-7.965497830913892e-13,2.552386165014468,日内滚动·第2层
0.1,2025-09-11,midnight,1,1,252,0,0,0.0,0.0,0.013968707993626595,午夜规划·第1层
0.1,2025-09-11,midnight,2,1,252,0,0,0.0,0.0,0.055727750062942505,午夜规划·第2层
0.1,2025-09-11,execution,1,144,22104,0,0,0.0,0.0,0.7088397879851982,日内滚动·第1层
0.1,2025-09-11,execution,2,144,22104,0,0,0.0,-1.014644120944544e-12,1.9352697934955359,日内滚动·第2层
0.1,2025-09-12,midnight,1,1,360,0,0,0.0,0.0,0.011145791970193386,午夜规划·第1层
0.1,2025-09-12,midnight,2,1,360,0,0,0.0,0.0,0.05479524994734675,午夜规划·第2层
