n,mae,rmse,wape_pct,bias,absolute_error_sum,squared_error_sum,actual_abs_sum,variant,seed,month,target,lead,population,unit
10994,348.1289154436691,510.09649587592963,7.654864621833862,44.84953794841998,3827329.296387698,2860621595.543296,49998654.2606,gru,2026,5,pv,all,generating,千瓦
4464,215.42335757005975,385.93642820342825,7.675865797758212,32.47867563930492,961649.8681927468,664899080.4067705,12528226.6982,gru,2026,5,pv,0–6h,all,千瓦
2747,337.6582120407614,491.40193198385407,7.403658401306208,40.36477915438001,927547.1084759715,663334184.0067546,12528226.698199999,gru,2026,5,pv,0–6h,generating,千瓦
4464,219.56346477620727,389.66987412680885,7.822409994568526,24.2209981504332,980131.3067609892,677825414.6201417,12529786.9511,gru,2026,5,pv,6–12h,all,千瓦
2749,343.05787617469565,495.8245588088049,7.526593271575507,25.848428732914815,943066.1016042384,675819639.0812337,12529786.9511,gru,2026,5,pv,6–12h,generating,千瓦
4464,220.91066876649802,409.7997604151303,7.896888147855814,37.10467736899091,986145.2253736472,749665605.9924352,12487769.9533,gru,2026,5,pv,12–18h,all,千瓦
2749,353.0403967278747,521.9900765864929,7.771668234074592,54.56460713221376,970508.0506049275,749030036.5105703,12487769.9533,gru,2026,5,pv,12–18h,generating,千瓦
4464,225.21784095058,416.21443074359763,8.073419130532088,40.390399322454456,1005372.4420033891,773318595.3315449,12452870.658,gru,2026,5,pv,18–24h,all,千瓦
2749,358.7515590042056,530.0836038937988,7.919523640671554,58.61707394492863,986208.0357025613,772437735.9447371,12452870.658,gru,2026,5,pv,18–24h,generating,千瓦
17856,0.0424368878588461,0.05508278633499952,6.132593636475598,-0.007924949941381572,757.753069607556,54.17712798522826,12356.1598,gru,2026,5,price,all,all,元/千瓦时
4464,0.04256546650337169,0.054825771556111694,6.15819528508553,-0.007347199615916258,190.01224247105122,13.41818237209123,3085.5183,gru,2026,5,price,0–6h,all,元/千瓦时
4464,0.04222493304772349,0.05431843936887684,6.106565660109269,-0.009785287207554639,188.49210112503766,13.171000106819639,3086.7120999999997,gru,2026,5,price,6–12h,all,元/千瓦时
4464,0.04221111233797071,0.05524041435581176,6.097751094714387,-0.0075664141997401225,188.43040547670125,13.621911080292719,3090.1623,gru,2026,5,price,12–18h,all,元/千瓦时
4464,0.04274603954631848,0.055933817510641734,6.167830814891197,-0.00700089874231527,190.81832053476572,13.966034426024677,3093.7671,gru,2026,5,price,18–24h,all,元/千瓦时
17856,169.03657782232472,311.8942026396837,6.036796746295486,2.632700187770861,3018317.1335954303,1736995854.4401984,49998654.2606,gru,2026,5,pv_corrected,all,all,千瓦
10994,270.6452073106354,397.2001092392172,5.951106991129283,0.37891305535115816,2975473.4091731254,1734500587.015429,49998654.2606,gru,2026,5,pv_corrected,all,generating,千瓦
4464,140.65602312054352,249.48221129605022,5.011790593638592,-6.334819086019004,627888.4872101063,277845492.4341377,12528226.6982,gru,2026,5,pv_corrected,0–6h,all,千瓦
2747,220.54991013294315,317.1212697695594,4.835884740353883,-18.316897151401648,605850.6031351949,276254526.58648777,12528226.698199999,gru,2026,5,pv_corrected,0–6h,generating,千瓦
4464,152.13226192017657,279.50546503166794,5.420031640298943,-15.76669837833703,679118.4172116682,348742433.4421878,12529786.9511,gru,2026,5,pv_corrected,6–12h,all,千瓦
2749,246.23660112780885,356.13222464129205,5.402361741201997,-26.408345679235474,676904.4165003465,348656113.76545024,12529786.9511,gru,2026,5,pv_corrected,6–12h,generating,千瓦
4464,172.89512348926354,320.0118574831822,6.180477652474025,24.658823445349043,771803.8312560724,457147476.9827903,12487769.9533,gru,2026,5,pv_corrected,12–18h,all,千瓦
2749,278.25157212078,407.67608476358527,6.125301592041974,37.53609616732995,764913.5717600242,456883222.95236826,12487769.9533,gru,2026,5,pv_corrected,12–18h,generating,千瓦
4464,210.46290275931534,382.5437320038114,7.544496556013163,7.973494770090434,939506.3979175837,653260451.5810828,12452870.658,gru,2026,5,pv_corrected,18–24h,all,千瓦
2749,337.506299664445,487.27224346835374,7.450529626929973,8.69119698568907,927804.8177775594,652706723.7111225,12452870.658,gru,2026,5,pv_corrected,18–24h,generating,千瓦
17856,156.2271057598155,204.8329690912232,3.5469095388003207,-48.91606806909706,2789591.2004472655,749176071.5684195,78648501.4611,gru,3407,5,load,all,all,千瓦
4464,155.03492921610734,202.33719082089644,3.5221780858770306,-46.998202407891604,692075.9240207032,182757672.35539883,19649089.487999998,gru,3407,5,load,0–6h,all,千瓦
4464,154.9744813144041,202.54541284635587,3.5189217407536773,-47.06506113683776,691806.0845875,183134011.9994097,19659604.1502,gru,3407,5,load,6–12h,all,千瓦
4464,156.80075688284052,205.98740511921127,3.5597728457928897,-54.486430874775984,699958.578725,189411140.60641843,19663012.4743,gru,3407,5,load,12–18h,all,千瓦
4464,158.09825562591004,208.3995844160092,3.586715217649892,-47.114577856882846,705750.6131140625,193873246.60719252,19676795.3486,gru,3407,5,load,18–24h,all,千瓦
17856,223.56870940933624,398.708983807203,7.984300646185436,43.38837347556602,3992042.875213108,2838547852.8916306,49998654.2606,gru,3407,5,pv,all,all,千瓦
10994,347.6914954749883,507.02850077134855,7.645246372689371,55.0500475549046,3822520.3012520215,2826314439.1352882,49998654.2606,gru,3407,5,pv,all,generating,千瓦
4464,219.6517451338829,385.30529024718396,7.826529754753966,39.28066458605703,980525.3902776534,662726184.1151712,12528226.6982,gru,3407,5,pv,0–6h,all,千瓦
2747,338.4774607114782,489.74886557497797,7.421621646645489,45.366247181993366,929797.5845744306,658878804.308943,12528226.698199999,gru,3407,5,pv,0–6h,generating,千瓦
4464,224.29790091327865,386.28302262551256,7.991084234588475,28.679523429721357,1001265.829676876,666093856.4106869,12529786.9511,gru,3407,5,pv,6–12h,all,千瓦
2749,342.8497836343536,490.26244953647097,7.522027779794738,25.192294697794978,942494.0552108381,660742133.6507016,12529786.9511,gru,3407,5,pv,6–12h,generating,千瓦
4464,225.57303180023374,411.00432047543944,8.063553522541838,54.399984688835055,1006958.0139562434,754079197.6704686,12487769.9533,gru,3407,5,pv,12–18h,all,千瓦
2749,356.8590322130138,523.3150162210219,7.855729911923433,78.89741624164832,981005.4795535749,752837308.4504206,12487769.9533,gru,3407,5,pv,12–18h,generating,千瓦
4464,224.75215978994962,411.4317967338491,8.056725785213203,51.193321197650626,1003293.6413023351,755648614.6953039,12452870.658,gru,3407,5,pv,18–24h,all,千瓦
2749,352.57300178726024,523.6690217614299,7.783130561068889,70.7371867723375,969223.1819131784,753856192.7252231,12452870.658,gru,3407,5,pv,18–24h,generating,千瓦
17856,0.04234996719021137,0.055155138307249676,6.120032650827437,-0.008956590865954997,756.2010141484142,54.3195462138895,12356.1598,gru,3407,5,price,all,all,元/千瓦时
4464,0.041710542932510586,0.05393309072404385,6.034508486004677,-0.0075687646211956144,186.19586365072726,12.984786219814026,3085.5183,gru,3407,5,price,0–6h,all,元/千瓦时
4464,0.041984662829967066,0.05434773088111753,6.07181780487312,-0.009140796934546214,187.41953487297297,13.185209002999342,3086.7120999999997,gru,3407,5,price,6–12h,all,元/千瓦时
4464,0.042597107260970664,0.05563174320955092,6.1535113159905235,-0.010050524048277554,190.15348681297303,13.815592765709166,3090.1623,gru,3407,5,price,12–18h,all,元/千瓦时
4464,0.04310755573739715,0.056665793449484365,6.2199940264327225,-0.009066277859800607,192.43212881174088,14.333958225366967,3093.7671,gru,3407,5,price,18–24h,all,元/千瓦时
17856,182.56769431381008,329.0098225659203,6.520032984640319,51.188474639680734,3259928.7496673926,1932866705.4857907,49998654.2606,gru,3407,5,pv_corrected,all,all,千瓦
10994,284.65393945627216,418.4746827739913,6.2591392841714075,71.2732457595964,3129485.410382256,1925280934.9899821,49998654.2606,gru,3407,5,pv_corrected,all,generating,千瓦
4464,150.34465465944402,269.7355731149514,5.35701144756731,27.666181976541957,671138.538399758,324788495.2578994,12528226.6982,gru,3407,5,pv_corrected,0–6h,all,千瓦
2747,233.4167673320025,343.060635853082,5.118009717633344,34.058666838200274,641195.8598610109,323296077.8481667,12528226.698199999,gru,3407,5,pv_corrected,0–6h,generating,千瓦
4464,166.3515018162647,291.04625490539263,5.926621952998272,51.010867382233705,742593.1041078055,378136166.01524615,12529786.9511,gru,3407,5,pv_corrected,6–12h,all,千瓦
2749,256.5355259323755,369.674149549242,5.62831725344052,69.23811155859802,705216.1607881002,375675527.3467822,12529786.9511,gru,3407,5,pv_corrected,6–12h,generating,千瓦
4464,188.34098498491366,337.3549268860299,6.732620476808817,60.308875248801485,840754.1569726546,508040459.64325947,12487769.9533,gru,3407,5,pv_corrected,12–18h,all,千瓦
2749,293.84609413623593,429.09932056981665,6.4685921970163225,85.93945977392062,807782.9127805126,506162997.78515184,12487769.9533,gru,3407,5,pv_corrected,12–18h,generating,千瓦
4464,225.23363579461784,402.13965831169736,8.073985330773954,65.7679739511458,1005442.950187174,721901584.5693855,12452870.658,gru,3407,5,pv_corrected,18–24h,all,千瓦
2749,354.78009347131047,511.8267813036115,7.831852620472567,95.829669873908,975290.4769526324,720146332.0098815,12452870.658,gru,3407,5,pv_corrected,18–24h,generating,千瓦
17856,157.0121522099102,205.60266403508226,3.5647328782822876,-49.44099424445041,2803608.9898601566,754816964.663814,78648501.4611,gru,mean,5,load,all,all,千瓦
4464,154.87185756932192,202.03340910275386,3.5184733247393982,-47.74173377514911,691347.9721894531,182209312.8293907,19649089.487999998,gru,mean,5,load,0–6h,all,千瓦
4464,155.49312680270285,203.31064002951652,3.5306983433855366,-46.668076065730716,694121.3180472655,184520405.78288078,19659604.1502,gru,mean,5,load,6–12h,all,千瓦
4464,157.43493068200115,206.27472025996263,3.5741701912818034,-53.09175977988841,702789.5305644531,189939897.61460653,19663012.4743,gru,mean,5,load,12–18h,all,千瓦
4464,160.2486937856148,210.68423498703797,3.6355013933195246,-50.26240735703335,715350.1690589844,198147348.43693584,19676795.3486,gru,mean,5,load,18–24h,all,千瓦
17856,220.28456923243215,398.51466212009973,7.867014275450034,42.15693606934276,3933401.2682143087,2835781639.8713937,49998654.2606,gru,mean,5,pv,all,all,千瓦
10994,344.5389135638905,507.399585172259,7.575925535872527,55.23138056769946,3787860.815721412,2830453003.3285875,49998654.2606,gru,mean,5,pv,all,generating,千瓦
4464,216.65154455713355,385.4755930200045,7.719627990464105,38.60792404365373,967132.4949030442,663312156.0822502,12528226.6982,gru,mean,5,pv,0–6h,all,千瓦
2747,335.8749848253538,490.74772272688523,7.364558492925492,46.54599976085663,922648.583315247,661569150.2623806,12528226.698199999,gru,mean,5,pv,0–6h,generating,千瓦
4464,220.85030926596806,386.09300930224475,7.868256534694954,32.86787536811888,985875.7805632814,665438712.0183303,12529786.9511,gru,mean,5,pv,6–12h,all,千瓦
2749,338.78864982212536,491.1022392028511,7.432927646700812,33.53088884722589,931329.9983610227,663007694.3032994,12529786.9511,gru,mean,5,pv,6–12h,generating,千瓦
4464,221.43905110840652,408.9925004189497,7.9157762182086495,49.53608712243604,988503.9241479267,746714999.1408886,12487769.9533,gru,mean,5,pv,12–18h,all,千瓦
2749,351.00715966330955,520.998764137992,7.726909492430632,71.86025852348699,964918.681914438,746187768.9293829,12487769.9533,gru,mean,5,pv,12–18h,generating,千瓦
4464,222.19737199822052,412.7004163478115,7.9651439081064,47.61585774316239,991889.0686000563,760315772.6299245,12452870.658,gru,mean,5,pv,18–24h,all,千瓦
2749,352.4785566135701,525.6907976949967,7.781045662015453,68.98205620084573,968963.5521307043,759688389.8335242,12452870.658,gru,mean,5,pv,18–24h,generating,千瓦
17856,0.041766873203385554,0.0543503227616255,6.035769203305807,-0.008164178693512837,745.7892879196525,52.74586662513343,12356.1598,gru,mean,5,price,all,all,元/千瓦时
4464,0.04142489685433847,0.053546701635957795,5.9931823952483745,-0.006979268996289341,184.92073955776692,12.799400679187032,3085.5183,gru,mean,5,price,0–6h,all,元/千瓦时
4464,0.04142145589721726,0.053527147643557094,5.9903668737093385,-0.008966939445552966,184.90537912517786,12.790054307593433,3086.7120999999997,gru,mean,5,price,6–12h,all,元/千瓦时
4464,0.04187593076947182,0.05478423429594655,6.049331290946181,-0.008821954193372132,186.9341549549222,13.397858229483095,3090.1623,gru,mean,5,price,12–18h,all,元/千瓦时
4464,0.04234520929251467,0.05551678321762579,6.109994972853175,-0.0078885521388369,189.02901428178546,13.758553408869872,3093.7671,gru,mean,5,price,18–24h,all,元/千瓦时
17856,173.52748252170613,311.8037699012853,6.197180251607838,30.88964862324712,3098506.7279075845,1735988727.5506158,49998654.2606,gru,mean,5,pv_corrected,all,all,千瓦
10994,268.03723464134805,396.5333905293904,5.8937613446310735,36.37076546808231,2946801.3576469803,1728682595.4732456,49998654.2606,gru,mean,5,pv_corrected,all,generating,千瓦
4464,140.81392118983396,242.48776970312684,5.017416744875253,20.27258384804582,628593.3441914188,262484621.5857836,12528226.6982,gru,mean,5,pv_corrected,0–6h,all,千瓦
2747,210.61642950524933,307.5748071066619,4.618078406372112,14.731271189362008,578563.3318509199,259872413.6225257,12528226.698199999,gru,mean,5,pv_corrected,0–6h,generating,千瓦
4464,156.54010209998006,272.553505717994,5.577070212777746,19.481186921916752,698795.015774311,331610085.7710086,12529786.9511,gru,mean,5,pv_corrected,6–12h,all,千瓦
2749,238.69018974659085,346.1417147115259,5.23679559895289,16.12525800600344,656159.3316133783,329368924.2377838,12529786.9511,gru,mean,5,pv_corrected,6–12h,generating,千瓦
4464,180.09483130081227,320.5208042743472,6.4378454274326,51.173036544501784,803943.326926826,458602727.7820184,12487769.9533,gru,mean,5,pv_corrected,12–18h,all,千瓦
2749,279.5389365557401,407.81484745253636,6.153641038115533,70.1875754090795,768452.5365917296,457194299.0077199,12487769.9533,gru,mean,5,pv_corrected,12–18h,generating,千瓦
4464,216.6610754961981,391.2378378827577,7.766683422458046,32.63178717852414,967175.0410150283,683291292.4118052,12452870.658,gru,mean,5,pv_corrected,18–24h,all,千瓦
2749,343.26160698106696,498.1767260924896,7.5775793670895215,44.423213728940134,943626.157590953,682246958.6052161,12452870.658,gru,mean,5,pv_corrected,18–24h,generating,千瓦
17856,159.12184143497373,208.47371688232104,3.612630308116174,-50.84985025693833,2841279.600662891,776044805.5023174,78648501.4611,tcn,42,5,load,all,all,千瓦
4464,157.6323140591748,206.23442163104724,3.581187059023263,-48.52955746930303,703670.6499601563,189865690.07475883,19649089.487999998,tcn,42,5,load,0–6h,all,千瓦
4464,158.60430454889112,207.47075941857628,3.601342174018531,-51.00073281670028,708009.61550625,192148933.88524944,19659604.1502,tcn,42,5,load,6–12h,all,千瓦
4464,158.86262616049925,207.48053456050562,3.6065824812315017,-51.43903521645385,709162.7631804687,192167040.79683477,19663012.4743,tcn,42,5,load,12–18h,all,千瓦
4464,161.38812097132967,212.6505058122226,3.6613511461218433,-52.43007552529612,720436.5720160156,201863140.74547452,19676795.3486,tcn,42,5,load,18–24h,all,千瓦
17856,231.11417813617356,412.04104546493505,8.253771678113948,52.79647302603841,4126774.7647995153,3031552810.1277714,49998654.2606,tcn,42,5,pv,all,all,千瓦
10994,362.8875409967821,524.478505958236,7.979386014920206,73.27130100709928,3989585.6257186225,3024204269.114745,49998654.2606,tcn,42,5,pv,all,generating,千瓦
4464,226.75993972668917,403.9605367349513,8.079805668629678,44.821302530444726,1012256.3709399404,728453890.4277438,12528226.6982,tcn,42,5,pv,0–6h,all,千瓦
2747,359.4663292766025,514.5233018411127,7.881833800666301,63.80776486304765,987454.0065228271,727224924.6936598,12528226.698199999,tcn,42,5,pv,0–6h,generating,千瓦
4464,227.009671562575,403.34595083503183,8.08769676459958,47.07874106929544,1013371.1738553348,726239035.829591,12529786.9511,tcn,42,5,pv,6–12h,all,千瓦
2749,357.8709690951221,513.5016451274759,7.851588362052104,65.68774838868343,983787.2940424907,724867149.8191679,12529786.9511,tcn,42,5,pv,6–12h,generating,千瓦
4464,233.1033917731916,416.50901025924946,8.33274111203936,56.21592873323184,1040573.5408755272,774413629.119551,12487769.9533,tcn,42,5,pv,12–18h,all,千瓦
2749,363.83264087866485,530.014869651176,8.009243712174124,76.59159504003976,1000175.9297754497,772237429.8791697,12487769.9533,tcn,42,5,pv,12–18h,generating,千瓦
4464,237.5837094822385,423.98050152100313,8.516700351716707,63.069919771181624,1060573.6791287127,802446254.750886,12452870.658,tcn,42,5,pv,18–24h,all,千瓦
2749,370.37773567764845,539.415756024506,8.176174179756389,86.99121066122137,1018168.3953778555,799874764.722748,12452870.658,tcn,42,5,pv,18–24h,generating,千瓦
17856,0.043140751872482744,0.05615789388013395,6.234309671481036,-0.008746713531296368,770.3212654350518,56.312628708455414,12356.1598,tcn,42,5,price,all,all,元/千瓦时
4464,0.042671045354190265,0.05495740894869593,6.173469995660221,-0.007479192108941335,190.48354646110533,13.482694187853165,3085.5183,tcn,42,5,price,0–6h,all,元/千瓦时
4464,0.04252198270155804,0.054907003569663534,6.149524951800822,-0.008119605657055065,189.8181307797551,13.457973639019732,3086.7120999999997,tcn,42,5,price,6–12h,all,元/千瓦时
4464,0.04324927506236139,0.05669992803837861,6.247722453878273,-0.009430881656837186,193.06476387838126,14.351232531783843,3090.1623,tcn,42,5,price,12–18h,all,元/千瓦时
4464,0.044120704371821286,0.05800740040114697,6.366181355920755,-0.009957174702351879,196.9548243158102,15.020728349798672,3093.7671,tcn,42,5,price,18–24h,all,元/千瓦时
17856,177.9322030951305,328.3216914221154,6.354485866573248,41.12800120381212,3177157.41846665,1924789895.8886259,49998654.2606,tcn,42,5,pv_corrected,all,all,千瓦
10994,284.9232645627772,418.19085017319014,6.265061364004764,62.73153916971006,3132446.3706031726,1922670157.3313198,49998654.2606,tcn,42,5,pv_corrected,all,generating,千瓦
4464,154.62591234033093,278.13811409807056,5.509559248208761,36.55637956096001,690250.0726872373,345338658.1346358,12528226.6982,tcn,42,5,pv_corrected,0–6h,all,千瓦
2747,245.35926970653804,354.1935665276705,5.379866840857035,53.490906282034295,674001.91388386,344619617.8186674,12528226.698199999,tcn,42,5,pv_corrected,0–6h,generating,千瓦
4464,164.58779473186604,302.3205784691871,5.863786180486879,41.49708961449755,734719.9156830499,407999476.3887736,12529786.9511,tcn,42,5,pv_corrected,6–12h,all,千瓦
2749,263.8511560787205,385.0627427050216,5.788820120335132,63.96868694669693,725326.8280604028,407603345.1878431,12529786.9511,tcn,42,5,pv_corrected,6–12h,generating,千瓦
4464,178.65507917929497,331.37920591137566,6.386378644376151,53.020439344337944,797516.2734563728,490201563.0850663,12487769.9533,tcn,42,5,pv_corrected,12–18h,all,千瓦
2749,286.7261065613791,422.0799964660183,6.311856079066702,82.71263539977548,788210.0669372311,489738537.8726568,12487769.9533,tcn,42,5,pv_corrected,12–18h,generating,千瓦
4464,213.8600261290299,390.65305763898226,7.666273768182821,33.43809629545299,954671.1566399895,681250198.2801503,12452870.658,tcn,42,5,pv_corrected,18–24h,all,千瓦
2749,343.7277416230189,497.6147750351345,7.587869397122899,50.74720514535887,944907.5617216789,680708656.4521525,12452870.658,tcn,42,5,pv_corrected,18–24h,generating,千瓦
17856,164.18043869779854,214.92695013257782,3.7274784120812265,-55.993438251257466,2931605.9133878904,824832812.5586146,78648501.4611,tcn,2026,5,load,all,all,千瓦
4464,161.40321013157345,210.89594156389813,3.666856576063571,-52.59595431245099,720503.9300273438,198545766.2225017,19649089.487999998,tcn,2026,5,load,0–6h,all,千瓦
4464,163.11044604772206,213.2225029964252,3.7036606922201134,-55.34746971098651,728125.0311570313,202950562.9400463,19659604.1502,tcn,2026,5,load,6–12h,all,千瓦
4464,164.3670678402918,214.48942676923932,3.7315471970435365,-56.57772831156194,733734.5908390626,205369508.17003727,19663012.4743,tcn,2026,5,load,12–18h,all,千瓦
4464,167.84103077160688,220.96996950985397,3.8077458655774534,-59.452600670030385,749242.3613644531,217966975.2260294,19676795.3486,tcn,2026,5,load,18–24h,all,千瓦
17856,229.83400829573927,399.6696533824654,8.208053022264428,62.83100964325053,4103916.05212872,2852243013.2432613,49998654.2606,tcn,2026,5,pv,all,all,千瓦
10994,350.29880769874615,507.91972281731864,7.702577496920413,79.05944587058183,3851185.0918400153,2836258998.426079,49998654.2606,tcn,2026,5,pv,all,generating,千瓦
4464,226.13686232540712,391.76445811817536,8.057604461816247,61.56073462906576,1009474.9534206174,685131999.8376176,12528226.6982,tcn,2026,5,pv,0–6h,all,千瓦
2747,348.7884507520981,498.2225172276493,7.64770543586725,81.3447543427541,958121.8742160134,681875933.819784,12528226.698199999,tcn,2026,5,pv,0–6h,generating,千瓦
4464,227.53103199808217,389.64699814523203,8.106271326107983,63.538151881456564,1015698.5268394388,677745832.0422678,12529786.9511,tcn,2026,5,pv,6–12h,all,千瓦
2749,346.5119068849706,495.176369499527,7.602373733442915,80.20990003134503,952561.2320267842,674053801.8676026,12529786.9511,tcn,2026,5,pv,6–12h,generating,千瓦
4464,232.3471696760527,406.0805706351634,8.305708459658252,66.76108948400773,1037197.7654338992,736119982.838704,12487769.9533,tcn,2026,5,pv,12–18h,all,千瓦
2749,351.60902272379036,515.8903368841962,7.740158627860329,82.71987686082612,966573.2034676997,731626666.3091557,12487769.9533,tcn,2026,5,pv,12–18h,generating,千瓦
4464,233.32096918341503,410.7769756009242,8.363893234253206,59.46406257847208,1041544.8064347646,753245198.5246718,12452870.658,tcn,2026,5,pv,18–24h,all,千瓦
2749,354.28475159313126,521.8759695758988,7.820917833944132,71.9649148945262,973928.7821295179,748702596.4295365,12452870.658,tcn,2026,5,pv,18–24h,generating,千瓦
17856,0.04353051750167176,0.0565165605064858,6.290635060497122,-0.009956275657005608,777.280920509851,57.03423549464527,12356.1598,tcn,2026,5,price,all,all,元/千瓦时
4464,0.04311785235399094,0.05544303590387843,6.238112180641273,-0.009310517410741698,192.47809290821556,13.722024547785793,3085.5183,tcn,2026,5,price,0–6h,all,元/千瓦时
4464,0.04292940605427789,0.05537698687300489,6.208446476958332,-0.008972441428939822,191.63686862629652,13.689350053793511,3086.7120999999997,tcn,2026,5,price,6–12h,all,元/千瓦时
4464,0.043630605945226116,0.056980963882494386,6.30280891523042,-0.01002376502769395,194.76702493948937,14.49385021358237,3090.1623,tcn,2026,5,price,12–18h,all,元/千瓦时
4464,0.04444420565319211,0.05821610855753966,6.412859391899589,-0.011518378760646961,198.39893403584958,15.129010679483596,3093.7671,tcn,2026,5,price,18–24h,all,元/千瓦时
17856,181.20107795829185,322.4616760990539,6.471227067751147,53.346862295534585,3235526.448023259,1856694245.2594242,49998654.2606,tcn,2026,5,pv_corrected,all,all,千瓦
10994,281.8330110789789,410.0121937697073,6.197111041534484,74.17748307514104,3098472.123802294,1848201329.4440894,49998654.2606,tcn,2026,5,pv_corrected,all,generating,千瓦
4464,154.50015358893998,267.36744577151694,5.5050782703358925,39.61805374716922,689688.6856210281,319110607.1246309,12528226.6982,tcn,2026,5,pv_corrected,0–6h,all,千瓦
2747,237.52791154818007,339.48319738832765,5.208152667899899,50.83927168881908,652489.1730228506,316588567.0758291,12528226.698199999,tcn,2026,5,pv_corrected,0–6h,generating,千瓦
4464,167.58986966358236,296.2635383033373,5.970741410831041,56.00564435633343,748121.1781782317,391814583.5474501,12529786.9511,tcn,2026,5,pv_corrected,6–12h,all,千瓦
2749,259.79331098209894,376.6330394580394,5.699792140736219,78.59579123980747,714171.81188979,389952375.1849414,12529786.9511,tcn,2026,5,pv_corrected,6–12h,generating,千瓦
4464,184.98388954943616,329.1476519530113,6.612614470291926,65.4748076491766,825768.0829486831,483621621.17351043,12487769.9533,tcn,2026,5,pv_corrected,12–18h,all,千瓦
2749,288.56563765034883,418.6584039418051,6.352350666831281,94.49923473919611,793266.9379008089,481830587.9163329,12487769.9533,tcn,2026,5,pv_corrected,12–18h,generating,千瓦
4464,217.7303990312088,385.1370122928537,7.80501563027891,52.28894342945912,971948.5012753161,662147433.4138327,12452870.658,tcn,2026,5,pv_corrected,18–24h,all,千瓦
2749,341.4129505234065,489.92386223233086,7.536769848210884,72.75865521376268,938544.2009888444,659829799.2669861,12452870.658,tcn,2026,5,pv_corrected,18–24h,generating,千瓦
17856,162.15354778737716,211.61486631533901,3.681460797728606,-45.62158108325808,2895413.7492914065,799606886.9848837,78648501.4611,tcn,3407,5,load,all,all,千瓦
4464,160.27658723704567,208.63952784532796,3.6412612699592177,-42.21059250085755,715474.6854261719,194319940.31498346,19649089.487999998,tcn,3407,5,load,0–6h,all,千瓦
4464,161.38355781127493,210.48203402188167,3.6644491748945134,-44.83388785737288,720416.2020695313,197767193.18769288,19659604.1502,tcn,3407,5,load,6–12h,all,千瓦
4464,161.79864079878612,210.67861613095698,3.673237422138664,-46.29725350179911,722269.1325257813,198136779.57223332,19663012.4743,tcn,3407,5,load,12–18h,all,千瓦
4464,165.15540530240185,216.57513260360741,3.746818098214237,-49.14459047300277,737253.7292699219,209382973.90997392,19676795.3486,tcn,3407,5,load,18–24h,all,千瓦
17856,238.22640689506267,399.235360793179,8.507770427873897,80.28678430427756,4253770.721518239,2846047721.7815733,49998654.2606,tcn,3407,5,pv,all,all,千瓦
10994,351.89676168077284,505.68534839200413,7.7377142547756055,95.37776031811524,3868752.9979184167,2811360081.3322983,49998654.2606,tcn,3407,5,pv,all,generating,千瓦
4464,237.46745438073057,389.4813271709945,8.461330896158554,77.1158449978441,1060054.7163555813,677169623.6152211,12528226.6982,tcn,3407,5,pv,0–6h,all,千瓦
2747,345.9178399918354,492.046078262198,7.5847630263116,85.33917807512447,950236.3064575719,665074365.5869254,12528226.698199999,tcn,3407,5,pv,0–6h,generating,千瓦
4464,232.4074751190008,388.13285804363244,8.280004863451726,75.48045317221442,1037466.9689312195,672488723.5612811,12529786.9511,tcn,3407,5,pv,6–12h,all,千瓦
2749,344.8888235862966,491.7706613031717,7.56676374258299,90.0608039535376,948099.3760387293,664813715.7427182,12529786.9511,tcn,3407,5,pv,6–12h,generating,千瓦
4464,237.69783409981036,403.0985109625963,8.496978526907867,78.28714090646443,1061083.1314215534,725348260.1877311,12487769.9533,tcn,3407,5,pv,12–18h,all,千瓦
2749,352.68481670476234,511.1102866153603,7.763840659678271,93.82365467671715,969530.5611213916,718131510.2560142,12487769.9533,tcn,3407,5,pv,12–18h,generating,千瓦
4464,245.33286398070888,415.60108756159315,8.794485503680436,90.26369814058732,1095165.9048098845,771041114.4173398,12452870.658,tcn,3407,5,pv,18–24h,all,千瓦
2749,364.0912165517368,526.9528766514317,8.037397816042782,112.28010112419851,1000886.7543007245,763340489.746641,12452870.658,tcn,3407,5,pv,18–24h,generating,千瓦
17856,0.043353847632678494,0.0565134926417474,6.265104335483806,-0.012304789496297151,774.1263033291071,57.02804373175715,12356.1598,tcn,3407,5,price,all,all,元/千瓦时
4464,0.04277407892461613,0.05506800126375029,6.188376465616372,-0.009899363729399112,190.9434883194864,13.53701198285518,3085.5183,tcn,3407,5,price,0–6h,all,元/千瓦时
4464,0.04267473046757334,0.055118732523329744,6.171615318683184,-0.01083265829225301,190.49999680724738,13.561965349103437,3086.7120999999997,tcn,3407,5,price,6–12h,all,元/千瓦时
4464,0.043466638343627684,0.05704728730027787,6.279122412630365,-0.013021853269672682,194.03507356595398,14.527610299862463,3090.1623,tcn,3407,5,price,12–18h,all,元/千瓦时
4464,0.04449994279489682,0.0587379517500579,6.4209017102942045,-0.015465282693863797,198.64774463641942,15.40145609993607,3093.7671,tcn,3407,5,price,18–24h,all,元/千瓦时
17856,192.4311787757262,334.47628488766577,6.872287222592406,44.772530392535494,3436051.128219367,1997629021.278664,49998654.2606,tcn,3407,5,pv_corrected,all,all,千瓦
10994,293.05657478910206,424.57857456146394,6.443901402702923,53.23550643088369,3221863.983231388,1981855023.9472303,49998654.2606,tcn,3407,5,pv_corrected,all,generating,千瓦
