n,mae,rmse,wape_pct,bias,absolute_error_sum,squared_error_sum,actual_abs_sum,variant,seed,month,target,lead,population,unit
4032,477.58516561205386,708.0782160826997,24.286292330620594,-159.56282686218267,1925623.3877478011,2021543032.6863408,7928848.7577,mlp,2026,2,pv,0–6h,all,千瓦
2036,723.8706836760342,934.3539636140159,18.587827274837885,-537.9076589841436,1473800.7119644056,1777463282.4980075,7928848.7577,mlp,2026,2,pv,0–6h,generating,千瓦
4032,403.56359128073757,652.4333958046491,20.522121269371027,-139.14226920897764,1627168.400043934,1716298762.5955014,7928850.914999999,mlp,2026,2,pv,6–12h,all,千瓦
2036,711.0123965918635,904.4758106738175,18.25764231135167,-363.7371267355098,1447621.239461034,1665603737.9035048,7928850.915,mlp,2026,2,pv,6–12h,generating,千瓦
4032,309.89465543801543,456.34589620262096,15.735198578448278,226.05762252666256,1249495.2507260782,839670358.3872845,7940765.6948,mlp,2026,2,pv,12–18h,all,千瓦
2038,473.45834537274004,583.3802319565674,12.151323247095842,307.59430381308607,964908.1078696442,693597624.8868294,7940765.694800001,mlp,2026,2,pv,12–18h,generating,千瓦
4032,410.02176324726344,567.9617550974023,20.74601439946542,228.84312185610133,1653207.7494129662,1300644798.781392,7968796.8859,mlp,2026,2,pv,18–24h,all,千瓦
2040,427.5622393648767,563.9228656712445,10.9455289273048,69.46798343881514,872226.9683043484,648738356.7908117,7968796.885899999,mlp,2026,2,pv,18–24h,generating,千瓦
16128,0.09639214463413412,0.12001103740538592,12.534472413572944,0.014299760055816953,1554.6125086593152,232.28592467055796,12402.696,mlp,2026,2,price,all,all,元/千瓦时
4032,0.09019797543649162,0.1119768284234525,11.720550056380418,0.006306479688319894,363.6782369599342,50.556482338422086,3102.911,mlp,2026,2,price,0–6h,all,元/千瓦时
4032,0.07991791907922616,0.10014219534310469,10.387141096185568,0.02211128766943538,322.2290497274399,40.434747849766524,3102.1919,mlp,2026,2,price,6–12h,all,元/千瓦时
4032,0.0930333002880334,0.11571902148269683,12.100001753544216,0.01899331264773768,375.11026676135066,53.992076273504615,3100.0843999999997,mlp,2026,2,price,12–18h,all,元/千瓦时
4032,0.12241938373278531,0.14714766417324826,15.935224175822025,0.009787960217774857,493.5949552105904,87.30261820886477,3097.5086999999994,mlp,2026,2,price,18–24h,all,元/千瓦时
16128,1014.722866947205,1191.6256268326301,51.516716384248554,995.5266631356263,16365450.398124523,22901302521.607246,31767262.253399998,mlp,2026,2,pv_corrected,all,all,千瓦
8150,1031.122391748667,1246.136902255958,26.453798334013523,993.1351064636185,8403647.492751636,12655786010.18721,31767262.253399998,mlp,2026,2,pv_corrected,all,generating,千瓦
4032,875.911658980695,1067.1587580262676,44.54210083879353,865.2109259182415,3531675.8090101625,4591753749.403294,7928848.7577,mlp,2026,2,pv_corrected,0–6h,all,千瓦
2036,777.6907268931869,915.0939151686212,19.969838854812956,756.4994912803126,1583378.3199545287,1704940034.6061022,7928848.7577,mlp,2026,2,pv_corrected,0–6h,generating,千瓦
4032,1024.4459160275444,1155.5988875435412,52.09539159840615,1007.947897680449,4130565.933423059,5384368236.812019,7928850.914999999,mlp,2026,2,pv_corrected,6–12h,all,千瓦
2036,705.543455343592,853.8609808056895,18.1172087920328,672.8715447465937,1436486.4750795532,1484403977.7684362,7928850.915,mlp,2026,2,pv_corrected,6–12h,generating,千瓦
4032,1116.5065602908421,1244.9798499708231,56.69169226389142,1109.8121687479895,4501754.451092675,6249498501.792162,7940765.6948,mlp,2026,2,pv_corrected,12–18h,all,千瓦
2038,1229.867159653905,1415.4991729530288,31.56457913140563,1216.6229071020007,2506469.271374658,4083414057.789385,7940765.694800001,mlp,2026,2,pv_corrected,12–18h,generating,千瓦
4032,1042.0273324897387,1286.7303942705428,52.723820982721804,999.1356601958244,4201454.204598626,6675682033.599773,7968796.8859,mlp,2026,2,pv_corrected,18–24h,all,千瓦
2040,1410.4477580112234,1624.419645992354,36.10725016010909,1325.6736292420749,2877313.4263428957,5383027940.023286,7968796.885899999,mlp,2026,2,pv_corrected,18–24h,generating,千瓦
16128,583.6027909459916,841.1377613036053,12.930051507552323,46.79192908952501,9412345.812376954,11410765365.740282,72794341.2049,mlp,3407,2,load,all,all,千瓦
4032,628.9874440497505,881.0999926445658,13.925212599481736,73.80976115335132,2536077.374408594,3130191578.4582396,18212126.7901,mlp,3407,2,load,0–6h,all,千瓦
4032,656.3763585424998,939.6508135418868,14.538602362666996,52.56682222464424,2646509.4776433595,3560028802.404197,18203328.0203,mlp,3407,2,load,6–12h,all,千瓦
4032,535.8592534550743,789.2212282933295,11.877048291588558,45.4126908171154,2160584.5099308593,2511412433.465369,18191258.104599997,mlp,3407,2,load,12–18h,all,千瓦
4032,513.1881077366421,740.2026333014145,11.376823945446477,15.378442162989037,2069174.4503941408,2209132551.4124765,18187628.2899,mlp,3407,2,load,18–24h,all,千瓦
16128,1409.917551720211,2077.456019351001,71.58045314940486,1193.8056465682846,22739150.27414356,69605601606.98254,31767262.253399998,mlp,3407,2,pv,all,all,千瓦
8150,1584.0859528846133,2224.0367457870475,40.64026799988982,1156.4230318674022,12910300.516009599,40312666489.879974,31767262.253399998,mlp,3407,2,pv,all,generating,千瓦
4032,1398.6240708766322,2069.290803376166,71.12321632189153,1231.0201676633894,5639252.2537745815,17264880577.4747,7928848.7577,mlp,3407,2,pv,0–6h,all,千瓦
2036,2063.0625231121976,2743.13213241475,52.976105679620574,1731.1475242144595,4200395.297056435,15320439652.02449,7928848.7577,mlp,3407,2,pv,0–6h,generating,千瓦
4032,1451.1419995981864,1932.5894704356294,73.7938524144881,1001.4936096218157,5851004.542379888,15059125110.914305,7928850.914999999,mlp,3407,2,pv,6–12h,all,千瓦
2036,661.413584178245,926.115503850013,16.98402545114454,-229.04923919342826,1346638.0573869068,1746256690.2956963,7928850.915,mlp,3407,2,pv,6–12h,generating,千瓦
4032,1421.1701086464786,2057.0881446126054,72.16127635921796,1173.9871604446562,5730157.878062602,17061858111.13351,7940765.6948,mlp,3407,2,pv,12–18h,all,千瓦
2038,1049.664787708702,1336.1065006877657,26.93967961743536,560.6355202161857,2139216.837350335,3638198024.445057,7940765.694800001,mlp,3407,2,pv,12–18h,generating,千瓦
4032,1368.7340277595463,2239.3784683409935,69.2543137809341,1368.7216485432762,5518735.59992649,20219737807.460033,7968796.8859,mlp,3407,2,pv,18–24h,all,千瓦
2040,2560.8089824587855,3100.2666016855437,65.55632423583747,2560.784515301923,5224050.3242159225,19607772123.11473,7968796.885899999,mlp,3407,2,pv,18–24h,generating,千瓦
16128,0.11475313242910917,0.14951302828185734,14.92206629765555,-0.06134639669376396,1850.7385198166728,360.52766065631306,12402.696,mlp,3407,2,price,all,all,元/千瓦时
4032,0.10772975952356226,0.14369510227205615,13.998673838824349,-0.07489590324677291,434.366390399003,83.25387470524996,3102.911,mlp,3407,2,price,0–6h,all,元/千瓦时
4032,0.11099638843660849,0.14105411380680588,14.426491094132682,-0.061440339287941056,447.53743817640543,80.22173250399173,3102.1919,mlp,3407,2,price,6–12h,all,元/千瓦时
4032,0.12133376518520747,0.1556624755210677,15.780787814252944,-0.05421324158391013,489.2177412267565,97.69861094251914,3100.0843999999997,mlp,3407,2,price,12–18h,all,元/千瓦时
4032,0.11895261657105848,0.15697525531082548,15.483958124621502,-0.05483610265643173,479.6169500145078,99.35344250455213,3097.5086999999994,mlp,3407,2,price,18–24h,all,元/千瓦时
16128,487.2209492555328,683.1699775464323,24.735840963922584,266.23187741135337,7857899.4695932325,7527279807.464945,31767262.253399998,mlp,3407,2,pv_corrected,all,all,千瓦
8150,591.5038819800827,781.4283538642482,15.175234805201749,154.18955674045995,4820756.638137674,4976636718.617357,31767262.253399998,mlp,3407,2,pv_corrected,all,generating,千瓦
4032,446.82644120676406,651.3402182548142,22.72214120865993,370.52290263298124,1801604.2109456726,1710552130.2222357,7928848.7577,mlp,3407,2,pv_corrected,0–6h,all,千瓦
2036,561.0129475643076,764.7551361174048,14.405904263612996,409.9049576185845,1142222.3612409304,1190755451.491747,7928848.7577,mlp,3407,2,pv_corrected,0–6h,generating,千瓦
4032,428.8777169907144,601.8312553356685,21.80940180922245,333.6135013887475,1729234.9549065605,1460393867.1123915,7928850.914999999,mlp,3407,2,pv_corrected,6–12h,all,千瓦
2036,451.3113693125539,576.5239059088137,11.588942178014955,262.6545337000144,918869.9479203597,676725301.4757463,7928850.915,mlp,3407,2,pv_corrected,6–12h,generating,千瓦
4032,489.03919243417386,699.6791310770731,24.831434394114204,113.71750055625773,1971806.023894589,1973869174.2259445,7940765.6948,mlp,3407,2,pv_corrected,12–18h,all,千瓦
2038,662.6978019350521,858.1894708906193,17.008159820507743,-79.84246384108022,1350578.1203436363,1500964924.277048,7940765.694800001,mlp,3407,2,pv_corrected,12–18h,generating,千瓦
4032,584.1404463904787,768.6930769840897,29.55595824024327,247.07360506742702,2355254.2798464103,2382464635.9043746,7968796.8859,mlp,3407,2,pv_corrected,18–24h,all,千瓦
2040,690.7285336435037,887.8789004416195,17.682546422107794,24.525835499119108,1409086.2086327476,1608191041.3728156,7968796.885899999,mlp,3407,2,pv_corrected,18–24h,generating,千瓦
16128,583.7402127972074,916.6909680501387,12.93309616676583,93.41204512656076,9414562.15199336,13552718552.831009,72794341.2049,mlp,mean,2,load,all,all,千瓦
4032,594.9639611203148,943.688693814126,13.171963488312269,104.95236162157816,2398894.6912371092,3590690950.557089,18212126.7901,mlp,mean,2,load,0–6h,all,千瓦
4032,578.7328783117869,912.8385809836124,12.81881512408558,102.81229756983197,2333450.965353125,3359761876.5265293,18203328.0203,mlp,mean,2,load,6–12h,all,千瓦
4032,567.5128951018802,875.564148196557,12.578635187811251,90.89859393639941,2288211.993050781,3090981912.912079,18191258.104599997,mlp,mean,2,load,12–18h,all,千瓦
4032,593.7511166548471,933.1956495006033,13.16281850603791,74.98492737843345,2394004.5023523434,3511283812.835311,18187628.2899,mlp,mean,2,load,18–24h,all,千瓦
16128,564.7661147624077,754.555456402055,28.672750664603583,225.99957850233767,9108547.898888111,9182540292.486439,31767262.253399998,mlp,mean,2,pv,all,all,千瓦
8150,645.9471972231521,815.9767093160038,16.57199671591228,-24.436446556284633,5264469.65736869,5426416619.69132,31767262.253399998,mlp,mean,2,pv,all,generating,千瓦
4032,573.1442893083239,728.0261143403084,29.145691198194992,121.50138050597067,2310917.774491162,2137048797.3869572,7928848.7577,mlp,mean,2,pv,0–6h,all,千瓦
2036,824.4324666582681,951.3698710010106,21.1700910612797,-69.980209319673,1678544.502116234,1842793029.6291041,7928848.7577,mlp,mean,2,pv,0–6h,generating,千瓦
4032,737.78756237583,870.3232865972691,37.518166041836174,128.0057298137697,2974759.4514993466,3054089296.71608,7928850.914999999,mlp,mean,2,pv,6–12h,all,千瓦
2036,694.2301374265761,845.3684731304695,17.826701182216755,-513.3535309870913,1413452.559800509,1455023033.5189488,7928850.915,mlp,mean,2,pv,6–12h,generating,千瓦
4032,524.1774822862824,757.251946896538,26.61561478841144,303.9326275535389,2113483.608578291,2312071820.668904,7940765.6948,mlp,mean,2,pv,12–18h,all,千瓦
2038,403.16039431286515,552.9161142216468,10.347124133730198,-32.57427412796993,821640.8836096192,623049675.4478369,7940765.694800001,mlp,mean,2,pv,12–18h,generating,千瓦
4032,423.95512507919426,645.3685688898526,21.451005575809102,350.5585761360712,1709387.0643193112,1679330377.7144957,7968796.8859,mlp,mean,2,pv,18–24h,all,千瓦
2040,662.1724077658465,859.0780743284498,16.951513900831007,517.1062875017916,1350831.711842327,1505550881.0954301,7968796.885899999,mlp,mean,2,pv,18–24h,generating,千瓦
16128,0.08564912834391589,0.11216086760556258,11.137490928832532,-0.031166123366116412,1381.3491419306754,202.89121126094076,12402.696,mlp,mean,2,price,all,all,元/千瓦时
4032,0.08967384808438991,0.11297710890296249,11.652443640061225,-0.0399553928572448,361.56495547626014,51.46375101264169,3102.911,mlp,mean,2,price,0–6h,all,元/千瓦时
4032,0.07657614866329564,0.10142100912138013,9.952802449468328,-0.02210395207762245,308.75503141040804,41.47404343971466,3102.1919,mlp,mean,2,price,6–12h,all,元/千瓦时
4032,0.08418264248213835,0.11190017939639929,10.948876568908313,-0.028306948812388714,339.42441448798184,50.48729340055166,3100.0843999999997,mlp,mean,2,price,12–18h,all,元/千瓦时
4032,0.09216387414583965,0.12144357748317894,11.996890938709084,-0.03429819971720968,371.6047405560255,59.46612340803275,3097.5086999999994,mlp,mean,2,price,18–24h,all,元/千瓦时
16128,518.2370529140859,599.9992939839376,26.310505207302906,386.7441227158645,8358127.189398377,5806066336.055574,31767262.253399998,mlp,mean,2,pv_corrected,all,all,千瓦
8150,520.7194989498807,639.8397679326624,13.359237200200702,260.50870407418574,4243863.916441528,3336568668.3192043,31767262.253399998,mlp,mean,2,pv_corrected,all,generating,千瓦
4032,464.7387128185635,531.8121432959321,23.633020976276104,361.3832615533435,1873826.4900844481,1140346996.0122762,7928848.7577,mlp,mean,2,pv_corrected,0–6h,all,千瓦
2036,422.37313863139275,528.5146407093234,10.845858415679636,217.69279506490594,859951.7102535156,568711249.0041983,7928848.7577,mlp,mean,2,pv_corrected,0–6h,generating,千瓦
4032,500.0683596933274,566.8694315326327,25.429606987174587,399.49028774503677,2016275.6262834962,1295646720.1015167,7928850.914999999,mlp,mean,2,pv_corrected,6–12h,all,千瓦
2036,394.2213544048557,477.8171192811708,10.122963417685678,195.04120406325063,802634.6775682862,464837530.1375268,7928850.915,mlp,mean,2,pv_corrected,6–12h,generating,千瓦
4032,525.5272350961716,613.346316645158,26.684149782877228,386.83761669184366,2118925.8119077636,1516813015.1012797,7940765.6948,mlp,mean,2,pv_corrected,12–18h,all,千瓦
2038,590.6461827869598,700.6577597461908,15.158952760790935,316.2612262578873,1203736.9205198241,1000497601.8442185,7940765.694800001,mlp,mean,2,pv_corrected,12–18h,generating,千瓦
4032,582.6139040482809,677.9659274768673,29.478719244045084,399.26532487323396,2349099.2611226686,1853259604.8405013,7968796.8859,mlp,mean,2,pv_corrected,18–24h,all,千瓦
2040,675.2650039705403,799.0565169750046,17.286682391633356,312.8819298363301,1377540.6080999023,1302522287.3332605,7968796.885899999,mlp,mean,2,pv_corrected,18–24h,generating,千瓦
16128,319.15084289577425,419.8984189633992,7.070968304712908,2.667766112821066,5147264.794223047,2843603195.2951365,72794341.2049,gru,42,2,load,all,all,千瓦
4032,328.3299671886626,456.16946266721595,7.268928241946521,-16.531344110979344,1323826.4277046875,839021213.1978292,18212126.7901,gru,42,2,load,0–6h,all,千瓦
4032,318.15151785200817,417.13149296467856,7.046991179573085,7.250427115982293,1282786.9199792969,701562687.5293009,18203328.0203,gru,42,2,load,6–12h,all,千瓦
4032,308.0396387657529,396.4857865123202,6.8275421983565225,-5.699358588421548,1242015.8235035157,633834346.950174,18191258.104599997,gru,42,2,load,12–18h,all,千瓦
4032,322.08224777667334,407.3923035509114,7.140214228793693,25.651340034702844,1298635.6230355469,669184947.6178322,18187628.2899,gru,42,2,load,18–24h,all,千瓦
16128,165.78293275789053,304.72207150777814,8.416674745816636,44.13367906192387,2673747.1395192584,1497574163.0544543,31767262.253399998,gru,42,2,pv,all,all,千瓦
8150,299.0395425415694,425.35091671063077,7.67196194709207,58.308356822728854,2437172.2717137905,1474525729.1245778,31767262.253399998,gru,42,2,pv,all,generating,千瓦
4032,166.26026812120313,296.9500626515907,8.454712929335146,32.12070636412993,670361.401064691,355539097.70581573,7928848.7577,gru,42,2,pv,0–6h,all,千瓦
2036,287.5524880242389,411.49014747920967,7.383882370675711,21.9087193579722,585456.8656173504,344743952.03793204,7928848.7577,gru,42,2,pv,0–6h,generating,千瓦
4032,163.70081697892024,303.3035288591577,8.324556750213615,43.194639044011154,660041.6940590064,370915899.45346105,7928850.914999999,gru,42,2,pv,6–12h,all,千瓦
2036,297.7305491190257,424.69959851279066,7.645236422084199,59.085701656573114,606179.3980063363,367232808.91702044,7928850.915,gru,42,2,pv,6–12h,generating,千瓦
4032,171.91429257658984,318.8178607253034,8.729113215400929,61.66778963116579,693158.4276688102,409831947.7759944,7940765.6948,gru,42,2,pv,12–18h,all,千瓦
2038,314.7022567485644,446.22883399198673,8.076843265550197,96.58945013622403,641363.1992535742,405806911.11855835,7940765.694800001,gru,42,2,pv,12–18h,generating,千瓦
4032,161.25635335484895,299.34088396225684,8.15914404691617,39.5515812083886,650185.616726751,361287218.11918306,7968796.8859,gru,42,2,pv,18–24h,all,千瓦
2040,296.1631415865341,418.17885811931484,7.581731815822207,55.61723899117713,604172.8088365295,356742057.0510671,7968796.885899999,gru,42,2,pv,18–24h,generating,千瓦
16128,0.06113764583930846,0.08122893856264989,7.950109815610791,0.008894885168277791,986.0279520963669,106.4148093391179,12402.696,gru,42,2,price,all,all,元/千瓦时
4032,0.06587894752173433,0.08914538309937439,8.560474870456574,0.009216767317778062,265.6239164076328,32.041898090230795,3102.911,gru,42,2,price,0–6h,all,元/千瓦时
4032,0.06200332219899883,0.08301313125289728,8.058734055309838,0.010969722920668029,249.99739510636329,27.78523760037615,3102.1919,gru,42,2,price,6–12h,all,元/千瓦时
4032,0.057871117071724605,0.075963947706449,7.526773917290562,0.004919364138810879,233.3363440331936,23.266742087829208,3100.0843999999997,gru,42,2,price,12–18h,all,元/千瓦时
4032,0.05879719656477608,0.07605235828405263,7.65357968322017,0.010473686295854193,237.07029654917716,23.320931560681743,3097.5086999999994,gru,42,2,price,18–24h,all,元/千瓦时
16128,215.98779165349748,375.0933451137551,10.965537653200755,3.172930371135093,3483451.1037876075,2269129243.0242496,31767262.253399998,gru,42,2,pv_corrected,all,all,千瓦
8150,359.8596441668376,513.0869937167241,9.232322497812438,-61.27877089597722,2932856.0999597264,2145554844.4383154,31767262.253399998,gru,42,2,pv_corrected,all,generating,千瓦
4032,174.70833446725317,236.21758600873204,8.884316325089092,37.66409652399744,704424.0045719647,224980551.69324422,7928848.7577,gru,42,2,pv_corrected,0–6h,all,千瓦
2036,219.3290599766662,282.60755543393776,5.632015186048633,-52.06699473217812,446553.9661124924,162609273.87067285,7928848.7577,gru,42,2,pv_corrected,0–6h,generating,千瓦
4032,175.8437874617931,303.6706211160666,8.942054260405397,-2.574314149035847,709002.1510459498,371814291.5921993,7928850.914999999,gru,42,2,pv_corrected,6–12h,all,千瓦
2036,312.72191448447563,419.7745706698217,8.030190310248662,-40.60902151496564,636701.8178903924,358764965.2085835,7928850.915,gru,42,2,pv_corrected,6–12h,generating,千瓦
4032,247.34934095503442,394.76126535170994,12.559400202222157,-1.6853237122920313,997312.5427306988,628332593.1002393,7940765.6948,gru,42,2,pv_corrected,12–18h,all,千瓦
2038,410.55738596700365,539.8677115204667,10.536968155963546,-82.13533627964027,836715.9526007534,593989663.4305009,7940765.694800001,gru,42,2,pv_corrected,12–18h,generating,千瓦
4032,266.04970372990925,508.8506848807544,13.46140980625385,-20.712737178129196,1072712.405438994,1044001806.638567,7968796.8859,gru,42,2,pv_corrected,18–24h,all,千瓦
2040,496.5119428216119,710.6303960350283,12.710630950429762,-70.26558744368758,1012884.3633560883,1030190941.9285583,7968796.885899999,gru,42,2,pv_corrected,18–24h,generating,千瓦
16128,424.6476132488432,605.1071623851861,9.408309207991481,54.698279467531236,6848716.706477343,5905342646.297774,72794341.2049,gru,2026,2,load,all,all,千瓦
4032,500.01929052976584,733.1380628892762,11.069974433254787,83.43719717058454,2016077.7794160158,2167165402.4443865,18212126.7901,gru,2026,2,load,0–6h,all,千瓦
4032,396.5789109664675,566.2153120927397,8.784141928517775,34.31792606482125,1599006.1690167969,1292658311.5418596,18203328.0203,gru,2026,2,load,6–12h,all,千瓦
4032,386.60538998965313,536.4195682384636,8.568912185595957,35.45739113692024,1558792.9324382814,1160191683.2586117,18191258.104599997,gru,2026,2,load,12–18h,all,千瓦
4032,415.3868615094866,564.6074386553453,9.208676353564616,65.58060349779885,1674839.82560625,1285327249.0529165,18187628.2899,gru,2026,2,load,18–24h,all,千瓦
16128,155.83220322354677,283.829897123526,7.911483695200622,-17.01279467011886,2513261.7735893624,1299262172.562569,31767262.253399998,gru,2026,2,pv,all,all,千瓦
8150,283.5502270202754,396.30828811809704,7.274578249083799,-58.49199703236753,2310934.350215244,1280041112.7334375,31767262.253399998,gru,2026,2,pv,all,generating,千瓦
4032,159.08399125846964,294.92430060078556,8.089782922536344,-38.027487476695754,641426.6527541496,350704743.3181657,7928848.7577,gru,2026,2,pv,0–6h,all,千瓦
2036,298.48279906099003,413.1177017335718,7.66455506290248,-91.86763426916075,607710.9788881757,347476455.4487394,7928848.7577,gru,2026,2,pv,0–6h,generating,千瓦
4032,147.79024702387167,272.02357426019245,7.515468286494458,-5.145105348495039,595890.2760002506,298355198.21166706,7928850.914999999,gru,2026,2,pv,6–12h,all,千瓦
2036,271.1292860588703,380.25251425240197,6.962159237620877,-31.736794867152554,552019.22641586,294389260.2759761,7928850.915,gru,2026,2,pv,6–12h,generating,千瓦
4032,148.99446444330658,279.6088099514317,7.565336942617632,-17.640801631658743,600745.6806354121,315226141.181102,7940765.6948,gru,2026,2,pv,12–18h,all,千瓦
2038,277.6198054457707,391.49038040679557,7.125120992664309,-52.053105650529666,565789.1634984807,312353495.1842552,7940765.694800001,gru,2026,2,pv,12–18h,generating,千瓦
