predictor_id,scenario,issue_hour,month,period,target,population,unit,n,absolute_error_sum,squared_error_sum,signed_error_sum,actual_abs_sum,mae,rmse,wape_pct,bias,policy_label,experiment,name,seed,order,case_id,alpha_load,alpha_pv,target_label,month_label
exp001_selected,2,0,3,monthly,pv,pv_generating,kW,2426,767227.5621517443,552055952.784744,-19010.252338815175,10285934.3167,316.25208662479156,477.03050311332714,7.458997292118536,-7.836047954993889,v1旧预测·v2重算,exp001,selected,ensemble,0.0,,,,光伏,3月
exp001_selected,2,0,4,monthly,pv,pv_generating,kW,2526,820441.3775999676,585967594.3500111,-89067.61624846837,11671282.1779,324.79864513062853,481.63731469825206,7.029573658612277,-35.260338974057156,v1旧预测·v2重算,exp001,selected,ensemble,0.0,,,,光伏,4月
exp001_selected,2,0,5,monthly,pv,pv_generating,kW,2747,929282.8974555074,664355757.0915391,101441.66449211024,12528226.6982,338.2900973627621,491.780180135305,7.417513426613064,36.92816326614861,v1旧预测·v2重算,exp001,selected,ensemble,0.0,,,,光伏,5月
exp001_selected,2,0,6,monthly,pv,pv_generating,kW,2765,1019931.3901358407,873407203.989031,368812.6236671022,10237650.7621,368.87211216486105,562.0317070940346,9.962553068440744,133.386120675263,v1旧预测·v2重算,exp001,selected,ensemble,0.0,,,,光伏,6月
exp001_selected,2,0,7,monthly,pv,pv_generating,kW,2784,914259.4117570196,631797075.2134352,-231952.80833299508,12156607.0836,328.3977772115731,476.38073491958824,7.520679129215347,-83.31638230351835,v1旧预测·v2重算,exp001,selected,ensemble,0.0,,,,光伏,7月
exp001_selected,2,0,8,monthly,pv,pv_generating,kW,2668,954958.23805735,702233061.9056114,-420282.920883226,13016993.1671,357.930374084464,513.0358616285472,7.336242908008693,-157.52733166537706,v1旧预测·v2重算,exp001,selected,ensemble,0.0,,,,光伏,8月
exp001_selected,2,0,9,monthly,pv,pv_generating,kW,2415,753154.6901272662,504775954.9440177,86856.05692608828,11264829.8663,311.8652961189508,457.18372517944186,6.685894940858475,35.965240963183554,v1旧预测·v2重算,exp001,selected,ensemble,0.0,,,,光伏,9月
exp001_selected,2,0,10,monthly,pv,pv_generating,kW,2321,635700.3476817993,379702715.27173287,54125.85474820557,10554293.4631,273.89071421016774,404.4681058262165,6.0231445136933095,23.32005805609891,v1旧预测·v2重算,exp001,selected,ensemble,0.0,,,,光伏,10月
exp001_selected,2,0,11,monthly,pv,pv_generating,kW,2095,457098.94140850374,195969096.63556173,225881.08811924595,8010905.7698,218.18565222362943,305.84527936454407,5.7059582841643595,107.81913514045152,v1旧预测·v2重算,exp001,selected,ensemble,0.0,,,,光伏,11月
exp001_selected,2,0,12,monthly,pv,pv_generating,kW,2097,425797.9536934216,175217191.77790278,197019.6134912228,6757767.9032,203.05100319190345,289.06076157226136,6.300866792003819,93.95308225618636,v1旧预测·v2重算,exp001,selected,ensemble,0.0,,,,光伏,12月
exp002_seed_42,2,0,2,monthly,load,all,kW,4032,578360.7711183594,130922109.14321582,147814.7291871094,18212126.7901,143.44265156705342,180.1964516749264,3.1756904494688274,36.66039910394578,v2网络·确定性,exp002,primary,42,1.0,,,,负载,2月
exp002_seed_42,2,0,3,monthly,load,all,kW,4464,621488.9845929688,138411955.07000214,-36461.3203828125,19443840.3155,139.22244278516328,176.0859515590895,3.1963283719088045,-8.167858508694556,v2网络·确定性,exp002,primary,42,1.0,,,,负载,3月
exp002_seed_42,2,0,4,monthly,load,all,kW,4320,549919.0451222657,109305108.40303108,-148834.88444882812,18977659.7719,127.29607525978372,159.06636485010765,2.897717904799434,-34.45251954833984,v2网络·确定性,exp002,primary,42,1.0,,,,负载,4月
exp002_seed_42,2,0,5,monthly,load,all,kW,4464,713171.1111742187,192754766.00830716,-216202.36592968748,19649089.488,159.76055357845402,207.7975723993206,3.6295377025473026,-48.4324296437472,v2网络·确定性,exp002,primary,42,1.0,,,,负载,5月
exp002_seed_42,2,0,6,monthly,load,all,kW,4320,880026.270196875,334052277.0363554,-357805.905684375,20737609.7592,203.70978476779513,278.07717630297856,4.243624411952595,-82.82544113064236,v2网络·确定性,exp002,primary,42,1.0,,,,负载,6月
exp002_seed_42,2,0,7,monthly,load,all,kW,4464,1126980.2294058595,491872155.1191983,-375597.0457292968,23825522.6407,252.4597288095563,331.9433907720408,4.730138542609315,-84.13912314724391,v2网络·确定性,exp002,primary,42,1.0,,,,负载,7月
exp002_seed_42,2,0,8,monthly,load,all,kW,4464,816720.8653957031,234682082.42227268,379251.5894386719,22521670.3527,182.95718310835645,229.28617725510236,3.626377851222705,84.95779333303582,v2网络·确定性,exp002,primary,42,1.0,,,,负载,8月
exp002_seed_42,2,0,9,monthly,load,all,kW,4320,843633.45459375,325194331.3313505,315772.3847898437,19595133.0698,195.28552189670137,274.3655692428639,4.30532138561466,73.09545944209344,v2网络·确定性,exp002,primary,42,1.0,,,,负载,9月
exp002_seed_42,2,0,10,monthly,load,all,kW,4464,550912.3143601562,114791328.07855472,135461.07907890624,19405095.0093,123.41225680111026,160.3586706212166,2.8390085907650975,30.34522380799871,v2网络·确定性,exp002,primary,42,1.0,,,,负载,10月
exp002_seed_42,2,0,11,monthly,load,all,kW,4320,510083.5463246094,93331460.438055,19850.952466015628,18738740.217699997,118.07489498254849,146.98470917422415,2.722080248718114,4.595127885651766,v2网络·确定性,exp002,primary,42,1.0,,,,负载,11月
exp002_seed_42,2,0,12,monthly,load,all,kW,4464,679632.1060308593,179061713.15225244,-250408.86410585936,20941989.5206,152.24733558038963,200.28078025393413,3.2453082137316795,-56.09517565095416,v2网络·确定性,exp002,primary,42,1.0,,,,负载,12月
exp002_seed_42,2,0,2,monthly,load,pv_generating,kW,2036,311582.7632652344,73541965.18827575,84623.14048007812,11041710.0541,153.03672066072417,190.0547501359841,2.8218705412350302,41.56342852656096,v2网络·确定性,exp002,primary,42,1.0,,,,负载,2月
exp002_seed_42,2,0,3,monthly,load,pv_generating,kW,2426,355390.6186046875,84592670.17431334,-5666.124830468754,12447297.5511,146.49242316763707,186.73295445529035,2.8551628748786575,-2.3355831947521657,v2网络·确定性,exp002,primary,42,1.0,,,,负载,3月
exp002_seed_42,2,0,4,monthly,load,pv_generating,kW,2526,325103.7909652344,66033411.70944813,-105297.66798398436,12832349.4944,128.70300513271354,161.6833113062928,2.533470516113271,-41.68553760252746,v2网络·确定性,exp002,primary,42,1.0,,,,负载,4月
exp002_seed_42,2,0,5,monthly,load,pv_generating,kW,2747,403657.5578152344,98352298.10124692,-116444.33971054688,13593091.3839,146.9448699727828,189.21820851507337,2.969578783920607,-42.3896395014732,v2网络·确定性,exp002,primary,42,1.0,,,,负载,5月
exp002_seed_42,2,0,6,monthly,load,pv_generating,kW,2765,509886.9232648437,177506600.4858415,-182684.5510453125,14541332.1321,184.40756718439192,253.37262189970977,3.5064663858359166,-66.07036204170434,v2网络·确定性,exp002,primary,42,1.0,,,,负载,6月
exp002_seed_42,2,0,7,monthly,load,pv_generating,kW,2784,700546.16686875,302594120.0749606,-230354.87123203123,16157122.530900002,251.6329622373384,329.6822966032483,4.335834957796334,-82.74241064368938,v2网络·确定性,exp002,primary,42,1.0,,,,负载,7月
exp002_seed_42,2,0,8,monthly,load,pv_generating,kW,2668,489459.2763050781,140002504.529256,226671.87398867187,14745514.2869,183.4555008639723,229.07357300122428,3.3193774512152254,84.95947300924733,v2网络·确定性,exp002,primary,42,1.0,,,,负载,8月
exp002_seed_42,2,0,9,monthly,load,pv_generating,kW,2415,430075.33746953134,154218272.6919024,136102.2049890625,12617957.8663,178.08502586730077,252.70239019263215,3.408438528853985,56.35702069940478,v2网络·确定性,exp002,primary,42,1.0,,,,负载,9月
exp002_seed_42,2,0,10,monthly,load,pv_generating,kW,2321,276158.28204375,53376151.37908667,11452.450540625008,11964408.5436,118.98245671854804,151.64778033353818,2.3081649296527287,4.934274252746665,v2网络·确定性,exp002,primary,42,1.0,,,,负载,10月
exp002_seed_42,2,0,11,monthly,load,pv_generating,kW,2095,254382.28735546872,47357267.27376905,1840.3863500000116,10922633.644900002,121.42352618399462,150.3492628737095,2.32894643934382,0.8784660381861631,v2网络·确定性,exp002,primary,42,1.0,,,,负载,11月
exp002_seed_42,2,0,12,monthly,load,pv_generating,kW,2097,349481.5060097656,102836073.84829684,-183667.63753242185,11943412.0743,166.65784740570606,221.44890058216484,2.9261445877914976,-87.58590249519402,v2网络·确定性,exp002,primary,42,1.0,,,,负载,12月
exp002_seed_42,2,0,2,monthly,net_load,all,kW,4032,920427.1495876652,439366311.4271622,185809.42062176476,11949435.2218,228.2805430524963,330.10576987137256,7.702683285888528,46.08368567008055,v2网络·确定性,exp002,primary,42,1.0,,,,净负载,2月
exp002_seed_42,2,0,3,monthly,net_load,all,kW,4464,1180358.880993181,738340343.0705122,7999.335884200605,12562015.0946,264.41731205044374,406.6925403451931,9.396254280100164,1.791965923880064,v2网络·确定性,exp002,primary,42,1.0,,,,净负载,3月
exp002_seed_42,2,0,4,monthly,net_load,all,kW,4320,1177978.164660648,737938104.2964538,-94811.58992929054,12041832.4582,272.6801307084833,413.3025594212781,9.78238294503502,-21.947127298446883,v2网络·确定性,exp002,primary,42,1.0,,,,净负载,4月
exp002_seed_42,2,0,5,monthly,net_load,all,kW,4464,1405308.767488028,891911064.839389,-422056.78062347753,12329827.1922,314.8093117132679,446.99090122667263,11.397635551429651,-94.54676985292956,v2网络·确定性,exp002,primary,42,1.0,,,,净负载,5月
exp002_seed_42,2,0,6,monthly,net_load,all,kW,4320,1640704.6344948784,1303148073.7661858,-640250.0593098445,12512603.2655,379.792739466407,549.2309593469178,13.1124163348059,-148.2060322476492,v2网络·确定性,exp002,primary,42,1.0,,,,净负载,6月
exp002_seed_42,2,0,7,monthly,net_load,all,kW,4464,1556851.177177247,995350012.3051716,-83499.8073143569,14558102.5933,348.75698413468785,472.1998231759843,10.69405279430953,-18.705153968269915,v2网络·确定性,exp002,primary,42,1.0,,,,净负载,7月
exp002_seed_42,2,0,8,monthly,net_load,all,kW,4464,1450324.7514906293,940185348.7438432,597629.3020151978,14763437.7052,324.89353752030223,458.928096196408,9.823760430673904,133.87753181344036,v2网络·确定性,exp002,primary,42,1.0,,,,净负载,8月
exp002_seed_42,2,0,9,monthly,net_load,all,kW,4320,1390695.4857031978,892953590.5134585,258391.20897582432,12992757.2159,321.92025132018466,454.64515836668,10.70362096816003,59.81277985551489,v2网络·确定性,exp002,primary,42,1.0,,,,净负载,9月
exp002_seed_42,2,0,10,monthly,net_load,all,kW,4464,1016098.1622865926,514078027.7809437,148501.09315111488,13205688.9884,227.6205560677851,339.35357448719543,7.694397188811146,33.266373913780214,v2网络·确定性,exp002,primary,42,1.0,,,,净负载,10月
exp002_seed_42,2,0,11,monthly,net_load,all,kW,4320,828632.8453769824,317502164.44348097,-254989.35221797504,12694137.6827,191.81315865207924,271.1012198404019,6.527681250111783,-59.025313013420146,v2网络·确定性,exp002,primary,42,1.0,,,,净负载,11月
exp002_seed_42,2,0,12,monthly,net_load,all,kW,4464,948416.5573084548,393795347.7111637,-454744.53065077413,14723218.5464,212.45890620709116,297.01145381742,6.441638791949834,-101.86929450062144,v2网络·确定性,exp002,primary,42,1.0,,,,净负载,12月
exp002_seed_42,2,0,2,monthly,net_load,pv_generating,kW,2036,654088.8420321422,382115474.5679741,125109.08888323171,4779018.4858,321.261710231897,433.219928180682,13.686677378956588,61.44847194657747,v2网络·确定性,exp002,primary,42,1.0,,,,净负载,2月
exp002_seed_42,2,0,3,monthly,net_load,pv_generating,kW,2426,914292.9822255411,684548689.6281888,39074.518757958416,5565472.3302,376.8726225167111,531.1984186212035,16.427949470960453,16.106561730403303,v2网络·确定性,exp002,primary,42,1.0,,,,净负载,3月
exp002_seed_42,2,0,4,monthly,net_load,pv_generating,kW,2526,952623.2126171992,694466807.0539558,-48537.80392466418,5896522.1807,377.1271625562942,524.3352716155539,16.15567928727963,-19.215282630508383,v2网络·确定性,exp002,primary,42,1.0,,,,净负载,4月
exp002_seed_42,2,0,5,monthly,net_load,pv_generating,kW,2747,1094055.260434352,796300939.7955946,-315954.5012716062,6273829.088099999,398.2727558916461,538.4052479917096,17.438397588954427,-115.01802012071576,v2网络·确定性,exp002,primary,42,1.0,,,,净负载,5月
