date,hour,plan_kwh,emergency_kwh,actual_net_kwh,predicted_net_kwh
2025-09-23,4.75,623.9007568359375,0.0,600.4158166666667,623.9007568359375
2025-09-23,4.916666666666667,591.3616536458334,0.0,618.1233333333333,591.3616536458334
2025-09-23,5.083333333333333,585.0149420549473,0.0,625.1652666666668,585.0149420549473
2025-09-23,5.25,607.6239013671875,0.0,614.9081333333334,607.6239013671875
2025-09-23,5.416666666666667,1454.0066731770835,0.0,592.9466666666666,620.67333984375
2025-09-23,5.583333333333333,1429.4379951953888,0.0,583.97805,596.1046618620554
2025-09-23,5.75,179.57357388352744,0.0,666.9134333333333,659.6616617838541
2025-09-23,5.916666666666667,0.0,0.0,790.6233333333333,783.4150390625
2025-09-23,6.083333333333333,0.0,0.0,793.7720833333333,782.9947230021158
2025-09-23,6.25,0.0,0.0,742.6598166666666,720.9183298746744
2025-09-23,6.416666666666667,0.0,0.0,690.46875,663.0445760091146
2025-09-23,6.583333333333333,0.0,0.0,630.5840166666667,615.0073038736979
2025-09-23,6.75,0.0,0.0,584.88215,565.3406575520834
2025-09-23,6.916666666666667,0.0,0.0,546.2125,506.97625732421875
2025-09-23,7.083333333333333,0.0,0.0,484.7228333333334,446.13881429036456
2025-09-23,7.25,0.0,0.0,425.30834999999996,407.5290934244792
2025-09-23,7.416666666666667,0.0,0.0,361.3204166666667,364.325439453125
2025-09-23,7.583333333333333,0.0,0.0,285.4682666666667,284.6951090494792
2025-09-23,7.75,0.0,0.0,357.73021666666665,329.9375813802083
2025-09-23,7.916666666666667,0.0,0.0,491.32458333333335,459.2041422526042
2025-09-23,8.083333333333334,0.0,0.0,424.22700000000003,449.4760335286458
2025-09-23,8.25,0.0,0.0,340.29964999999993,351.8055826822917
2025-09-23,8.416666666666666,0.0,0.0,322.8887500000001,255.80257161458334
2025-09-23,8.583333333333334,0.0,0.0,267.1647500000001,201.90576171875
2025-09-23,8.75,0.0,96.65464816487307,177.01698333333343,165.78426106770834
2025-09-23,8.916666666666666,0.0,103.28666666666656,103.28666666666656,130.904541015625
2025-09-23,9.083333333333334,0.0,88.5305333333334,88.5305333333334,98.06852213541667
2025-09-23,9.25,0.0,75.39373333333333,75.39373333333333,43.997233072916664
2025-09-23,9.416666666666666,0.0,46.359583333333376,46.359583333333376,-35.855387369791664
2025-09-23,9.583333333333334,0.0,34.08066666666658,34.08066666666658,-116.13118489583333
