date,repeat,grid_kwh,off_grid_check,risk_seconds,planning_seconds,grid_states,max_actions_per_state,objective_surrogate_yuan,terminal_value_yuan_per_soc_kwh,exact_for_discrete_surrogate_only,projected_seconds,greedy_seconds,full_day_seconds,greedy_simultaneous_slots,total_cost,planned_cost,emergency_cost,simultaneous_slots,throughput_kwh,direction_reversals,equivalent_full_cycles,initial_soc,final_soc,final_mode,max_balance_error,max_state_error
2025-02-15,2,25.0,False,0.0037565419916063547,0.1287782919825986,385,67,18749.530301247734,0.39138456507350644,True,0.00036579195875674486,0.0002952920040115714,0.1329006259329617,0,19479.545676317543,17694.295197430605,1785.2504788869355,0,26930.12098224792,5,1.129695359108184,6000.0,1822.0360534340643,-1,0.0,9.094947017729282e-13
2025-03-20,2,100.0,False,0.006095124990679324,0.012705042026937008,97,16,42667.76691842036,0.39138456507350644,True,0.0005658750887960196,0.0006217089248821139,0.01936604210641235,0,43184.774493284654,40788.68967449758,2396.084818787075,0,32574.93496376241,9,1.365118275472829,6000.0,1572.001088452466,-1,0.0,9.094947017729282e-13
2025-03-20,2,50.0,False,0.006095124990679324,0.03827845794148743,193,33,42394.94281132974,0.39138456507350644,True,0.00041329197119921446,0.0003340418916195631,0.04478687490336597,0,42795.904420039995,40469.80285058192,2326.101569458076,0,33498.440867752375,9,1.4035950104416648,6000.0,1548.9024779896192,-1,0.0,7.176481631177012e-13
2025-03-20,2,25.0,False,0.006095124990679324,0.14664945809636265,385,67,42265.55254608564,0.39138456507350644,True,0.00042695796582847834,0.00033479195553809404,0.15317154105287045,0,42652.229990419735,40244.45253650399,2407.7774539157444,0,33610.84430873393,9,1.4082813352956443,6000.0,1544.643686627151,-1,0.0,9.094947017729282e-13
2025-06-21,2,100.0,False,0.006797374924644828,0.01451866701245308,97,16,24636.915249199603,0.39138456507350644,True,0.0003983329515904188,0.00033091590739786625,0.021714374888688326,0,22264.650545166045,22128.125271149802,136.5252740162439,0,23591.520389920162,6,0.9882050608656485,6000.0,2996.1196359723453,-1,0.0,7.958078640513122e-13
2025-06-21,2,50.0,False,0.006797374924644828,0.04025170800741762,193,33,24446.672234228507,0.39138456507350644,True,0.0004057500045746565,0.0003215830074623227,0.047454832936637104,0,22237.158858727456,22117.90576513647,119.25309359098262,0,23156.67395271727,6,0.9703290724497798,6000.0,2896.9393097853163,-1,0.0,9.094947017729282e-13
2025-06-21,2,25.0,False,0.006797374924644828,0.14745345804840326,385,67,24369.4199309082,0.39138456507350644,True,0.00039375002961605787,0.0003171670250594616,0.15464458300266415,0,22243.135350692988,22163.845342151377,79.2900085416064,0,22866.11323940116,6,0.9582391559676513,6000.0,2896.939309783206,-1,0.0,8.029132914089132e-13
2025-08-01,2,100.0,False,0.006916124955751002,0.015458791982382536,97,16,28052.44924300803,0.39138456507350644,True,0.0003783750580623746,0.00032012490555644035,0.022753291996195912,0,26453.875202231822,26413.24756205212,40.62764017969549,0,19966.830342421254,6,0.8383160171192867,6000.0,2571.865410870559,-1,0.0,9.094947017729282e-13
2025-08-01,2,50.0,False,0.006916124955751002,0.04329233302269131,193,33,27998.69619535608,0.39138456507350644,True,0.0004591250326484442,0.0003845419269055128,0.050667583011090755,0,26403.605621520437,26362.977981340744,40.62764017969549,0,20208.267361232087,6,0.8486141115826195,6000.0,2456.879681129684,-1,0.0,6.821210263296962e-13
2025-08-01,2,25.0,False,0.006916124955751002,0.15678550000302494,385,67,27976.174203656505,0.39138456507350644,True,0.0003889590734615922,0.00031745806336402893,0.16409058403223753,0,26487.56483202938,26446.937191849687,40.62764017969549,0,19844.187651633118,6,0.8334651493170313,6000.0,2456.8796811254674,-1,0.0,6.821210263296962e-13
2025-09-23,2,100.0,False,0.006229207967408001,0.014042374910786748,97,16,43264.20939793945,0.39138456507350644,True,0.0003963749622926116,0.00032712507527321577,0.02066795784048736,0,42591.06334279639,41302.11901326998,1288.9443295264114,0,32478.053065778284,7,1.3607836223789251,6000.0,1710.3981292530711,-1,0.0,9.094947017729282e-13
2025-09-23,2,50.0,False,0.006229207967408001,0.039729041047394276,193,33,43055.92354737929,0.39138456507350644,True,0.00042675004806369543,0.00033566600177437067,0.04638499906286597,0,42435.85136560154,41075.756024392715,1360.095341208836,0,32953.90467866191,9,1.3806205365358655,6000.0,1693.4148235499188,-1,0.0,8.526512829121202e-13
2025-09-23,2,25.0,False,0.006229207967408001,0.14450908405706286,385,67,43005.15321941353,0.39138456507350644,True,0.0003952080151066184,0.0003272920148447156,0.15113350003957748,0,42440.113908778265,41016.628981939255,1423.4849268390187,0,33073.88494795385,9,1.385616828537776,6000.0,1691.5712221361205,-1,0.0,9.094947017729282e-13
2025-11-01,2,100.0,False,0.006596375023946166,0.012726750108413398,97,16,16220.331294796848,0.39138456507350644,True,0.0003932090476155281,0.00046083296183496714,0.019716334179975092,0,17039.418866864,15591.603235350543,1447.815631513456,0,24418.867734759115,6,1.0249823263215945,6000.0,1923.498742764094,-1,0.0,9.094947017729282e-13
2025-11-01,2,50.0,False,0.006596375023946166,0.03532599995378405,193,33,16134.169854481843,0.39138456507350644,True,0.00035695801489055157,0.00033241696655750275,0.042279332992620766,0,16883.8531233186,15514.014200065103,1369.838923253496,0,24679.813258683535,6,1.0358860138838946,6000.0,1902.5104193180155,-1,0.0,9.094947017729282e-13
2025-11-01,2,25.0,False,0.006596375023946166,0.13637862505856901,385,67,16107.958122290256,0.39138456507350644,True,0.0003940829774364829,0.00030016701202839613,0.14336908305995166,0,16804.7356130842,15412.522823350955,1392.2127897332464,0,25005.04645570538,6,1.0495702358716148,6000.0,1833.3712326414716,-1,0.0,9.094947017729282e-13
2025-12-21,2,100.0,False,0.0053859170293435454,0.012388000031933188,97,16,62053.7593301134,0.39138456507350644,True,0.0003338749520480633,0.0002845829585567117,0.018107792013324797,0,61333.74955551422,60508.6741161955,825.0754393187187,0,39550.660747143906,9,1.655186049452135,6000.0,1656.1870033759615,-1,0.0,9.094947017729282e-13
2025-12-21,2,50.0,False,0.0053859170293435454,0.03651991602964699,193,33,61742.48763101303,0.39138456507350644,True,0.000348250032402575,0.00028295896481722593,0.04225408309139311,0,61324.97387015719,60201.76469733723,1123.2091728199698,0,40267.71777247981,9,1.6850469793985978,6000.0,1644.803421508208,-1,0.0,8.526512829121202e-13
