model,model_id,role,seed,issue_hour,evaluation_start,evaluation_end,forecast_source,target,population,month,days,n,mae_kw,rmse_kw,wape_pct,bias_kw,absolute_error_sum_kw,squared_error_sum_kw2,signed_error_sum_kw,actual_absolute_sum_kw,missing_reason
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,pv,pv_generating,9,30,2415,281.9984941036487,403.1462971873427,6.045598303243604,100.6510020067096,681026.3632603115,392502552.7001146,243072.1698462037,11264829.8663,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,pv,pv_generating,10,31,2321,271.1168750583745,409.70891288084476,5.962144876968966,21.89384752196973,629262.2670104872,389606293.83538246,50815.62009849174,10554293.463100001,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,pv,pv_generating,11,30,2095,188.30171439128318,274.27439426311787,4.924438047154649,20.136148000919167,394492.09164973826,157599398.8148985,42185.23006192566,8010905.7698,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,pv,pv_generating,12,31,2097,159.13342869969244,232.72767111875186,4.938062460316772,-37.51058814076898,333702.79998325504,113578068.19243857,-78659.70333119255,6757767.9032,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,net_load,all,2,28,4032,197.97342197482138,281.1107556590038,6.680054936372456,18.002927331271273,798228.8374024798,318621772.0110142,72587.80299968578,11949435.2218,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,net_load,all,3,31,4464,225.7842704102089,343.85378991982793,8.02340210166151,-3.2113933503254475,1007900.9831111726,527802954.35171103,-14335.659915852797,12562015.0946,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,net_load,all,4,30,4320,237.12961140433202,367.6928855558389,8.507010248005399,-7.8793094594380495,1024399.9212667143,584055610.9417984,-34038.616864772375,12041832.4582,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,net_load,all,5,31,4464,266.54079054338604,383.4426134883823,9.65007919769047,-42.73028787358038,1189838.0889856752,656334053.7124072,-190748.0050676628,12329827.192200001,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,net_load,all,6,30,4320,328.10701150306915,479.46228108307815,11.32795677779862,-23.448656760919064,1417422.2896932587,993099221.1995988,-101298.19720717036,12512603.2655,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,net_load,all,7,31,4464,332.0357275504567,448.36073354907035,10.181323275379219,39.9650112492687,1482207.4877852388,897386078.7429804,178403.81021673547,14558102.5933,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,net_load,all,8,31,4464,285.1980176373108,396.9445917939474,8.623492550685086,-2.418799122976827,1273123.9507329552,703370199.9727252,-10797.519284968555,14763437.7052,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,net_load,all,9,30,4320,291.3297160726251,398.3867152859535,9.686507278790568,-80.33507387576537,1258544.3734337403,685635731.6385517,-347047.5191433064,12992757.2159,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,net_load,all,10,31,4464,217.8113988760491,326.53907683276947,7.3628122352174845,-13.97668494163887,972310.0845826833,475986359.47143126,-62391.92157947592,13205688.988400001,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,net_load,all,11,30,4320,165.6600036634827,232.166716424843,5.637651282147027,-13.840539339633091,715651.2158262454,232853979.81093174,-59791.129947214955,12694137.6827,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,net_load,all,12,31,4464,176.36597743977467,240.82450513708457,5.347320769640126,11.339509789362646,787297.7232911541,258896118.31346476,50619.57169971485,14723218.5464,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,net_load,pv_generating,2,28,2036,275.44886875064253,365.8148074869823,11.734917921800607,47.631612905171,560813.8967763082,272458483.79503846,96977.96387492816,4779018.4858,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,net_load,pv_generating,3,31,2426,324.94644862808724,449.44715624811977,14.164477650783876,8.506472794698624,788320.0843717396,490058662.4255998,20636.70299993886,5565472.3302,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,net_load,pv_generating,4,30,2526,335.1209923009101,469.22374640271005,14.35618489357748,-11.774076415475152,846515.6265520989,556151754.4993799,-29741.317025490236,5896522.1807,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,net_load,pv_generating,5,31,2747,341.7701152602574,464.7640115072857,14.964425926117336,-58.13159916118022,938842.5066199271,593367345.8197701,-159687.50289576207,6273829.088099999,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,net_load,pv_generating,6,30,2765,397.92932138126497,566.8510303236806,17.41953529010753,-36.879654093520564,1100274.5736191976,888450050.4509852,-101972.24356858435,6316325.6384,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,net_load,pv_generating,7,31,2784,385.5603008664507,514.6326804498561,15.579771117589779,34.25550410217341,1073399.8776121987,737333479.4710183,95367.32342045078,6889702.4835,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,net_load,pv_generating,8,31,2668,358.8488564007382,480.03947068679264,13.70216342044261,2.326392412014444,957408.7488771696,614808299.6372391,6206.8149552545365,6987281.6394,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,net_load,pv_generating,9,30,2415,361.11927061089045,478.54432082641557,14.497400862088202,-121.88589156962344,872103.0385253004,553046270.7934451,-294354.4281406406,6015582.0124,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,net_load,pv_generating,10,31,2321,307.7325918437287,427.6309690288954,12.389367443585808,-23.323480616193862,714247.3456692944,424437198.2060862,-54133.79851018595,5765002.5227,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,net_load,pv_generating,11,30,2095,231.46655652528875,305.54723320606035,9.940945947153276,-23.919403525293006,484922.43592047994,195587339.0531457,-50111.15038548885,4878031.1099,
single_hgb,direct_hgb_ridge28_memory_half,Q3/Q4 model; midnight diagnostic only,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_absolute_hgb/direct_hgb_ridge28_memory_half.npz,net_load,pv_generating,12,31,2097,225.60329823236648,301.03899048406385,8.264100895076346,28.873478382472186,473090.11639327253,190039521.54112,60547.68416804417,5724641.100099999,
