model,model_id,role,seed,issue_hour,evaluation_start,evaluation_end,forecast_source,target,population,lead_slot,lead_start_exclusive_minutes,lead_end_inclusive_minutes,n,mae_kw,rmse_kw,wape_pct,bias_kw,absolute_error_sum_kw,squared_error_sum_kw2,signed_error_sum_kw,actual_absolute_sum_kw,missing_reason
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,1,0,10,334,139.3250468520946,186.44553434025795,4.039390452070777,3.2864775395899137,46534.56564859959,11610487.04999172,1097.6834982230312,1152019.4989999998,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,2,10,20,334,135.0402239088834,179.48181542219965,3.9209153070086247,1.8539326472776483,45103.43478556706,10759383.170461014,619.2135041907345,1150329.2281,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,3,20,30,334,141.62395855291447,183.12087708813377,4.1074314167963655,-3.412195844467948,47302.40215667344,11200107.37892615,-1139.6734120522947,1151629.75,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,4,30,40,334,117.70304494815119,155.49866193545333,3.4019113636092286,-10.196914071760794,39312.8170126825,8076064.510481279,-3405.7692999681053,1155609.6796999997,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,5,40,50,334,130.3394426951494,175.29589262134212,3.762923032769128,-11.575736698952365,43533.3738601799,10263369.089950979,-3866.29605745009,1156903.1171,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,6,50,60,334,150.57014484534827,199.55164895710203,4.353006705645956,-6.368159057457022,50290.428378346325,13300167.440900492,-2126.9651251906453,1155303.26,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,7,60,70,334,140.39284562045557,188.93550594248964,4.0586727187381175,-3.9711828684529884,46891.21043723216,11922672.885518678,-1326.3750780632981,1155333.6198,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,8,70,80,334,134.38491857837928,175.21226059832193,3.8859112724167955,-4.4707712105986674,44884.56280517868,10253578.31216741,-1493.237584339955,1155058.8693,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,9,80,90,334,138.55868781373195,188.08331419900577,4.004442688713417,-7.0152406260072295,46278.601729786475,11815361.248747364,-2343.0903690864147,1155681.46,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,10,90,100,334,124.0949629504923,170.2308056888675,3.5707279924259385,-8.10663890450083,41447.71762546443,9678828.08663064,-2707.617394103277,1160763.7914,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,11,100,110,334,128.00358228915124,171.42600139772645,3.6719404196759196,-3.450826939708495,42753.19648457652,9815215.901041247,-1152.5761978626374,1164321.6283,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,12,110,120,334,140.44685750863178,187.88572689091686,4.027019423513816,-4.944218186855898,46909.25040788302,11790549.487355618,-1651.36887440987,1164862.78,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,13,120,130,334,137.35677369288635,186.54682199930843,3.932756565856276,-6.8181900582773896,45877.16241342404,11623105.410545915,-2277.275479464648,1166539.5924,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,14,130,140,334,130.5157066467969,178.11135645351493,3.73092871377857,-4.079005638288376,43592.246020030165,10595700.869435493,-1362.3878831883176,1168402.0082999999,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,15,140,150,334,125.06725365037296,166.46389965396986,3.572734579279889,-7.661526674188618,41772.46271922457,9255216.782594321,-2558.9499091789985,1169201.4,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,16,150,160,334,121.86243686313583,163.28724982225995,3.482121563571429,-9.747277770794351,40702.05391228737,8905350.468808722,-3255.5907754453133,1168886.6448,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,17,160,170,334,123.88666943400332,163.22290986087742,3.5425940832520673,-3.2105440785145642,41378.14759095711,8898333.913353007,-1072.3217222238645,1168018.3114,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,18,170,180,334,136.57217935929364,176.6913235136752,3.9051216579712813,-0.018812481275314846,45615.10790600408,10427421.150874753,-6.283368745955158,1168084.17,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,19,180,190,334,128.96008822454215,172.60833758069737,3.6799608954149257,-4.508529257878975,43072.669466997075,9951075.159592241,-1505.8487721315778,1170465.4123,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,20,190,200,334,123.92453467465613,168.35811571722007,3.5284774252054554,-10.156619112283629,41390.79458133515,9467048.012702858,-3392.3107835027317,1173049.7207,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,21,200,210,334,127.26981886923096,162.5565090288878,3.61902038143686,-3.9578137858470384,42508.11950232314,8825822.621638067,-1321.9098044729108,1174575.3,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,22,210,220,334,129.3173532809912,169.1744256415773,3.674058645420643,-0.09595508562062584,43191.99599585106,9559075.421246627,-32.04899859728903,1175593.5373999998,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,23,220,230,334,119.52055054727127,161.58355423793432,3.3918890106702078,-7.332995284151289,39919.8638827886,8720487.830054596,-2449.2204249065303,1176921.2895,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,24,230,240,334,131.40797399332286,178.35618065365614,3.7254389613889756,-7.393539035506176,43890.263313769836,10624849.677238114,-2469.442037859063,1178123.27,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,25,240,250,334,119.89411687064613,162.78473325713335,3.399410189901901,-2.9129704973770254,40044.63503479581,8850622.373453084,-972.9321461239265,1177987.7331,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,26,250,260,334,120.7459794572744,158.28041718407897,3.425114789486642,3.061177075124786,40329.15713872965,8367598.614964671,1022.4331430916786,1177454.1765,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,27,260,270,334,132.79145210234162,174.1972837079612,3.7607103354544242,-3.064157930733135,44352.345002182105,10135127.679511463,-1023.428748864867,1179360.8399999999,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,28,270,280,334,119.44856484903573,156.77675475957003,3.366005228792524,-8.205704528715659,39895.820659577934,8209369.578202749,-2740.7053125910297,1185257.2396,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,29,280,290,334,120.18359806968931,154.54190248018966,3.3830398363100946,-9.319691761503892,40141.32175527623,7976988.673813616,-3112.7770483422996,1186545.9378999998,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,30,290,300,334,137.5115163262352,181.1944764895028,3.8887989982109517,-7.362679683825738,45928.84645296256,10965700.395641863,-2459.1350143977966,1181054.78,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,31,300,310,334,133.7232487881119,175.08571132381655,3.7950227565061194,-2.819607919591849,44663.56509522937,10238772.10746212,-941.7490451436774,1176898.4789,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,32,310,320,334,116.1960710475642,155.23248073678124,3.272984003923926,-11.972422701205447,38809.487729886445,8048439.107282182,-3998.7891822026195,1185752.4413,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,33,320,330,334,115.83892037827046,152.0871488567699,3.273631681370815,-8.894267107428725,38690.19940634233,7725587.283025347,-2970.685213881194,1181873.9300000002,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,34,330,340,334,121.62437416794211,157.01639998667946,3.52974511173093,9.22328316948769,40622.54097209266,8234486.054835488,3080.5765786088887,1150863.2971,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,35,340,350,334,140.46287744684207,182.5774475966871,3.7114134762265825,-14.890730958291385,46914.601067245254,11133731.139887623,-4973.504140069323,1264062.9067000002,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,36,350,360,334,147.76839932971046,189.4808152372629,3.3897425465425743,10.294118269281553,49354.6453761233,11991595.10055457,3438.2355019400384,1455999.82,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,37,360,370,334,131.54277860427572,168.64593959322508,2.9803288801813297,-6.547670921400509,43935.28805382809,9499445.282388095,-2186.92208774777,1474175.8316000002,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,38,370,380,334,126.59006946166107,161.5814941157579,2.923411912089457,18.26446609699246,42281.0832001948,8720265.466387356,6100.331676395482,1446292.3622,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,39,380,390,334,137.32360095135138,176.41055117417966,3.156588750334077,10.323118481606183,45866.08271775136,10394307.976903006,3447.921572856465,1453026.87,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,40,390,400,334,136.8808235956578,175.4702274731539,3.154035563660459,17.82088548999335,45718.19508094971,10283793.443646446,5952.175753657779,1449514.2543000001,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,41,400,410,334,140.14698660299544,182.94025950052568,3.191060058354347,-4.346201337143448,46809.09352540047,11178024.274403973,-1451.6312466059117,1466882.2481999998,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,42,410,420,334,141.73903765046782,181.16043471909762,3.160967310658808,-3.2598611114224596,47340.83857525625,10961580.437942553,-1088.7936112151015,1497669.35,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,43,420,430,334,119.44559490746542,161.00622499866645,2.6651218847398033,-5.117906751662981,39894.82869909345,8658283.499099284,-1709.3808550554359,1496923.2337,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,44,430,440,334,128.78599001221505,165.67990610053292,2.8620147755361836,-16.291121210954074,43014.52066407983,9168243.649350788,-5441.2344844586605,1502945.4435999999,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,45,440,450,334,143.4957364262169,189.6725416367245,3.20469163077804,-7.512681943470344,47927.57596635644,12015874.799012288,-2509.235769119095,1495544.08,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,46,450,460,334,154.30507524676705,195.938789963741,3.5538518193341386,2.9351138830660926,51537.89513242019,12822931.14375997,980.3280369440749,1450198.2005,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,47,460,470,334,132.7446756918044,171.62772043811052,2.7268832046393108,-16.26609406220053,44336.72168106266,9838328.85720926,-5432.875416774977,1625912.0158000002,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,48,470,480,334,137.02709177258492,175.11646224313645,2.3818669589134065,-2.3975289324561504,45767.04865204336,10242368.966416312,-800.7746634403543,1921477.96,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,49,480,490,334,133.10713986909934,170.94775262674176,2.2790564675933513,-32.14218091393808,44457.78471627918,9760526.798796652,-10735.488425255317,1950710.1008,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,50,490,500,334,132.6022076329587,173.94530867286858,2.323813340273426,2.1761657829229923,44289.13734940821,10105828.116706043,726.8393714962795,1905881.8787999998,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,51,500,510,334,141.5904297840278,183.35700669910017,2.4731508004761658,-4.578844788999139,47291.20354786529,11229010.496488389,-1529.3341595257125,1912184.3900000001,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,52,510,520,334,139.28291385438249,180.72185372622312,2.4409598593870196,-5.398500553062229,46520.49322736375,10908569.730356956,-1803.0991847227847,1905827.8671999997,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,53,520,530,334,126.40640390066778,163.45506156600464,2.188288314765842,2.7854221553922383,42219.73890282304,8923664.088616487,930.3309999010075,1929349.9224,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,54,530,540,334,130.38177846271464,167.08427168084737,2.206010767950446,-2.7152922810568745,43547.514006546684,9324329.383601818,-906.9076218729961,1974039.0499999998,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,55,540,550,334,123.96964429671678,159.02210804233755,2.095965224457743,-6.06730019951367,41405.8611951034,8446202.302640446,-2026.4782666375659,1975503.2532000002,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,56,550,560,334,127.55270583370886,162.0475708771512,2.167167619497724,-1.7420414991604571,42602.60374845876,8770644.685879905,-581.8418607195927,1965819.5039999997,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,57,560,570,334,132.34035369075445,173.07902189251817,2.249912315679788,-0.17631236549063234,44201.67813271199,10005420.171636444,-58.8883300738712,1964595.5899999999,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,58,570,580,334,114.4684383124754,149.19652734679457,1.9516320156897915,-1.7781364934064805,38232.45839636678,7434707.659962503,-593.8975887977645,1958999.3446,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,59,580,590,334,118.96209559516255,154.40893306468467,2.0314896689021085,-6.152091705310961,39733.33992878429,7963267.615798206,-2054.798629573861,1955872.1138,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,60,590,600,334,123.59298442790306,167.98533737464533,2.1089023301044656,-9.197387514607264,41280.05679891962,9425170.57333972,-3071.9274298788264,1957419.0899999999,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,61,600,610,334,115.24693794732937,152.78429505433465,1.966768454937834,-16.188937928010585,38492.47727440801,7796575.632293495,-5407.105267955536,1957143.3117999998,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,62,610,620,334,118.09160063049097,152.64840204250257,2.01889933757058,-14.648612501762754,39442.59461058398,7782712.571807255,-4892.63657558876,1953668.2129999995,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,63,620,630,334,131.5393602838299,165.0797475330416,2.2548122153384984,-14.01031250763249,43934.14633479919,9101941.8972213,-4679.444377549252,1948461.4300000002,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,64,630,640,334,116.47262554708185,148.61512076818232,2.0012052325072873,-18.69559261251019,38901.856932725335,7376875.676394435,-6244.327932578403,1943921.4079999998,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,65,640,650,334,114.9485663228869,152.18831683006115,1.9786139219482435,-18.57203506793577,38392.821151844226,7735868.782375404,-6203.059712690547,1940389.7206000001,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,66,650,660,334,125.65105037564689,164.89122825824458,2.1648913836064434,-21.724808285949663,41967.45082546606,9081165.13027518,-7256.085967507188,1938547.6400000001,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,67,660,670,334,119.81970457980788,154.87244602841062,2.0647230415993953,-23.258505265477467,40019.78132965583,8011148.495966869,-7768.340758669474,1938263.8989999997,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,68,670,680,334,123.6538619354187,158.77196409519374,2.1362270837905024,-17.39638130225395,41300.389886429846,8419651.218603592,-5810.39135495282,1933333.3146000002,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,69,680,690,334,134.95596893009488,177.2837333744293,2.3343671939276875,-21.02103954828706,45075.29362265169,10497460.387804696,-7021.027209127878,1930942.73,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,70,690,700,334,133.30784116109726,174.38725943681638,2.2986066486986108,-29.28508042087835,44524.81894780649,10157246.028797092,-9781.21686057337,1937035.1587999999,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,71,700,710,334,119.08831180648971,152.93579782408597,2.0968298677268296,-12.723676850453204,39775.49614336756,7812045.657533958,-4249.70806805137,1896934.8327,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,72,710,720,334,127.02030196594778,167.98630076813504,2.3151511865177863,11.262201084677134,42424.78085662656,9425278.680084618,3761.5751622821626,1832484.25,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,73,720,730,334,137.85936973444018,181.6347218412929,2.5222205983997843,18.732492898836245,46045.029491303016,11019051.507573523,6256.6526282113055,1825575.0318,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,74,730,740,334,121.00005974716443,164.98379051746548,2.2049252978482983,8.684083105161514,40414.01995555292,9091363.478592653,2900.483757123946,1832897.4679999999,
final_blend,hgb_extra_trees_half_ridge28_memory,Q2 accepted final midnight forecast,42,0,2025-02-01,2025-12-31,data/results/exp008/forecast_hgb_extra_trees_half/hgb_extra_trees_half_ridge28_memory.npz,load,all,75,740,750,334,140.5350324684243,179.93889587471924,2.5745346543493506,14.961681901549127,46938.70084445372,10814254.087036759,4997.2017551174085,1823191.65,
