previous_policy_id,previous_experiment,previous_label,current_policy_id,current_experiment,current_label,metric,population,unit,absolute_change_unit,previous,current,absolute_change,relative_change_pct,comparable,comparability_reason,previous_source,current_source,forecast_seed,rl_seed,period
exp003/primary,exp003,exp003 正式,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,power_limit_hit_pct,,%,%,6.23336660013307,1.06869594145043,-5.16467065868264,-82.8552368245497,True,同物理口径,data/results/exp003/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp003/uncalibrated,exp003,exp003 未校准,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,throughput_kwh,,kWh,kWh,12009453.4207545,5946264.12707261,-6063189.29368189,-50.4868046967367,True,同物理口径,data/results/exp003/dispatch_metrics.csv,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp003/uncalibrated,exp003,exp003 未校准,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,equivalent_full_cycles,,循环,循环,499.700831971095,247.418094434484,-252.282737536611,-50.4867555536118,True,同物理口径,data/results/exp003/dispatch_metrics.csv,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/no_season,exp004,exp004 无季节,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,throughput_kwh,,kWh,kWh,11995539.8558303,5946264.12707261,-6049275.72875766,-50.4293745964046,True,同物理口径,data/results/exp004/no_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/no_season,exp004,exp004 无季节,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,equivalent_full_cycles,,循环,循环,499.121605809879,247.418094434484,-251.703511375395,-50.4292958760979,True,同物理口径,data/results/exp004/no_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/no_season,exp004,exp004 无季节,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,direct_adjacent_reversals,,次数,次数,6796,433,-6363,-93.6286050618011,True,同物理口径,data/results/exp004/no_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/no_season,exp004,exp004 无季节,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,nonidle_direction_reversals,,次数,次数,7715,1129,-6586,-85.3661697990927,True,同物理口径,data/results/exp004/no_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/no_season,exp004,exp004 无季节,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,mean_absolute_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,695.091650237648,149.387695747083,-545.703954490565,-78.5082016600245,True,同物理口径,data/results/exp004/no_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/no_season,exp004,exp004 无季节,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,rms_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,1636.92222501645,569.647232983412,-1067.27499203304,-65.200103934218,True,同物理口径,data/results/exp004/no_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/no_season,exp004,exp004 无季节,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,p95_absolute_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,4750.5608954606,553.129158182612,-4197.43173727799,-88.3565505136213,True,同物理口径,data/results/exp004/no_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/no_season,exp004,exp004 无季节,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,max_absolute_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,9704.36675030903,7316.97774901148,-2387.38900129755,-24.6011827739458,True,同物理口径,data/results/exp004/no_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/no_season,exp004,exp004 无季节,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,total_variation_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,33430432.9181797,7184801.22695598,-26245631.6912237,-78.5082016600245,True,同物理口径,data/results/exp004/no_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/no_season,exp004,exp004 无季节,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,large_jump_pct,,%,%,14.377793949475,3.65110718369893,-10.7266867657761,-74.6059291395517,True,同物理口径,data/results/exp004/no_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/no_season,exp004,exp004 无季节,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,power_limit_hit_pct,,%,%,8.4227378576181,1.06869594145043,-7.35404191616766,-87.3117748704024,True,同物理口径,data/results/exp004/no_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/causal_season,exp004,exp004 历史季节,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,throughput_kwh,,kWh,kWh,12003656.0953652,5946264.12707261,-6057391.96829254,-50.462891640418,True,同物理口径,data/results/exp004/causal_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/causal_season,exp004,exp004 历史季节,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,equivalent_full_cycles,,循环,循环,499.459108639131,247.418094434484,-252.041014204647,-50.4627926180743,True,同物理口径,data/results/exp004/causal_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/causal_season,exp004,exp004 历史季节,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,direct_adjacent_reversals,,次数,次数,6640,433,-6207,-93.4789156626506,True,同物理口径,data/results/exp004/causal_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/causal_season,exp004,exp004 历史季节,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,nonidle_direction_reversals,,次数,次数,7619,1129,-6490,-85.1817823861399,True,同物理口径,data/results/exp004/causal_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/causal_season,exp004,exp004 历史季节,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,mean_absolute_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,695.363288857383,149.387695747083,-545.975593110299,-78.5165972749933,True,同物理口径,data/results/exp004/causal_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/causal_season,exp004,exp004 历史季节,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,rms_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,1633.69412358793,569.647232983412,-1064.04689060452,-65.1313410044991,True,同物理口径,data/results/exp004/causal_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/causal_season,exp004,exp004 历史季节,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,p95_absolute_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,4742.85871073065,553.129158182612,-4189.72955254804,-88.3376420863821,True,同物理口径,data/results/exp004/causal_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/causal_season,exp004,exp004 历史季节,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,max_absolute_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,9707.94210686288,7316.97774901148,-2390.9643578514,-24.6289515484559,True,同物理口径,data/results/exp004/causal_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/causal_season,exp004,exp004 历史季节,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,total_variation_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,33443497.3775958,7184801.22695598,-26258696.1506398,-78.5165972749933,True,同物理口径,data/results/exp004/causal_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/causal_season,exp004,exp004 历史季节,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,large_jump_pct,,%,%,14.4672003326749,3.65110718369893,-10.816093148976,-74.7628628916355,True,同物理口径,data/results/exp004/causal_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/causal_season,exp004,exp004 历史季节,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,power_limit_hit_pct,,%,%,8.50174650698603,1.06869594145043,-7.4330505655356,-87.4296894106138,True,同物理口径,data/results/exp004/causal_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/oracle_season,exp004,exp004 全年探索,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,throughput_kwh,,kWh,kWh,11966956.8906007,5946264.12707261,,,False,含未来信息，仅探索,data/results/exp004/oracle_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/oracle_season,exp004,exp004 全年探索,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,equivalent_full_cycles,,循环,循环,497.932091734229,247.418094434484,,,False,含未来信息，仅探索,data/results/exp004/oracle_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/oracle_season,exp004,exp004 全年探索,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,direct_adjacent_reversals,,次数,次数,6500,433,,,False,含未来信息，仅探索,data/results/exp004/oracle_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/oracle_season,exp004,exp004 全年探索,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,nonidle_direction_reversals,,次数,次数,7491,1129,,,False,含未来信息，仅探索,data/results/exp004/oracle_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/oracle_season,exp004,exp004 全年探索,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,mean_absolute_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,692.765915258648,149.387695747083,,,False,含未来信息，仅探索,data/results/exp004/oracle_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/oracle_season,exp004,exp004 全年探索,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,rms_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,1632.81194764245,569.647232983412,,,False,含未来信息，仅探索,data/results/exp004/oracle_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/oracle_season,exp004,exp004 全年探索,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,p95_absolute_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,4738.22372642726,553.129158182612,,,False,含未来信息，仅探索,data/results/exp004/oracle_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/oracle_season,exp004,exp004 全年探索,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,max_absolute_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,9654.67070834203,7316.97774901148,,,False,含未来信息，仅探索,data/results/exp004/oracle_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/oracle_season,exp004,exp004 全年探索,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,total_variation_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,33318576.6943647,7184801.22695598,,,False,含未来信息，仅探索,data/results/exp004/oracle_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/oracle_season,exp004,exp004 全年探索,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,large_jump_pct,,%,%,14.290466784489,3.65110718369893,,,False,含未来信息，仅探索,data/results/exp004/oracle_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp004/oracle_season,exp004,exp004 全年探索,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,power_limit_hit_pct,,%,%,8.61610113107119,1.06869594145043,,,False,含未来信息，仅探索,data/results/exp004/oracle_season/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp001/original,exp001,exp001 原登记（不可比）,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,throughput_kwh,,kWh,kWh,11517369.7961594,5946264.12707261,,,False,原协议不可直接比较,data/results/exp001/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp001/original,exp001,exp001 原登记（不可比）,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,direct_adjacent_reversals,,次数,次数,6929,433,,,False,原协议不可直接比较,data/results/exp001/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp001/original,exp001,exp001 原登记（不可比）,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,nonidle_direction_reversals,,次数,次数,7969,1129,,,False,原协议不可直接比较,data/results/exp001/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp001/original,exp001,exp001 原登记（不可比）,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,mean_absolute_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,559.30406133668,149.387695747083,,,False,原协议不可直接比较,data/results/exp001/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp001/original,exp001,exp001 原登记（不可比）,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,rms_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,1377.56249917409,569.647232983412,,,False,原协议不可直接比较,data/results/exp001/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp001/original,exp001,exp001 原登记（不可比）,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,p95_absolute_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,4522.17688216417,553.129158182612,,,False,原协议不可直接比较,data/results/exp001/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp001/original,exp001,exp001 原登记（不可比）,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,max_absolute_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,9032.7642,7316.97774901148,,,False,原协议不可直接比较,data/results/exp001/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp001/original,exp001,exp001 原登记（不可比）,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,total_variation_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,26899728.8299876,7184801.22695598,,,False,原协议不可直接比较,data/results/exp001/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp001/original,exp001,exp001 原登记（不可比）,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,large_jump_pct,,%,%,11.4045119035243,3.65110718369893,,,False,原协议不可直接比较,data/results/exp001/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp001/original,exp001,exp001 原登记（不可比）,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,power_limit_hit_pct,,%,%,5.79673985362608,1.06869594145043,,,False,原协议不可直接比较,data/results/exp001/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/primary,exp006,exp006 正式·树DP,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,throughput_kwh,,kWh,kWh,11480847.0398238,5946264.12707261,-5534582.91275115,-48.2070956398363,True,同物理口径；新规划及执行,data/results/exp006/primary/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/primary,exp006,exp006 正式·树DP,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,equivalent_full_cycles,,循环,循环,477.705499757205,247.418094434484,-230.287405322722,-48.2069822180749,True,同物理口径；新规划及执行,data/results/exp006/primary/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/primary,exp006,exp006 正式·树DP,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,direct_adjacent_reversals,,次数,次数,730,433,-297,-40.6849315068493,True,同物理口径；新规划及执行,data/results/exp006/primary/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/primary,exp006,exp006 正式·树DP,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,nonidle_direction_reversals,,次数,次数,2729,1129,-1600,-58.6295346280689,True,同物理口径；新规划及执行,data/results/exp006/primary/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/primary,exp006,exp006 正式·树DP,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,mean_absolute_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,633.143552208446,149.387695747083,-483.755856461362,-76.4053988663377,True,同物理口径；新规划及执行,data/results/exp006/primary/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/primary,exp006,exp006 正式·树DP,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,rms_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,1591.62553170253,569.647232983412,-1021.97829871912,-64.2097200857244,True,同物理口径；新规划及执行,data/results/exp006/primary/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/primary,exp006,exp006 正式·树DP,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,p95_absolute_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,4714.78981487835,553.129158182612,-4161.66065669574,-88.2682117358208,True,同物理口径；新规划及执行,data/results/exp006/primary/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/primary,exp006,exp006 正式·树DP,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,max_absolute_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,9013.79573991445,7316.97774901148,-1696.81799090297,-18.8246776370714,True,同物理口径；新规划及执行,data/results/exp006/primary/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/primary,exp006,exp006 正式·树DP,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,total_variation_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,30451039.1434652,7184801.22695598,-23266237.9165092,-76.4053988663377,True,同物理口径；新规划及执行,data/results/exp006/primary/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/primary,exp006,exp006 正式·树DP,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,large_jump_pct,,%,%,14.6584884083585,3.65110718369893,-11.0073812246595,-75.0921985815603,True,同物理口径；新规划及执行,data/results/exp006/primary/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/primary,exp006,exp006 正式·树DP,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,power_limit_hit_pct,,%,%,0,1.06869594145043,1.06869594145043,,True,同物理口径；新规划及执行,data/results/exp006/primary/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/seed_2026,exp006,exp006 树DP·种子2026,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,throughput_kwh,,kWh,kWh,11500010.1661592,5946264.12707261,-5553746.03908659,-48.2934011261091,True,同物理口径；新规划及执行,data/results/exp006/seed_2026/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/seed_2026,exp006,exp006 树DP·种子2026,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,equivalent_full_cycles,,循环,循环,478.5026988224,247.418094434484,-231.084604387916,-48.2932708544002,True,同物理口径；新规划及执行,data/results/exp006/seed_2026/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/seed_2026,exp006,exp006 树DP·种子2026,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,direct_adjacent_reversals,,次数,次数,725,433,-292,-40.2758620689655,True,同物理口径；新规划及执行,data/results/exp006/seed_2026/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/seed_2026,exp006,exp006 树DP·种子2026,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,nonidle_direction_reversals,,次数,次数,2725,1129,-1596,-58.5688073394495,True,同物理口径；新规划及执行,data/results/exp006/seed_2026/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/seed_2026,exp006,exp006 树DP·种子2026,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,mean_absolute_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,633.762257294793,149.387695747083,-484.374561547709,-76.4284328977331,True,同物理口径；新规划及执行,data/results/exp006/seed_2026/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/seed_2026,exp006,exp006 树DP·种子2026,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,rms_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,1591.55324692211,569.647232983412,-1021.9060139387,-64.2080945714479,True,同物理口径；新规划及执行,data/results/exp006/seed_2026/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/seed_2026,exp006,exp006 树DP·种子2026,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,p95_absolute_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,4715.91620699798,553.129158182612,-4162.78704881537,-88.2710138623366,True,同物理口径；新规划及执行,data/results/exp006/seed_2026/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/seed_2026,exp006,exp006 树DP·种子2026,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,max_absolute_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,9163.68925525349,7316.97774901148,-1846.71150624201,-20.1524894046718,True,同物理口径；新规划及执行,data/results/exp006/seed_2026/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/seed_2026,exp006,exp006 树DP·种子2026,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,total_variation_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,30480795.7645931,7184801.22695598,-23295994.5376371,-76.4284328977331,True,同物理口径；新规划及执行,data/results/exp006/seed_2026/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/seed_2026,exp006,exp006 树DP·种子2026,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,large_jump_pct,,%,%,14.6959143362096,3.65110718369893,-11.0448071525107,-75.1556310130164,True,同物理口径；新规划及执行,data/results/exp006/seed_2026/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/seed_2026,exp006,exp006 树DP·种子2026,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,power_limit_hit_pct,,%,%,0,1.06869594145043,1.06869594145043,,True,同物理口径；新规划及执行,data/results/exp006/seed_2026/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/seed_3407,exp006,exp006 树DP·种子3407,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,throughput_kwh,,kWh,kWh,11503136.0891169,5946264.12707261,-5556871.96204426,-48.307452150389,True,同物理口径；新规划及执行,data/results/exp006/seed_3407/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/seed_3407,exp006,exp006 树DP·种子3407,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,equivalent_full_cycles,,循环,循环,478.63262969557,247.418094434484,-231.214535261087,-48.3073072991594,True,同物理口径；新规划及执行,data/results/exp006/seed_3407/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/seed_3407,exp006,exp006 树DP·种子3407,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,direct_adjacent_reversals,,次数,次数,723,433,-290,-40.1106500691563,True,同物理口径；新规划及执行,data/results/exp006/seed_3407/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/seed_3407,exp006,exp006 树DP·种子3407,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,nonidle_direction_reversals,,次数,次数,2725,1129,-1596,-58.5688073394495,True,同物理口径；新规划及执行,data/results/exp006/seed_3407/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/seed_3407,exp006,exp006 树DP·种子3407,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,mean_absolute_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,633.724972578401,149.387695747083,-484.337276831318,-76.4270460828965,True,同物理口径；新规划及执行,data/results/exp006/seed_3407/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/seed_3407,exp006,exp006 树DP·种子3407,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,rms_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,1593.66581298229,569.647232983412,-1024.01857999888,-64.2555403809906,True,同物理口径；新规划及执行,data/results/exp006/seed_3407/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/seed_3407,exp006,exp006 树DP·种子3407,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,p95_absolute_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,4716.5005101606,553.129158182612,-4163.37135197799,-88.2724669065333,True,同物理口径；新规划及执行,data/results/exp006/seed_3407/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
exp006/seed_3407,exp006,exp006 树DP·种子3407,exp007/regularized_42,exp007,exp007 正式·轻惩罚·42,max_absolute_change_kw,,kW/相邻10分钟槽,kW/相邻10分钟槽,9138.01732296082,7316.97774901148,-1821.03957394934,-19.928169422197,True,同物理口径；新规划及执行,data/results/exp006/seed_3407/dispatch_2.npz,data/results/exp007/regularized_42/dispatch_2.npz,42,42,2025-02-01/2025-12-31
