scenario,model,target,horizon,population,granularity,group,unit,n,mae,rmse,wape_pct,bias
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,32,kW,1336,205.47914107731688,377.90690512462976,9.344053188251868,30.724391865972486
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,32,kW,844,315.54067614846963,473.64941290235146,9.06481406736817,38.91467502719462
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,32,kW,1336,286.1029357151743,427.6337499864929,8.616273018954297,-41.196989950643236
3,hold_midnight_issued,load,remaining_day,all,lead_slot,33,kW,1336,148.2405649876043,199.15424371854513,3.2458017413077185,-8.824588802725787
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,33,kW,1336,214.31337797170363,385.9957592440357,9.854024657165663,35.55690625909983
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,33,kW,699,379.8403279448965,526.5498515386288,9.137684372146857,38.18275110936189
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,33,kW,1336,299.2887275900889,437.13039360565534,8.856066894300119,-44.38149506182561
3,hold_midnight_issued,load,remaining_day,all,lead_slot,34,kW,1336,148.5542412951922,198.1949117836851,3.2416657679432928,-16.561124528637862
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,34,kW,1336,208.93637100684464,387.3440299869606,9.672374601885789,30.98106421510145
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,34,kW,849,314.3588909920951,482.3659534359609,9.24796209153828,34.32556958600694
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,34,kW,1336,301.08400684762967,441.4646130768697,8.80198175091629,-47.5421887437393
3,hold_midnight_issued,load,remaining_day,all,lead_slot,35,kW,1336,148.5953645917607,196.19586782295096,3.296770216306022,-1.2508168339098884
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,35,kW,1336,191.54915977511453,376.08953931475264,8.908334066785807,21.569730778887468
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,35,kW,844,292.21746648431895,470.34721784733904,8.585357876241249,23.150503049532954
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,35,kW,1336,285.8484867238266,428.29312295466076,8.372491535383213,-22.82054761279736
3,hold_midnight_issued,load,remaining_day,all,lead_slot,36,kW,1336,157.42623501490607,210.17012970665962,3.590900205651453,9.452526826237921
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,36,kW,1336,175.0436653944158,370.9770098126295,8.151927690427994,5.204529827703431
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,36,kW,698,324.0832206564245,512.3024591097823,7.8853219615184535,-0.9956978494891812
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,36,kW,1336,283.0970246129073,431.46660407060506,8.371706359600225,4.2479969985344885
3,hold_midnight_issued,load,remaining_day,all,lead_slot,37,kW,1002,145.860795442966,191.1305943916937,3.119218991974092,3.091708605206734
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,37,kW,1002,250.95751910920202,449.04931377158516,8.72323679461638,-5.19351430297247
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,37,kW,848,292.4512588157834,487.77095205204176,8.603181298309568,-10.21776887171528
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,37,kW,1002,318.38441739755507,492.4451014386338,9.501551480519051,8.285222908179211
3,hold_midnight_issued,load,remaining_day,all,lead_slot,38,kW,1002,138.11307440095925,181.74673890563406,2.938081146494013,10.024290163567212
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,38,kW,1002,271.6473595210281,463.6546486896969,9.381246504141775,5.271536403615791
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,38,kW,844,311.2501221921097,503.3030959497038,9.05397551130174,-4.99226496860963
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,38,kW,1002,327.96089375621426,499.1805021193204,9.81946642341051,4.7527537599514185
3,hold_midnight_issued,load,remaining_day,all,lead_slot,39,kW,1002,154.1593568438471,203.60480885342935,3.2883185872303664,9.258786494468112
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,39,kW,1002,280.21736432596214,465.9545080185933,9.619578261700491,17.146116152120232
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,39,kW,699,371.8107123811325,551.4245482783344,8.904147402585988,-5.2957120397396205
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,39,kW,1002,339.92221961501565,507.9773490650027,10.316814146819487,-7.887329657652106
3,hold_midnight_issued,load,remaining_day,all,lead_slot,40,kW,1002,152.39898855968747,200.1663612294487,3.256518223565672,18.45611544934854
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,40,kW,1002,276.3085736471975,460.7479229414664,9.41144032607906,23.47866795651292
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,40,kW,847,313.89846155734534,498.2673990415549,9.037880774791958,14.800981625744548
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,40,kW,1002,337.59915771730095,508.9397891919748,10.473666202566802,-5.022552507164369
3,hold_midnight_issued,load,remaining_day,all,lead_slot,41,kW,1002,150.52979465844749,198.15412315804267,3.177780559339336,11.04729108834343
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,41,kW,1002,264.7442872400928,457.854651522471,8.896148656388545,12.637954192043308
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,41,kW,837,306.1783639249034,498.9731489737833,8.594243779232505,4.3736498100341645
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,41,kW,1002,328.6773136901638,503.70747954917067,10.498946368774861,-1.5906631036998664
3,hold_midnight_issued,load,remaining_day,all,lead_slot,42,kW,1002,150.36634109676058,197.53943936312845,3.1201505568038055,1.9937732304171465
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,42,kW,1002,249.5447963201172,459.3970879556588,8.235018652345435,-12.485298195180805
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,42,kW,668,360.96568979186105,561.7836785808134,7.941284109111748,-32.079451981085896
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,42,kW,1002,328.99360246722176,502.41815329545415,10.89048750111834,14.479071425597946
3,hold_midnight_issued,load,remaining_day,all,lead_slot,43,kW,1002,136.73332384814043,183.03046062957583,2.8335413768726885,-0.783652717671547
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,43,kW,1002,251.34537144189602,457.43548766824074,8.146351999714083,-28.723813328165107
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,43,kW,784,321.2347731948723,517.1370853923148,8.146351999714081,-36.71079203421102
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,43,kW,1002,323.8314820635764,492.2117831043707,11.194911804082942,27.940160610493567
3,hold_midnight_issued,load,remaining_day,all,lead_slot,44,kW,1002,139.80698185813168,184.09271373867415,2.8968303623965745,-4.719835566880962
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,44,kW,1002,246.10388610180718,443.69180283749154,7.846119603166316,-31.511278831660185
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,44,kW,820,300.7269437487936,490.46535982825117,7.846119603166314,-38.505245596735975
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,44,kW,1002,322.70878858341075,484.7140552932561,11.620022488159174,26.791443264779222
3,hold_midnight_issued,load,remaining_day,all,lead_slot,45,kW,1002,152.4978619005361,201.29653803061248,3.1625456299266834,-4.249995872348746
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,45,kW,1002,245.41563083007722,437.3502056920799,7.694530958318316,-35.88973934513528
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,45,kW,668,368.1234462451158,535.6424214234314,7.694530958318316,-53.83460901770292
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,45,kW,1002,333.9648090693283,490.2954998305217,12.583354733627942,31.639743472786535
3,hold_midnight_issued,load,remaining_day,all,lead_slot,46,kW,1002,148.34980063222577,195.0312474119657,3.1049909482945157,3.060791092987388
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,46,kW,1002,252.17856838797343,438.6276428735828,7.769409368178535,-43.72546802228302
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,46,kW,754,335.12324340152435,505.6432171125843,7.769409368178534,-58.107319573378746
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,46,kW,1002,331.32702407830607,485.4653772351062,13.214505670360316,46.78625911527039
3,hold_midnight_issued,load,remaining_day,all,lead_slot,47,kW,1002,143.44505230186888,188.98279615099727,2.897781485544275,-7.203485305005942
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,47,kW,1002,253.8172279034353,440.9737299205445,7.708193125062077,-42.290195801227185
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,47,kW,787,323.15738546282364,497.5757572797586,7.708193125062077,-53.84342591210881
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,47,kW,1002,324.3781619752594,478.9407679081872,12.56257566659947,35.08671049622124
3,hold_midnight_issued,load,remaining_day,all,lead_slot,48,kW,1002,147.63766843684365,196.43077641233776,2.815852204436482,-3.1735018055518647
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,48,kW,1002,260.3267033571386,449.96860998674117,7.818830416002235,-30.4791526220875
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,48,kW,668,390.4900550357079,551.0967473684634,7.818830416002236,-45.71872893313125
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,48,kW,1002,336.3455446162468,493.03175621176024,12.126164475257191,27.30565081653564
3,hold_midnight_issued,load,remaining_day,all,lead_slot,49,kW,1002,141.14869964124267,188.46547787397972,2.674989910531874,-17.043440472891024
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,49,kW,1002,275.98605692210907,460.1220863622544,8.200555793440962,-32.96619871254653
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,49,kW,721,383.5478904798242,542.4245142994522,8.200555793440962,-45.814328862651344
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,49,kW,1002,350.80812691470766,504.9664510639912,12.904801375517755,15.92275823965551
3,hold_midnight_issued,load,remaining_day,all,lead_slot,50,kW,1002,143.1053084355893,193.3336814624396,2.7344068419668943,-2.0591691682292317
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,50,kW,1002,279.41845908447596,456.9968393902309,8.232344952801789,-43.166623992764016
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,50,kW,755,370.8308556326423,526.469942709242,8.232344952801789,-57.28868508708549
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,50,kW,1002,358.36238979564655,505.48691467236046,13.753630946657454,41.10745482453479
3,hold_midnight_issued,load,remaining_day,all,lead_slot,51,kW,1002,159.239926194004,213.198815536797,3.0409710166436072,-2.0703156244169127
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,51,kW,1002,279.7003948485662,451.71823042548453,8.19436265939902,-43.841737795935565
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,51,kW,668,419.5505922728493,553.2395860276962,8.19436265939902,-65.76260669390334
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,51,kW,1002,358.9093828790032,497.71443404478936,14.050247759771251,41.77142217151865
3,hold_midnight_issued,load,remaining_day,all,lead_slot,52,kW,1002,144.64039383591413,194.20492290566534,2.7661031702122707,0.21987784447312828
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,52,kW,1002,280.41999117413,444.05682880590837,8.180637753915976,-39.866730740823684
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,52,kW,680,413.2071046418797,539.0362316530064,8.180637753915974,-58.74480029750784
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,52,kW,1002,343.8692014172029,483.1750957383099,13.748004830262564,40.08660858529681
3,hold_midnight_issued,load,remaining_day,all,lead_slot,53,kW,1002,142.2694112871507,190.5257766982456,2.7068044364884414,3.432044357209553
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,53,kW,1002,276.20294106100533,435.2095930614008,8.036115300505898,-30.539380571939336
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,53,kW,715,387.0704153050732,515.2040870277987,8.036115300505898,-42.7978452210954
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,53,kW,1002,347.291839170526,484.9514284815585,14.248372013484989,33.97142492914888
3,hold_midnight_issued,load,remaining_day,all,lead_slot,54,kW,1002,154.65267230941677,204.45743971158458,2.9142554842901895,-2.956790768751861
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,54,kW,1002,276.60160265182236,432.2300245215634,8.03958883813533,-15.515147468923265
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,54,kW,668,414.90240397773346,529.3715057942455,8.03958883813533,-23.2727212033849
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,54,kW,1002,360.07527571595284,493.24173377466866,15.043829552900986,12.558356700171403
3,hold_midnight_issued,load,remaining_day,all,lead_slot,55,kW,1002,145.51111917368846,192.44118828762186,2.7397731011732027,-3.140951285636568
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,55,kW,1002,282.01087774741046,439.01911634308266,8.198777958493258,-16.120143360283997
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,55,kW,668,423.01631662111566,537.6864111840579,8.198777958493258,-24.180215040425995
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,55,kW,1002,355.8083517542847,485.433017730634,14.834705314487373,12.979192074647429
3,hold_midnight_issued,load,remaining_day,all,lead_slot,56,kW,1002,144.4450728344279,191.36761972368421,2.7294711193969605,-0.9335165515167501
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,56,kW,1002,284.9072970854333,439.7480229187736,8.293470747068683,-33.12837543165031
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,56,kW,668,427.3609456281499,538.5791357743589,8.293470747068685,-49.69256314747547
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,56,kW,1002,350.9344676437897,476.11015457756434,14.52740086245953,32.19485888013356
3,hold_midnight_issued,load,remaining_day,all,lead_slot,57,kW,1002,151.03746475726786,202.93920892557546,2.8508577051474027,-4.725918062524286
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,57,kW,1002,286.0573531048103,439.1940334959063,8.356770255394403,-42.22646858086092
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,57,kW,668,429.08602965721536,537.900640069897,8.356770255394403,-63.33970287129139
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,57,kW,1002,355.3291007783057,484.62777565979,14.414400644561969,37.50055051833663
3,hold_midnight_issued,load,remaining_day,all,lead_slot,58,kW,1002,144.42541704835313,193.44711866543108,2.7108215109386924,-13.668537569421826
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,58,kW,1002,281.2464437382957,430.91924525986303,8.278748521273501,-37.7324380773769
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,58,kW,668,421.8696656074435,527.7661356159516,8.278748521273501,-56.59865711606535
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,58,kW,1002,349.4853995061186,473.7461458656101,13.663134327291052,24.063900507955076
3,hold_midnight_issued,load,remaining_day,all,lead_slot,59,kW,1002,141.27477411128442,189.15846630188562,2.7201017967819316,-6.462269937894972
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,59,kW,1002,263.84919621539126,409.5476050209058,7.8376627419386695,-28.307240208623462
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,59,kW,668,395.77379432308703,501.5913288400626,7.83766274193867,-42.46086031293519
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,59,kW,1002,328.8910095414992,450.2603864169133,13.128275173891767,21.84497027072849
3,hold_midnight_issued,load,remaining_day,all,lead_slot,60,kW,1002,150.2782034122534,203.05818633073127,3.0199320308154634,-0.38040215741774497
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,60,kW,1002,251.45074483137617,395.0051217640211,7.542488837666533,-17.027737250049608
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,60,kW,668,377.17611724706427,483.78049705389503,7.542488837666534,-25.54160587507442
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,60,kW,1002,326.9531889098679,442.14329920377315,13.726520506698867,16.647335092631867
3,hold_midnight_issued,load,remaining_day,all,lead_slot,61,kW,1002,144.50047108289482,192.67858272721264,2.9141486029269896,0.08927850229445189
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,61,kW,1002,263.47547186916916,408.46645521052255,7.999138577912009,-12.292972741404999
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,61,kW,668,395.21320780375373,500.26719615458967,7.999138577912009,-18.4394591121075
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,61,kW,1002,335.0828014725984,452.7193835865145,13.574212521123235,12.382251243699454
3,hold_midnight_issued,load,remaining_day,all,lead_slot,62,kW,1002,137.29168303761628,183.64586495599846,2.7532490392014295,-6.120151052158605
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,62,kW,1002,267.17636291043715,419.56353691969974,8.236249762853012,-11.55994817969554
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,62,kW,668,400.76454436565564,513.8582900653179,8.236249762853008,-17.33992226954331
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,62,kW,1002,335.2535540395077,463.25876824884733,12.823299420490555,5.439797127536936
3,hold_midnight_issued,load,remaining_day,all,lead_slot,63,kW,1002,152.66847277612223,198.33934914326684,3.070445958285982,-2.104196206759275
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,63,kW,1002,264.94737071577,424.4101857986972,8.303394369398223,-7.64111383754697
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,63,kW,668,397.42105607365494,519.7941984233058,8.303394369398225,-11.461670756320453
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,63,kW,1002,342.2189069261176,474.56458840761877,12.537674794159566,5.5369176307876895
3,hold_midnight_issued,load,remaining_day,all,lead_slot,64,kW,1002,138.52060555908318,193.3607833491539,2.7828775939320427,-8.37290946411485
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,64,kW,1002,257.3208081830075,417.44859281398453,8.185031391727824,-9.763558038312574
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,64,kW,668,385.9812122745112,511.2680231185633,8.185031391727824,-14.645337057468863
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,64,kW,1002,330.128919882085,464.50939676194616,11.508317191319707,1.3906485741977248
3,hold_midnight_issued,load,remaining_day,all,lead_slot,65,kW,1002,141.9566349846492,193.5125501146797,2.8671002246775608,-9.978558014619725
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,65,kW,1002,248.26884313401246,407.83023760259437,8.036601587158152,-4.349889464627095
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,65,kW,668,372.4032647010187,499.4879919021907,8.036601587158152,-6.524834196940641
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,65,kW,1002,321.44475468959774,453.1395234434634,10.78806104639651,-5.628668549992637
3,hold_midnight_issued,load,remaining_day,all,lead_slot,66,kW,1002,146.28782791572434,195.44469339407217,2.9833156500737377,-9.262058623457897
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,66,kW,1002,242.32416979980928,408.5568185320766,8.008561036730567,9.90564787153345
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,66,kW,648,370.9310844455715,507.5803369818615,7.927901943274305,11.543184797219075
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,66,kW,1002,319.7716164853119,454.1728167569393,10.44644414870616,-19.167706494991346
3,hold_midnight_issued,load,remaining_day,all,lead_slot,67,kW,1002,136.61393640043832,182.23701553904982,2.7851850221942387,-13.183930496137345
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,67,kW,1002,246.57320912702528,424.1577770607581,8.30966253678524,18.722846384355783
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,67,kW,635,389.0808748744557,532.8125336671102,8.30966253678524,29.543767050589747
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,67,kW,1002,322.0085047976262,470.6300461110868,10.173896649220602,-31.906776880493133
3,hold_midnight_issued,load,remaining_day,all,lead_slot,68,kW,1002,141.5683464830366,187.15682290448746,2.8883214656459284,-10.329222407825156
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,68,kW,1002,255.76936092768344,433.2282198045704,8.782663911403475,23.600401483021546
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,68,kW,643,393.66964649754635,539.9105411812097,8.674669294160427,31.876026958586465
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,68,kW,1002,332.78777391448716,481.3791755899969,10.196382016494159,-33.92962389084671
3,hold_midnight_issued,load,remaining_day,all,lead_slot,69,kW,1002,155.73850756275735,208.75429562969134,3.1718536274568225,-9.793567427648727
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,69,kW,1002,262.7262370121561,440.6645513482411,9.185760149309793,25.438068757336026
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,69,kW,580,434.1601429551716,574.1419961170725,8.786620703057851,24.22437641839616
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,69,kW,1002,346.5585103431231,490.87057717589613,10.295398621270081,-35.23163618498474
3,hold_midnight_issued,load,remaining_day,all,lead_slot,70,kW,1002,154.3665394578825,206.74889751990023,3.1112026204244785,-25.557917958312533
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,70,kW,1002,257.3077791576928,443.05486737300555,9.14678207828113,22.26630948474434
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,70,kW,602,414.6714767898405,568.3654756632197,8.856219030720952,23.456273114933012
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,70,kW,1002,349.54650687278144,496.3646342385451,10.046259355401641,-47.82422744305686
3,hold_midnight_issued,load,remaining_day,all,lead_slot,71,kW,1002,148.5572551595768,197.0288327305153,3.128709972505378,0.7209418539087209
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,71,kW,1002,241.30876023999517,432.34131984305054,8.723966210682882,19.09583414428834
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,71,kW,610,381.5677904549462,550.781129541314,8.397977506584162,16.55573808134257
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,71,kW,1002,327.10774149367535,479.3409520232768,9.644738281247337,-18.374892290379627
3,hold_midnight_issued,load,remaining_day,all,lead_slot,72,kW,1002,157.33158288492925,212.41046808206113,3.5820000154166936,8.111313085041193
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,72,kW,1002,225.3072063986566,427.55934006967107,8.27883206912077,13.432127466507005
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,72,kW,516,422.6929687261602,594.7114734444649,7.998360861337205,11.26112940442788
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,72,kW,1002,323.52343698866304,483.3430923566753,10.118852904756347,-5.320814381465818
3,hold_midnight_issued,load,remaining_day,all,lead_slot,73,kW,668,148.9672666583279,197.89919712337144,3.0986791645935177,7.860608674646591
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,73,kW,668,343.1782513678262,546.6621898308507,8.514529650977341,4.426156518099372
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,73,kW,570,402.1734473554572,591.7929959949936,8.51437339781722,5.1797642684089755
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,73,kW,668,402.4476861412512,587.2194040299873,12.96429318825846,3.434452156547228
3,hold_midnight_issued,load,remaining_day,all,lead_slot,74,kW,668,139.79640569784223,187.26545011696746,2.8611162387217632,3.647850246856735
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,74,kW,668,356.93482576376874,560.5412744261448,8.97741685222362,-0.554715702802444
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,74,kW,579,406.366622587924,601.4029423841065,8.858957096767725,-6.073815580762629
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,74,kW,668,408.53335419218064,593.4932689233651,12.71780498580801,4.202565949659188
3,hold_midnight_issued,load,remaining_day,all,lead_slot,75,kW,668,158.6205764917859,210.81990619630818,3.265850061942369,8.906160588109495
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,75,kW,668,358.2412026672653,559.4034094307292,9.166413054214688,7.606942615217909
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,75,kW,453,506.04313100322724,675.0256967035426,8.780781348524659,-11.006947837319618
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,75,kW,668,411.72380822147846,597.9272065653499,12.753354661777527,1.2992179728915856
3,hold_midnight_issued,load,remaining_day,all,lead_slot,76,kW,668,155.13232167837978,205.42150278811417,3.198743633002036,18.086629937683426
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,76,kW,668,350.2603638297474,552.9886896493302,9.131346127650183,20.435441352399973
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,76,kW,537,422.76118023618227,614.2491606252945,8.860061483607145,12.476174249463234
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,76,kW,668,407.56705213272767,598.4864542939861,12.606243131362422,-2.3488114147165455
3,hold_midnight_issued,load,remaining_day,all,lead_slot,77,kW,668,150.06219720979837,197.11935477542534,3.056574270822912,20.846120504413264
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,77,kW,668,344.4548875135374,552.8116163217951,9.12016537457644,19.824966586588
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,77,kW,535,414.20966246228426,615.2372359803202,8.78350609946415,8.877349977794223
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,77,kW,668,400.4215237858414,593.3598406712076,12.56423516767452,1.0211539178252744
3,hold_midnight_issued,load,remaining_day,all,lead_slot,78,kW,668,149.6625603803152,198.25086285221477,3.001185019918136,2.847781799908809
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,78,kW,668,329.09302376346164,555.2648150988402,8.830023570261991,10.13283822796163
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,78,kW,354,595.8060303451925,761.5601151260519,8.471784128574468,-6.073641795242511
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,78,kW,668,402.18811022962893,593.2099827586294,12.94140517069758,-7.285056428052819
3,hold_midnight_issued,load,remaining_day,all,lead_slot,79,kW,668,141.07853629500804,188.51528194478246,2.82304520477724,1.0733876549605519
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,79,kW,668,311.9816348676003,547.5311996796934,8.511557713433808,2.257164862853739
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,79,kW,450,463.11940464790445,667.0998542080041,8.51155771343381,3.3506358408584442
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,79,kW,668,390.9105016754891,577.9739625081246,12.779728816841901,-1.1837772078931899
3,hold_midnight_issued,load,remaining_day,all,lead_slot,80,kW,668,139.85939920183918,185.70772839592948,2.803136411887305,2.220012907762312
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,80,kW,668,297.0906726278752,525.8661174698296,8.266696030330023,-5.547820125502247
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,80,kW,486,408.3468504432523,616.5173257603441,8.266696030330023,-7.625398855628605
3,hold_midnight_issued,net_load,remaining_day,all,lead_slot,80,kW,668,377.7756596628672,562.5566771405418,12.518278792660034,7.767833033264561
3,hold_midnight_issued,load,remaining_day,all,lead_slot,81,kW,668,151.18566898771596,199.47669498786007,3.027250803891292,-2.510588520337285
3,hold_midnight_issued,pv,remaining_day,all,lead_slot,81,kW,668,286.57383136938523,513.3103452480578,8.132458857021621,-14.916625173738465
3,hold_midnight_issued,pv,remaining_day,pv_generating,lead_slot,81,kW,334,573.1476627387705,725.9304519562194,8.132458857021621,-29.833250347476934
