scenario,model,target,horizon,population,granularity,group,unit,n,mae,rmse,wape_pct,bias
4-3,updated_issued,load,remaining_day,all,lead_slot,20,kW,1336,137.3272210257777,180.22326858027301,2.833199891222689,-0.37911107630018004
4-3,updated_issued,pv,remaining_day,all,lead_slot,20,kW,1336,98.54959910100136,179.30046050016992,3.824955098015707,-10.792502088987975
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,20,kW,679,193.90613313540177,251.5068088659402,3.824955098015707,-21.235320752412274
4-3,updated_issued,net_load,remaining_day,all,lead_slot,20,kW,1336,186.85955611645815,247.81404928337264,6.94700508082302,10.413391012687795
4-3,updated_issued,price,remaining_day,all,lead_slot,20,yuan/kWh,1336,0.04395254549778886,0.05655039562988326,5.745433032638453,-0.0005536555863887609
4-3,updated_issued,load,remaining_day,all,lead_slot,21,kW,1336,143.55123462706595,188.24736063691503,2.9582044934944456,-2.602868681013457
4-3,updated_issued,pv,remaining_day,all,lead_slot,21,kW,1336,100.42650545421958,186.7831064175521,3.911762097234776,-16.367397717809364
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,21,kW,668,200.85301090843916,264.1512023178792,3.911762097234776,-32.734795435618736
4-3,updated_issued,net_load,remaining_day,all,lead_slot,21,kW,1336,196.71310530754033,262.62383526887555,7.21089988505571,13.764529036795906
4-3,updated_issued,price,remaining_day,all,lead_slot,21,yuan/kWh,1336,0.04688077042215636,0.06007093071054459,6.156052803536731,-0.00048254388386118513
4-3,updated_issued,load,remaining_day,all,lead_slot,22,kW,1336,138.87819226809842,183.60389421900035,2.8483525967963437,-8.100635555236755
4-3,updated_issued,pv,remaining_day,all,lead_slot,22,kW,1336,96.65180750894972,179.72605631735038,3.7933789103209916,-11.749046640043911
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,22,kW,754,171.25572258880217,239.23713945545674,3.793378910320991,-20.81793940464014
4-3,updated_issued,net_load,remaining_day,all,lead_slot,22,kW,1336,192.2375663391991,257.4103681160712,6.869705114595117,3.6484110848071545
4-3,updated_issued,price,remaining_day,all,lead_slot,22,yuan/kWh,1336,0.044171719068836435,0.05724517410684198,5.715548614988559,-0.0003223232930659183
4-3,updated_issued,load,remaining_day,all,lead_slot,23,kW,1336,135.10735534908085,179.47683108280384,2.8287462506633605,-4.365830945730856
4-3,updated_issued,pv,remaining_day,all,lead_slot,23,kW,1336,82.91750416452982,152.77610404282476,3.2840949026898354,-3.430971235931177
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,23,kW,719,154.07202442811104,208.25441379915105,3.284094902689836,-6.375212199171145
4-3,updated_issued,net_load,remaining_day,all,lead_slot,23,kW,1336,177.9154318825025,236.01452640567018,6.446591724983329,-0.9348597097996801
4-3,updated_issued,price,remaining_day,all,lead_slot,23,yuan/kWh,1336,0.04270352106186325,0.05669170261994372,5.851335115100207,6.334450320834216e-05
4-3,updated_issued,load,remaining_day,all,lead_slot,24,kW,1336,145.01480014966953,194.19813958187282,3.1429388118989943,-0.04468534150416116
4-3,updated_issued,pv,remaining_day,all,lead_slot,24,kW,1336,69.90376262453765,129.00332656181348,2.795767415788414,6.277640919678588
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,24,kW,668,139.8075252490753,182.43825401496196,2.795767415788414,12.555281839357173
4-3,updated_issued,net_load,remaining_day,all,lead_slot,24,kW,1336,176.54885262573802,233.2835956509998,6.616627707307636,-6.32232626118275
4-3,updated_issued,price,remaining_day,all,lead_slot,24,yuan/kWh,1336,0.048099732407575,0.06443180253323491,7.340252923881724,0.0005009818879615301
4-3,updated_issued,load,remaining_day,all,lead_slot,25,kW,1336,137.38609019930752,183.37862460073373,2.9862227961773242,0.9938443204829933
4-3,updated_issued,pv,remaining_day,all,lead_slot,25,kW,1336,86.91528332672172,160.83475475888787,3.5183241619230508,9.310002987438533
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,25,kW,788,147.35890675697996,209.4208999238638,3.518324161923051,15.784472070073456
4-3,updated_issued,net_load,remaining_day,all,lead_slot,25,kW,1336,186.66042985683924,247.1299277584344,6.829600169549756,-8.316158666955538
4-3,updated_issued,price,remaining_day,all,lead_slot,25,yuan/kWh,1336,0.04745310412443023,0.06347932887094086,7.287930969857142,0.000594697311408972
4-3,updated_issued,load,remaining_day,all,lead_slot,26,kW,1336,132.5775254490069,176.20130150997784,2.868880838663332,-1.6659785506263656
4-3,updated_issued,pv,remaining_day,all,lead_slot,26,kW,1336,102.11300996477027,190.9179221765087,4.197111140866992,7.6043435601630245
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,26,kW,752,181.2410129439206,254.47035038734919,4.193119647442414,13.337318374033275
4-3,updated_issued,net_load,remaining_day,all,lead_slot,26,kW,1336,196.13477971826987,263.88848789893416,6.900977302597205,-9.270322110789392
4-3,updated_issued,price,remaining_day,all,lead_slot,26,yuan/kWh,1336,0.04609372946966495,0.06124024020265396,6.964280956391481,0.0007126337085841027
4-3,updated_issued,load,remaining_day,all,lead_slot,27,kW,1336,147.23503011606772,191.2046867738927,3.192503192370371,0.07215836214593371
4-3,updated_issued,pv,remaining_day,all,lead_slot,27,kW,1336,109.35335234069555,204.45540646968286,4.569481139581438,8.285474028097084
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,27,kW,668,218.38300313671846,289.1374484406759,4.562717981106759,16.24724651152157
4-3,updated_issued,net_load,remaining_day,all,lead_slot,27,kW,1336,209.95576458515424,282.6541950342857,7.165973982938668,-8.213315665951153
4-3,updated_issued,price,remaining_day,all,lead_slot,27,yuan/kWh,1336,0.0473192835312502,0.06412931529581632,7.143418724222205,0.0008378814013601057
4-3,updated_issued,load,remaining_day,all,lead_slot,28,kW,1336,133.6922898508111,182.2468903482923,2.8935401287540743,-6.5155853500458525
4-3,updated_issued,pv,remaining_day,all,lead_slot,28,kW,1336,108.6134830098345,202.01919481248336,4.606146646571808,4.267308163695829
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,28,kW,821,176.74496138993774,257.7058553647717,4.6061466465718075,6.944121445429507
4-3,updated_issued,net_load,remaining_day,all,lead_slot,28,kW,1336,201.78653407802105,276.4726427757046,6.641071445678744,-10.782893513741682
4-3,updated_issued,price,remaining_day,all,lead_slot,28,yuan/kWh,1336,0.046640369729159484,0.06389723455036185,6.903710069281037,0.0006219027120081125
4-3,updated_issued,load,remaining_day,all,lead_slot,29,kW,1336,135.0300483860405,181.21193178050245,2.934444952598289,-7.901655642167378
4-3,updated_issued,pv,remaining_day,all,lead_slot,29,kW,1336,99.53764130880799,185.912252024798,4.296000189561136,6.164655398096966
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,29,kW,781,169.77345717189903,243.1361097916988,4.283426456739155,10.047068981489394
4-3,updated_issued,net_load,remaining_day,all,lead_slot,29,kW,1336,194.72115306539783,263.4647160033216,6.235477128085682,-14.066311040264349
4-3,updated_issued,price,remaining_day,all,lead_slot,29,yuan/kWh,1336,0.04521840192687129,0.060074560167261114,7.104132972633733,0.0006056385198585723
4-3,updated_issued,load,remaining_day,all,lead_slot,30,kW,1336,144.51489054930636,190.9927531720582,3.1680247286340855,-7.263058072739571
4-3,updated_issued,pv,remaining_day,all,lead_slot,30,kW,1336,87.87523361874494,170.5245459709126,3.8721119252988005,14.578968575611883
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,30,kW,668,172.00981840139406,240.18210328923243,3.7896984262380586,25.417288315127905
4-3,updated_issued,net_load,remaining_day,all,lead_slot,30,kW,1336,190.6833886212503,254.3434756456684,5.996828903668636,-21.842026648351453
4-3,updated_issued,price,remaining_day,all,lead_slot,30,yuan/kWh,1336,0.045676707996496695,0.05954458759976009,8.060711229386206,0.0008715239311017341
4-3,updated_issued,load,remaining_day,all,lead_slot,31,kW,1336,135.88128762684036,179.4225568380245,2.9800629129437404,-9.268912654810107
4-3,updated_issued,pv,remaining_day,all,lead_slot,31,kW,1336,104.00671414890617,203.27110731432663,4.66275865885629,24.28507976702329
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,31,kW,836,162.05709694282984,256.40835240193366,4.546209396484496,34.655059222500256
4-3,updated_issued,net_load,remaining_day,all,lead_slot,31,kW,1336,197.67271571924414,272.4352528802647,6.082998075848591,-33.55399242183341
4-3,updated_issued,price,remaining_day,all,lead_slot,31,yuan/kWh,1336,0.04290844243535209,0.0568985773104701,7.638739803902966,0.0009643773901537455
4-3,updated_issued,load,remaining_day,all,lead_slot,32,kW,1336,134.4763481234472,177.5035838205601,2.946720654751859,-8.933747860178055
4-3,updated_issued,pv,remaining_day,all,lead_slot,32,kW,1336,132.04988311771885,240.09255948208883,6.004897260545426,36.66216427173237
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,32,kW,844,199.39115346340805,299.3793271186656,5.7280847429426816,48.39827149867114
4-3,updated_issued,net_load,remaining_day,all,lead_slot,32,kW,1336,216.6135133848313,301.53254413633465,6.523530303011943,-45.59591213191044
4-3,updated_issued,price,remaining_day,all,lead_slot,32,yuan/kWh,1336,0.042686994806231934,0.05674300197204985,7.364005341809546,0.0009720608445413987
4-3,updated_issued,load,remaining_day,all,lead_slot,33,kW,1336,145.3834333527086,193.87213330011923,3.1832434069107514,-7.327896184772693
4-3,updated_issued,pv,remaining_day,all,lead_slot,33,kW,1336,146.69515327931614,260.48166787528277,6.744971644709626,41.64731696506422
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,33,kW,699,251.12754113816084,350.3931955721363,6.041286401813383,50.349416222795234
4-3,updated_issued,net_load,remaining_day,all,lead_slot,33,kW,1336,238.81576377449673,328.6323490514594,7.066648972817364,-48.975213149836904
4-3,updated_issued,price,remaining_day,all,lead_slot,33,yuan/kWh,1336,0.046099407549629455,0.06080584273405325,8.023682565864771,0.0009864340755803532
4-3,updated_issued,load,remaining_day,all,lead_slot,34,kW,1336,145.67653725849618,193.43135252069501,3.178870154807664,-15.105434587549702
4-3,updated_issued,pv,remaining_day,all,lead_slot,34,kW,1336,143.71689249024683,258.82411269909755,6.653143318637786,37.22411322127033
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,34,kW,849,212.0068313461517,319.7498766260708,6.236919634271337,44.428087997090856
4-3,updated_issued,net_load,remaining_day,all,lead_slot,34,kW,1336,242.16966619120177,331.54540019698135,7.079661934747595,-52.32954780882003
4-3,updated_issued,price,remaining_day,all,lead_slot,34,yuan/kWh,1336,0.04359873451475189,0.058072141333772816,7.828799094610034,0.000917413608233204
4-3,updated_issued,load,remaining_day,all,lead_slot,35,kW,1336,146.03302561037168,191.57928256818303,3.2399215867331472,0.1649937200856821
4-3,updated_issued,pv,remaining_day,all,lead_slot,35,kW,1336,124.65696183773804,232.49218027511515,5.797393531273588,27.965418085260836
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,35,kW,844,186.53708452991984,288.1974581959068,5.480465104114392,33.480328068652646
4-3,updated_issued,net_load,remaining_day,all,lead_slot,35,kW,1336,220.1858807499836,299.6747726615255,6.449236250710826,-27.80042436517516
4-3,updated_issued,price,remaining_day,all,lead_slot,35,yuan/kWh,1336,0.04329899585441154,0.05686755741446065,6.881737464812828,0.00047837306637351805
4-3,updated_issued,load,remaining_day,all,lead_slot,36,kW,1336,155.47773848610575,206.52566592164982,3.5464549034734665,10.829550509802596
4-3,updated_issued,pv,remaining_day,all,lead_slot,36,kW,1336,102.55156803777106,213.03653489448482,4.775911000836401,11.75285543428131
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,36,kW,698,185.36580512458195,293.12676298471536,4.5101657873642225,11.573426846269191
4-3,updated_issued,net_load,remaining_day,all,lead_slot,36,kW,1336,212.2959038573536,291.6849311174012,6.277985333367057,-0.923304924478719
4-3,updated_issued,price,remaining_day,all,lead_slot,36,yuan/kWh,1336,0.04697522290487533,0.06020210355398773,6.283336790855866,-5.115909724175413e-05
4-3,updated_issued,load,remaining_day,all,lead_slot,37,kW,1002,143.9234733178851,187.887623491192,3.077789545852041,3.9173696965691756
4-3,updated_issued,pv,remaining_day,all,lead_slot,37,kW,1002,165.5555122454821,282.8721089576651,5.754678883890821,3.576641137511121
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,37,kW,848,191.5448862257479,306.92612046986414,5.634769327500849,0.150040883546299
4-3,updated_issued,net_load,remaining_day,all,lead_slot,37,kW,1002,237.00217600683004,336.4705555438231,7.072859892863669,0.3407285590580592
4-3,updated_issued,price,remaining_day,all,lead_slot,37,yuan/kWh,1002,0.04579977739379219,0.058591513832226196,5.262414114059176,-0.0003535902965581481
4-3,updated_issued,load,remaining_day,all,lead_slot,38,kW,1002,136.39934433995964,178.45440052394702,2.9016249456293104,10.827331837607096
4-3,updated_issued,pv,remaining_day,all,lead_slot,38,kW,1002,203.27129676117073,320.8437689573883,7.019903103403746,13.9162833739196
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,38,kW,844,230.12384627782566,346.87063402587705,6.6940878740603385,5.320856450781074
4-3,updated_issued,net_load,remaining_day,all,lead_slot,38,kW,1002,263.3593699042466,368.9934408184964,7.885234304757095,-3.088951536312507
4-3,updated_issued,price,remaining_day,all,lead_slot,38,yuan/kWh,1002,0.04504689592831553,0.058823272734373565,5.29598601317915,-0.00010601785960920435
4-3,updated_issued,load,remaining_day,all,lead_slot,39,kW,1002,152.1315461463803,200.10218602777974,3.2450640761557064,10.039828421950318
4-3,updated_issued,pv,remaining_day,all,lead_slot,39,kW,1002,219.57218343395104,334.07865859610257,7.537690634254723,25.665454652244232
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,39,kW,699,285.53668198302387,391.55071026120834,6.838051246398623,7.575963471907654
4-3,updated_issued,net_load,remaining_day,all,lead_slot,39,kW,1002,283.2068107221939,384.5337422619559,8.595472324943868,-15.625626230293902
4-3,updated_issued,price,remaining_day,all,lead_slot,39,yuan/kWh,1002,0.049634209689937536,0.06319604400044246,5.831936597494402,-0.00016974226818505323
4-3,updated_issued,load,remaining_day,all,lead_slot,40,kW,1002,150.76900040691433,196.73146574356147,3.221688030964867,19.215760324833305
4-3,updated_issued,pv,remaining_day,all,lead_slot,40,kW,1002,213.3628518101943,325.2493170687223,7.267424680703752,31.8725979864571
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,40,kW,847,239.73598470284466,349.9294420551684,6.902567271027636,25.033228703571147
4-3,updated_issued,net_load,remaining_day,all,lead_slot,40,kW,1002,272.11895151759063,374.32403297870763,8.442210237900854,-12.6568376616238
4-3,updated_issued,price,remaining_day,all,lead_slot,40,yuan/kWh,1002,0.04684616272747653,0.0609142436679129,5.617510393196004,-0.00039745271027018415
4-3,updated_issued,load,remaining_day,all,lead_slot,41,kW,1002,149.46335790796846,195.71010379762944,3.155267395210422,11.786125095258406
4-3,updated_issued,pv,remaining_day,all,lead_slot,41,kW,1002,186.83695879899307,299.3567444835605,6.2782444800254495,20.906475751807672
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,41,kW,837,213.0547155268612,324.6608917725641,5.980318596261032,14.413922201556796
4-3,updated_issued,net_load,remaining_day,all,lead_slot,41,kW,1002,250.54369238280634,349.41093013789504,8.003122454145306,-9.12035065654926
4-3,updated_issued,price,remaining_day,all,lead_slot,41,yuan/kWh,1002,0.04701223326369371,0.060814685333723646,5.277994329455599,-0.000324540389397009
4-3,updated_issued,load,remaining_day,all,lead_slot,42,kW,1002,149.1407115432507,195.04991287323114,3.0947183443423856,2.712366493388468
4-3,updated_issued,pv,remaining_day,all,lead_slot,42,kW,1002,161.3069458983648,278.7841673772071,5.3231553124509015,-4.342185105596226
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,42,kW,668,228.64110753454042,340.0376964994943,5.030129026946362,-19.832588971401073
4-3,updated_issued,net_load,remaining_day,all,lead_slot,42,kW,1002,243.9676784812423,336.14436090149104,8.075922854583599,7.054551598984689
4-3,updated_issued,price,remaining_day,all,lead_slot,42,yuan/kWh,1002,0.051286963340704705,0.06966624376485757,5.182943963629921,-6.537425660584829e-05
4-3,updated_issued,load,remaining_day,all,lead_slot,43,kW,1002,135.37350172379047,180.5797373263895,2.8053616168398534,-0.08474569288001564
4-3,updated_issued,pv,remaining_day,all,lead_slot,43,kW,1002,170.75371297239715,298.8043207312402,5.534296665784659,-20.275524845184428
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,43,kW,784,218.2336994876811,337.8023780211234,5.53429666578466,-25.91336211080969
4-3,updated_issued,net_load,remaining_day,all,lead_slot,43,kW,1002,251.38047784263395,352.9689034421953,8.690267730559988,20.19077915230441
4-3,updated_issued,price,remaining_day,all,lead_slot,43,yuan/kWh,1002,0.04884891838243145,0.0677481129660476,4.910128526778985,-0.00020257552562964151
4-3,updated_issued,load,remaining_day,all,lead_slot,44,kW,1002,138.49990679805822,181.7918293859985,2.8697474894983217,-4.040075465480638
4-3,updated_issued,pv,remaining_day,all,lead_slot,44,kW,1002,178.3801148205747,308.09995487331247,5.686995593112222,-22.32723109170741
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,44,kW,820,217.97179884172667,340.5795515346814,5.686995593112222,-27.282787260842465
4-3,updated_issued,net_load,remaining_day,all,lead_slot,44,kW,1002,261.3229637186648,364.5868492977795,9.409656081611248,18.287155626226767
4-3,updated_issued,price,remaining_day,all,lead_slot,44,yuan/kWh,1002,0.04823075516455747,0.06578806574611555,4.914203585723175,-0.0005660798499746697
4-3,updated_issued,load,remaining_day,all,lead_slot,45,kW,1002,151.2265021556028,199.39858742582265,3.136179796627158,-3.5888581543617297
4-3,updated_issued,pv,remaining_day,all,lead_slot,45,kW,1002,183.5308621788474,309.91540520233195,5.754254103805525,-25.96993234821043
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,45,kW,668,275.2962932682711,379.56730308680227,5.754254103805525,-38.95489852231564
4-3,updated_issued,net_load,remaining_day,all,lead_slot,45,kW,1002,274.2263743262592,372.00210860886256,10.33248908793749,22.3810741938487
4-3,updated_issued,price,remaining_day,all,lead_slot,45,yuan/kWh,1002,0.05053468915938039,0.0676554079718346,5.163766346688168,-0.0006443005958397657
4-3,updated_issued,load,remaining_day,all,lead_slot,46,kW,1002,147.56206516694505,193.18974870166434,3.088503487718745,3.7038165974920387
4-3,updated_issued,pv,remaining_day,all,lead_slot,46,kW,1002,190.91594721638796,315.9516990222658,5.881959590458295,-33.0699017683861
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,46,kW,754,253.71058237509376,364.22427118176336,5.881959590458294,-43.94700473729826
4-3,updated_issued,net_load,remaining_day,all,lead_slot,46,kW,1002,268.12376989152483,365.8277794822472,10.693734045528853,36.773718365878146
4-3,updated_issued,price,remaining_day,all,lead_slot,46,yuan/kWh,1002,0.047470609681562935,0.06442119854823879,4.973984880780099,-0.00016080386290359756
4-3,updated_issued,load,remaining_day,all,lead_slot,47,kW,1002,142.5026385780458,186.55581386290902,2.8787434706612633,-6.578075820424706
4-3,updated_issued,pv,remaining_day,all,lead_slot,47,kW,1002,189.35355132606605,309.4390961757903,5.750491227856944,-30.898870290358204
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,47,kW,787,241.08292049392398,349.1577437943422,5.7504912278569424,-39.34011185633916
4-3,updated_issued,net_load,remaining_day,all,lead_slot,47,kW,1002,257.27447868634613,350.95413151080857,9.963772178438651,24.320794469933496
4-3,updated_issued,price,remaining_day,all,lead_slot,47,yuan/kWh,1002,0.049889398978724846,0.06762445039055029,4.881852897917332,-0.0003471839856045692
4-3,updated_issued,load,remaining_day,all,lead_slot,48,kW,1002,145.97699363320228,193.6745188843174,2.7841786156010824,-2.565225740817131
4-3,updated_issued,pv,remaining_day,all,lead_slot,48,kW,1002,188.32686393626415,305.56041196557993,5.656337951143952,-18.35206785424645
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,48,kW,668,282.4902959043963,374.23354745514513,5.6563379511439535,-27.52810178136967
4-3,updated_issued,net_load,remaining_day,all,lead_slot,48,kW,1002,266.8116090651365,363.9201399487609,9.619278468883234,15.78684211342932
4-3,updated_issued,price,remaining_day,all,lead_slot,48,yuan/kWh,1002,0.05809684208127751,0.07955309135563671,5.078571175672851,-0.0010368300699688674
4-3,updated_issued,load,remaining_day,all,lead_slot,49,kW,1002,140.08426826214497,186.4103019580838,2.6548172613556718,-16.4518284490073
4-3,updated_issued,pv,remaining_day,all,lead_slot,49,kW,1002,206.69393724238557,328.9805683449038,6.141633325340582,-20.601052832172012
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,49,kW,721,287.2501041842862,387.82560169900364,6.141633325340581,-28.630034587845152
4-3,updated_issued,net_load,remaining_day,all,lead_slot,49,kW,1002,286.53991916257,386.30440971026604,10.540635918189304,4.149224383164712
4-3,updated_issued,price,remaining_day,all,lead_slot,49,yuan/kWh,1002,0.05670328666040978,0.0784534632944419,4.909083632232646,-0.0008681839562926394
4-3,updated_issued,load,remaining_day,all,lead_slot,50,kW,1002,142.36668197283527,191.51768584075668,2.7202934224474395,-1.4837646650840701
4-3,updated_issued,pv,remaining_day,all,lead_slot,50,kW,1002,217.18570914796337,339.9774739092722,6.3988173236055506,-31.061115144294547
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,50,kW,755,288.2385173063037,391.6611796490109,6.3988173236055506,-41.22283095971276
4-3,updated_issued,net_load,remaining_day,all,lead_slot,50,kW,1002,297.1856759361676,396.03258561194144,11.405722882330894,29.577350479210484
4-3,updated_issued,price,remaining_day,all,lead_slot,50,yuan/kWh,1002,0.055873848921577686,0.0760337633819467,4.956458844603709,-0.0007574401066836088
4-3,updated_issued,load,remaining_day,all,lead_slot,51,kW,1002,158.73354015130246,211.5824716679282,3.031300670042139,-1.510674628505018
4-3,updated_issued,pv,remaining_day,all,lead_slot,51,kW,1002,216.45007223434672,337.66326829722215,6.34132243718012,-31.995865979371175
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,51,kW,668,324.67510835152007,413.55135610434496,6.34132243718012,-47.99379896905676
4-3,updated_issued,net_load,remaining_day,all,lead_slot,51,kW,1002,294.24041120128993,393.6131149425451,11.518647534797983,30.485191350866156
4-3,updated_issued,price,remaining_day,all,lead_slot,51,yuan/kWh,1002,0.058512661826046364,0.07960551336857742,5.1494125571592635,-0.0009668306008825073
4-3,updated_issued,load,remaining_day,all,lead_slot,52,kW,1002,143.69964352015455,192.39128623629432,2.748112259362341,0.7641871826748976
4-3,updated_issued,pv,remaining_day,all,lead_slot,52,kW,1002,217.57139881136115,333.2595495707056,6.347168016931069,-28.280495956164405
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,52,kW,680,320.59785530732916,404.54050047159484,6.347168016931068,-41.67214257070108
4-3,updated_issued,net_load,remaining_day,all,lead_slot,52,kW,1002,282.6069274522871,377.51301236589336,11.298718779312392,29.044683138839304
4-3,updated_issued,price,remaining_day,all,lead_slot,52,yuan/kWh,1002,0.05825204997044045,0.08088009506208495,5.008672853340189,-0.000748533365926817
4-3,updated_issued,load,remaining_day,all,lead_slot,53,kW,1002,141.61489650518817,188.74056355885006,2.6943516998141632,3.9614420564808284
4-3,updated_issued,pv,remaining_day,all,lead_slot,53,kW,1002,214.83601604924058,327.7298944276467,6.250646676827784,-19.21278281918512
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,53,kW,715,301.0708924214532,387.96888612354394,6.250646676827783,-26.924766971781107
4-3,updated_issued,net_load,remaining_day,all,lead_slot,53,kW,1002,285.2624069460837,376.7094045954417,11.703485187955126,23.17422487566595
4-3,updated_issued,price,remaining_day,all,lead_slot,53,yuan/kWh,1002,0.05406910009719471,0.0712239524464748,5.139486425238489,-0.0002939528377214536
4-3,updated_issued,load,remaining_day,all,lead_slot,54,kW,1002,153.99934321798827,202.84337622570192,2.9019442331536265,-2.4418961962655272
4-3,updated_issued,pv,remaining_day,all,lead_slot,54,kW,1002,215.9583216811703,328.5584559947945,6.276956083569305,-4.448186748074139
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,54,kW,668,323.9374825217554,402.4002839319636,6.276956083569305,-6.672280122111204
4-3,updated_issued,net_load,remaining_day,all,lead_slot,54,kW,1002,296.1698897640887,390.81325422970946,12.373883020580372,2.0062905518086085
4-3,updated_issued,price,remaining_day,all,lead_slot,54,yuan/kWh,1002,0.051062349417750785,0.06515705985247149,5.863348944252436,-5.211562277499254e-05
4-3,updated_issued,load,remaining_day,all,lead_slot,55,kW,1002,144.9502325121706,190.79713370101715,2.7292123811625264,-2.640162519193456
4-3,updated_issued,pv,remaining_day,all,lead_slot,55,kW,1002,228.39383745795186,347.2483759086598,6.639993376720527,-4.985475821330547
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,55,kW,668,342.5907561869279,425.2906674931897,6.639993376720528,-7.478213731995822
4-3,updated_issued,net_load,remaining_day,all,lead_slot,55,kW,1002,305.9019369397599,400.4331351735029,12.75395888617612,2.345313302137093
4-3,updated_issued,price,remaining_day,all,lead_slot,55,yuan/kWh,1002,0.04748262722240314,0.06140268014797837,5.567358379075777,-0.00029381104310960404
4-3,updated_issued,load,remaining_day,all,lead_slot,56,kW,1002,144.22963442630734,189.88997240464644,2.725400140017498,-0.4464471551846154
4-3,updated_issued,pv,remaining_day,all,lead_slot,56,kW,1002,237.36361519060054,360.75349668546517,6.909504316456352,-21.598657224583132
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,56,kW,668,356.0454227859008,441.83099490210606,6.909504316456353,-32.397985836874696
4-3,updated_issued,net_load,remaining_day,all,lead_slot,56,kW,1002,306.8970843544708,404.3978850410502,12.70441458165032,21.152210069398517
4-3,updated_issued,price,remaining_day,all,lead_slot,56,yuan/kWh,1002,0.047699061686313333,0.061242803548127084,5.450295616985223,-0.0005284235589462273
4-3,updated_issued,load,remaining_day,all,lead_slot,57,kW,1002,150.61202933561808,201.58769027214717,2.842827539573569,-4.252192186985276
4-3,updated_issued,pv,remaining_day,all,lead_slot,57,kW,1002,238.50618679053505,368.71409448015686,6.967628644625002,-30.301699705680033
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,57,kW,668,357.7592801858026,451.5806962243659,6.967628644625003,-45.45254955852005
4-3,updated_issued,net_load,remaining_day,all,lead_slot,57,kW,1002,311.3209006219838,418.82598813480433,12.629149092381676,26.049507518694757
4-3,updated_issued,price,remaining_day,all,lead_slot,57,yuan/kWh,1002,0.05054412383013419,0.06450421776486447,5.80230254356142,-0.0005173128902582942
4-3,updated_issued,load,remaining_day,all,lead_slot,58,kW,1002,144.00431541290183,192.10781920498866,2.7029175602698796,-13.207789661946725
4-3,updated_issued,pv,remaining_day,all,lead_slot,58,kW,1002,236.43677984690078,370.03853404751504,6.95973472771656,-25.412618534082295
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,58,kW,668,354.65516977035116,453.20279679195596,6.95973472771656,-38.11892780112344
4-3,updated_issued,net_load,remaining_day,all,lead_slot,58,kW,1002,310.0128918169554,416.85522818595325,12.119956341732248,12.20482887213557
4-3,updated_issued,price,remaining_day,all,lead_slot,58,yuan/kWh,1002,0.04763789861281989,0.06155101640905413,5.3757485522083615,-0.00038007427750499364
4-3,updated_issued,load,remaining_day,all,lead_slot,59,kW,1002,140.9872486075586,187.97992605282843,2.7145657862363466,-6.014144460262699
4-3,updated_issued,pv,remaining_day,all,lead_slot,59,kW,1002,222.53778823293842,355.4933777757026,6.610503865559985,-15.59236999721512
4-3,updated_issued,pv,remaining_day,pv_generating,lead_slot,59,kW,668,333.80668234940765,435.38869124446444,6.610503865559985,-23.38855499582268
4-3,updated_issued,net_load,remaining_day,all,lead_slot,59,kW,1002,292.790413292855,400.49002718355666,11.687255055541694,9.578225536952422
