scenario,issue_hour,target,n,unit,mae,rmse,bias_predicted_minus_actual,absolute_error_sum,squared_error_sum,month
3,0,load,4464,kW,290.5917430007221,359.9921587815121,24.336664839332848,1297201.5407552235,578509197.9709501,7
3,0,load,4464,kW,203.9809989833409,254.99046749043902,113.35907670028328,910571.1794616338,290249898.31307113,8
3,0,load,4320,kW,287.4667851113561,396.6724765362663,243.81926637252855,1241856.5116810584,679747911.7309116,9
3,0,load,4464,kW,196.4208185194376,248.28941482906143,173.55614727109682,876822.5338707694,275195036.0161282,10
3,0,load,4320,kW,135.32872939417726,168.8280500460455,72.32713195895931,584620.1109828458,123132573.28375219,11
3,0,load,4464,kW,158.88301182673814,201.58109543146728,36.44461217794188,709253.7647945591,181394363.38980383,12
3,0,pv,4032,kW,172.72187032254092,321.3026590453301,-39.78863477348139,696414.581140485,416245127.5971057,2
3,0,pv,4464,kW,202.58733995169675,386.25723928954767,-36.39534537578933,904349.8855443742,666004939.489594,3
3,0,pv,4320,kW,226.52492740695976,398.7694652873831,31.210669412104068,978587.6863980661,686953813.4449291,4
3,0,pv,4464,kW,201.21131332949875,357.42990598077614,2.7842688320911186,898207.3027028824,570303398.6455998,5
3,0,pv,4320,kW,205.189670105104,376.3067716899481,-7.384860700911796,886419.3748540493,611741317.3331504,6
3,0,pv,4464,kW,215.86473195405918,390.34913341803605,2.371575025330616,963620.1634429202,680190598.7663851,7
3,0,pv,4464,kW,243.84402537765638,472.15426384954816,-48.492616907490564,1088519.729285858,995157952.5615222,8
3,0,pv,4320,kW,210.5250473192425,403.1025181335804,25.759436710064257,909468.2044191277,701963885.3427367,9
3,0,pv,4464,kW,236.97241694634306,459.0623483449611,-43.11559133870164,1057844.8692484754,940735501.8779092,10
3,0,pv,4320,kW,145.84613940695925,282.50904028655435,15.259261775008277,630055.322238064,344785065.88448155,11
3,0,pv,4464,kW,123.68251264188935,264.2491704558316,6.981238935206303,552118.736433394,311710513.92256063,12
3,0,net_load,4032,kW,306.58716623641163,424.14284322220414,204.3039681191755,1236159.4542652117,725345314.6730726,2
3,0,net_load,4464,kW,304.3741608815021,445.6396822411607,151.1743768825656,1358726.2541750255,886526858.5960438,3
3,0,net_load,4320,kW,295.92143945171455,429.43791370181674,55.4616286739985,1278380.6184314068,796681101.8501381,4
3,0,net_load,4464,kW,295.8203540444698,408.2376310385545,52.52383702202065,1320542.0604545132,743961148.5996145,5
3,0,net_load,4320,kW,334.24071571937617,451.5347508764186,42.25537307327283,1443919.891907705,880777286.995807,6
3,0,net_load,4464,kW,414.60331511211405,550.7464335795114,21.965089814002255,1850789.198660477,1354027774.6248603,7
3,0,net_load,4464,kW,366.48107604723043,554.0244123953989,161.85169360777388,1635971.5234748367,1370193773.1022196,8
3,0,net_load,4320,kW,401.8285948422131,550.7366226980811,218.05982966246432,1735899.5297183604,1310302775.1494384,9
3,0,net_load,4464,kW,359.25500596347285,530.6044512465818,216.67173860979847,1603714.346620943,1256799397.5595112,10
3,0,net_load,4320,kW,228.13205733561335,325.14778333152486,57.067870183951044,985530.4876898497,456715069.9433464,11
3,0,net_load,4464,kW,224.62398450029158,317.4019985643138,29.463373242735575,1002721.4668093016,449721344.0838586,12
3,6,load,3024,kW,165.7371879317029,206.05505151964968,117.36502818250392,501189.25630546955,128395061.19245881,2
3,6,load,3348,kW,144.72984230781924,183.08827265204425,77.56570498200036,484555.5120465788,112229364.5709107,3
3,6,load,3240,kW,136.84160243313926,171.3189122614983,67.19033473623702,443366.7918833712,95094549.82301995,4
3,6,load,3348,kW,167.25528431196727,214.3951921714891,28.197345784377944,559970.6918764664,153891819.13108414,5
3,6,load,3240,kW,208.6035341622104,272.7016514181199,12.84666551176843,675875.4506855616,240946457.82319015,6
3,6,load,3348,kW,267.2251587756618,332.9002301710761,29.565129396215276,894669.8315809157,371033941.75415486,7
3,6,load,3348,kW,198.28110012798214,248.14324213583924,90.75729225887939,663845.1232284842,206153329.73201185,8
3,6,load,3240,kW,271.1913452960959,383.0448901707265,209.07214723493428,878659.9587593507,475383776.75032866,9
3,6,load,3348,kW,183.4730641290425,241.39547153956076,148.0403469278194,614267.8187040343,195093898.27999347,10
3,6,load,3240,kW,133.55828289110016,166.10886532579931,59.54601816459524,432728.8365671645,89398582.65303148,11
3,6,load,3348,kW,151.58579573186125,189.94114513486073,51.27076778073672,507509.24411027145,120787934.08349618,12
3,6,pv,3024,kW,145.04271483878455,234.40379288284598,8.865027008883851,438609.1696724845,166154097.6684212,2
3,6,pv,3348,kW,167.3837568040993,281.9429364943888,25.667396116459027,560400.8177801245,266138611.4820363,3
3,6,pv,3240,kW,173.187742213479,271.2932684651121,1.3463106722570433,561128.284771672,238464121.54692614,4
3,6,pv,3348,kW,177.22585796436516,284.1801222899844,-47.878737360368255,593352.1724646946,270378928.6971047,5
3,6,pv,3240,kW,172.2248069108553,282.7364550728833,16.682173411665673,558008.3743911711,259005285.808065,6
3,6,pv,3348,kW,180.83562097251902,304.18705640872196,-0.810070058420312,605437.6590159937,309789654.17954683,7
3,6,pv,3348,kW,185.87702455530754,300.2787042302323,-4.069646400658209,622316.2782111696,301880121.11709917,8
3,6,pv,3240,kW,182.3329466672667,306.0281620152413,-10.145193564707998,590758.7472019441,303436484.46642286,9
3,6,pv,3348,kW,179.73544638262754,300.5575045624095,37.67050097723273,601754.274489037,302440955.7613249,10
3,6,pv,3240,kW,138.94440228944015,238.44681545780708,-25.770549729537045,450179.8634177861,184216303.5183812,11
3,6,pv,3348,kW,100.28262061162027,183.83070518845133,7.949019081259669,335746.2138077047,113141401.91343892,12
3,6,net_load,3024,kW,232.18941914609573,309.80969287397005,108.50000117362009,702140.8034977935,290249706.4951589,2
