scenario,issue_hour,target,n,unit,mae,rmse,bias_predicted_minus_actual,absolute_error_sum,squared_error_sum,lead_hour_end,target_hour_end
4-3,6,pv,2004,kW,0.0,0.0,0.0,0.0,0.0,16,22
4-3,6,pv,2004,kW,0.0,0.0,0.0,0.0,0.0,17,23
4-3,6,pv,2004,kW,0.0,0.0,0.0,0.0,0.0,18,24
4-3,6,price,2004,yuan/kWh,0.039326794870324276,0.04937527274126774,0.0001440146274802718,78.81089692012985,4.885586786782253,1,7
4-3,6,price,2004,yuan/kWh,0.0414678601088707,0.05306599105981259,0.0004591848772715923,83.10159165817689,5.64326281194886,2,8
4-3,6,price,2004,yuan/kWh,0.05601792273688123,0.06980626394612001,-0.0012084087984486336,112.25991716470998,9.76532063017521,3,9
4-3,6,price,2004,yuan/kWh,0.0581543992005154,0.07412697759317728,-0.000986076666310443,116.54141599783286,11.011596849427209,4,10
4-3,6,price,2004,yuan/kWh,0.06819166382726238,0.08888443351523365,-8.949810616562908e-05,136.6560943098338,15.832486812733274,5,11
4-3,6,price,2004,yuan/kWh,0.06200286264170597,0.07943390584648545,0.0006546948209817081,124.25373673397877,12.644729777648745,6,12
4-3,6,price,2004,yuan/kWh,0.06339782193041166,0.07915997734784078,-0.00013036319440305126,127.04923514854495,12.557669235476173,7,13
4-3,6,price,2004,yuan/kWh,0.06053860806809737,0.07879690453423978,-0.0019794657333566997,121.31937056846712,12.442740137012908,8,14
4-3,6,price,2004,yuan/kWh,0.06393322363114312,0.08633404746459471,-0.0003890208636271831,128.12218015681083,14.936949774244258,9,15
4-3,6,price,2004,yuan/kWh,0.05110301635599457,0.06589630981564615,0.00036747775632897813,102.41044477741312,8.702016589228524,10,16
4-3,6,price,2004,yuan/kWh,0.04900170786137641,0.06188582232613564,0.0007825476903111667,98.19942255419834,7.675029429983985,11,17
4-3,6,price,2004,yuan/kWh,0.046008662264264616,0.05922515730733877,0.0004218231848660159,92.20135917758628,7.029268993190363,12,18
4-3,6,price,2004,yuan/kWh,0.040208880502443506,0.0537423056225469,-0.0006820330467545261,80.57859652689679,5.788023768908981,13,19
4-3,6,price,2004,yuan/kWh,0.04989975832017133,0.07296273652382723,0.00012795224693483136,99.99911567362335,10.668416085775046,14,20
4-3,6,price,2004,yuan/kWh,0.04774399353221326,0.06947614960552696,-0.00019248846732280417,95.67896303855537,9.673178469475168,15,21
4-3,6,price,2004,yuan/kWh,0.037017366481730436,0.047300684603935966,0.00022895686235026687,74.18280242938779,4.4836589470580535,16,22
4-3,6,price,2004,yuan/kWh,0.03471052290802699,0.04344548762629214,0.0016032851113476317,69.55988790768609,3.7825708317529525,17,23
4-3,6,price,2004,yuan/kWh,0.033748124723263696,0.04290613074998428,0.0009649074273175431,67.63124194542044,3.689235856093231,18,24
4-3,6,net_load,2004,kW,165.62375415140707,208.862913482796,27.456421332992623,331910.00331941975,87421928.12355794,1,7
4-3,6,net_load,2004,kW,188.5962234054012,237.45105362702134,102.58990248870204,377946.831704424,112991537.74863946,2,8
4-3,6,net_load,2004,kW,222.24614757492128,278.46573294756257,124.71807030332532,445381.2797401422,155396501.50975055,3,9
4-3,6,net_load,2004,kW,261.250123007327,332.5597788463059,131.58156040156496,523545.24650668324,221634397.03863296,4,10
4-3,6,net_load,2004,kW,322.01959743307816,404.21364621812023,107.79243341924254,645327.2732558886,327430898.2650511,5,11
4-3,6,net_load,2004,kW,380.67566079689544,488.61155423575,95.05944017797927,762874.0242369785,478437466.86908126,6,12
4-3,6,net_load,2004,kW,430.94011274348196,548.1285418983558,106.16560766934424,863603.9859379379,602091576.4810097,7,13
4-3,6,net_load,2004,kW,430.1720969874098,551.4627692285379,78.29044371715021,862064.8823627692,609438816.4337962,8,14
4-3,6,net_load,2004,kW,405.91623140369336,517.413850938872,67.89387416481394,813456.1277330015,536505054.65936,9,15
4-3,6,net_load,2004,kW,341.95314743806273,438.1777963384132,39.58821794841123,685274.1074658777,384767561.5327918,10,16
4-3,6,net_load,2004,kW,253.6389223069101,336.20708457999257,13.891920906627195,508292.40030304785,226522548.25844365,11,17
4-3,6,net_load,2004,kW,225.69663377704723,297.1507629330149,-10.218654281814086,452296.05408920266,176950346.12699234,12,18
4-3,6,net_load,2004,kW,214.93545953221505,289.96672247399886,37.53450302325527,430730.66090255894,168497723.0851954,13,19
4-3,6,net_load,2004,kW,202.44990486546584,273.05501490439167,102.51987129625756,405709.6093503935,149416318.4935329,14,20
4-3,6,net_load,2004,kW,205.1948505792937,280.4987890542885,92.49309493586797,411210.4805609046,157673859.6044882,15,21
4-3,6,net_load,2004,kW,207.9736838196996,282.30209567248716,92.70897069850548,416779.262374678,159707724.3350405,16,22
4-3,6,net_load,2004,kW,217.7682216111031,285.78578002741494,116.67756168187587,436407.5161086506,163673718.1800195,17,23
4-3,6,net_load,2004,kW,208.90462530218943,275.091699023617,109.33257939413811,418644.8691055876,151653587.5148874,18,24
4-3,12,load,2004,kW,157.49939823452763,203.67103666772908,46.64242967030203,315628.79406199337,83129709.91932411,1,13
4-3,12,load,2004,kW,166.02628978716388,214.7991919110186,56.87858251302019,332716.68473347643,92461940.4626357,2,14
4-3,12,load,2004,kW,173.26872980038792,232.6613919667093,62.942493556559654,347230.5345199774,108479171.91702102,3,15
4-3,12,load,2004,kW,178.7320589966128,240.70997214101376,66.4292941954814,358179.0462292121,116114346.53900775,4,16
4-3,12,load,2004,kW,188.84269743782014,256.46660409519245,68.35610158734251,378440.7656653916,131813338.50830483,5,17
4-3,12,load,2004,kW,203.8628481075323,271.2011555194228,82.40474647643414,408541.1476074947,147394333.77716058,6,18
4-3,12,load,2004,kW,203.04550610594177,272.6680386174281,99.05935169534835,406903.1942363073,148993110.00408444,7,19
4-3,12,load,2004,kW,196.52628964896,264.7901543073511,92.41881821434811,393838.6844565158,140508106.93949404,8,20
4-3,12,load,2004,kW,200.18952311858877,273.38556629329736,84.07912248977007,401179.8043296519,149778294.3864438,9,21
4-3,12,load,2004,kW,203.71984092622225,276.4547875740937,85.58738149318039,408254.56121614936,153160208.14356506,10,22
4-3,12,load,2004,kW,214.1486746578516,280.3724165793427,110.64926656738993,429153.9440143346,157531818.72499514,11,23
4-3,12,load,2004,kW,205.54074454543164,270.5397760611587,104.22973774747835,411903.652069045,146676307.9441687,12,24
4-3,12,pv,2004,kW,178.98977167846823,238.7638889317216,-39.6234933807716,358695.50244365033,114244422.09423018,1,13
4-3,12,pv,2004,kW,177.84147437249024,232.04102548806742,20.740722745647194,356394.31464247045,107901447.16914614,2,14
4-3,12,pv,2004,kW,168.98308363681392,220.82664431814578,31.618539803520637,338642.0996081751,97723871.30898899,3,15
4-3,12,pv,2004,kW,149.78873992731886,195.70435988229374,54.07121109786378,300176.63481434697,76753593.73978445,4,16
4-3,12,pv,2004,kW,123.88050662452004,155.1845906900653,77.5052841093339,248256.53527553816,48260843.404036775,5,17
4-3,12,pv,2004,kW,120.38182603970264,158.5207260961473,108.94474677772668,241245.1793835641,50358156.486507714,6,18
4-3,12,pv,2004,kW,74.02189131158418,120.20154922819826,73.60020882168965,148339.8701884147,28954618.523465373,7,19
4-3,12,pv,2004,kW,0.16207470059880238,0.6976709973790169,-0.16207470059880238,324.79769999999996,975.43662045,8,20
4-3,12,pv,2004,kW,0.0008088822355289421,0.003593990326512562,-0.0008088822355289421,1.621,0.025885200000000004,9,21
4-3,12,pv,2004,kW,0.0,0.0,0.0,0.0,0.0,10,22
4-3,12,pv,2004,kW,0.0,0.0,0.0,0.0,0.0,11,23
4-3,12,pv,2004,kW,0.0,0.0,0.0,0.0,0.0,12,24
4-3,12,price,2004,yuan/kWh,0.06201164401357027,0.07748302783706916,-0.00020355604183973323,124.27133460319482,12.031253684011268,1,13
4-3,12,price,2004,yuan/kWh,0.0595519607242553,0.07756441992609951,-0.0020912015095782533,119.34212929140763,12.056543433898497,2,14
4-3,12,price,2004,yuan/kWh,0.06310114260459967,0.08520381083205983,-0.0005584242147001183,126.45468977961775,14.548417518132094,3,15
4-3,12,price,2004,yuan/kWh,0.05061719512354704,0.06524545766139091,0.00023027471174625578,101.43685902758827,8.530967369870485,4,16
4-3,12,price,2004,yuan/kWh,0.048493446375263725,0.06116801277126199,0.0006484784387297953,97.1808665360285,7.498017675916082,5,17
4-3,12,price,2004,yuan/kWh,0.04539805142931438,0.05837301719104369,0.0003065958612996008,90.97769506434601,6.828447908515707,6,18
4-3,12,price,2004,yuan/kWh,0.039907245657966564,0.0533656389022845,-0.0007462396218259475,79.974120298565,5.707174396559837,7,19
4-3,12,price,2004,yuan/kWh,0.0494263537004135,0.07234014388821404,2.3115644175339296e-05,99.05041281562865,10.487125221206094,8,20
4-3,12,price,2004,yuan/kWh,0.04721663691804515,0.068754372039629,-0.00027607452970660823,94.62214038376248,9.47323600382569,9,21
4-3,12,price,2004,yuan/kWh,0.03672706944043056,0.04690577750470567,0.000179703231353115,73.60104715862285,4.409104534495189,10,22
4-3,12,price,2004,yuan/kWh,0.03453392409265998,0.04329241661893453,0.0015736908029500038,69.2059838816906,3.755963606761626,11,23
4-3,12,price,2004,yuan/kWh,0.03364161961857632,0.04277820984933724,0.0009186322730733806,67.41780571562694,3.6672703767795225,12,24
4-3,12,net_load,2004,kW,241.72832619767144,311.04387259349045,86.26592305107364,484423.56570013356,193883574.51862288,1,13
4-3,12,net_load,2004,kW,251.80037240729425,320.84109980416537,36.137859767373,504607.9463042177,206289778.69238698,2,14
4-3,12,net_load,2004,kW,241.03456003535803,309.3187024351991,31.323953753039017,483033.25831085746,191738831.59109527,3,15
4-3,12,net_load,2004,kW,230.04984435617448,304.41600668665143,12.358083097617632,461019.88808977365,185708886.674603,4,16
4-3,12,net_load,2004,kW,212.24988271959924,282.4846778979271,-9.149182521991387,425348.76497007685,159914376.86717963,5,17
4-3,12,net_load,2004,kW,210.86541667042286,274.71850619231583,-26.540000301292533,422574.2950075274,151242396.3196531,6,18
4-3,12,net_load,2004,kW,208.39262412193443,282.0832661157616,25.459142873658728,417618.8187403566,159460221.9211613,7,19
4-3,12,net_load,2004,kW,196.532594389479,264.79680687668986,92.58089291494692,393851.3191565159,140515167.25991035,8,20
4-3,12,net_load,2004,kW,200.18963279922752,273.38553566787505,84.07993137200559,401180.02412965195,149778260.8292716,9,21
4-3,12,net_load,2004,kW,203.71984092622225,276.4547875740937,85.58738149318039,408254.56121614936,153160208.14356506,10,22
4-3,12,net_load,2004,kW,214.1486746578516,280.3724165793427,110.64926656738993,429153.9440143346,157531818.72499514,11,23
4-3,12,net_load,2004,kW,205.54074454543164,270.5397760611587,104.22973774747835,411903.652069045,146676307.9441687,12,24
4-3,18,load,2004,kW,167.46687584818918,217.96110975774872,61.17596996587774,335603.6191997711,95204118.91512609,1,19
4-3,18,load,2004,kW,165.62342568604333,216.09893656125882,60.35122790329625,331909.34507483087,93584295.76734555,2,20
4-3,18,load,2004,kW,173.20006504278638,228.30524269282324,56.934493330185354,347092.9303457439,104455060.81742196,3,21
4-3,18,load,2004,kW,181.50698706475646,239.6905521575824,62.60994898065904,363740.00207777193,115132927.83038789,4,22
4-3,18,load,2004,kW,193.2173113788378,249.23563567361762,91.19928986063317,387207.4920031909,124485277.78762303,5,23
4-3,18,load,2004,kW,189.2233533533053,244.81821761588128,87.76568791566064,379203.6001200238,120111663.19194049,6,24
4-3,18,pv,2004,kW,94.84521791417166,147.01410422859783,94.65541761477046,190069.8167,43312746.2716426,1,19
4-3,18,pv,2004,kW,0.16207470059880238,0.6976709973790169,-0.16207470059880238,324.79769999999996,975.43662045,2,20
4-3,18,pv,2004,kW,0.0008088822355289421,0.003593990326512562,-0.0008088822355289421,1.621,0.025885200000000004,3,21
4-3,18,pv,2004,kW,0.0,0.0,0.0,0.0,0.0,4,22
4-3,18,pv,2004,kW,0.0,0.0,0.0,0.0,0.0,5,23
4-3,18,pv,2004,kW,0.0,0.0,0.0,0.0,0.0,6,24
4-3,18,price,2004,yuan/kWh,0.03913077444827337,0.052352743554477776,-0.000798267861460045,78.41807199433984,5.4925827543925525,1,19
4-3,18,price,2004,yuan/kWh,0.048765599852791386,0.0713819520991387,-6.389349936338092e-05,97.72626210499394,10.211147703309397,2,20
4-3,18,price,2004,yuan/kWh,0.04674181617380462,0.06802736403524544,-0.000356440984618847,93.67059961230446,9.273955404197945,3,21
4-3,18,price,2004,yuan/kWh,0.03652341446156169,0.046673209200898264,0.00012672264620818317,73.19292258096962,4.365490468050072,4,22
4-3,18,price,2004,yuan/kWh,0.03446794673636235,0.043254697985141415,0.001543769847981497,69.07376525967015,3.7494216711627364,5,23
4-3,18,price,2004,yuan/kWh,0.033573492998493645,0.04267837587605138,0.0008961710145747519,67.28127996898127,3.6501733099047193,6,24
4-3,18,net_load,2004,kW,189.90128145665915,249.14067824534663,-33.47944764889271,380562.16803914495,124390439.42332888,1,19
4-3,18,net_load,2004,kW,165.64700228284974,216.11059606954794,60.51330260389505,331956.59257483087,93594394.62600476,2,20
4-3,18,net_load,2004,kW,173.20010775735722,228.30522429976162,56.935302212420886,347093.0159457439,104455043.9868992,3,21
4-3,18,net_load,2004,kW,181.50698706475646,239.6905521575824,62.60994898065904,363740.00207777193,115132927.83038789,4,22
4-3,18,net_load,2004,kW,193.2173113788378,249.23563567361762,91.19928986063317,387207.4920031909,124485277.78762303,5,23
4-3,18,net_load,2004,kW,189.2233533533053,244.81821761588128,87.76568791566064,379203.6001200238,120111663.19194049,6,24
