run,scenario,days,passed,full_comparable_q2,eligible_for_selection,total_cost,planned_cost,up_cost,down_cost,emergency_cost,direction_reversals,active_slots,throughput_kwh,equivalent_full_cycles,power_ramp_total_kw,simultaneous_slots,realized_physics_only,known_initializer_emergency_charging_relaxation,goal_passed,archive,archive_sha256,cost_reduction_vs_exp006_pct
block_purchase/ridge28_markov100_blocks4_rounds0_step50_pilot30,2,30,True,False,True,1266797.579069791,1224977.6927966806,0.0,0.0,41819.88627311241,274,3159,1174338.3012750852,48.862601854500966,3342545.7550112284,0,True,False,False,data/results/exp008/block_purchase/ridge28_markov100_blocks4_rounds0_step50_pilot30/dispatch_2.npz,025130ba70952373ced40ff8620ced50a7399f2595942ba78e949c2b9fa43aaa,
block_purchase/ridge28_markov100_blocks4_rounds1_step50_pilot30,2,30,True,False,True,1259217.5705434878,1218257.3700862858,0.0,0.0,40960.200457203784,280,3237,1177558.0744933332,48.996573129749315,3320298.1024099123,0,True,False,False,data/results/exp008/block_purchase/ridge28_markov100_blocks4_rounds1_step50_pilot30/dispatch_2.npz,462bde2c67801661efeee0de876fa7db63d608cb5f69bbfaf83277575cd91e54,
block_purchase/ridge28_markov200_blocks8_rounds1_step50_pilot30,2,30,True,False,True,1258745.6338367504,1221372.2263152995,0.0,0.0,37373.40752145147,251,3044,1171376.6591079826,48.739700788440516,3165703.242883262,0,True,False,False,data/results/exp008/block_purchase/ridge28_markov200_blocks8_rounds1_step50_pilot30/dispatch_2.npz,5e3a04e6e9fc5d5201c09249a70aab5866c6d377dc170bebd8106b476f2bfb4c,
block_purchase/ridge28_markov300_blocks24_rounds1_step50_pilot30,2,30,True,False,True,1267496.2630066364,1229168.403875849,0.0,0.0,38327.85913078578,217,3065,1157820.8986758546,48.17566338864212,3085055.9816991864,0,True,False,False,data/results/exp008/block_purchase/ridge28_markov300_blocks24_rounds1_step50_pilot30/dispatch_2.npz,38271686286946d63db038bd4f5ca16d066d0351e32a54e01c1c6c19bd33bb4a,
block_purchase/ridge28_markov300_blocks4_rounds0_step50_pilot30,2,30,True,False,True,1274332.4085735953,1230642.2640276041,0.0,0.0,43690.14454599368,241,2974,1172887.4024936426,48.80256118394999,3162366.425127346,0,True,False,False,data/results/exp008/block_purchase/ridge28_markov300_blocks4_rounds0_step50_pilot30/dispatch_2.npz,6660e065fd62b59a2dc695abe5d7103f375ef4fe7d132fef6f67bf0098ee72b2,
block_purchase/ridge28_markov300_blocks4_rounds1_step50_pilot30,2,30,True,False,True,1269773.224537156,1226438.156783805,0.0,0.0,43335.06775335358,237,3006,1173507.3653535026,48.82835716686932,3164432.24935391,0,True,False,False,data/results/exp008/block_purchase/ridge28_markov300_blocks4_rounds1_step50_pilot30/dispatch_2.npz,d4a95f3cc24c3cdd2dad652a3a7d8644d6a380624ab78916ba5cf3776c045656,
block_purchase/ridge28_markov300_blocks8_rounds0_step50_full334,2,334,True,True,True,13595627.79074394,12790802.984284913,0.0,0.0,804824.8064590011,2303,31701,11939367.966565326,496.7846521541831,33115152.689400613,0,True,False,False,data/results/exp008/block_purchase/ridge28_markov300_blocks8_rounds0_step50_full334/dispatch_2.npz,ba5295039d0122e50ad93017b70a3e3f9842ae614698d43db3cda7abe8823808,3.3458059990284617
block_purchase/ridge28_markov300_blocks8_rounds1_step50_full334,2,334,True,True,True,13589137.18959579,12804580.791415919,0.0,0.0,784556.398179831,2245,31745,11858669.565800708,493.42687912853495,32584431.27726015,0,True,False,False,data/results/exp008/block_purchase/ridge28_markov300_blocks8_rounds1_step50_full334/dispatch_2.npz,2ef481203dc0d30585208a8dcbe2afb086e52349c9649ab6c5f9de9b3391a03b,3.3919490556207577
block_purchase/ridge28_markov300_blocks8_rounds2_step50_pilot30,2,30,True,False,True,1260350.1253673378,1220919.9887616872,0.0,0.0,39430.13660564709,231,3053,1166967.5178184593,48.55674050339312,3150391.965913066,0,True,False,False,data/results/exp008/block_purchase/ridge28_markov300_blocks8_rounds2_step50_pilot30/dispatch_2.npz,ba9554d0c841e86e52f2712991035a21744226e8a53b84bf294d7784cca45f0d,
block_purchase/ridge28_markovtail3_300_blocks8_rounds0_step50_pilot30,2,30,True,False,True,1274313.1532670371,1230677.1546560565,0.0,0.0,43635.99861098333,241,2968,1172925.110970316,48.804130192810284,3170154.808021513,0,True,False,False,data/results/exp008/block_purchase/ridge28_markovtail3_300_blocks8_rounds0_step50_pilot30/dispatch_2.npz,1baa3005ff3f6758295cd196e75d2a4a9c430439333b9982bdccacd86fb1d641,
block_purchase/ridge28_markovtail3_300_blocks8_rounds1_step50_pilot30,2,30,True,False,True,1263493.59483508,1225680.1876185639,0.0,0.0,37813.40721651615,235,2994,1167560.3194359052,48.580907029379645,3197567.8049142202,0,True,False,False,data/results/exp008/block_purchase/ridge28_markovtail3_300_blocks8_rounds1_step50_pilot30/dispatch_2.npz,a1174305461a8bc9986375a1f31c78c779a08f71c1c1a5ec6f317533ef4f9a1b,
block_purchase/ridge_28_fixed_blocks_blocks24_pilot30,2,30,True,False,True,1350218.657266776,1232870.9651166953,0.0,0.0,117347.69215008034,120,3075,1010572.3303613435,42.04816850658748,2314801.3204667377,0,True,False,False,data/results/exp008/block_purchase/ridge_28_fixed_blocks_blocks24_pilot30/dispatch_2.npz,3272e628092dea9c3bfd5cefc4c200911dcb9bff5222534b32e05590660b5a62,
block_purchase/ridge_28_fixed_blocks_blocks4_pilot30,2,30,True,False,True,1335812.9726588135,1237297.6307212408,0.0,0.0,98515.34193757176,120,2791,1024270.816760148,42.618809234231534,2283738.7062593885,0,True,False,False,data/results/exp008/block_purchase/ridge_28_fixed_blocks_blocks4_pilot30/dispatch_2.npz,b5b4f6b7df2e1344ab5e7ce4baef2e1bd31613974ac5f262916fce4f011dbbdd,
block_purchase/ridge_28_fixed_blocks_blocks8_pilot30,2,30,True,False,True,1338884.5367283667,1235918.5330370162,0.0,0.0,102966.00369134972,120,2830,1024199.0657411609,42.61564322379041,2296382.8907970255,0,True,False,False,data/results/exp008/block_purchase/ridge_28_fixed_blocks_blocks8_pilot30/dispatch_2.npz,83425533851db88364ae11235f421519f84ec0bb83637dba4778ae11bd7d6b0a,
block_purchase/ridge_28_greedy_blocks24_pilot30,2,30,True,False,True,1310486.0031167504,1227674.7727750053,0.0,0.0,82811.2303417465,683,3721,1167547.7788479996,48.5805141380057,3236816.9109721463,0,True,False,False,data/results/exp008/block_purchase/ridge_28_greedy_blocks24_pilot30/dispatch_2.npz,20538dce58b605bd986628b8f6114d5ec3e932becb82772f7b68642310a80bed,
block_purchase/ridge_28_greedy_blocks4_pilot30,2,30,True,False,True,1313530.9469187697,1226804.8199384592,0.0,0.0,86726.12698031368,693,3740,1163813.8205323722,48.42531620565503,3183363.697693462,0,True,False,False,data/results/exp008/block_purchase/ridge_28_greedy_blocks4_pilot30/dispatch_2.npz,4fe0866116a55450b5263775b3a88be3ec21fe7a6aa8ce9817932ebb1c95292c,
block_purchase/ridge_28_greedy_blocks8_pilot30,2,30,True,False,True,1307735.4742989512,1226976.33118262,0.0,0.0,80759.14311632873,664,3693,1164760.003447073,48.464482192669635,3191046.201628849,0,True,False,False,data/results/exp008/block_purchase/ridge_28_greedy_blocks8_pilot30/dispatch_2.npz,02455b27cc00d6c9854ba1fdef9d6c4da4c4fea9a2d718d7aa0794da6d1bac46,
block_purchase/ridge_28_impulse100_blocks4_rounds0_step50_pilot30,2,30,True,False,True,1279517.951169396,1228725.922145629,0.0,0.0,50792.02902376936,265,2965,1171038.1233382698,48.72561468183879,3315455.2515134728,0,True,False,False,data/results/exp008/block_purchase/ridge_28_impulse100_blocks4_rounds0_step50_pilot30/dispatch_2.npz,28262de920e29c520b5d34aaf29822ed8dc4a1979132ee0b70cfc786adf2dff2,
block_purchase/ridge_28_impulse300_blocks4_rounds0_step50_pilot30,2,30,True,False,True,1283807.7569192008,1231805.548742538,0.0,0.0,52002.208176665496,243,2885,1169915.3147668983,48.67889583365598,3204385.521956622,0,True,False,False,data/results/exp008/block_purchase/ridge_28_impulse300_blocks4_rounds0_step50_pilot30/dispatch_2.npz,1a68a10f7ee9a9335cdc3cba55697cced4c3705e57e67417387ef6d795929aff,
block_purchase/ridge_28_markov200_blocks4_rounds0_step50_pilot30,2,30,True,False,True,1271102.9177801367,1229409.100377439,0.0,0.0,41693.81740269957,253,3000,1174386.0904852834,48.86491996757535,3183561.0234738244,0,True,False,False,data/results/exp008/block_purchase/ridge_28_markov200_blocks4_rounds0_step50_pilot30/dispatch_2.npz,cafcf60a55edff52d0c93fe779d4719169962fd141a1a30db4b397b387859b67,
block_purchase/ridge_28_markov200_blocks4_rounds1_step50_pilot30,2,30,True,False,True,1265614.881766928,1223908.4729477456,0.0,0.0,41706.40881918491,249,3059,1175171.3493678775,48.89759373891582,3164340.630233446,0,True,False,False,data/results/exp008/block_purchase/ridge_28_markov200_blocks4_rounds1_step50_pilot30/dispatch_2.npz,2418d4dc129a700311042a58cf9ccf7ce21653f89e0a1f5189d5d3e173570227,
block_purchase/ridge_28_markov300_blocks4_rounds2_step50_pilot30,2,30,True,False,True,1267917.1331244048,1223290.5081423013,0.0,0.0,44626.62498210447,233,3037,1172981.617284583,48.80648135932692,3128015.158096263,0,True,False,False,data/results/exp008/block_purchase/ridge_28_markov300_blocks4_rounds2_step50_pilot30/dispatch_2.npz,2bc1b6fedafa165aff7a4d105338fd6a150c7e0a7be0d6f55160732a450a4fe6,
block_purchase/ridge_28_markov300_blocks8_rounds1_step50_pilot30,2,30,True,False,True,1263447.6683531618,1225538.9441427654,0.0,0.0,37908.724210396555,235,3010,1167516.274009494,48.57907434690633,3151354.4928179644,0,True,False,False,data/results/exp008/block_purchase/ridge_28_markov300_blocks8_rounds1_step50_pilot30/dispatch_2.npz,50889f1497aa508977728d164a90fe0cba4287d865fcbc17953692047ff17f4e,
calibrated_quantile/3,3,334,True,False,True,14185959.551623281,13487501.49730986,556418.4911375843,0.0,142039.56317591126,1336,23003,10554894.610650921,439.1775444101119,18123949.192594714,0,True,False,False,data/results/exp008/calibrated_quantile/3/dispatch_3.npz,dab7c5bbcae6b7666f91e9fa760d237a60ec7f508187346eadcd08692fdd0a85,
calibrated_quantile/4-2,4-2,334,True,False,True,14597316.218310464,13981533.062786497,0.0,0.0,615783.1555240464,1336,23954,10635759.704994831,442.5422676248358,24749895.47875166,0,True,False,False,data/results/exp008/calibrated_quantile/4-2/dispatch_4-2.npz,5296cec99ba89ef7567f239a359bfb03458d369da62b13d8b4b865596164bc26,
calibrated_quantile/4-3,4-3,334,True,False,True,14952383.047017729,14223519.809789395,588090.918858736,0.0,140772.31836964478,1336,23307,10506438.371769939,437.161432754211,24759150.93189773,0,True,False,False,data/results/exp008/calibrated_quantile/4-3/dispatch_4-3.npz,e1d7375027e3008e6582edfd616a7c48c02c10ce8dabbc8c8b073dc6de82790e,
controller_candidates/blocks_q0.60_solar48,2,334,True,True,True,14931516.053811109,12369269.892763527,0.0,0.0,2562246.161047499,1336,30108,10591891.614769416,440.71736056320617,24856936.51985784,0,True,False,False,data/results/exp008/controller_candidates/blocks_q0.60_solar48/dispatch_2.npz,1b38ebbc2e5906ca092b8f39f1060d94d6c027c80bf6deeeecdb281cf26f451e,-6.1513062586358025
controller_candidates/blocks_q0.60_solar54,2,334,True,True,True,14654624.68100691,12129587.28092851,0.0,0.0,2525037.400078351,1336,30333,11011237.757626735,458.16589923998885,24971562.797292955,0,True,False,False,data/results/exp008/controller_candidates/blocks_q0.60_solar54/dispatch_2.npz,075098bd8c5c6bd2ced425851991195a4e297ab08edd012762f0857ac48329be,-4.18282691541394
controller_candidates/blocks_q0.60_solar60,2,334,True,True,True,14579307.1506791,12104909.229587832,0.0,0.0,2474397.921091228,1336,29886,11000124.382638095,457.7034837471512,25029742.857885428,0,True,False,False,data/results/exp008/controller_candidates/blocks_q0.60_solar60/dispatch_2.npz,499e45b66c1e0059c59c08557f382b2a568aed9f6d9c3dd0474dfb76de56d0e1,-3.6473786595464075
controller_candidates/blocks_q0.60_solar64,2,334,True,True,True,14577269.530416287,12142796.441192279,0.0,0.0,2434473.089223983,1336,29332,10987967.694491215,457.19765712414454,24967889.158581495,0,True,False,False,data/results/exp008/controller_candidates/blocks_q0.60_solar64/dispatch_2.npz,92a37a975b16d6c6b66dabe7f05e86884e5eefc2af05af63cfd9cb92587137f9,-3.6328927860572513
controller_candidates/blocks_q0.70_solar48,2,334,True,True,True,14403749.330130877,12719094.596419532,0.0,0.0,1684654.7337113651,1336,30736,10638499.595194027,442.65656858937507,24814715.30862617,0,True,False,False,data/results/exp008/controller_candidates/blocks_q0.70_solar48/dispatch_2.npz,74dc6aeb210a1097a77af6bea90f8c5be06620783563b7935a3445ce18246938,-2.399300975542129
controller_candidates/blocks_q0.70_solar54,2,334,True,True,True,14125852.98855582,12471350.651981805,0.0,0.0,1654502.3365740262,1336,30840,11035818.942519624,459.18859616832793,24910690.37210921,0,True,False,False,data/results/exp008/controller_candidates/blocks_q0.70_solar54/dispatch_2.npz,3be32788a18238a3d0490a01b8fa65a66163e0196a2b68d72f4ec49775582f75,-0.42367709673587495
controller_candidates/blocks_q0.70_solar60,2,334,True,True,True,14055131.177508019,12439542.05943187,0.0,0.0,1615589.1180761638,1336,30278,10996269.68851799,457.5429945577267,24962180.29081357,0,True,False,False,data/results/exp008/controller_candidates/blocks_q0.70_solar60/dispatch_2.npz,06513236398309eb3e3d7eb35eec88412779261c2875913acebd0a81b07b699e,0.07909921858573199
controller_candidates/blocks_q0.70_solar64,2,334,True,True,True,14061334.801141694,12471865.475820454,0.0,0.0,1589469.3253212618,1336,29676,10967968.956175392,456.36543174649773,24937236.651948787,0,True,False,False,data/results/exp008/controller_candidates/blocks_q0.70_solar64/dispatch_2.npz,c05989ec3b430b95e9ceeb04ea388a51f4c7ab4285f64c286a14f1da033081d8,0.03499634585142353
controller_candidates/blocks_q0.80_solar48,2,334,True,True,True,14148846.715171153,13122800.586128859,0.0,0.0,1026046.1290422233,1336,31226,10611316.729540765,441.5251226999799,24595056.247901946,0,True,False,False,data/results/exp008/controller_candidates/blocks_q0.80_solar48/dispatch_2.npz,9e09e01516d6fcdeb7f0bb1d4cac2f435fa3ee4fea4df15e7a7283e2542808fc,-0.5871443633667539
controller_candidates/blocks_q0.80_solar54,2,334,True,True,True,13852077.803399434,12867473.625637334,0.0,0.0,984604.1777620623,1336,31118,10975548.787042556,456.68042399675716,24672224.421599083,0,True,False,False,data/results/exp008/controller_candidates/blocks_q0.80_solar54/dispatch_2.npz,fd1eb9b813901df64f55548851fcc117aab0a789a1b4ca386ed1b663e05219d3,1.5226486092953406
controller_candidates/blocks_q0.80_solar60,2,334,True,True,True,13782217.040528733,12828890.747726144,0.0,0.0,953326.2928025677,1336,30463,10901086.26669322,453.58211919911855,24685528.80676156,0,True,False,False,data/results/exp008/controller_candidates/blocks_q0.80_solar60/dispatch_2.npz,e73bc6e390ea9c861a4e5b94e4a9efef8a566a18d851b039656dd16a96d46173,2.0193035509787016
controller_candidates/blocks_q0.80_solar64,2,334,True,True,True,13798632.076460615,12856743.338529745,0.0,0.0,941888.7379308401,1336,29782,10852977.561758244,451.58036810865127,24606076.505796455,0,True,False,False,data/results/exp008/controller_candidates/blocks_q0.80_solar64/dispatch_2.npz,6ef3c36ee02fe80341ae00e4e27cc46850196ab2359620fc30b88e1b5332cf13,1.902605588081152
controller_candidates/blocks_q0.85_solar48,2,334,True,True,True,14140881.116711415,13347757.587738963,0.0,0.0,793123.5289725334,1336,31373,10568289.90350867,439.7346084872528,24374706.265878666,0,True,False,False,data/results/exp008/controller_candidates/blocks_q0.85_solar48/dispatch_2.npz,d76a6c95f6a05c580f714136a9d8d4a72a43830a12e9608af76b8853854c6a32,-0.5305152388635381
controller_candidates/blocks_q0.85_solar54,2,334,True,True,True,13836121.09661491,13088326.89250355,0.0,0.0,747794.2041115052,1336,31144,10912306.910289118,454.04878342488183,24417424.10660089,0,True,False,False,data/results/exp008/controller_candidates/blocks_q0.85_solar54/dispatch_2.npz,2b95d3d74c295227278bf4eb1617e8b13da7cba3566d76e44740acd6a996324a,1.636088213328779
controller_candidates/blocks_q0.85_solar60,2,334,True,True,True,13767586.277231192,13047144.570331922,0.0,0.0,720441.7068994209,1336,30391,10807788.072694615,449.69986783025206,24404439.601495907,0,True,False,False,data/results/exp008/controller_candidates/blocks_q0.85_solar60/dispatch_2.npz,420b4e7b003a1828c8f09efeb3b4aff2a214ab805372c9d851a5b94d93e51c4b,2.123316742271386
controller_candidates/blocks_q0.85_solar64,2,334,True,True,True,13785537.019855576,13073649.062573582,0.0,0.0,711887.9572821334,1336,29703,10749287.626123846,447.2657276289281,24365833.799371615,0,True,False,False,data/results/exp008/controller_candidates/blocks_q0.85_solar64/dispatch_2.npz,f2d1075eaf470ae3793c8432deefdd92e611978d19a0cf8736ab90b8ee903578,1.9957011156314874
controller_candidates/cal_ridge28_blocks_q085_db100_d30,2,334,True,True,True,13927411.656996567,13067667.645736389,0.0,0.0,859744.0112603154,1335,19745,10765556.131217288,447.94323787247407,23911071.77552361,0,True,False,False,data/results/exp008/controller_candidates/cal_ridge28_blocks_q085_db100_d30/dispatch_2.npz,0172c7591e9da50053bb1517020e87ddca253e8de26768c93a102e29f7dc66b0,0.9870843078531255
controller_candidates/cal_ridge28_blocks_q090_db150_d50,2,334,True,True,True,14080639.965862492,13398890.333240554,0.0,0.0,681749.6326219324,1335,18180,10607369.66610759,441.3610057159094,23663931.091330536,0,True,False,False,data/results/exp008/controller_candidates/cal_ridge28_blocks_q090_db150_d50/dispatch_2.npz,abda416cd88b3687fb4f435dad3d4f2c69da680ca0b6725c45e9b1ae2cb805ed,-0.10224815398809373
controller_candidates/cal_ridge28_closed_raw_blocks_db100,2,334,True,True,True,13935616.605123037,13042623.917374864,0.0,0.0,892992.687748247,1335,23479,10372762.224006336,431.5998844964754,23344664.884675566,0,True,False,False,data/results/exp008/controller_candidates/cal_ridge28_closed_raw_blocks_db100/dispatch_2.npz,435fb5a21aa711558336233517dcabad132ccc8bb62bdf4cfcd14dd9c3364155,0.9287535959367821
controller_candidates/cal_ridge28_closed_raw_greedy,2,334,True,True,True,13529890.903725555,12766197.357079156,0.0,0.0,763693.546646536,7141,40454,11626452.725415464,483.764587988204,31879081.727133878,0,True,False,False,data/results/exp008/controller_candidates/cal_ridge28_closed_raw_greedy/dispatch_2.npz,317ea176046c0296175fb7fb34243ddc5683c17631174dc47f99a0ec94fc01ae,3.8131434349077065
controller_candidates/cal_ridge28_q075_buffer500,2,334,True,True,True,13425681.072671505,12480641.065824604,0.0,0.0,945040.00684688,7179,40038,12104916.492838759,503.6726407662444,33077133.21726452,0,True,False,False,data/results/exp008/controller_candidates/cal_ridge28_q075_buffer500/dispatch_2.npz,0917326041cc54d3b43c5d3e41048c2948dff69fafbcdd330c32715d6c47f9aa,4.553993168552517
controller_candidates/cal_ridge28_q085_buffer500,2,334,True,True,True,13429388.181536432,12880395.568448827,0.0,0.0,548992.6130876929,6221,39057,11934876.47376652,496.5970873797772,32685759.958948173,0,True,False,False,data/results/exp008/controller_candidates/cal_ridge28_q085_buffer500/dispatch_2.npz,ce84202f5e2449986655d6037be0fda38b0b604784015066c2583e829207d009,4.527638547425172
controller_candidates/cal_ridge_28_blocks_q085_s60,2,334,True,True,True,13748225.060392827,13009632.97093856,0.0,0.0,738592.0894544185,1336,30734,10813398.276974944,449.9334510250253,23883271.987171736,0,True,False,False,data/results/exp008/controller_candidates/cal_ridge_28_blocks_q085_s60/dispatch_2.npz,f5e852e728e66de85722e2c28349452dde7efb8c779509464accea5916c54484,2.2609597284720118
controller_candidates/cal_ridge_28_greedy_q080,2,334,True,True,True,13454349.52964713,12681392.614263715,0.0,0.0,772956.9153834047,6787,40177,12046188.739217928,501.2289618815795,33013639.733130954,0,True,False,False,data/results/exp008/controller_candidates/cal_ridge_28_greedy_q080/dispatch_2.npz,5b6c8effe11b268c960464fbe1ce16de65d3f81153452bfd9f156dc7b79ef5e0,4.3501830433505635
controller_candidates/cal_ridge_56_blocks_q085_s60,2,334,True,True,True,13755483.131991971,13009405.83901187,0.0,0.0,746077.2929801497,1336,30637,10813103.792077469,449.92104614953973,23939348.845678188,0,True,False,False,data/results/exp008/controller_candidates/cal_ridge_56_blocks_q085_s60/dispatch_2.npz,c03e9ff63713dec347a100af45de62ebb6a107b53a968f0ace36e2ec8cb32b05,2.2093605620919
controller_candidates/cal_ridge_56_greedy_q080,2,334,True,True,True,13475297.912824206,12681695.884210775,0.0,0.0,793602.0286133812,6979,40163,12038918.716194037,500.92636183137665,33078086.834741957,0,True,False,False,data/results/exp008/controller_candidates/cal_ridge_56_greedy_q080/dispatch_2.npz,ad99419d1fc6a195485c1c5d0e21391ca437b01b49cf34981c8e35f21b829705,4.201256555896837
controller_candidates/closed_pilot_rank_fixed_blocks,2,30,True,False,True,1295000.1969773783,1214341.4442073968,0.0,0.0,80658.752769981,120,3284,1035848.4005721998,43.10005379023885,2234679.215126212,0,True,False,False,data/results/exp008/controller_candidates/closed_pilot_rank_fixed_blocks/dispatch_2.npz,674970df1bf8a90be9499b5f84169f618de6de0f95b176dcf81124541f15c9b0,
controller_candidates/closed_pilot_rank_greedy,2,30,True,False,True,1268383.5410063153,1197857.3874606313,0.0,0.0,70526.15354568338,715,3844,1188864.6508799028,49.46778407067464,3218088.0695119454,0,True,False,False,data/results/exp008/controller_candidates/closed_pilot_rank_greedy/dispatch_2.npz,dfe2a56e3bd0fc0b03b0b7c8c77287849e511b254e72b2e260581d6e12ec5c3d,
controller_candidates/closed_pilot_raw_fixed_blocks,2,30,True,False,True,1295352.7019720876,1219445.7349744223,0.0,0.0,75906.9669976667,120,3267,1034032.6906394114,43.02433284661778,2245249.8333557127,0,True,False,False,data/results/exp008/controller_candidates/closed_pilot_raw_fixed_blocks/dispatch_2.npz,c9762340f99897deff67ab53da3a36e9e99ca99046d7c4a47353bbe0d67f4737,
controller_candidates/closed_pilot_raw_greedy,2,30,True,False,True,1265998.3223912965,1204556.6321019153,0.0,0.0,61441.69028938137,713,3837,1187359.46424188,49.405188086686636,3220035.504971523,0,True,False,False,data/results/exp008/controller_candidates/closed_pilot_raw_greedy/dispatch_2.npz,3909df7ba4e11be48ce96041c3e7accf227baee206b12026851adbf582029487,
controller_candidates/impulse_pilot_q0.7_k100,2,30,True,False,True,1283306.9239006995,1185763.5381288375,0.0,0.0,97543.38577186153,295,3001,1197763.8514391952,49.8380958928043,3365139.2324232124,0,True,False,False,data/results/exp008/controller_candidates/impulse_pilot_q0.7_k100/dispatch_2.npz,307d0873870b27a8b777f72d03bb5e96d155edd5a7acaee5074b16e303dd24c7,
controller_candidates/impulse_pilot_q0.7_k20,2,30,True,False,True,1271974.7160250067,1183747.6857936943,0.0,0.0,88227.03023131195,483,3332,1206503.4482980855,50.20166974702126,3422800.3197484375,0,True,False,False,data/results/exp008/controller_candidates/impulse_pilot_q0.7_k20/dispatch_2.npz,6bcff4c5136d7606c14798945a7eca96684ded6095d800dae2c21d8771736194,
controller_candidates/impulse_pilot_q0.7_k300,2,30,True,False,True,1286995.1215516264,1186397.7273697557,0.0,0.0,100597.39418187119,259,2960,1194398.1041536895,49.6980507947684,3337066.4577018316,0,True,False,False,data/results/exp008/controller_candidates/impulse_pilot_q0.7_k300/dispatch_2.npz,576cd0f3dae675e7b4b05c35ab95276b0f314ff80cc6decfb479ad8577c14ca3,
controller_candidates/impulse_pilot_q0.8_k100,2,30,True,False,True,1268148.4836873338,1216868.3047943646,0.0,0.0,51280.17889296589,275,2995,1186785.319472038,49.38112986065639,3413845.0822896715,0,True,False,False,data/results/exp008/controller_candidates/impulse_pilot_q0.8_k100/dispatch_2.npz,2b27114e7dd64513face8c9a88a5745bea20dd2d22c9f68e8ca5bc88d8962f99,
controller_candidates/impulse_pilot_q0.8_k20,2,30,True,False,True,1261512.7266502874,1214059.3309728373,0.0,0.0,47453.395677446926,431,3220,1192483.707026084,49.61793087361056,3403418.6082221596,0,True,False,False,data/results/exp008/controller_candidates/impulse_pilot_q0.8_k20/dispatch_2.npz,177e9c0a6779a0233c773648be7236a18527c5458ad7fa0d2498dc25c8276e68,
controller_candidates/impulse_pilot_q0.8_k300,2,30,True,False,True,1273676.209886886,1218643.5151812388,0.0,0.0,55032.694705643575,251,2939,1183796.8040260551,49.25678097076297,3308115.9992274176,0,True,False,False,data/results/exp008/controller_candidates/impulse_pilot_q0.8_k300/dispatch_2.npz,1bfa967a9cc6b726565b8434b9554ca6284dbbf094760a3fb2400aa89f14e7c5,
controller_candidates/joint_rank_adaptive_blocks_db0,2,334,True,True,True,14000304.289826054,12438351.110113436,0.0,0.0,1561953.179712649,1797,32475,10959401.247658752,456.0092986948836,20148323.651725635,0,True,False,False,data/results/exp008/controller_candidates/joint_rank_adaptive_blocks_db0/dispatch_2.npz,b731007cf72d1925517c4e8f501d800032540748e0ecae05f01f2ad8889cacf3,0.4688751612670905
controller_candidates/joint_rank_adaptive_blocks_db100,2,334,True,True,True,14904594.30050087,12444001.372539323,0.0,0.0,2460592.927961582,1737,24080,10627639.560662242,442.20505433581997,19929567.067695178,0,True,False,False,data/results/exp008/controller_candidates/joint_rank_adaptive_blocks_db100/dispatch_2.npz,11d0024d8134da74df9483595913bd456ead00935423cf38b6c90ba7f7702e42,-5.959913819291018
controller_candidates/joint_rank_e5,2,334,True,True,True,13863895.308963943,12289668.285400206,0.0,0.0,1574227.0235637384,7099,41989,11398367.763965225,474.27421985380334,23820444.115132336,0,True,False,False,data/results/exp008/controller_candidates/joint_rank_e5/dispatch_2.npz,74c603404e3607d375a9cd749705949dbbde4b5417a2307b24bcea8303de55d5,1.4386354623469266
controller_candidates/joint_rank_e7,2,334,True,True,True,13734323.510421712,12475962.094357416,0.0,0.0,1258361.4160643548,7115,41349,11374419.67541875,473.2777658351947,23029344.048502088,0,True,False,False,data/results/exp008/controller_candidates/joint_rank_e7/dispatch_2.npz,e6a85cadd0de9c6a742224228f952edb100ac2c6c5c91ed34078e7c2e4fad469,2.3597887879684087
controller_candidates/joint_rank_fixed_blocks_db0,2,334,True,True,True,13989468.977775505,12473268.203331895,0.0,0.0,1516200.774443567,1336,35497,10521205.627388448,437.7757173895806,19031510.733500507,0,True,False,False,data/results/exp008/controller_candidates/joint_rank_fixed_blocks_db0/dispatch_2.npz,305af123c0eef437c8ee8451cb075541f6ab9307e95e645dd8103a7ee042b926,0.545905686750281
controller_candidates/joint_rank_fixed_blocks_db100,2,334,True,True,True,14825038.770037277,12536324.241333306,0.0,0.0,2288714.5287038865,1331,24785,10236320.357728377,425.92268626433753,18754396.636441413,0,True,False,False,data/results/exp008/controller_candidates/joint_rank_fixed_blocks_db100/dispatch_2.npz,3706a5705b28ffaa9a167c402df4febb444308f13c3472686fc4efa6cba5577b,-5.394336723946203
controller_candidates/joint_raw_e5,2,334,True,True,True,13848575.798623215,12442309.761460291,0.0,0.0,1406266.0371629081,7109,41870,11283881.45200422,469.51056844973294,24116877.13770141,0,True,False,False,data/results/exp008/controller_candidates/joint_raw_e5/dispatch_2.npz,f997d12e084cb5a758f2e3b2374e69e81c5a297c9bcbb41eba3b495e9ea8b811,1.5475451020680708
controller_candidates/joint_raw_e7,2,334,True,True,True,13726865.596884932,12682875.990835143,0.0,0.0,1043989.6060497402,7033,41049,11242985.818744007,467.8089454568749,23233198.091402173,0,True,False,False,data/results/exp008/controller_candidates/joint_raw_e7/dispatch_2.npz,27a8141921b1e4d743c52e878044ba662039f837cec71c771f5885fc06121635,2.412808672957989
