run,scenario,days,passed,full_comparable_q2,eligible_for_selection,total_cost,planned_cost,up_cost,down_cost,emergency_cost,direction_reversals,active_slots,throughput_kwh,equivalent_full_cycles,power_ramp_total_kw,simultaneous_slots,realized_physics_only,known_initializer_emergency_charging_relaxation,goal_passed,archive,archive_sha256,cost_reduction_vs_exp006_pct
controller_candidates/lp_q0.50_greedy,2,334,True,True,True,15231885.429087164,11724395.004750842,0.0,0.0,3507490.424336279,8707,41371,12069603.643236987,502.20361756070565,33490143.372482523,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.50_greedy/dispatch_2.npz,ba95a8d351f149ab8be1a672f29597b73f8c68fa10f41dff079b1500907673ed,-8.286695687996893
controller_candidates/lp_q0.50_macro,2,334,True,True,True,16456529.12194041,11750730.46225689,0.0,0.0,4705798.659683478,5371,34609,11368994.654407986,473.0520365885068,27341950.777003072,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.50_macro/dispatch_2.npz,283f609df92a15a021baad5fd32a60a5c7023f37f970ffe25641f4cd4e6588c8,-16.99294676319103
controller_candidates/lp_q0.50_planned_direction,2,334,True,True,True,16125567.467907948,11753906.45578837,0.0,0.0,4371661.012119526,3697,30442,11737246.658925746,488.37460352533225,32217652.617807183,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.50_planned_direction/dispatch_2.npz,5759b98f31a627bb99b02213daac097532c8a5ea34bb0e732bfffc2bab90120e,-14.640070352620693
controller_candidates/lp_q0.60_greedy,2,334,True,True,True,14340043.11671176,12022685.020981392,0.0,0.0,2317358.0957303066,8621,41474,12184234.42062895,506.9732800148416,33658892.9715284,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.60_greedy/dispatch_2.npz,75b602c2c0953c8849501a41872e6ce80f0d097dadeec51c57ed6a5a452aedba,-1.9464000278513804
controller_candidates/lp_q0.60_macro,2,334,True,True,True,15514615.878166327,12061965.690096255,0.0,0.0,3452650.188070018,5191,34328,11509725.616112277,478.9076994344474,27363003.31479118,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.60_macro/dispatch_2.npz,9765db129b7115fb79dc61c22fe761d3783494a9a6068be0982e7f795c1d9712,-10.296686259663158
controller_candidates/lp_q0.60_planned_direction,2,334,True,True,True,15078065.085146107,12064815.381307695,0.0,0.0,3013249.7038383656,3613,29445,11910233.268893177,495.5723889491253,32312169.703066938,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.60_planned_direction/dispatch_2.npz,47cce4420b090612232586ec4f0d551787534ae98109499afa5ab47a3416663b,-7.193154323566708
controller_candidates/lp_q0.70_greedy,2,334,True,True,True,13745346.992592042,12344171.348623134,0.0,0.0,1401175.643968888,8311,41102,12189795.34213214,507.20454763260113,33815148.599682525,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.70_greedy/dispatch_2.npz,8a1ba15b38fcae523aa50cbdd9af2e5e579f86c2112a89c8e73335da12bb230d,2.28142052129795
controller_candidates/lp_q0.70_macro,2,334,True,True,True,14786387.461375905,12404975.487961411,0.0,0.0,2381411.9734144853,4877,33979,11587607.5106423,482.14828068713007,27509411.874971136,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.70_macro/dispatch_2.npz,01e02393464065e1094b6b744522a4a4743c7dbc9f8699852b88fdd43a141bec,-5.119556394324998
controller_candidates/lp_q0.70_planned_direction,2,334,True,True,True,14329485.002971418,12405364.517999126,0.0,0.0,1924120.4849722756,3583,28242,11978962.02169332,498.43211789111376,32431885.993676446,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.70_planned_direction/dispatch_2.npz,a08e31236d770a3aa99b077d91ec2d0cc39bf1692ced45d45ea4048d935ff0d2,-1.871340163794355
controller_candidates/lp_q0.70_reserve1000,2,334,True,True,True,14335539.06121324,12320797.7327966,0.0,0.0,2014741.3284166222,7465,39065,11898238.3993357,495.0726685609947,34448577.31016137,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.70_reserve1000/dispatch_2.npz,babc3b60209e4f0badae2ad1283a78d2d98a472840a43d855e747cbdbc58a21a,-1.9143797445187127
controller_candidates/lp_q0.70_reserve2000,2,334,True,True,True,16907023.709770113,12200224.78711171,0.0,0.0,4706798.92265839,7449,37277,10952853.300043061,455.7340258449969,35759049.61902529,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.70_reserve2000/dispatch_2.npz,35714e98da5acc6247f312f311aac727827d93a83a444736171a25104b4ebd91,-20.195608086276383
controller_candidates/lp_q0.70_reserve500,2,334,True,True,True,13900693.743009532,12335381.437872427,0.0,0.0,1565312.3051370806,7647,39787,12087364.296512807,502.94241749299846,33926461.805821925,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.70_reserve500/dispatch_2.npz,483fdf7f7f430d084b1d8b311cbd719163bc51faec5f69779982df638f7c3987,1.177027610328818
controller_candidates/lp_q0.75_reserve1000,2,334,True,True,True,14111094.034187894,12488015.093318768,0.0,0.0,1623078.9408692168,7161,38938,11898085.914252823,495.06621449930964,34262309.43900551,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.75_reserve1000/dispatch_2.npz,ee758fa662abaea075cd62f59e7c9a36fb3fddb36a5b4cf86571bf41326b87ce,-0.31875256800610874
controller_candidates/lp_q0.75_reserve2000,2,334,True,True,True,16598271.640797673,12371020.76797153,0.0,0.0,4227250.872826242,7151,37221,10985260.973331423,457.0823646968502,35689590.22704161,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.75_reserve2000/dispatch_2.npz,0af95eedd1c00b5a9bb7ed3afd1db4aa1e2995be1f2c556ebc9dfabf5343e034,-18.000624314141888
controller_candidates/lp_q0.75_reserve500,2,334,True,True,True,13722562.696799101,12501038.635048438,0.0,0.0,1221524.061750758,7401,39655,12067166.029745983,502.1016447399136,33874956.16194214,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.75_reserve500/dispatch_2.npz,c4c8d408bcff23fee1e0a8526437751c94d7a2d7cc90985768f972d22da58cb7,2.443398899909177
controller_candidates/lp_q0.75_statebuffer0,2,334,True,True,True,13719951.754135111,12499477.0595272,0.0,0.0,1220474.694608012,6305,36900,11980094.944837585,498.47898295412296,32995461.0755402,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.75_statebuffer0/dispatch_2.npz,f106ae233b2019a687e23570255275da23436667fc0fc8d590790e8b93cf4e96,2.461960643629646
controller_candidates/lp_q0.75_statebuffer1000,2,334,True,True,True,13504153.004207365,12508159.147354936,0.0,0.0,995993.8568525233,7839,40298,12144920.523528472,505.33726898861903,33701769.141470544,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.75_statebuffer1000/dispatch_2.npz,200e7dbef5a8c7731755ee30add79242cb410fbff4d6d6f62483cbd4dd5f2455,3.9961196072108462
controller_candidates/lp_q0.75_statebuffer2000,2,334,True,True,True,13537129.137694389,12508341.738435341,0.0,0.0,1028787.3992591373,7897,40561,12154126.41706431,505.7203162448068,33770066.171690606,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.75_statebuffer2000/dispatch_2.npz,12f0d7cdc10e1a73dfbd84d8f17c603b2f94577ca211a550041bfea1023fe1a4,3.7616852984379556
controller_candidates/lp_q0.75_statebuffer500,2,334,True,True,True,13477475.036738168,12507145.890230628,0.0,0.0,970329.1465076326,7715,39973,12129651.79621049,504.7019537873447,33606364.6224566,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.75_statebuffer500/dispatch_2.npz,157531245403d687427568df91a51ba645a4b4baf76c11a79e1e4574d614e46a,4.185778921440885
controller_candidates/lp_q0.80_greedy,2,334,True,True,True,13466976.044258932,12714614.827892702,0.0,0.0,752361.2163661745,7493,40243,12087282.479355935,502.9386769280935,33773512.416016765,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.80_greedy/dispatch_2.npz,aae9cde82d7c9bb47baa1259e982694cbf5dfe650048dd581e3ae57a209e7bd1,4.260418479946148
controller_candidates/lp_q0.80_macro,2,334,True,True,True,14299101.71748753,12807073.48779687,0.0,0.0,1492028.2296906179,4353,33370,11602744.797613936,482.7781267979981,27615159.459196508,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.80_macro/dispatch_2.npz,0689c277d6d4a1abedcd98e864684d25cb725b1d2991d576cc441c95ad8d6909,-1.655338959970143
controller_candidates/lp_q0.80_planned_direction,2,334,True,True,True,13858076.268082315,12799944.832538314,0.0,0.0,1058131.435543972,3559,26678,11955507.109784838,497.4561844180953,32611751.47074308,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.80_planned_direction/dispatch_2.npz,16a2236d4d5624eb9fcd51b0e94d648c40484dd894601517d25fb9a0d1110dfe,1.4800042549418135
controller_candidates/lp_q0.80_reserve1000,2,334,True,True,True,13932019.393779453,12698910.188308485,0.0,0.0,1233109.2054709103,6825,38642,11869590.701511998,493.88045293564875,34032988.41333833,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.80_reserve1000/dispatch_2.npz,439028b69e2970de0f99d884df089c546b0a7a9ba96dcf32d3feb945c851d8ea,0.9543269323370351
controller_candidates/lp_q0.80_reserve2000,2,334,True,True,True,16287817.656593995,12586780.33797104,0.0,0.0,3701037.3186229523,6785,37015,11006812.42553955,457.9789906402155,35533466.908824444,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.80_reserve2000/dispatch_2.npz,2a665629a6f9a796d25dbf377cfca95c1447610cbed7e699e2ba00dcaae7e835,-15.793541266603196
controller_candidates/lp_q0.80_reserve500,2,334,True,True,True,13601846.669608492,12709379.487023473,0.0,0.0,892467.1825849693,7097,39379,12012905.779608078,499.84368585929707,33791152.399330124,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.80_reserve500/dispatch_2.npz,73f5325a49df65c207f48f220cc305485a2b3f10f3a815a02cadc2b9dd076b34,3.3015946736307256
controller_candidates/lp_q0.80_statebuffer0,2,334,True,True,True,13647449.141325045,12706240.882240029,0.0,0.0,941208.2590849719,6067,36942,11927013.264712911,496.2700485454835,33061135.56159713,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.80_statebuffer0/dispatch_2.npz,11786a7da7610602119eef90e072f1d71611a51520fccd9d79d2caab090450f9,2.9773970553922835
controller_candidates/lp_q0.80_statebuffer1000,2,334,True,True,True,13427985.660975449,12714379.9589812,0.0,0.0,713605.7019941979,7445,39942,12075739.29176978,502.4583773987404,33695158.27904246,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.80_statebuffer1000/dispatch_2.npz,ea9a9e8e0f0117546404a7c0c263461e455399f397485a2b55078bfefecf21fe,4.537609362784201
controller_candidates/lp_q0.80_statebuffer2000,2,334,True,True,True,13443739.885391911,12714614.827892702,0.0,0.0,729125.057499154,7473,40117,12085204.881496094,502.8522303320542,33741543.04565142,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.80_statebuffer2000/dispatch_2.npz,468a2c43f8205cac25d6f02abdf0bd1b10395ca0a5230757a4b98a74f0a2e7e0,4.425609248738693
controller_candidates/lp_q0.80_statebuffer500,2,334,True,True,True,13420546.817563,12713207.036080616,0.0,0.0,707339.7814823374,7353,39653,12059008.24029481,501.7622164736033,33619649.87337174,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.80_statebuffer500/dispatch_2.npz,7b2fa14bbba172783e982cf719fd692c98781b80ceb82d1812e3feede210456d,4.5904936742258045
controller_candidates/lp_q0.85_reserve1000,2,334,True,True,True,13846887.240064563,12910747.542539643,0.0,0.0,936139.6975250351,6475,38364,11807300.193850977,491.288433568633,33752397.019272305,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.85_reserve1000/dispatch_2.npz,11df8969a2e4a3967e27181f6e4ae3d265cf9d6195d4b3d967d7f04f8c5602de,1.5595494220613682
controller_candidates/lp_q0.85_reserve2000,2,334,True,True,True,16029904.259120218,12804535.012806876,0.0,0.0,3225369.2463134346,6437,36886,11011027.357561488,458.1542592305538,35252562.66602896,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.85_reserve2000/dispatch_2.npz,324c52b7bcbf38aab6b641118bd0609aec2ff3a76307616bd84ac7507d20671b,-13.95998036463062
controller_candidates/lp_q0.85_reserve500,2,334,True,True,True,13581592.335327344,12918197.346922,0.0,0.0,663394.9884054519,6775,39059,11923522.465176314,496.1243518379028,33627126.288424075,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.85_reserve500/dispatch_2.npz,ad27c60b9eeb89e5be41abc8d77bd05d6ce45af02e1ad29b019db82912ce3977,3.44558702066331
controller_candidates/lp_q0.85_statebuffer0,2,334,True,True,True,13647557.805361517,12915424.611208785,0.0,0.0,732133.1941528418,5827,36817,11844884.664817207,492.85249654308365,33022377.18271382,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.85_statebuffer0/dispatch_2.npz,e2383251d0dc3c8507a5e00ede4681871ef75fba2a9c1dfb2201f4cea15f0cc6,2.9766245397700786
controller_candidates/lp_q0.85_statebuffer1000,2,334,True,True,True,13443091.510816175,12921357.450815886,0.0,0.0,521734.0600003969,7039,39456,11972752.085880052,498.17292139953594,33542556.158093393,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.85_statebuffer1000/dispatch_2.npz,76829804a4f162c31261dcf2e9cf60db2a68625505a6be2dfe92c4436ce7dcb2,4.430218680755593
controller_candidates/lp_q0.85_statebuffer2000,2,334,True,True,True,13456951.811521966,12921411.185761906,0.0,0.0,535540.6257601696,7067,39598,11979540.67813266,498.4553873682784,33583438.04582234,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.85_statebuffer2000/dispatch_2.npz,147049e3e1ab964858333a71cce52701d2a83918514dfdcb0615b03f38a84b5f,4.33168287101231
controller_candidates/lp_q0.85_statebuffer500,2,334,True,True,True,13447134.394549796,12920795.215831608,0.0,0.0,526339.1787182974,6977,39237,11957618.889838073,497.54324550781905,33495397.27325447,0,True,False,False,data/results/exp008/controller_candidates/lp_q0.85_statebuffer500/dispatch_2.npz,01422794db1a96bdd4e0ada9c00935800cc43948c4adcbb6950eee900ad70f89,4.401476965056461
controller_candidates/mk_impulse_q080_k100_g200_d3,2,3,True,False,True,147044.16114242497,142590.5179925048,0.0,0.0,4453.64314992009,25,278,112845.66119594933,4.695411181618958,329362.2757489098,0,True,False,False,data/results/exp008/controller_candidates/mk_impulse_q080_k100_g200_d3/dispatch_2.npz,f4991e4dbdab4f179f0db204c16d8054c9e210a3ac344b8c5a738699a772cf3c,
controller_candidates/mk_impulse_q080_k100_g200_d30,2,30,True,False,True,1265383.3266702928,1216683.8138695797,0.0,0.0,48699.51280070999,275,3077,1188035.0533939567,49.43312993516215,3432997.355092649,0,True,False,False,data/results/exp008/controller_candidates/mk_impulse_q080_k100_g200_d30/dispatch_2.npz,c964e1e2addd9f5497df7c18200f5657c97d7f2297573e20629b102dda69734c,
controller_candidates/mk_impulse_q080_k300_g200_d30,2,30,True,False,True,1271935.262866799,1218639.2228521018,0.0,0.0,53296.04001469415,247,2999,1184409.2688889392,49.28226497015161,3310299.531394367,0,True,False,False,data/results/exp008/controller_candidates/mk_impulse_q080_k300_g200_d30/dispatch_2.npz,96a8d0b3e1d1a68d23ae0465e1fac282b8264c3864f02e0c7aa4d5338f555348,
controller_candidates/mk_independent3_q080_k100_g200_d3,2,3,True,False,True,146551.0327367163,142391.88640497686,0.0,0.0,4159.146331739368,27,287,113121.9524199027,4.706907360108541,326418.37026884756,0,True,False,False,data/results/exp008/controller_candidates/mk_independent3_q080_k100_g200_d3/dispatch_2.npz,63c4499ef0df2a3099d8fefce1b0d868143b5490bc9f8ba0608c9184c1ef3f65,
controller_candidates/mk_independent3_q080_k100_g200_d30,2,30,True,False,True,1263223.009549036,1216591.921559682,0.0,0.0,46631.08798935104,289,3064,1190201.695454853,49.52328156393522,3367090.862525629,0,True,False,False,data/results/exp008/controller_candidates/mk_independent3_q080_k100_g200_d30/dispatch_2.npz,8ff0a671ecc1544871e43b97726e7e81ec57ede0ba78682b57459d4e8c445282,
controller_candidates/mk_independent3_q080_k300_g200_d30,2,30,True,False,True,1271343.035490232,1218715.3784545986,0.0,0.0,52627.65703563021,245,2999,1184209.9171949248,49.273970162145034,3218477.8706749524,0,True,False,False,data/results/exp008/controller_candidates/mk_independent3_q080_k300_g200_d30/dispatch_2.npz,8705ce2bbc0a228ef11235c88e99393b52a4e243bd1ea092b91ea283eaa40140,
controller_candidates/mk_markov_q080_k100_g200_d3,2,3,True,False,True,145646.11875253264,141836.8849674432,0.0,0.0,3809.233785089333,27,309,113279.52585530162,4.713463820037462,333426.74123997206,0,True,False,False,data/results/exp008/controller_candidates/mk_markov_q080_k100_g200_d3/dispatch_2.npz,f318a9ef930793ea8d04ba9318f67c2043f2d679ca3cec1af49d30a5a8bc6b08,
controller_candidates/mk_markov_q080_k100_g200_d30,2,30,True,False,True,1262060.1734107307,1215695.3905103302,0.0,0.0,46364.782900397484,293,3125,1190178.6724689868,49.52232360243687,3361896.5322488174,0,True,False,False,data/results/exp008/controller_candidates/mk_markov_q080_k100_g200_d30/dispatch_2.npz,938f41658f934662062371c99bb62db043265064c0b01d68fb04762fe84009e2,
controller_candidates/mk_markov_q080_k300_g200_d30,2,30,True,False,True,1269098.835902076,1217556.5522996408,0.0,0.0,51542.28360243256,249,3046,1185006.7795993527,49.30712674345755,3282219.8725834694,0,True,False,False,data/results/exp008/controller_candidates/mk_markov_q080_k300_g200_d30/dispatch_2.npz,3822fef7a4e917c71d7247f711c02d550225c4a920df78f0f7fe9ba84dec38cc,
controller_candidates/tube_q0.5_r1000,2,334,True,True,True,14353872.717548624,12271355.604282776,0.0,0.0,2082517.1132657898,9203,42721,11246941.826362783,467.97355064787894,35080813.99554273,0,True,False,False,data/results/exp008/controller_candidates/tube_q0.5_r1000/dispatch_2.npz,8e163731b3fbb636761693f9de96cfa4b57403e81e21bf3678af635a3a6dcbc8,-2.044717585732192
controller_candidates/tube_q0.5_r2500,2,334,True,True,True,14102390.814305333,13169701.524131028,0.0,0.0,932689.2901742648,10335,43160,9463914.754514454,393.78372595338664,37940959.18552603,0,True,False,False,data/results/exp008/controller_candidates/tube_q0.5_r2500/dispatch_2.npz,7ec31948f69e2fd770a1f3e6aec06d103f0bea1972d9ae44f6a2807b3eb47fc0,-0.2568795367706711
controller_candidates/tube_q0.5_r4000,2,334,True,True,True,14593651.555269971,14141800.127964538,0.0,0.0,451851.4273054307,11207,42828,7327885.974976665,304.90588265063565,38652591.23153783,0,True,False,False,data/results/exp008/controller_candidates/tube_q0.5_r4000/dispatch_2.npz,48160764bfb53abf6dd2d598370c3fa81973f2a20cb005b0396a2812943d2e39,-3.7493560662166914
controller_candidates/tube_q0.65_r1000,2,334,True,True,True,13649431.051662976,12679764.485283148,0.0,0.0,969666.5663798897,8929,41986,11133058.603259433,463.2349931177776,35857302.59774141,0,True,False,False,data/results/exp008/controller_candidates/tube_q0.65_r1000/dispatch_2.npz,8a10fd29cf1cde2c39de909a8a73c0c9f2dbb551e51a43cbf024999d803684ce,2.963307235544077
controller_candidates/tube_q0.65_r2500,2,334,True,True,True,13956570.01662925,13515840.075909877,0.0,0.0,440729.94071944494,10109,42134,9139189.420138564,380.27225660355003,38182057.49525926,0,True,False,False,data/results/exp008/controller_candidates/tube_q0.65_r2500/dispatch_2.npz,43cd6bcd3f179e40c2fe2490912304e27d1e930ced29449975d3866c4b345162,0.7797913610275153
controller_candidates/tube_q0.65_r4000,2,334,True,True,True,14705634.329017773,14464407.650777975,0.0,0.0,241226.67823987093,11215,41541,6927820.244074525,288.2595810265466,38322715.66805915,0,True,False,False,data/results/exp008/controller_candidates/tube_q0.65_r4000/dispatch_2.npz,56459c5295ca1ba407c07a5928d08dfc7f8d6398a549053c6c4232edde244bed,-4.545465293769668
controller_candidates/vf_q0.70_pilot30,2,30,True,False,True,1261625.8709998394,1183359.847507565,0.0,0.0,78266.02349227469,819,3852,1211485.7417330719,50.40890557541151,3398302.8649341017,0,True,False,False,data/results/exp008/controller_candidates/vf_q0.70_pilot30/dispatch_2.npz,0380eadbd2674ef42892815fd5d620536b2510f3ed00bf3d03e729f2417be7ad,
controller_candidates/vf_q0.80_pilot30,2,30,True,False,True,1250204.897848163,1213402.0002957764,0.0,0.0,36802.89755238324,790,3821,1197427.2583217202,49.82375331213469,3417237.8239684356,0,True,False,False,data/results/exp008/controller_candidates/vf_q0.80_pilot30/dispatch_2.npz,2723249757c3145669b71f2c47f2c29c4d5cf3db1407a65671980c2fac32f465,
controller_candidates/vf_ridge28_q0.70_dp_pilot30,2,30,True,False,True,1261129.7595205253,1190775.742630686,0.0,0.0,70354.016889842,756,3822,1196270.8383530462,49.77556909199691,3313917.193608921,0,True,False,False,data/results/exp008/controller_candidates/vf_ridge28_q0.70_dp_pilot30/dispatch_2.npz,67437a442dbd37f1c60c3e72742b29858eaba3081c9125b8c66586e5074be746,
controller_candidates/vf_ridge28_q0.70_greedy_pilot30,2,30,True,False,True,1264727.5941678754,1190775.742630686,0.0,0.0,73951.85153719258,766,3833,1197994.3135093208,49.84728102600404,3253365.588350744,0,True,False,False,data/results/exp008/controller_candidates/vf_ridge28_q0.70_greedy_pilot30/dispatch_2.npz,aa4137d1dd5fa10fe0d5d575f2489b3979c137a099c0353fc75e991468f68e2d,
controller_candidates/vf_ridge28_q0.80_dp_pilot30,2,30,True,False,True,1268455.091462112,1222580.4110991568,0.0,0.0,45874.680362957435,658,3707,1175712.2146111384,48.91986849211666,3262906.5746599785,0,True,False,False,data/results/exp008/controller_candidates/vf_ridge28_q0.80_dp_pilot30/dispatch_2.npz,142021b1f8cda46880b9a16c19a3e0266a6847c82f7b438d15ae793b7052ccc7,
controller_candidates/vf_ridge28_q0.80_greedy_pilot30,2,30,True,False,True,1260999.3806240894,1222523.1227134932,0.0,0.0,38476.257910598775,674,3736,1179810.9209893541,49.09041122389853,3212714.163104105,0,True,False,False,data/results/exp008/controller_candidates/vf_ridge28_q0.80_greedy_pilot30/dispatch_2.npz,cbbd4de24a18dac459d31737f5c0f51ff4711da436bbd651000fd75bdf55257f,
cumulative_risk_planning/point,2,334,True,True,True,13190724.676222105,12762853.091265334,0.0,0.0,427871.5849567217,7173,39728,12045467.086481161,501.1981935636003,33497610.21091923,0,True,False,False,data/results/exp008/cumulative_risk_planning/point/dispatch_2.npz,294e8c3149f56b47dab9d1800a090d681e55d8a767f2125d0b1aebe2124dda3f,6.224347893889314
cumulative_risk_planning/prefix,2,334,True,True,True,13706239.587825214,12140480.405504605,0.0,0.0,1565759.182320572,8579,40744,12311448.745483417,512.2664765096974,33909185.71976313,0,True,False,False,data/results/exp008/cumulative_risk_planning/prefix/dispatch_2.npz,d04079efce1ad650f9797c48fd8c86b3665790d89879254755dc2e1759de07e3,2.559443334615985
forecast_absolute_extra_trees/lp_bridge/absolute_extra_trees_ridge28_memory_half_tree28_q08_buffer500_334days,2,334,True,True,True,13147867.580952927,12574264.099248858,0.0,0.0,573603.4817041139,6927,40437,12098222.884966956,503.394006512896,33091381.5066481,0,True,False,False,data/results/exp008/forecast_absolute_extra_trees/lp_bridge/absolute_extra_trees_ridge28_memory_half_tree28_q08_buffer500_334days/dispatch_2.npz,9a6777b3091983b327c3d1f6de721a75db896dab239814afcbf3c6813aa9e101,6.529028050202901
forecast_absolute_hgb/lp_bridge/direct_hgb_ridge28_memory_tree28_q08_buffer500_334days,2,334,True,True,True,13173407.796091657,12593868.384542437,0.0,0.0,579539.4115492167,6983,40268,12105874.684348362,503.7120036087519,33071434.778116927,0,True,False,False,data/results/exp008/forecast_absolute_hgb/lp_bridge/direct_hgb_ridge28_memory_tree28_q08_buffer500_334days/dispatch_2.npz,c900745ca1157faad28a937ea1602fc3009cd8391ae7df5a442ef2f3de93114c,6.347457257971745
forecast_channel_composite/lp_bridge/best_stage_load_scaled_pv_ridge28_memory_tree28_q08_buffer500_334days,2,334,True,True,True,13159634.63454324,12596144.707404023,0.0,0.0,563489.927139149,6973,40305,12106322.139234733,503.73036423952334,33178015.37612169,0,True,False,False,data/results/exp008/forecast_channel_composite/lp_bridge/best_stage_load_scaled_pv_ridge28_memory_tree28_q08_buffer500_334days/dispatch_2.npz,94a62b0d62c06766e137b7ce932d814bca22512d27ddb2e3f3e3b898d2100c4d,6.445373577011737
forecast_half_ensemble/lp_bridge/half_ensemble_tree28_q08_buffer500_334days,2,334,True,True,True,13195129.026552001,12602014.44963722,0.0,0.0,593114.5769147445,6873,40238,12085007.123606253,502.8438846638429,33056213.457664847,0,True,False,False,data/results/exp008/forecast_half_ensemble/lp_bridge/half_ensemble_tree28_q08_buffer500_334days/dispatch_2.npz,d1ab2c1be0a2951e91f0ea4a32f616907e657b25954b621b5480201b461b4192,6.193036435692156
forecast_hgb_extra_trees_half/lp_bridge/hgb_extra_trees_half_ridge28_memory_tree28_q08_buffer500_334days,2,334,True,True,True,13142739.171909358,12581287.391136104,0.0,0.0,561451.7807731997,7019,40331,12103872.786172733,503.62880169925546,33084958.93734079,0,True,False,False,data/results/exp008/forecast_hgb_extra_trees_half/lp_bridge/hgb_extra_trees_half_ridge28_memory_tree28_q08_buffer500_334days/dispatch_2.npz,ce25055b4b0940a8c5b82ac256f6884a7c496421d509f8c0982064179b37578e,6.5654869949638766
forecast_override_pilot/joint_override/3,3,3,True,False,True,134850.57625927488,116423.61832416747,9077.459997389931,0.0,9349.497937717537,43,375,120866.61234889092,5.0292826922530764,231113.96774670813,0,True,False,False,data/results/exp008/forecast_override_pilot/joint_override/3/dispatch_3.npz,ee50ec71a10c9366546e0b4370657bc00fbdc1cf19d5eb623f20d77d107e55da,
forecast_override_pilot/joint_override/4-3,4-3,3,True,False,True,143906.65927881602,124168.74363606083,9444.986154582504,0.0,10292.92948817266,53,360,129954.58354587998,5.407122615641235,304172.3060622532,0,True,False,False,data/results/exp008/forecast_override_pilot/joint_override/4-3/dispatch_4-3.npz,fdf8cd2eb930022282cc1a717bd961d97e1692b12b2b26c949845f9a13a552a7,
forecast_override_pilot/legacy_default/3,3,3,True,False,True,131525.5004356554,131513.51515431175,11.985281343663292,0.0,0.0,29,351,117617.97620270442,4.891782499112133,198774.05575043114,0,True,False,False,data/results/exp008/forecast_override_pilot/legacy_default/3/dispatch_3.npz,70efafc07705b1e4436f35cfe8d0f1c25dadbda470af1e4a97316ccec58c4695,
forecast_override_pilot/legacy_default/4-3,4-3,3,True,False,True,141220.72226091818,141206.8221407887,13.900120129394468,0.0,0.0,41,329,123664.60876431754,5.1430304513491345,271007.6353945574,0,True,False,False,data/results/exp008/forecast_override_pilot/legacy_default/4-3/dispatch_4-3.npz,555b0f331440d450ebac91af9fbdd0b891b3fab60e6e5acaaf20d21bc846f9c1,
forecast_override_pilot/new_default/3,3,3,True,False,True,131525.5004356554,131513.51515431175,11.985281343663292,0.0,0.0,29,351,117617.97620270442,4.891782499112133,198774.05575043114,0,True,False,False,data/results/exp008/forecast_override_pilot/new_default/3/dispatch_3.npz,70efafc07705b1e4436f35cfe8d0f1c25dadbda470af1e4a97316ccec58c4695,
forecast_override_pilot/new_default/4-3,4-3,3,True,False,True,141220.72226091818,141206.8221407887,13.900120129394468,0.0,0.0,41,329,123664.60876431754,5.1430304513491345,271007.6353945574,0,True,False,False,data/results/exp008/forecast_override_pilot/new_default/4-3/dispatch_4-3.npz,555b0f331440d450ebac91af9fbdd0b891b3fab60e6e5acaaf20d21bc846f9c1,
forecast_override_pilot/v2/joint_override/3,3,3,True,False,True,134850.57625927488,116423.61832416747,9077.459997389931,0.0,9349.497937717537,43,375,120866.61234889092,5.0292826922530764,231113.96774670813,0,True,False,False,data/results/exp008/forecast_override_pilot/v2/joint_override/3/dispatch_3.npz,ee50ec71a10c9366546e0b4370657bc00fbdc1cf19d5eb623f20d77d107e55da,
