name,channel,month,rmse_kw,mae_kw,bias_kw,price_weighted_rmse_kw,high_price_rmse_kw,high_price_bias_kw,daily_energy_rmse_kwh,daily_energy_mae_kwh,cumulative_error_rmse_kwh,daily_level_mse_kw2,within_day_mse_kw2,high_price_underprediction_kwh
original_HGB_full,pv,2,236.0651698190569,116.22961311131922,-30.880390815623286,231.15430018580233,195.00332728840152,3.076060412031988,2048.091975360436,1656.7755403080225,1420.073414291279,7282.431839471895,48444.332562228265,8025.017344147188
original_HGB_full,pv,3,314.75564869560685,156.82875385395798,-12.38620089589713,312.1047932783962,284.05405451883723,11.109552038875254,2953.560768679441,2396.582762651755,2036.9393253476464,15145.002108128974,83926.11627766331,11885.837076422504
original_HGB_full,pv,4,341.5992819865991,176.46046068180505,4.811116578254192,339.9393355220182,305.23249638788326,-0.3780333978162726,2958.259469490723,2303.605782158237,2058.3192587065114,15193.227584776972,101496.8418689831,14693.186170106646
original_HGB_full,pv,5,343.99705747754444,185.98947231970237,39.582185028841906,344.96054532952934,312.75402682759676,44.44813188141641,3023.2080402127294,2167.487595634317,2080.284026185246,15867.685511123076,102466.29004208594,12278.405779417984
original_HGB_full,pv,6,408.437241131858,210.84471858255387,26.94925156886393,412.72203326443315,381.42322026346585,16.963707081807538,4346.273869874031,3093.5798719991803,2915.8860174357615,32795.306513801734,134025.67342960183,17100.488580373767
original_HGB_full,pv,7,365.69154161804244,194.8478057756901,-24.403832674057966,360.81742959608164,317.9354013065819,-16.45354285208953,3781.9076302552767,2728.9987871590356,2546.305307792269,24831.29396490119,108899.00964607928,17856.733895802772
original_HGB_full,pv,8,327.681621762256,177.86615826291867,14.557299306251855,335.0305213838788,329.48098122492536,38.320383016948654,2879.9583400918596,2215.1556369404275,1990.3417905701851,14399.5834039317,92975.6618368105,13379.502741048344
original_HGB_full,pv,9,301.4819189443873,158.43918866532476,57.0609031527998,310.45464756074097,312.0523834485351,71.45036782079,2415.7179889136473,1917.8939227696962,1690.3466875293211,10131.412156182283,80759.93529420784,8640.386253282659
original_HGB_full,pv,10,295.4428153113775,141.29518528014466,11.714843229966519,293.0932434939239,270.15510237407136,17.293543738634234,3273.3815217742563,2435.598530800488,2239.4745061085005,18602.47671370337,68683.98040540935,10827.574810842032
original_HGB_full,pv,11,191.00960082795027,91.49128717133661,9.938772914898493,187.73576706927767,167.58854947976823,8.87836632357085,1299.701397921318,961.7743889905624,918.8389670717495,2932.680075969841,33551.98753248307,7187.367220267169
original_HGB_full,pv,12,159.85238828817756,77.08120062553897,-15.293912124113275,158.07354940116068,134.41413839200004,-17.561907081263183,892.7030718888465,703.2146693464418,637.0023873270036,1383.5395391662898,24169.246502267997,7880.664923418913
original_HGB_full,net,2,281.1107556590038,197.97342197482138,18.002927331271273,276.43436824232333,250.1151285610409,-30.06449460070898,2579.209460248126,2045.4305646680282,1721.669122847508,11549.169166377485,67474.08778079867,17586.510680976506
original_HGB_full,net,3,343.85378991982793,225.7842704102089,-3.2113933503254475,341.20277379119295,313.1381654358373,-31.302011414787806,2974.6609159218683,2306.426714184944,1984.8936160303479,15362.165910960295,102873.2629312689,21888.862288279674
original_HGB_full,net,4,367.6928855558389,237.12961140433202,-7.8793094594380495,365.9466279589921,329.4242593791576,-2.4429098472618973,2998.7293056124913,2303.861050075708,2100.3152205121432,15611.766403366626,119586.29168501268,19830.037212740044
original_HGB_full,net,5,383.4426134883823,266.54079054338604,-42.73028787358038,388.7517543891263,369.16681310852096,-62.40654386653868,3428.845251136826,2511.4063012077536,2156.6158263910534,20411.423187922846,126616.81465087805,31613.442738671427
original_HGB_full,net,6,479.46228108307815,328.10701150306915,-23.448656760919064,488.2277371472779,474.17472971740455,6.966988126965339,6048.103170410051,4190.037861762923,3655.852808513592,63506.166597090436,166377.91238429822,30301.670806994163
original_HGB_full,net,7,448.36073354907035,332.0357275504567,39.9650112492687,446.1022576774802,421.94781883290915,58.812815835466125,4125.665367083322,3152.278825440602,2560.4283294724364,29550.546390886735,171476.80099777374,23403.074515781733
