day,month,method,rmse_yuan_per_kwh,mae_yuan_per_kwh,bias_yuan_per_kwh,high_realized_price_ge1_rmse,high_realized_price_ge1_mae,high_realized_price_slots,realized_price_weighted_mae,fixed_purchase_absolute_price_exposure_proxy_yuan,fixed_purchase_signed_price_exposure_proxy_yuan
48,2,baseline,0.0420676384308784,0.03352803333279336,-0.008267799378414924,0.04298145222827643,0.03723627515471115,48,0.035514386526391314,2234.207957573684,-427.91480449398136
48,2,linked_hgb,0.03784402852979247,0.02967257994022734,0.007349321879869459,0.03398671361573239,0.027273521253227143,48,0.029776596749273552,2147.104459531448,681.8615655125759
49,2,baseline,0.04462125503182028,0.03470362985709368,-0.011762345981903267,0.04930442425700307,0.03711015243107459,50,0.034830541495719694,2797.2660934934934,-840.768334265556
49,2,linked_hgb,0.04127340393380733,0.03281054830448089,0.0038110121158545875,0.039804088740190736,0.03220383643914231,50,0.0319647891869914,2627.1747185495715,285.9420682084011
50,2,baseline,0.04610846458973911,0.03761170530461207,-0.019899484413947302,0.049872934780522966,0.04259896876900072,49,0.037942905509532644,2846.513225996979,-1699.2227995860426
50,2,linked_hgb,0.037246662356950455,0.030235240979745146,-0.0017975328017809597,0.036406339046704546,0.029915546393640306,49,0.029917295876365813,2172.657785722281,-463.85289436536243
51,2,baseline,0.06558002533728999,0.052285328971891004,0.04677312929604119,0.053270109464519294,0.045249595045544586,18,0.05190141010408387,1178.4877270292654,564.9242941479667
51,2,linked_hgb,0.047010074288629224,0.03670246844927839,0.023959862456241435,0.034771486272612624,0.027411004638906816,18,0.035124324855041314,1136.972505814575,91.2131687107518
52,2,baseline,0.041491353429359557,0.03247895333906162,-0.003397800391399016,0.04285707995772138,0.03384522833642828,19,0.0334357006125971,1018.5452983931066,-104.33707502231486
52,2,linked_hgb,0.048721152644242115,0.03879298674969736,-0.026530220501008804,0.06295307901064073,0.05489799820698036,19,0.04385301538091309,1062.0099590774357,-608.3802990275133
53,2,baseline,0.05722145179344202,0.045878378553342425,-0.03885350755615149,0.07229228850456945,0.06388485584395795,49,0.05151028900197402,3147.937799397521,-2737.336077165981
53,2,linked_hgb,0.04571114417468834,0.03569278185452678,-0.02408025353120742,0.05688495516174602,0.046134227492580525,49,0.03915519274042667,2459.323446130261,-1668.0098273419915
54,2,baseline,0.04305115373462245,0.0332054261851232,-0.01017920384661696,0.046598450174334845,0.037462136373375726,48,0.03456304506995019,2496.331219254193,-691.6672037575698
54,2,linked_hgb,0.038684097948530234,0.030765930364458974,0.00738273275321052,0.035766278525740325,0.030692421290889352,48,0.031073199952636788,2265.6383651370434,419.34073559446574
55,2,baseline,0.04530818262157001,0.036393778288223086,0.0012896185158979892,0.047551341640870305,0.03903966257170356,39,0.03673851339314581,2515.2101723195437,-465.7687340740926
55,2,linked_hgb,0.05101519865820402,0.03980241993568025,0.016528377863147887,0.05429744682883148,0.04290689758018059,39,0.04104283674574106,2474.7456305280452,645.9101548891442
56,2,baseline,0.043736594321530695,0.03571306112124471,-0.011851805124213318,0.04556412340517286,0.03809120917667009,45,0.036212291522570765,2714.5129309033796,-1395.9263431458346
56,2,linked_hgb,0.03875298242892709,0.03188189729176287,0.0012573994069390775,0.03773412647347507,0.03145470280920876,45,0.032093813565286046,2223.858362125675,-367.36808362317413
57,2,baseline,0.047342201103337485,0.038385684606188915,-0.0014412704894007926,0.05095405448775686,0.03993092025731396,45,0.03835674360449251,2495.4465196786628,485.9903138237077
57,2,linked_hgb,0.04694550486712048,0.037783738055573744,0.009072541320661225,0.048132367570059675,0.03883066913302269,45,0.037809830941913924,2657.5787988795128,1223.0709949103166
58,2,baseline,0.059599701442223124,0.04843724718849813,0.0392000785188289,0.033683931744334046,0.02884679808306576,18,0.04783727270255797,1356.3787190219914,969.6414842870738
58,2,linked_hgb,0.04746003067852497,0.036983162199093575,0.016981557428282237,0.03304022187956603,0.028515501048732572,18,0.036935044504018716,1056.7669191888242,540.900223814525
59,3,baseline,0.04486451778897613,0.035730511397499325,0.017855391234546554,0.03439308265544567,0.029280835772259324,18,0.036028997937992295,910.4869079389172,349.69887647039695
59,3,linked_hgb,0.03855621301521948,0.028529885390130523,-0.009142427504402091,0.04399342952322091,0.03138949040598113,18,0.029681851208651324,743.1037111041344,-135.18842803075194
60,3,baseline,0.08190111880995289,0.06202743345455502,-0.05096976952075316,0.10258846367183055,0.08027598918749214,54,0.06852430992600837,3569.7516224466717,-2821.0079509251477
60,3,linked_hgb,0.0723933460002005,0.052372480121788266,-0.03990258009257862,0.09149395471958581,0.06751562170782176,54,0.05734665044215842,2836.9174135158764,-2024.3214255394162
61,3,baseline,0.054029796719520955,0.043010121088452785,-0.02032573428744739,0.06100895441465922,0.045512268884072705,47,0.0439083947615155,2848.1029023308674,-837.3877528779094
61,3,linked_hgb,0.04509636271764215,0.036240260765482035,-0.011976953911923091,0.047149794103659846,0.03547820857454802,47,0.03675347301401459,2629.291082015233,-305.0569931460054
62,3,baseline,0.05316393262035802,0.03913667316103496,-0.017733249240620884,0.055575141321294055,0.043132158010221015,43,0.03923004181736968,2750.1593179357815,-1177.6389362440693
62,3,linked_hgb,0.04155303262556064,0.03232029387016429,-0.003294922157747653,0.03974578580858472,0.03235033510893975,43,0.03200451593540446,2454.0618052892933,-254.2715996397943
63,3,baseline,0.03806522655437346,0.03093098649081669,-0.0023607716136456883,0.03462389051583833,0.027239772619969276,46,0.030103008644047323,2169.4653435234204,400.014626683522
63,3,linked_hgb,0.037685933910970734,0.030945259468896775,0.006971344855808529,0.03295741017101623,0.02637104249788358,46,0.030190298638648423,2306.5417565898906,1040.913364068656
64,3,baseline,0.04122385118686324,0.03334898742957663,-0.005904498378880483,0.04111081519022394,0.03274273178730609,38,0.03407392492513448,2133.5439459186714,-784.4527594528417
64,3,linked_hgb,0.03955829525317133,0.03179927824396353,0.0025958853697023044,0.044204394648033885,0.036741306692768545,38,0.034145436131774606,1832.8008465055514,-78.65426335562893
65,3,baseline,0.06582270328476506,0.049795253838695874,0.03860391344477351,0.050561237981218365,0.03958224390462431,17,0.04689584432109653,1427.934697175298,803.0091639032539
65,3,linked_hgb,0.05344833571858364,0.03948102868060835,0.018006243532530403,0.04045449486032901,0.029626682395178044,17,0.03687272736496366,1255.6836318056573,360.40310113229543
66,3,baseline,0.04557295662778046,0.036040693320400025,0.015655225788332266,0.0341594804532575,0.026798876811036272,18,0.03583001039975488,920.2820329751921,17.518988047030177
66,3,linked_hgb,0.04001787688631388,0.032898936418180494,-0.005372641397444891,0.03519948702041136,0.02827077696969376,18,0.03283938376318394,874.3701257223307,-245.77183671034544
67,3,baseline,0.054742901585238805,0.04264442594774915,-0.018943843319156696,0.05978077914953787,0.04897915254808538,42,0.04375653008076083,2861.0047088833226,-1453.6341923255195
