previous_experiment,current_experiment,task,scenario,metric,population,previous,current,unit,absolute_change,absolute_change_unit,relative_change_pct,comparable,comparison,seed,period,n,previous_source,current_source
exp002_seed_42,exp003/uncalibrated,load,2,mae,pv_generating,163.90344159105575,158.41744494899672,kW,-5.485996642059035,kW,-3.347090572842741,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,26880,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/uncalibrated,load,2,rmse,pv_generating,219.9508988307239,211.72923400678357,kW,-8.22166482394033,kW,-3.7379546378975217,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,26880,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/uncalibrated,load,2,wape_pct,pv_generating,3.085093705577572,2.98183282499482,%,-0.10326088058275218,百分点,-3.3470905728427565,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,26880,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/uncalibrated,load,2,bias,pv_generating,-13.520280356634233,-10.064028662217096,kW,3.456251694417137,kW,25.563461727487013,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,26880,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/primary,load,2,mae,pv_generating,163.90344159105575,174.55817989538284,kW,10.654738304327083,kW,6.500619023553509,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,26880,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/primary,load,2,rmse,pv_generating,219.9508988307239,239.60457080033467,kW,19.65367196961077,kW,8.93548154342229,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,26880,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/primary,load,2,wape_pct,pv_generating,3.085093705577572,3.2856438938967996,%,0.20055018831922755,百分点,6.50061902355351,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,26880,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/primary,load,2,bias,pv_generating,-13.520280356634233,0.3705209368751173,kW,13.89080129350935,kW,102.74048264608143,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,26880,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/uncalibrated,pv,2,mae,all,172.51825595529286,170.59481556883227,kW,-1.9234403864605838,kW,-1.114919911408699,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,48096,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/uncalibrated,pv,2,rmse,all,343.4967091486276,339.4985262973294,kW,-3.998182851298168,kW,-1.1639654019416512,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,48096,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/uncalibrated,pv,2,wape_pct,all,7.252159617849856,7.1713038462633065,%,-0.08085577158654988,百分点,-1.1149199114087103,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,48096,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/uncalibrated,pv,2,bias,all,7.586121674927306,9.97289775245682,kW,2.3867760775295137,kW,31.462401735764207,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,48096,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/primary,pv,2,mae,all,172.51825595529286,185.34649162261977,kW,12.828235667326908,kW,7.435871407517169,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,48096,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/primary,pv,2,rmse,all,343.4967091486276,375.1748780379844,kW,31.67816888935681,kW,9.222262701693012,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,48096,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/primary,pv,2,wape_pct,all,7.252159617849856,7.7914208813010575,%,0.5392612634512011,百分点,7.435871407517131,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,48096,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/primary,pv,2,bias,all,7.586121674927306,0.7610180167451466,kW,-6.82510365818216,kW,-89.96828617631631,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,48096,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/uncalibrated,pv,2,mae,pv_generating,307.1910097197552,303.6413434538295,kW,-3.54966626592568,kW,-1.1555241376249834,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,26880,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/uncalibrated,pv,2,rmse,pv_generating,459.4373082963732,454.07790293624595,kW,-5.359405360127255,kW,-1.1665150529460304,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,26880,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/uncalibrated,pv,2,wape_pct,pv_generating,7.217073064856314,7.133678043561868,%,-0.08339502129444654,百分点,-1.1555241376249925,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,26880,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/uncalibrated,pv,2,bias,pv_generating,12.080298025243918,16.242840503814804,kW,4.162542478570886,kW,34.45728300636721,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,26880,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/primary,pv,2,mae,pv_generating,307.1910097197552,331.63383177015277,kW,24.44282205039758,kW,7.956880662847629,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,26880,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/primary,pv,2,rmse,pv_generating,459.4373082963732,501.849596855795,kW,42.412288559421825,kW,9.23135491906168,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,26880,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/primary,pv,2,wape_pct,pv_generating,7.217073064856314,7.791326955977452,%,0.5742538911211374,百分点,7.956880662847639,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,26880,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/primary,pv,2,bias,pv_generating,12.080298025243918,1.3576807824987405,kW,-10.722617242745178,kW,-88.76119794675904,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,26880,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/uncalibrated,net_load,2,mae,all,281.01706122271094,275.40459113694794,kW,-5.612470085762993,kW,-1.9971990530905925,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,48096,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/uncalibrated,net_load,2,rmse,all,412.0141544192623,404.5945755933182,kW,-7.419578825944086,kW,-1.800806779660774,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,48096,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/uncalibrated,net_load,2,wape_pct,all,9.364311235757334,9.177287300428333,%,-0.18702393532900174,百分点,-1.9971990530905956,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,48096,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/uncalibrated,net_load,2,bias,all,-15.635848290868594,-15.610385588286515,kW,0.025462702582078833,kW,0.16284823252569652,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,48096,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/primary,net_load,2,mae,all,281.01706122271094,303.82915153798643,kW,22.812090315275498,kW,8.117688732498886,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,48096,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/primary,net_load,2,rmse,all,412.0141544192623,448.21154903145714,kW,36.19739461219484,kW,8.785473562969068,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,48096,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/primary,net_load,2,wape_pct,all,9.364311235757334,10.124476873818535,%,0.760165638061201,百分点,8.117688732498893,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,48096,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/primary,net_load,2,bias,all,-15.635848290868594,1.1884512022265787,kW,16.82429949309517,kW,107.60081052283321,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,48096,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/uncalibrated,net_load,2,mae,pv_generating,373.9214741370549,367.73009911013344,kW,-6.191375026921435,kW,-1.655795522632136,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,26880,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/uncalibrated,net_load,2,rmse,pv_generating,514.7096205475304,506.9283606314974,kW,-7.7812599160330365,kW,-1.511776661130911,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,26880,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/uncalibrated,net_load,2,wape_pct,pv_generating,15.441376123734514,15.185698509244933,%,-0.2556776144895814,百分点,-1.6557955226321206,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,26880,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/uncalibrated,net_load,2,bias,pv_generating,-25.60057838187815,-26.306869166031905,kW,-0.7062907841537545,kW,-2.7588860439720206,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,26880,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/primary,net_load,2,mae,pv_generating,373.9214741370549,401.85729788592266,kW,27.93582374886779,kW,7.471040226651536,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,26880,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/primary,net_load,2,rmse,pv_generating,514.7096205475304,556.8566315745317,kW,42.14701102700121,kW,8.18850267111127,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,26880,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/primary,net_load,2,wape_pct,pv_generating,15.441376123734514,16.595007545487288,%,1.153631421752774,百分点,7.471040226651553,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,26880,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
exp002_seed_42,exp003/primary,net_load,2,bias,pv_generating,-25.60057838187815,-0.987159845623624,kW,24.613418536254528,kW,96.14399397193932,True,相同午夜发布/实测标签；历史共享选模边界保留，全年为回顾性时序评估,42,2025-02-01/2025-12-31,26880,data/results/exp003/baseline/forecast_annual.csv,data/results/exp003/
