run_id,rl_seed,cutoff_day,iteration_at_cutoff,global_iteration,transitions,training_start_day,training_end_day,history_days,max_observed_index,rollout_seconds,update_seconds,mean_episode_reward,mean_episode_cost_yuan,mean_episode_throughput_kwh,loss,policy_loss,value_loss,entropy,approx_kl,clip_fraction,gradient_norm
cost_only_3407,3407,171,39,653,4608,81,170,90,24623,0.04315512499306351,0.029911749996244907,-44.01837921142578,43412.402918993306,24641.35344942706,0.4475534036755562,-0.0016860695193625158,0.9449130992094675,2.3217071692148843,0.0006839383144097155,0.00021701388888888888,3.015819592608346
cost_only_3407,3407,171,40,654,4608,81,170,90,24623,0.04300529195461422,0.030712416977621615,-48.9492301940918,48762.28468697982,28431.9105358773,0.5772075421280332,-0.0018017907213005754,1.2023003647724788,2.214085062344869,0.000623909049750182,0.0007595486111111111,2.965980049636629
cost_only_3407,3407,171,41,655,4608,81,170,90,24623,0.04491537495050579,0.03083649999462068,-43.82799530029297,44317.353438398626,24526.944619781774,0.11728743665541212,-0.002065641236388021,0.2838492683238453,2.257155623700884,0.0009185503299451941,0.0007595486111111111,2.8563507298628488
cost_only_3407,3407,171,42,656,4608,81,170,90,24623,0.04483208293095231,0.03085670794826001,-44.675628662109375,44921.292645374735,26929.386146716643,0.17007176184819806,-0.0032640607613656255,0.39096178362766904,2.214506791697608,0.001214423203363266,0.011501736111111112,2.247345699204339
cost_only_3407,3407,171,43,657,4608,81,170,90,24623,0.04491054208483547,0.031039124936796725,-44.741241455078125,44974.18135261838,27299.560136838307,0.11544875479820702,-0.004764990402489073,0.283552810549736,2.1562660468949213,0.0023807656437308347,0.021104600694444444,2.0324086281988354
cost_only_3407,3407,185,0,658,4608,95,184,90,26639,0.045605040970258415,0.03139779204502702,-50.46424865722656,50380.647095864464,26879.898643343695,1.1013152019845114,-0.0005905212213595709,2.245419018798404,2.0803791218333774,0.0011546841224117088,0.003472222222222222,4.399874660703871
cost_only_3407,3407,185,1,659,4608,95,184,90,26639,0.045382041949778795,0.030912708025425673,-47.43091583251953,47718.421468804445,27544.03225599495,0.8474174613753954,-0.0010164316691872147,1.7392454809612699,2.1188846694098578,0.0006188094317786232,0.0013563368055555555,3.463849355777105
cost_only_3407,3407,185,2,660,4608,95,184,90,26639,0.04526841710321605,0.0313800839940086,-49.574649810791016,49692.78981872871,27810.128250979007,0.3754217674334844,-0.002296575099333293,0.7990229212575488,2.1793117125829062,0.0008717542931088297,0.0022786458333333335,2.1155335340234966
cost_only_3407,3407,185,3,661,4608,95,184,90,26639,0.045013458002358675,0.030411999905481935,-46.08503723144531,46389.862232794825,26856.559569008663,0.41809985372755265,-0.0017825046476597588,0.8838349746333228,2.2035128209326,0.001149397017242235,0.003634982638888889,2.0125426749388375
cost_only_3407,3407,185,4,662,4608,95,184,90,26639,0.04478704102803022,0.030481457943096757,-47.56436538696289,47832.06167728048,27073.92671292554,0.1473300245900949,-0.00244555057078186,0.34403643591536415,2.224264290597704,0.0017673614165687468,0.009548611111111112,1.7295270942979388
cost_only_3407,3407,185,5,663,4608,95,184,90,26639,0.04487120790872723,0.030316416989080608,-47.715309143066406,47585.29375398143,25895.719195800677,0.371788559274541,-0.0016265156446024776,0.7920591731866201,2.2614509065945945,0.0007105737777742939,0.0010850694444444445,2.4326226711273193
cost_only_3407,3407,185,6,664,4608,95,184,90,26639,0.044686042005196214,0.030656624934636056,-49.87925338745117,49612.70893152733,25264.244655206727,0.2791178085737758,-0.0029120838864602977,0.6085711932844586,2.2255704204241433,0.0013461799692575166,0.0032552083333333335,2.3610872477293015
cost_only_3407,3407,185,7,665,4608,95,184,90,26639,0.04489441600162536,0.030591915943659842,-50.055660247802734,49985.05127051786,26586.956734952008,0.6850615441799164,-0.002847685737328397,1.419411735402213,2.1796635455555387,0.0013352233122026923,0.00146484375,3.899696432881885
cost_only_3407,3407,185,8,666,4608,95,184,90,26639,0.04467062500771135,0.03065504098776728,-45.88576126098633,46086.465040093506,26106.898341286847,0.49786778704987633,-0.001869693708916505,1.0443131294515398,2.241908695962694,0.0007674053488876274,0.00043402777777777775,2.52385640806622
cost_only_3407,3407,185,9,667,4608,95,184,90,26639,0.04478854208718985,0.0307970829308033,-48.65708541870117,48897.47845874188,27789.165062533302,0.589690989918179,-0.001951641157372958,1.2270052466127608,2.1859987444347806,0.0007424691959082944,0.0008138020833333334,2.7322756548722587
cost_only_3407,3407,185,10,668,4608,95,184,90,26639,0.04484408302232623,0.030417209025472403,-50.652198791503906,50506.164461757,29221.33671464955,0.5175136253237724,-0.0018058689828548166,1.0815511180294886,2.145606564150916,0.0009040501385900117,0.002658420138888889,2.5253490474489
cost_only_3407,3407,185,11,669,4608,95,184,90,26639,0.04478045797441155,0.03128191700670868,-49.32177734375,49723.549994930945,27235.03773761289,0.24591649509966373,-0.003801471217431956,0.5439553318752183,2.225970062944624,0.0013182463036779761,0.005208333333333333,2.3725278443760343
cost_only_3407,3407,185,12,670,4608,95,184,90,26639,0.045206208946183324,0.030729750054888427,-49.822540283203125,49872.08624979128,26870.971550938113,0.19890284848709902,-0.004118078996220397,0.4498498464624087,2.1903995474179587,0.002552784620093007,0.014756944444444444,1.594802901148796
cost_only_3407,3407,185,13,671,4608,95,184,90,26639,0.04407295910641551,0.03088637499604374,-42.801815032958984,43093.610864845294,26534.281729013503,0.23164603859186172,-0.0034623574724213946,0.5151600705252753,2.247164183192783,0.0019567309881899243,0.013020833333333334,1.7973121321863599
cost_only_3407,3407,185,14,672,4608,95,184,90,26639,0.04429558292031288,0.029180292040109634,-42.785308837890625,42824.03696951226,25189.732322695247,0.22112025982803768,-0.004151231919725736,0.4961935314867232,2.2825275129742093,0.0020962106497614107,0.010470920138888888,1.862403702404764
cost_only_3407,3407,185,15,673,4608,95,184,90,26639,0.044754707952961326,0.029661167063750327,-42.471778869628906,42752.751479229846,25614.622375647075,0.21294049897955525,-0.004082593006185359,0.47810189260376823,2.2027856906255088,0.002924846750286431,0.01904296875,2.040905568334791
cost_only_3407,3407,185,16,674,4608,95,184,90,26639,0.04364241589792073,0.030286542023532093,-47.156982421875,47618.794459401164,29629.365003118306,0.4618409950700071,-0.0020432729636215502,0.9689718451764848,2.06016598145167,0.0007772219480052121,0.0013020833333333333,2.427521755297979
cost_only_3407,3407,185,17,675,4608,95,184,90,26639,0.04481712507549673,0.03253895801026374,-47.10637664794922,47477.944782257364,25915.41925372513,0.4495252263214853,-0.0019241808396246699,0.945803682009379,2.145243148008982,0.000753422177985562,0.00037977430555555556,2.1812553670671253
cost_only_3407,3407,185,18,676,4608,95,184,90,26639,0.044792916043661535,0.034004334011115134,-43.97100067138672,44225.16319887602,28052.944685062917,0.21570115867588255,-0.003910297941830423,0.48167628712124294,2.122668868965573,0.0022249760223000217,0.016004774305555556,1.926074845923318
cost_only_3407,3407,185,19,677,4608,95,184,90,26639,0.049142833915539086,0.03428841708227992,-47.08421325683594,47252.282711240274,28691.81376966794,0.6744219296508365,-0.002193168374813265,1.396211291352908,2.149055196179284,0.0008713628007070737,0.0015733506944444445,2.9189007381598153
cost_only_3407,3407,185,20,678,4608,95,184,90,26639,0.04731787496712059,0.03706112504005432,-46.07294845581055,46490.885836142756,28107.115020023273,0.17063877410772774,-0.003275959260968698,0.3910786161820094,2.1624576581848993,0.0021756558644609766,0.015462239583333334,2.129289504554537
cost_only_3407,3407,185,21,679,4608,95,184,90,26639,0.05261308397166431,0.03811600001063198,-42.798118591308594,43521.95584472389,25657.166823798496,0.19373664384086928,-0.004372545479175945,0.4401240357094341,2.1952828963597617,0.002356433391443918,0.014594184027777778,1.878623581594891
cost_only_3407,3407,185,22,680,4608,95,184,90,26639,0.05144808394834399,0.03526933304965496,-49.0157585144043,49060.44024596722,28301.493590239275,0.5083148003452354,-0.0018759139865222904,1.062521058652136,2.1069813304477267,0.0007359331186004662,0.0008138020833333334,3.0055313408374786
